domain,sys_idx,process_regime,observer_level,base_observer_continuity,fail_temporal_continuity,fail_closure_feedback,fail_reconstruction,fail_recursive_alignment,fail_closure_persistence,fail_all,fail_temporal_continuity_collapse_ratio,fail_closure_feedback_collapse_ratio,fail_reconstruction_collapse_ratio,fail_recursive_alignment_collapse_ratio,fail_closure_persistence_collapse_ratio,fail_all_collapse_ratio
coupled_map_lattice,449,RG,0,4.123612597499973e-06,4.123612597499973e-16,3.938050031024835e-06,4.123612597912334e-06,4.048030902200396e-06,3.938050031024835e-06,4.123612597499973e-08,1e-10,0.9550000001,1.0000000001,0.9816710000000001,0.9550000001,0.01
coupled_map_lattice,450,CL,0,0.0001164202165002,5.821011989211524e-08,9.611653075420714e-05,0.00011642021651184202,0.00011140762765856739,9.611653075420714e-05,1.164202165002e-06,0.000500000099999945,0.8256000001,1.0000000001,0.956944,0.8256000001,0.01
coupled_map_lattice,451,CL,0,1.2941333333333337e-11,2.5882679607997158e-15,1.2940039201294136e-11,1.294133333462747e-11,1.287852904266667e-11,1.2940039201294136e-11,1.2941333333333337e-13,0.0,0.0,0.0,0.0,0.0,0.0
coupled_map_lattice,452,CH,0,0.0002715521423547,1.0862088409708228e-07,0.0002303305271724118,0.0002715521423818552,0.0002493959315078377,0.0002303305271724118,2.7155214235470003e-06,0.0004000000999999559,0.8482000001000001,1.0000000001,0.918409,0.8482000001000001,0.01
coupled_map_lattice,453,RG,0,0.00019659915,1.9659934659912832e-08,0.0001700582647696599,0.0001965991500196599,0.0001902368083077,0.0001700582647696599,1.9659915e-06,0.00010000009999998898,0.8650000001,1.0000000001,0.9676380000000001,0.8650000001,0.01
coupled_map_lattice,454,RG,0,0.0005017372018425,2.0069493091069808e-07,0.0004038984475333862,0.0005017372018926737,0.00047882135862274753,0.0004038984475333862,5.017372018425e-06,0.0004000000999999559,0.8050000001,1.0000000001,0.954327,0.8050000001,0.01
coupled_map_lattice,455,RG,0,0.0001434207166666,1.4342086008730087e-08,0.0001269273342642831,0.00014342071668094208,0.00013875466707056886,0.0001269273342642831,1.4342071666660001e-06,0.00010000009999998898,0.8850000001000001,1.0000000001,0.967466,0.8850000001000001,0.01
coupled_map_lattice,456,RG,0,0.000299377080992,1.197508623344949e-07,0.0002512971218146225,0.00029937708102193767,0.0002863460947876612,0.0002512971218146225,2.9937708099199997e-06,0.0004000000999999559,0.8394000001,1.0000000001,0.956473,0.8394000001,0.01
coupled_map_lattice,457,RG,0,4.064161471999743e-05,4.064161471999743e-15,3.73902855464618e-05,4.064161472406159e-05,3.984069041871044e-05,3.73902855464618e-05,4.064161471999743e-07,1e-10,0.9200000001,1.0000000001,0.980293,0.9200000001,0.01
coupled_map_lattice,458,RG,0,3.3818983660000005e-05,6.763800113897622e-09,3.14516548071819e-05,3.38189836633819e-05,3.290566818727805e-05,3.14516548071819e-05,3.3818983660000005e-07,0.00020000009999997798,0.9300000001,1.0000000001,0.9729940000000001,0.9300000001,0.01
coupled_map_lattice,459,CL,0,4.062911015625e-06,4.0629150785355674e-10,3.910551852945354e-06,4.062911016031291e-06,4.016979806593359e-06,3.910551852945354e-06,4.062911015625e-08,0.00010000009999998898,0.9625000001000001,1.0000000001,0.988695,0.9625000001000001,0.01
coupled_map_lattice,460,CH,0,0.01315337351562,1.315337351562e-12,0.006835808217383052,0.013153373516935336,0.010903436362279136,0.006835808217383052,0.0001315337351562,1e-10,0.5197000001000001,1.0000000001,0.8289460000000001,0.5197000001000001,0.01
coupled_map_lattice,461,CH,0,0.0486257630538133,4.8625811679571e-06,0.00966680169996066,0.04862576305867588,0.037575509774071175,0.00966680169996066,0.000486257630538133,0.00010000009999998898,0.19880000009999999,1.0000000001,0.772749,0.19880000009999999,0.01
coupled_map_lattice,462,CH,0,0.06593383923234,6.593383923234e-12,0.004674709208166287,0.06593383923893338,0.05082562744296315,0.004674709208166287,0.0006593383923234,1e-10,0.07090000009999996,1.0000000001,0.770858,0.07090000009999996,0.01
coupled_map_lattice,463,CG,0,0.0010156395599583,3.046919695514124e-07,0.0008379026370671615,0.00048750698888154795,0.0009604436124328062,0.0008379026370671615,1.0156395599583e-05,0.00030000009999996694,0.8250000001,0.4800000001,0.945654,0.8250000001,0.01
coupled_map_lattice,464,RG,0,0.0009768114,2.9304351768110775e-07,0.0007130723220976812,0.0009768114000976813,0.0009375455353428002,0.0007130723220976812,9.768114e-06,0.00030000009999996694,0.7300000001,1.0000000001,0.959802,0.7300000001,0.01
coupled_map_lattice,465,RG,0,4.031790833333334e-05,4.031790833333334e-15,3.68908861290318e-05,4.031790833736513e-05,3.9642946229925005e-05,3.68908861290318e-05,4.031790833333334e-07,9.999999999999999e-11,0.9150000001,1.0000000001,0.983259,0.9150000001,0.01
coupled_map_lattice,466,RG,0,0.0003560104583333,7.120212726769799e-08,0.00030082883732723955,0.000356010458368901,0.00034018401340809315,0.00030082883732723955,3.5601045833330002e-06,0.00020000009999997795,0.8450000001,1.0000000001,0.955545,0.8450000001,0.01
coupled_map_lattice,467,RG,0,0.0006203183333333,1.2406372869847968e-07,0.0005024578500620048,0.0006203183333953319,0.0005883409232499684,0.0005024578500620048,6.203183333333e-06,0.000200000099999978,0.8100000001,1.0000000001,0.9484499999999999,0.8100000001,0.01
coupled_map_lattice,468,CH,0,0.0649255205516133,6.49255205516133e-12,0.0005064190667951376,0.06492552055810585,0.05207994138495606,0.0005064190667951376,0.000649255205516133,1e-10,0.007800000100000028,1.0000000001,0.802149,0.007800000100000028,0.01
coupled_map_lattice,469,CG,3,0.0436508297999847,5.6746083105061686e-05,0.020476604263537902,4.36508297999847e-12,0.03666979624090295,0.020476604263537902,0.00043650829799984697,0.0013000000999999679,0.4691000000999999,1e-10,0.840071,0.4691000000999999,0.01
coupled_map_lattice,470,RG,0,1.395095e-05,1.3950963950948462e-09,1.3044138251395096e-05,1.3950950001395096e-05,1.36745537786e-05,1.3044138251395096e-05,1.3950950000000002e-07,0.00010000009999998897,0.9350000001000001,1.0000000001,0.980188,0.9350000001000001,0.010000000000000002
coupled_map_lattice,471,RG,0,6.91636e-05,6.91636e-15,6.155560400691636e-05,6.916360000691636e-05,6.79775825872e-05,6.155560400691636e-05,6.91636e-07,1e-10,0.8900000000999999,1.0000000001,0.982852,0.8900000000999999,0.01
coupled_map_lattice,472,RG,0,2.951456743083333e-05,2.9514567430833333e-15,2.7596120550780622e-05,2.9514567433784786e-05,2.8874721123500294e-05,2.7596120550780622e-05,2.951456743083333e-07,1e-10,0.9350000001000001,1.0000000001,0.978321,0.9350000001000001,0.01
coupled_map_lattice,473,CG,3,0.0352447824489141,3.87692642182834e-05,0.01569450162802593,0.0021146869504593264,0.030688195994788694,0.01569450162802593,0.00035244782448914106,0.00110000009999999,0.44530000010000004,0.060000000100000055,0.870716,0.44530000010000004,0.01
coupled_map_lattice,474,RG,0,3.1480866666666665e-05,3.1480866666666667e-15,2.9277206003148084e-05,3.1480866669814755e-05,3.087410444253333e-05,2.9277206003148084e-05,3.148086666666667e-07,1e-10,0.9300000001,1.0000000001,0.980726,0.9300000001,0.01
coupled_map_lattice,475,RG,0,4.842441974999758e-05,4.842441974999758e-15,4.479258827359021e-05,4.842441975484002e-05,4.7130712951956645e-05,4.479258827359021e-05,4.842441974999758e-07,1e-10,0.9250000001,1.0000000001,0.973284,0.9250000001,0.01
coupled_map_lattice,476,RG,0,0.0002940206083333,2.9402090235387594e-08,0.00025138762015437354,0.00029402060836270205,0.00028168556175189305,0.00025138762015437354,2.940206083333e-06,0.00010000009999998898,0.8550000001,1.0000000001,0.958047,0.8550000001,0.01
coupled_map_lattice,477,CG,0,0.0018476353763666,3.6952726003681694e-07,0.0014503937706325447,0.0007760068582587357,0.001743188548540596,0.0014503937706325447,1.8476353763666e-05,0.00020000009999997798,0.7850000001,0.42000000010000005,0.94347,0.7850000001,0.009999999999999998
coupled_map_lattice,478,RG,0,0.0005984904833333,1.1969815651569515e-07,0.00046981502947648955,0.000598490483393149,0.0005752439159796679,0.00046981502947648955,5.984904833332999e-06,0.000200000099999978,0.7850000001,1.0000000001,0.961158,0.7850000001,0.01
coupled_map_lattice,479,RG,0,2.4697388549166668e-05,4.9394801795716445e-09,2.333903218143224e-05,2.4697388551636406e-05,2.407163081549643e-05,2.333903218143224e-05,2.469738854916667e-07,0.00020000009999997798,0.9450000001,1.0000000001,0.974663,0.9450000001,0.01
coupled_map_lattice,480,CL,0,7.650526773880002e-05,3.8252641519922574e-08,6.908425677578694e-05,7.650526774645054e-05,7.37060930027728e-05,6.908425677578694e-05,7.650526773880002e-07,0.000500000099999945,0.9030000001,1.0000000001,0.963412,0.9030000001,0.01
coupled_map_lattice,481,RG,0,7.779513788666666e-06,7.779521568179597e-10,7.430213620333484e-06,7.779513789444617e-06,7.650856189629697e-06,7.430213620333484e-06,7.779513788666666e-08,0.00010000009999998898,0.9551000001,1.0000000001,0.9834620000000001,0.9551000001,0.01
coupled_map_lattice,482,RG,0,7.74279e-05,7.74279e-15,7.045938900774279e-05,7.742790000774279e-05,7.52075001117e-05,7.045938900774279e-05,7.74279e-07,1e-10,0.9100000001,1.0000000001,0.971323,0.9100000001,0.01
coupled_map_lattice,483,CH,0,0.0152384014981333,1.5238416736533119e-06,0.00745462601441065,0.01523840149965714,0.012568481171645366,0.00745462601441065,0.000152384014981333,0.00010000009999998898,0.4892000001,1.0000000001,0.82479,0.4892000001,0.01
coupled_map_lattice,484,RG,0,0.0001289568,1.289569289567858e-08,0.00011348198401289568,0.0001289568000128957,0.00012549224661120002,0.00011348198401289568,1.289568e-06,0.00010000009999998898,0.8800000001,1.0000000001,0.973134,0.8800000001,0.01
coupled_map_lattice,485,RG,0,1.851676666666667e-05,1.851676666666667e-15,1.7313176835185013e-05,1.8516766668518347e-05,1.8273308218533333e-05,1.7313176835185013e-05,1.851676666666667e-07,1e-10,0.9350000001000001,1.0000000001,0.986852,0.9350000001000001,0.01
coupled_map_lattice,486,CH,0,0.0346380153796266,2.4246614229541335e-05,0.009019739208318568,0.0346380153830904,0.028057900873989693,0.009019739208318568,0.000346380153796266,0.000700000100000034,0.2604000001,1.0000000001,0.810032,0.2604000001,0.01
coupled_map_lattice,487,RG,0,1.1596310432192e-05,1.1596322028501155e-09,1.0863423614037097e-05,1.159631043335163e-05,1.1436826374818064e-05,1.0863423614037097e-05,1.1596310432192e-07,0.00010000009999998898,0.9368000001,1.0000000001,0.986247,0.9368000001,0.01
coupled_map_lattice,488,RG,0,1.9272e-05,1.9272000000000002e-15,1.8115680001927202e-05,1.92720000019272e-05,1.896249168e-05,1.8115680001927202e-05,1.9272000000000002e-07,1e-10,0.9400000001000001,1.0000000001,0.9839399999999999,0.9400000001000001,0.01
coupled_map_lattice,489,RG,0,5.734964166666667e-05,5.734964166666667e-15,5.247492213073497e-05,5.734964167240163e-05,5.598397464965834e-05,5.247492213073497e-05,5.734964166666667e-07,1e-10,0.9150000001,1.0000000001,0.976187,0.9150000001,0.01
coupled_map_lattice,490,RG,0,0.0003616243,7.232489616242204e-08,0.0003055725335361624,0.0003616243000361624,0.0003452947931092,0.0003055725335361624,3.616243e-06,0.00020000009999997798,0.8450000000999999,1.0000000001,0.954844,0.8450000000999999,0.01
coupled_map_lattice,491,RG,0,8.002482872333333e-05,8.002490874815324e-09,7.163022419825815e-05,8.002482873133581e-05,7.827892703507637e-05,7.163022419825815e-05,8.002482872333333e-07,0.00010000009999998898,0.8951000001,1.0000000001,0.9781830000000001,0.8951000001,0.01
coupled_map_lattice,492,CH,0,0.0425100588949999,4.2510058894999896e-12,0.009713548461758485,0.042510058899250906,0.033401853676157216,0.009713548461758485,0.000425100588949999,9.999999999999999e-11,0.22850000010000004,1.0000000001,0.7857399999999999,0.22850000010000004,0.01
coupled_map_lattice,493,RG,0,8.6071392e-06,8.60714780713825e-10,8.090710848860713e-06,8.607139200860713e-06,8.421913564416e-06,8.090710848860713e-06,8.6071392e-08,0.00010000009999998898,0.9400000001,1.0000000001,0.9784800000000001,0.9400000001,0.01
coupled_map_lattice,494,RG,0,2.9484734565e-05,5.896949861472808e-09,2.6683684784273474e-05,2.9484734567948475e-05,2.861770646038161e-05,2.6683684784273474e-05,2.9484734565000003e-07,0.00020000009999997798,0.9050000001,1.0000000001,0.970594,0.9050000001,0.01
coupled_map_lattice,495,RG,0,0.0001893473276041,1.8934751695140674e-08,0.00016567891167252222,0.00018934732762303471,0.0001822265426548926,0.00016567891167252222,1.893473276041e-06,0.00010000009999998898,0.8750000001,1.0000000001,0.962393,0.8750000001,0.01
coupled_map_lattice,496,CH,0,0.0465433060698333,4.65433060698333e-12,0.010262798993052574,0.04654330607448763,0.03584774742159775,0.010262798993052574,0.000465433060698333,9.999999999999999e-11,0.22050000010000004,1.0000000001,0.770202,0.22050000010000004,0.01
coupled_map_lattice,497,CG,3,0.1070985515217457,1.0709865862028542e-05,0.0218373946659938,1.070985515217457e-11,0.08880783249865588,0.0218373946659938,0.001070985515217457,0.00010000009999998898,0.20390000009999998,1e-10,0.829216,0.20390000009999998,0.01
coupled_map_lattice,498,RG,0,0.00107884924704,4.3153980670087714e-07,0.0007768793429013889,0.0010788492471478848,0.0010342798269462835,0.0007768793429013889,1.07884924704e-05,0.0004000000999999559,0.7201000001,1.0000000001,0.958688,0.7201000001,0.01
coupled_map_lattice,499,CG,0,0.0135365507598299,3.113406810126342e-05,0.007986564949653297,0.0030457239223153822,0.012166963163602591,0.007986564949653297,0.000135365507598299,0.0023000000999999688,0.5900000001000001,0.22500000009999999,0.898823,0.5900000001000001,0.01
graph_diffusion,0,CL,0,4.5719999999999995e-09,4.572e-19,4.5582840004572e-09,4.5720000004572e-09,4.565032271999999e-09,4.5582840004572e-09,4.572e-11,1e-10,0.9970000001000001,1.0000000001,0.9984759999999999,0.9970000001000001,0.01
graph_diffusion,1,CL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,2,CL,0,1.44e-12,1.44e-22,1.438272000144e-12,1.440000000144e-12,1.4399956799999999e-12,1.438272000144e-12,1.44e-14,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,3,CL,0,8.333333333333336e-14,8.333333333333336e-24,8.329166667500004e-14,8.33333333416667e-14,8.333325000000003e-14,8.329166667500004e-14,8.333333333333336e-16,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,4,CL,0,8.333333333333336e-14,8.333333333333336e-24,8.329166667500004e-14,8.33333333416667e-14,8.333325000000003e-14,8.329166667500004e-14,8.333333333333336e-16,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,5,CL,0,6.03e-10,6.03e-20,6.020955000603001e-10,6.030000000603e-10,6.02515188e-10,6.020955000603001e-10,6.03e-12,1e-10,0.9985000001000001,1.0000000001,0.999196,0.9985000001000001,0.01
graph_diffusion,6,CL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,7,CL,0,5.05342425e-10,5.05342425e-20,5.045844114130342e-10,5.053424250505342e-10,5.04990201329775e-10,5.045844114130342e-10,5.05342425e-12,1e-10,0.9985000001,1.0000000001,0.999303,0.9985000001,0.01
graph_diffusion,8,CL,0,8.333333333333336e-14,8.333333333333336e-24,8.329166667500004e-14,8.33333333416667e-14,8.333325000000003e-14,8.329166667500004e-14,8.333333333333336e-16,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,9,CL,0,8.333333333333336e-14,8.333333333333336e-24,8.329166667500004e-14,8.33333333416667e-14,8.333325000000003e-14,8.329166667500004e-14,8.333333333333336e-16,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,10,CL,0,4.89e-09,4.890000000000001e-19,4.875330000489e-09,4.8900000004890005e-09,4.8820293000000005e-09,4.875330000489e-09,4.890000000000001e-11,1e-10,0.9970000001,1.0000000001,0.9983700000000001,0.9970000001,0.01
graph_diffusion,11,CL,0,3.9825e-10,3.982503982499561e-14,3.97652625039825e-10,3.98250000039825e-10,3.9803852925e-10,3.97652625039825e-10,3.9825e-12,0.00010000009999998898,0.9985000001000001,1.0000000001,0.999469,0.9985000001000001,0.01
graph_diffusion,12,CL,0,8.333333333333336e-14,8.333333333333336e-24,8.329166667500004e-14,8.33333333416667e-14,8.333325000000003e-14,8.329166667500004e-14,8.333333333333336e-16,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,13,RG,0,8.333333333333336e-14,8.333333333333336e-24,8.329166667500004e-14,8.33333333416667e-14,8.333325000000003e-14,8.329166667500004e-14,8.333333333333336e-16,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,14,CL,0,8.333333333333336e-14,8.333333333333336e-24,8.329166667500004e-14,8.33333333416667e-14,8.333325000000003e-14,8.329166667500004e-14,8.333333333333336e-16,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,15,RG,0,8.333333333333336e-14,8.333333333333336e-24,8.329166667500004e-14,8.33333333416667e-14,8.333325000000003e-14,8.329166667500004e-14,8.333333333333336e-16,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,16,RG,0,8.333333333333336e-14,8.333333333333336e-24,8.329166667500004e-14,8.33333333416667e-14,8.333325000000003e-14,8.329166667500004e-14,8.333333333333336e-16,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,17,CL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,18,RG,0,8.333333333333336e-14,8.333333333333336e-24,8.329166667500004e-14,8.33333333416667e-14,8.333325000000003e-14,8.329166667500004e-14,8.333333333333336e-16,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,19,CL,0,2.699999999999999e-13,2.699999999999999e-23,2.6975700002699993e-13,2.700000000269999e-13,2.699997299999999e-13,2.6975700002699993e-13,2.6999999999999993e-15,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,20,CL,0,8.055833333333334e-14,8.055833333333334e-24,8.051805417472251e-14,8.055833334138918e-14,8.055825277500001e-14,8.051805417472251e-14,8.055833333333335e-16,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,21,RG,0,8.333333333333336e-14,8.333333333333336e-24,8.329166667500004e-14,8.33333333416667e-14,8.333325000000003e-14,8.329166667500004e-14,8.333333333333336e-16,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,22,CL,0,1.1381281333333332e-09,1.1381281333333333e-19,1.1358518771804793e-09,1.138128133447146e-09,1.1371231661915998e-09,1.1358518771804793e-09,1.1381281333333332e-11,1e-10,0.9980000001,1.0000000001,0.999117,0.9980000001,0.01
graph_diffusion,23,RG,0,8.333333333333336e-14,8.333333333333336e-24,8.329166667500004e-14,8.33333333416667e-14,8.333325000000003e-14,8.329166667500004e-14,8.333333333333336e-16,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,24,RG,0,8.333333333333336e-14,8.333333333333336e-24,8.329166667500004e-14,8.33333333416667e-14,8.333325000000003e-14,8.329166667500004e-14,8.333333333333336e-16,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,25,CL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,26,CL,0,8.333333333333336e-14,8.333333333333336e-24,8.329166667500004e-14,8.33333333416667e-14,8.333325000000003e-14,8.329166667500004e-14,8.333333333333336e-16,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,27,CL,0,5.6925e-10,5.6925e-20,5.68396125056925e-10,5.69250000056925e-10,5.6881793925e-10,5.68396125056925e-10,5.6925e-12,1e-10,0.9985000001000002,1.0000000001,0.999241,0.9985000001000002,0.01
graph_diffusion,28,RG,0,1.3333333333333334e-10,1.3333333333333335e-20,1.3320000001333334e-10,1.3333333334666666e-10,1.3328e-10,1.3320000001333334e-10,1.3333333333333334e-12,1e-10,0.9990000001,1.0000000001,0.9996,0.9990000001,0.01
graph_diffusion,29,CL,0,8.333333333333336e-14,8.333333333333336e-24,8.329166667500004e-14,8.33333333416667e-14,8.333325000000003e-14,8.329166667500004e-14,8.333333333333336e-16,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,30,CL,0,2.89e-12,2.89e-22,2.885087000289e-12,2.890000000289e-12,2.88999133e-12,2.885087000289e-12,2.89e-14,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,31,RG,0,5.49e-10,5.489999999999999e-20,5.481765000549e-10,5.490000000548999e-10,5.48598132e-10,5.481765000549e-10,5.4899999999999994e-12,9.999999999999999e-11,0.9985000001,1.0000000001,0.999268,0.9985000001,0.01
graph_diffusion,32,CL,0,8.055833333333334e-14,8.055833333333334e-24,8.051805417472251e-14,8.055833334138918e-14,8.055825277500001e-14,8.051805417472251e-14,8.055833333333335e-16,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,33,CL,0,4.3482447000000005e-09,4.348244700000001e-19,4.335199966334825e-09,4.348244700434825e-09,4.3414918759809e-09,4.335199966334825e-09,4.3482447000000005e-11,1.0000000000000002e-10,0.9970000001,1.0000000001,0.998447,0.9970000001,0.01
graph_diffusion,34,CL,0,1.2966666666666668e-10,1.2966666666666669e-20,1.2953700001296668e-10,1.2966666667963336e-10,1.2961622633333336e-10,1.2953700001296668e-10,1.296666666666667e-12,1e-10,0.9990000000999999,1.0000000001,0.999611,0.9990000000999999,0.01
graph_diffusion,35,CL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,36,CL,0,6.533333333333332e-13,6.533333333333333e-23,6.524186667319999e-13,6.533333333986666e-13,6.533326799999999e-13,6.524186667319999e-13,6.533333333333333e-15,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,37,CL,0,8.333333333333336e-14,8.333333333333336e-24,8.329166667500004e-14,8.33333333416667e-14,8.333325000000003e-14,8.329166667500004e-14,8.333333333333336e-16,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,38,RG,0,8.333333333333336e-14,8.333333333333336e-24,8.329166667500004e-14,8.33333333416667e-14,8.333325000000003e-14,8.329166667500004e-14,8.333333333333336e-16,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,39,CL,0,6.1275e-10,6.1275e-20,6.11830875061275e-10,6.127500000612749e-10,6.1224938325e-10,6.11830875061275e-10,6.1275e-12,1e-10,0.9985000001,1.0000000001,0.999183,0.9985000001,0.01
graph_diffusion,40,CL,0,8.333333333333336e-14,8.333333333333336e-24,8.329166667500004e-14,8.33333333416667e-14,8.333325000000003e-14,8.329166667500004e-14,8.333333333333336e-16,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,41,RG,0,8.333333333333336e-14,8.333333333333336e-24,8.329166667500004e-14,8.33333333416667e-14,8.333325000000003e-14,8.329166667500004e-14,8.333333333333336e-16,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,42,CL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,43,CL,0,8.333333333333336e-14,8.333333333333336e-24,8.329166667500004e-14,8.33333333416667e-14,8.333325000000003e-14,8.329166667500004e-14,8.333333333333336e-16,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,44,RG,0,1.8466666666666668e-10,1.8466666666666668e-20,1.844820000184667e-10,1.8466666668513335e-10,1.8456436133333332e-10,1.844820000184667e-10,1.8466666666666666e-12,1e-10,0.9990000001000001,1.0000000001,0.999446,0.9990000001000001,0.009999999999999998
graph_diffusion,45,RG,0,8.333333333333336e-14,8.333333333333336e-24,8.329166667500004e-14,8.33333333416667e-14,8.333325000000003e-14,8.329166667500004e-14,8.333333333333336e-16,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,46,CL,0,8.333333333333336e-14,8.333333333333336e-24,8.329166667500004e-14,8.33333333416667e-14,8.333325000000003e-14,8.329166667500004e-14,8.333333333333336e-16,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,47,RG,0,8.333333333333336e-14,8.333333333333336e-24,8.329166667500004e-14,8.33333333416667e-14,8.333325000000003e-14,8.329166667500004e-14,8.333333333333336e-16,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,48,RG,0,8.333333333333336e-14,8.333333333333336e-24,8.329166667500004e-14,8.33333333416667e-14,8.333325000000003e-14,8.329166667500004e-14,8.333333333333336e-16,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,49,CL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,50,CL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,51,CL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,52,RG,0,8.333333333333336e-14,8.333333333333336e-24,8.329166667500004e-14,8.33333333416667e-14,8.333325000000003e-14,8.329166667500004e-14,8.333333333333336e-16,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,53,RG,0,8.333333333333336e-14,8.333333333333336e-24,8.329166667500004e-14,8.33333333416667e-14,8.333325000000003e-14,8.329166667500004e-14,8.333333333333336e-16,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,54,CL,0,8.333333333333336e-14,8.333333333333336e-24,8.329166667500004e-14,8.33333333416667e-14,8.333325000000003e-14,8.329166667500004e-14,8.333333333333336e-16,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,55,CL,0,8.333333333333336e-14,8.333333333333336e-24,8.329166667500004e-14,8.33333333416667e-14,8.333325000000003e-14,8.329166667500004e-14,8.333333333333336e-16,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,56,CL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,57,CL,0,1.8333333333333327e-10,1.8333333333333326e-20,1.8315000001833328e-10,1.8333333335166662e-10,1.8323249999999992e-10,1.8315000001833328e-10,1.8333333333333327e-12,9.999999999999999e-11,0.9990000001,1.0000000001,0.9994499999999998,0.9990000001,0.01
graph_diffusion,58,CL,0,8.333333333333336e-14,8.333333333333336e-24,8.329166667500004e-14,8.33333333416667e-14,8.333325000000003e-14,8.329166667500004e-14,8.333333333333336e-16,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,59,CL,0,8.333333333333336e-14,8.333333333333336e-24,8.329166667500004e-14,8.33333333416667e-14,8.333325000000003e-14,8.329166667500004e-14,8.333333333333336e-16,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,60,RG,0,8.333333333333336e-14,8.333333333333336e-24,8.329166667500004e-14,8.33333333416667e-14,8.333325000000003e-14,8.329166667500004e-14,8.333333333333336e-16,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,61,CL,0,8.333333333333336e-14,8.333333333333336e-24,8.329166667500004e-14,8.33333333416667e-14,8.333325000000003e-14,8.329166667500004e-14,8.333333333333336e-16,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,62,CL,0,8.333333333333336e-14,8.333333333333336e-24,8.329166667500004e-14,8.33333333416667e-14,8.333325000000003e-14,8.329166667500004e-14,8.333333333333336e-16,0.0,0.0,0.0,0.0,0.0,0.0
graph_diffusion,63,CL,0,1.2813333333333334e-11,1.2813333333333334e-21,1.2773612001281334e-11,1.2813333334614667e-11,1.281328208e-11,1.2773612001281334e-11,1.2813333333333334e-13,0.0,0.0,0.0,0.0,0.0,0.0
