recursive_closure,recursive_identity_score,recursive_continuity,reconstruction_ability,org_memory,trajectory_coherence,closure_persistence,operator_continuity,operator_reversibility,compositional_stability,transition_smoothness,null_observer_continuity,null_recursive_identity
0.1438,0.236,1.0,0.0,0.1438,0.0,0.1438,1.0,0.1438,0.123425,0.9999,0.054771320520000014,0.1438
0.904,0.8257,1.0,1.0,0.904,0.02,0.904,1.0,0.904,0.179799,1.0,0.8741969280000002,0.904
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.3322,0.2831,1.0,0.0,0.3322,0.0,0.3322,1.0,0.3322,0.133231,0.9978,0.14737142772,0.3322
0.012,0.203,1.0,0.0,0.012,0.0,0.012,1.0,0.012,0.007297,1.0,0.004043952000000001,0.012
0.034,0.2085,1.0,0.0,0.034,0.0,0.034,1.0,0.034,0.018195,1.0,0.011706948000000002,0.034
0.4,0.1,0.0,0.0,0.4,0.0,0.4,0.0,0.4,0.040764,0.9998,0.053280000000000015,0.4
0.0005,0.1935,0.9667,0.0,0.0005,0.0,0.0005,0.9667,0.0005,1e-06,1.0,0.00016103880000000001,0.0005
0.013,0.2032,1.0,0.0,0.013,0.0,0.013,1.0,0.013,0.001242,1.0,0.004385277000000001,0.013
0.02,0.205,1.0,0.0,0.02,0.0,0.02,1.0,0.02,0.008777,1.0,0.0067932,0.02
0.0189,0.2047,1.0,0.0,0.0189,0.0,0.0189,1.0,0.0189,0.087043,1.0,0.00641265093,0.0189
0.604,0.351,1.0,0.0,0.604,0.0,0.604,1.0,0.604,0.143149,0.9999,0.322615728,0.604
0.25,0.2492,0.9333,0.0,0.25,0.0,0.25,0.9333,0.25,0.050152,0.9999,0.098509725,0.25
0.0136,0.0901,0.4333,0.0,0.0136,0.0,0.0136,0.4333,0.0136,0.005366,1.0,0.00202392072,0.0136
0.0068,0.155,0.7667,0.0,0.0068,0.0,0.0068,0.7667,0.0068,0.024118,0.9996,0.0017515134,0.0068
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.5333,0.3333,1.0,0.0,0.5333,0.0,0.5333,1.0,0.5333,0.001832,1.0,0.27229706037,0.5333
0.002,0.2005,1.0,0.0,0.002,0.0,0.002,1.0,0.002,0.00097,1.0,0.0006673320000000001,0.002
0.02,0.205,1.0,0.0,0.02,0.0,0.02,1.0,0.02,0.011849,1.0,0.0067932,0.02
0.065,0.2162,1.0,0.0,0.065,0.0,0.065,1.0,0.065,0.022851,0.9998,0.023051925,0.065
0.4759,0.319,1.0,0.0,0.4759,0.0,0.4759,1.0,0.4759,0.127615,0.9999,0.23389280972999998,0.4759
0.5928,0.6456,0.6667,0.9,0.5928,0.04,0.5928,0.6667,0.5928,0.06093,0.9996,0.42629048280000004,0.5928
0.115,0.2288,1.0,0.0,0.115,0.0,0.115,1.0,0.115,0.025186,0.9999,0.042698925000000006,0.115
0.026,0.2065,1.0,0.0,0.026,0.0,0.026,1.0,0.026,0.011427,1.0,0.008883108,0.026
0.0781,0.2195,1.0,0.0,0.0781,0.0,0.0781,1.0,0.0781,0.000812,1.0,0.028038470130000003,0.0781
0.7413,0.7804,1.0,1.0,0.7413,0.04,0.7413,1.0,0.7413,0.13446,0.9999,0.67669785477,0.7413
0.2712,0.2678,1.0,0.0,0.2712,0.0,0.2712,1.0,0.2712,0.076632,0.9999,0.11480156352000001,0.2712
1.0,0.45,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.028199,0.9996,0.666,1.0
0.1725,0.3301,1.0,0.0,0.1725,0.58,0.1725,1.0,0.1725,0.08056,1.0,0.06735133125,0.1725
0.21,0.3245,1.0,0.0,0.21,0.48,0.21,1.0,0.21,0.07581,0.9999,0.0846153,0.21
0.0241,0.206,1.0,0.0,0.0241,0.0,0.0241,1.0,0.0241,0.087815,0.9999,0.00821870973,0.0241
0.4649,0.3162,1.0,0.0,0.4649,0.0,0.4649,1.0,0.4649,0.323907,0.9996,0.22678365933,0.4649
0.0192,0.2048,1.0,0.0,0.0192,0.0,0.0192,1.0,0.0192,0.007986,1.0,0.00651635712,0.0192
0.4667,0.8652,1.0,1.0,0.4667,1.0,0.4667,1.0,0.4667,0.222388,0.9999,0.38335256037,0.4667
0.095,0.0771,0.2667,0.0,0.095,0.0,0.095,0.2667,0.095,0.027688,0.9999,0.011442379499999999,0.095
0.9833,0.8429,1.0,1.0,0.9833,0.02,0.9833,1.0,0.9833,0.051404,0.9991,0.97684847037,0.9833
0.024,0.206,1.0,0.0,0.024,0.0,0.024,1.0,0.024,0.014402,1.0,0.008183808,0.024
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,0.0,1.0,0.00016658325000000002,0.0005
0.0248,0.2062,1.0,0.0,0.0248,0.0,0.0248,1.0,0.0248,0.000707,1.0,0.00846320832,0.0248
0.5231,0.3308,1.0,0.0,0.5231,0.0,0.5231,1.0,0.5231,0.178218,1.0,0.26531229213,0.5231
0.2933,0.2733,1.0,0.0,0.2933,0.0,0.2933,1.0,0.2933,0.125949,0.9996,0.12631518837,0.2933
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3e-05,1.0,0.0,0.0
0.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.000135,1.0,0.0,0.0
0.639,0.7614,1.0,1.0,0.639,0.04,0.639,1.0,0.639,0.173686,0.9999,0.561544893,0.639
0.3333,0.4333,1.0,0.0,0.3333,1.0,0.3333,1.0,0.3333,0.233467,0.9919,0.14798150037000002,0.3333
0.0005,0.1935,0.9667,0.0,0.0005,0.0,0.0005,0.9667,0.0005,1e-06,1.0,0.00016103880000000001,0.0005
0.0464,0.1849,0.8667,0.0,0.0464,0.0,0.0464,0.8667,0.0464,0.000372,1.0,0.01410849072,0.0464
0.0861,0.1349,0.5667,0.0,0.0861,0.0,0.0861,0.5667,0.0861,0.001257,0.9999,0.01871662464,0.0861
0.016,0.204,1.0,0.0,0.016,0.0,0.016,1.0,0.016,0.010006,1.0,0.005413248,0.016
0.1738,0.2435,1.0,0.0,0.1738,0.0,0.1738,1.0,0.1738,0.060372,0.9999,0.06793414452000002,0.1738
0.024,0.206,1.0,0.0,0.024,0.0,0.024,1.0,0.024,0.011114,1.0,0.008183808,0.024
0.3075,0.3099,1.0,0.0,0.3075,0.22,0.3075,1.0,0.3075,0.110634,0.9998,0.13388473125,0.3075
0.008,0.202,1.0,0.0,0.008,0.0,0.008,1.0,0.008,0.073607,0.9998,0.002685312,0.008
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.8741,0.4185,1.0,0.0,0.8741,0.0,0.8741,1.0,0.8741,0.20913,1.0,0.54550421973,0.8741
0.25,0.2625,1.0,0.0,0.25,0.0,0.25,1.0,0.25,0.032699,1.0,0.1040625,0.25
0.6242,0.356,1.0,0.0,0.6242,0.0,0.6242,1.0,0.6242,0.144033,0.9999,0.33760393812,0.6242
0.3266,0.2817,1.0,0.0,0.3266,0.0,0.3266,1.0,0.3266,0.099743,0.9998,0.14427809748,0.3266
0.9857,0.4464,1.0,0.0,0.9857,0.0,0.9857,1.0,0.9857,0.042163,0.9999,0.6517823951700001,0.9857
0.4477,0.3119,1.0,0.0,0.4477,0.0,0.4477,1.0,0.4477,0.161234,0.9999,0.21582905156999999,0.4477
0.25,0.2625,1.0,0.0,0.25,0.0,0.25,1.0,0.25,0.025322,1.0,0.1040625,0.25
0.25,0.2625,1.0,0.0,0.25,0.0,0.25,1.0,0.25,0.041075,1.0,0.1040625,0.25
0.3986,0.2997,1.0,0.0,0.3986,0.0,0.3986,1.0,0.3986,0.138613,0.9996,0.18564149268000002,0.3986
0.35,0.2875,1.0,0.0,0.35,0.0,0.35,1.0,0.35,0.042566,0.9999,0.1573425,0.35
0.4,0.6482,0.8667,0.94,0.4,0.04,0.4,0.8667,0.4,0.062951,0.9999,0.2939324400000001,0.4
0.6493,0.6889,0.6,1.0,0.6493,0.06,0.6493,0.6,0.6493,0.106849,0.9997,0.48633667317000007,0.6493
0.0005,0.1801,0.9,0.0,0.0005,0.0,0.0005,0.9,0.0005,0.0,1.0,0.00014993325000000002,0.0005
0.0021,0.0339,0.1667,0.0,0.0021,0.0,0.0021,0.1667,0.0021,0.013361,0.9999,0.00011804184,0.0021
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.105,0.1662,0.7,0.0,0.105,0.0,0.105,0.7,0.105,0.045839,0.9997,0.028146825,0.105
0.01,0.2025,1.0,0.0,0.01,0.0,0.01,1.0,0.01,0.00485,1.0,0.0033633,0.01
0.23,0.2575,1.0,0.0,0.23,0.0,0.23,1.0,0.23,0.049918,0.9998,0.0942057,0.23
0.5262,0.3315,1.0,0.0,0.5262,0.0,0.5262,1.0,0.5262,0.369897,0.9995,0.26742778452000004,0.5262
0.0305,0.1876,0.9,0.0,0.0305,0.0,0.0305,0.9,0.0305,0.051184,0.9999,0.009450623250000002,0.0305
0.145,0.2296,0.9667,0.0,0.145,0.0,0.145,0.9667,0.145,0.042025,0.9999,0.053678434500000004,0.145
0.1367,0.1942,0.8,0.0,0.1367,0.0,0.1367,0.8,0.1367,0.075632,0.9998,0.042639614369999995,0.1367
0.0001,0.18,0.9,0.0,0.0001,0.0,0.0001,0.9,0.0001,0.004799,0.9999,2.9973330000000002e-05,0.0001
0.2336,0.2584,1.0,0.0,0.2336,0.0,0.2336,1.0,0.2336,0.13062,0.9999,0.09596026368,0.2336
0.139,0.2281,0.9667,0.0,0.139,0.0,0.139,0.9667,0.139,0.101561,1.0,0.0511795359,0.139
0.2222,0.2556,1.0,0.0,0.2222,0.0,0.2222,1.0,0.2222,0.00313,1.0,0.09043375572000001,0.2222
0.02,0.205,1.0,0.0,0.02,0.0,0.02,1.0,0.02,0.009977,1.0,0.0067932,0.02
0.4506,0.2393,0.6333,0.0,0.4506,0.0,0.4506,0.6333,0.4506,0.12558,0.9995,0.16263897822,0.4506
0.3,0.275,1.0,0.0,0.3,0.0,0.3,1.0,0.3,0.002279,1.0,0.12987,0.3
0.2242,0.2427,0.9333,0.0,0.2242,0.0,0.2242,0.9333,0.2242,0.096067,0.9999,0.08641732950000001,0.2242
0.0044,0.2011,1.0,0.0,0.0044,0.0,0.0044,1.0,0.0044,9.5e-05,1.0,0.0014716468800000002,0.0044
0.1682,0.1887,0.7333,0.0,0.1682,0.0,0.1682,0.7333,0.1682,0.06828,0.9998,0.0504935559,0.1682
0.25,0.2625,1.0,0.0,0.25,0.0,0.25,1.0,0.25,0.022043,1.0,0.1040625,0.25
0.235,0.3787,1.0,0.0,0.235,0.8,0.235,1.0,0.235,0.092815,0.9999,0.096644925,0.235
0.1645,0.2345,0.9667,0.0,0.1645,0.0,0.1645,0.9667,0.1645,0.125606,1.0,0.0619654392,0.1645
0.344,0.286,1.0,0.0,0.344,0.0,0.344,1.0,0.344,0.100465,0.9999,0.153957888,0.344
0.0199,0.205,1.0,0.0,0.0199,0.0,0.0199,1.0,0.0199,0.000245,1.0,0.006758571330000001,0.0199
0.9988,0.4497,1.0,0.0,0.9988,0.0,0.9988,1.0,0.9988,0.024083,0.9998,0.66480167952,0.9988
0.7614,0.3903,1.0,0.0,0.7614,0.0,0.7614,1.0,0.7614,0.131262,0.9999,0.44659627668,0.7614
0.4351,0.3088,1.0,0.0,0.4351,0.0,0.4351,1.0,0.4351,0.136872,0.9999,0.20792919932999998,0.4351
0.9996,0.4499,1.0,0.0,0.9996,0.0,0.9996,1.0,0.9996,0.022818,1.0,0.6656004532800001,0.9996
0.065,0.2162,1.0,0.0,0.065,0.0,0.065,1.0,0.065,0.01459,1.0,0.023051925,0.065
0.022,0.2055,1.0,0.0,0.022,0.0,0.022,1.0,0.022,0.011079,1.0,0.007487172,0.022
0.3959,0.299,1.0,0.0,0.3959,0.0,0.3959,1.0,0.3959,0.271757,0.9996,0.18402805773,0.3959
0.026,0.2065,1.0,0.0,0.026,0.0,0.026,1.0,0.026,0.015304,1.0,0.008883108,0.026
0.008,0.202,1.0,0.0,0.008,0.0,0.008,1.0,0.008,0.006393,1.0,0.002685312,0.008
0.3099,0.6805,1.0,1.0,0.3099,0.06,0.3099,1.0,0.3099,0.12409,0.9998,0.23837405733,0.3099
0.13,0.6345,1.0,1.0,0.13,0.04,0.13,1.0,0.13,0.059972,1.0,0.0922077,0.13
0.5726,0.2765,0.6667,0.0,0.5726,0.0,0.5726,0.6667,0.5726,0.207382,0.9998,0.23630451893999999,0.5726
0.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.000112,1.0,0.0,0.0
0.1087,0.2138,0.9333,0.0,0.1087,0.0,0.1087,0.9333,0.1087,0.091656,1.0,0.037717378200000005,0.1087
0.5212,0.7314,1.0,1.0,0.5212,0.06,0.5212,1.0,0.5212,0.114676,0.9999,0.43757846352000007,0.5212
0.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.6e-05,1.0,0.0,0.0
0.3244,0.6857,1.0,1.0,0.3244,0.08,0.3244,1.0,0.3244,0.11107,0.9998,0.25109377488000006,0.3244
0.1069,0.1934,0.8333,0.0,0.1069,0.0,0.1069,0.8333,0.1069,0.042605,0.9996,0.033468957540000004,0.1069
0.0112,0.1961,0.9667,0.0,0.0112,0.0,0.0112,0.9667,0.0112,0.115731,0.9543,0.00364717584,0.0112
0.0088,0.2022,1.0,0.0,0.0088,0.0,0.0088,1.0,0.0088,0.000959,1.0,0.0029561875200000004,0.0088
0.026,0.2065,1.0,0.0,0.026,0.0,0.026,1.0,0.026,0.011507,1.0,0.008883108,0.026
0.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.7e-05,1.0,0.0,0.0
0.5965,0.7372,1.0,1.0,0.5965,0.02,0.5965,1.0,0.5965,0.156073,0.9999,0.5157544792500001,0.5965
0.006,0.2015,1.0,0.0,0.006,0.0,0.006,1.0,0.006,0.003374,1.0,0.0020099880000000003,0.006
0.028,0.207,1.0,0.0,0.028,0.0,0.028,1.0,0.028,0.013599,1.0,0.009585072,0.028
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.7467,0.3867,1.0,0.0,0.7467,0.0,0.7467,1.0,0.7467,0.172661,0.9999,0.43431887637000005,0.7467
0.7874,0.634,1.0,0.66,0.7874,0.02,0.7874,1.0,0.7874,0.132379,0.9994,0.6417185590800001,0.7874
0.045,0.1713,0.8,0.0,0.045,0.0,0.045,0.8,0.045,0.011795,1.0,0.012662325,0.045
0.5323,0.3331,1.0,0.0,0.5323,0.0,0.5323,1.0,0.5323,0.372033,0.9994,0.27160921557,0.5323
0.075,0.2188,1.0,0.0,0.075,0.0,0.075,1.0,0.075,0.017521,1.0,0.026848125,0.075
0.095,0.2238,1.0,0.0,0.095,0.0,0.095,1.0,0.095,0.021221,1.0,0.034640325000000007,0.095
0.7,0.2983,0.4667,0.0,0.7,0.2,0.7,0.4667,0.7,0.088047,0.9995,0.27195777,0.7
0.3913,0.2978,1.0,0.0,0.3913,0.0,0.3913,1.0,0.3913,0.329992,0.999,0.18129042477,0.3913
0.3986,0.2996,1.0,0.0,0.3986,0.0,0.3986,1.0,0.3986,0.272166,0.9995,0.18564149268000002,0.3986
0.3946,0.2986,1.0,0.0,0.3946,0.0,0.3946,1.0,0.3946,0.274343,0.9987,0.18325295028000002,0.3946
0.337,0.6072,0.5667,1.0,0.337,0.08,0.337,0.5667,0.337,0.054398,0.9997,0.21363511770000004,0.337
0.16,0.6646,0.9333,1.0,0.16,0.28,0.16,0.9333,0.16,0.067645,0.9999,0.111531024,0.16
0.25,0.2625,1.0,0.0,0.25,0.0,0.25,1.0,0.25,0.033363,1.0,0.1040625,0.25
0.9999,0.45,1.0,0.0,0.9999,0.0,0.9999,1.0,0.9999,0.018773,1.0,0.66590010333,0.9999
0.0059,0.2015,1.0,0.0,0.0059,0.0,0.0059,1.0,0.0059,0.002825,1.0,0.0019762917300000004,0.0059
0.0688,0.2172,1.0,0.0,0.0688,0.0,0.0688,1.0,0.0688,0.113611,0.9996,0.02448663552,0.0688
0.15,0.2375,1.0,0.0,0.15,0.0,0.15,1.0,0.15,0.019901,0.9999,0.0574425,0.15
0.4596,0.3149,1.0,0.0,0.4596,0.0,0.4596,1.0,0.4596,0.299091,0.999,0.22338710928,0.4596
0.3798,0.5714,0.9,0.74,0.3798,0.02,0.3798,0.9,0.3798,0.094657,0.9989,0.25545097332,0.3798
0.2727,0.2682,1.0,0.0,0.2727,0.0,0.2727,1.0,0.2727,0.002383,1.0,0.11557274157,0.2727
0.2973,0.2743,1.0,0.0,0.2973,0.0,0.2973,1.0,0.2973,0.106017,0.9999,0.12843386757,0.2973
0.085,0.0546,0.1667,0.0,0.085,0.0,0.085,0.1667,0.085,0.036333,0.9999,0.0071243685000000005,0.085
0.1565,0.2391,1.0,0.0,0.1565,0.0,0.1565,1.0,0.1565,0.123751,1.0,0.06027041925,0.1565
0.2667,0.4167,1.0,0.0,0.2667,1.0,0.2667,1.0,0.2667,0.142319,0.9937,0.11249702037,0.2667
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.012,0.203,1.0,0.0,0.012,0.0,0.012,1.0,0.012,0.007025,1.0,0.004043952000000001,0.012
0.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.000162,1.0,0.0,0.0
0.9549,0.8374,1.0,1.0,0.9549,0.02,0.9549,1.0,0.9549,0.203706,0.9999,0.93960412533,0.9549
0.1627,0.234,0.9667,0.0,0.1627,0.0,0.1627,0.9667,0.1627,0.090582,0.9999,0.06118987554000001,0.1627
0.195,0.6919,1.0,1.0,0.195,0.3,0.195,1.0,0.195,0.087316,0.9999,0.14253232500000002,0.195
0.7372,0.7568,1.0,0.96,0.7372,0.02,0.7372,1.0,0.7372,0.187881,0.9994,0.6621291547199999,0.7372
0.55,0.6544,0.5667,1.0,0.55,0.04,0.55,0.5667,0.55,0.075365,0.9996,0.38767360500000003,0.55
0.0984,0.2246,1.0,0.0,0.0984,0.0,0.0984,1.0,0.0984,0.107175,1.0,0.035991492480000005,0.0984
0.014,0.2035,1.0,0.0,0.014,0.0,0.014,1.0,0.014,0.00767,1.0,0.004727268000000001,0.014
0.012,0.203,1.0,0.0,0.012,0.0,0.012,1.0,0.012,0.008998,1.0,0.004043952000000001,0.012
0.0015,0.1804,0.9,0.0,0.0015,0.0,0.0015,0.9,0.0015,0.000696,1.0,0.00045029925000000006,0.0015
0.063,0.2158,1.0,0.0,0.063,0.0,0.063,1.0,0.063,0.114874,0.9999,0.022300677,0.063
0.462,0.3155,1.0,0.0,0.462,0.0,0.462,1.0,0.462,0.333056,0.9996,0.224922852,0.462
0.5156,0.3409,1.0,0.0,0.5156,0.08,0.5156,1.0,0.5156,0.139182,0.9999,0.26022063887999997,0.5156
0.0,0.1467,0.7333,0.0,0.0,0.0,0.0,0.7333,0.0,0.005549,0.9617,0.0,0.0
0.01,0.2025,1.0,0.0,0.01,0.0,0.01,1.0,0.01,0.004631,1.0,0.0033633,0.01
0.2982,0.6586,0.8333,1.0,0.2982,0.16,0.2982,0.8333,0.2982,0.096741,0.9997,0.21165922890000005,0.2982
0.2497,0.2424,0.9,0.0,0.2497,0.0,0.2497,0.9,0.2497,0.030766,0.9999,0.09559766997000001,0.2497
0.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.000113,1.0,0.0,0.0
0.3963,0.2991,1.0,0.0,0.3963,0.0,0.3963,1.0,0.3963,0.287051,0.9995,0.18426677877,0.3963
0.1,0.2183,0.9667,0.0,0.1,0.0,0.1,0.9667,0.1,0.028326,0.9999,0.03552111,0.1
0.4631,0.3158,1.0,0.0,0.4631,0.0,0.4631,1.0,0.4631,0.318,0.9997,0.22562801613000003,0.4631
0.022,0.2055,1.0,0.0,0.022,0.0,0.022,1.0,0.022,0.009497,1.0,0.007487172,0.022
0.8465,0.3983,0.9333,0.0,0.8465,0.0,0.8465,0.9333,0.8465,0.121499,0.9998,0.5016980331,0.8465
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.2812,0.2703,1.0,0.0,0.2812,0.0,0.2812,1.0,0.2812,0.103697,0.9999,0.11997105552000001,0.2812
0.6815,0.3884,1.0,0.0,0.6815,0.12,0.6815,1.0,0.6815,0.126058,0.9999,0.38159876925,0.6815
0.4652,0.3163,1.0,0.0,0.4652,0.0,0.4652,1.0,0.4652,0.31018,0.9997,0.22697647632,0.4652
0.0552,0.0672,0.2667,0.0,0.0552,0.0,0.0552,0.2667,0.0552,0.042826,0.9999,0.00591703704,0.0552
0.4945,0.7041,0.9333,1.0,0.4945,0.02,0.4945,0.9333,0.4945,0.180544,0.9972,0.3997821843,0.4945
0.331,0.2361,0.7667,0.0,0.331,0.0,0.331,0.7667,0.331,0.057308,0.9991,0.12099178710000003,0.331
0.4562,0.314,1.0,0.0,0.4562,0.0,0.4562,1.0,0.4562,0.35851,0.9992,0.22121804052,0.4562
0.3025,0.2966,1.0,0.0,0.3025,0.14,0.3025,1.0,0.3025,0.11508,0.9998,0.13120408125,0.3025
0.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9e-06,1.0,0.0,0.0
0.0648,0.2162,1.0,0.0,0.0648,0.0,0.0648,1.0,0.0648,0.116318,0.9998,0.02297668032,0.0648
0.018,0.2045,1.0,0.0,0.018,0.0,0.018,1.0,0.018,0.010363,1.0,0.006101892,0.018
0.1098,0.2275,1.0,0.0,0.1098,0.0,0.1098,1.0,0.1098,0.108278,0.9999,0.040578061320000004,0.1098
0.321,0.6769,1.0,1.0,0.321,0.04,0.321,1.0,0.321,0.120077,0.9999,0.248098653,0.321
0.2258,0.2565,1.0,0.0,0.2258,0.0,0.2258,1.0,0.2258,0.002314,1.0,0.09216961812,0.2258
0.9494,0.7143,1.0,0.72,0.9494,0.02,0.9494,1.0,0.9494,0.113393,0.9999,0.8439313438800001,0.9494
0.5319,0.7185,0.9,1.0,0.5319,0.06,0.5319,0.9,0.5319,0.051936,0.9992,0.43074469413000005,0.5319
0.0185,0.0846,0.4,0.0,0.0185,0.0,0.0185,0.4,0.0185,0.000414,0.9999,0.0025781692500000002,0.0185
0.5255,0.3314,1.0,0.0,0.5255,0.0,0.5255,1.0,0.5255,0.403214,0.9996,0.26694953325,0.5255
0.8771,0.4193,1.0,0.0,0.8771,0.0,0.8771,1.0,0.8771,0.143524,0.9999,0.54825266853,0.8771
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.1237,0.2309,1.0,0.0,0.1237,0.0,0.1237,1.0,0.1237,0.125553,0.9999,0.046287562770000006,0.1237
0.2343,0.2119,0.7667,0.0,0.2343,0.0,0.2343,0.7667,0.2343,0.133488,0.9997,0.07809992190000001,0.2343
0.0007,0.2002,1.0,0.0,0.0007,0.0,0.0007,1.0,0.0007,1e-06,1.0,0.00023326317,0.0007
1.0,0.45,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.016295,1.0,0.666,1.0
0.022,0.2055,1.0,0.0,0.022,0.0,0.022,1.0,0.022,0.011338,1.0,0.007487172,0.022
0.2177,0.2344,0.9,0.0,0.2177,0.0,0.2177,0.9,0.2177,0.043861,0.9995,0.08102665557000001,0.2177
0.2582,0.1846,0.6,0.0,0.2582,0.0,0.2582,0.6,0.2582,0.040793,0.9998,0.07378855091999999,0.2582
0.09,0.2225,1.0,0.0,0.09,0.0,0.09,1.0,0.09,0.013853,1.0,0.0326673,0.09
0.5445,0.3361,1.0,0.0,0.5445,0.0,0.5445,1.0,0.5445,0.141306,0.9999,0.28004642325,0.5445
0.4,0.45,1.0,0.0,0.4,1.0,0.4,1.0,0.4,0.260187,0.9911,0.18648000000000003,0.4
0.075,0.2188,1.0,0.0,0.075,0.0,0.075,1.0,0.075,0.020674,1.0,0.026848125,0.075
0.6191,0.7576,0.9667,1.0,0.6191,0.1,0.6191,0.9667,0.6191,0.085972,0.9999,0.53308930374,0.6191
1.0,0.465,1.0,0.0,1.0,0.1,1.0,1.0,1.0,0.228127,0.9985,0.666,1.0
0.018,0.2045,1.0,0.0,0.018,0.0,0.018,1.0,0.018,0.009267,0.9999,0.006101892,0.018
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.115,0.6322,1.0,1.0,0.115,0.04,0.115,1.0,0.115,0.058528,1.0,0.08099392500000001,0.115
0.0045,0.0545,0.2667,0.0,0.0045,0.0,0.0045,0.2667,0.0045,0.006299,1.0,0.00040639319999999997,0.0045
0.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.5e-05,1.0,0.0,0.0
0.5574,0.3393,1.0,0.0,0.5574,0.0,0.5574,1.0,0.5574,0.138815,1.0,0.28907555508000005,0.5574
0.0775,0.2127,0.9667,0.0,0.0775,0.0,0.0775,0.9667,0.0775,0.048858,1.0,0.026948191500000003,0.0775
0.968,0.8389,1.0,1.0,0.968,0.06,0.968,1.0,0.968,0.179339,0.9999,0.956716992,0.968
0.1629,0.2407,1.0,0.0,0.1629,0.0,0.1629,1.0,0.1629,0.002021,1.0,0.06308232453,0.1629
0.892,0.438,1.0,0.0,0.892,0.1,0.892,1.0,0.892,0.169635,0.9999,0.561992112,0.892
0.1224,0.1773,0.7333,0.0,0.1224,0.0,0.1224,0.7333,0.1224,0.042342,0.9999,0.03487764744,0.1224
0.425,0.6694,0.9,0.95,0.425,0.06,0.425,0.9,0.425,0.127517,0.9977,0.321969375,0.425
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.4,0.8485,1.0,1.0,0.4,1.0,0.4,1.0,0.4,0.179474,0.9999,0.3196800000000001,0.4
0.0802,0.22,1.0,0.0,0.0802,0.0,0.0802,1.0,0.0802,0.115242,0.9999,0.02884846932,0.0802
0.25,0.2625,1.0,0.0,0.25,0.0,0.25,1.0,0.25,0.002255,1.0,0.1040625,0.25
0.7041,0.7684,1.0,1.0,0.7041,0.04,0.7041,1.0,0.7041,0.153562,0.9999,0.63401761773,0.7041
0.3958,0.2989,1.0,0.0,0.3958,0.0,0.3958,1.0,0.3958,0.254566,0.9996,0.18396839412000002,0.3958
0.038,0.1295,0.6,0.0,0.038,0.0,0.038,0.6,0.038,0.021819,0.9999,0.008073252,0.038
0.0636,0.2159,1.0,0.0,0.0636,0.0,0.0636,1.0,0.0636,0.084996,1.0,0.02252577168,0.0636
0.038,0.2028,0.9667,0.0,0.038,0.0,0.038,0.9667,0.038,0.016977,1.0,0.012713473800000001,0.038
0.0353,0.2088,1.0,0.0,0.0353,0.0,0.0353,1.0,0.0353,0.089787,0.9999,0.01216984797,0.0353
0.3836,0.6034,0.5333,1.0,0.3836,0.04,0.3836,0.5333,0.3836,0.078949,0.9998,0.24486250572,0.3836
0.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5e-06,1.0,0.0,0.0
