domain,sys_idx,half_life,initial_identity,process_regime,recursive_continuity,reconstruction_ability,org_memory,transition_continuity,transition_smoothness,closure_persistence,adaptive_continuity,recovery_identity,trajectory_coherence,recursive_identity_score,process_regime_tg,dominant_operator,operator_continuity,operator_rupture,operator_curvature,transition_smoothness_tg,recursive_closure,operator_reversibility,compositional_stability,operator_neighborhood_entropy,collapse_available,recovery_possible,recovery_steps_mean,recovery_probability,recovery_entropy,collapse_regime_shifts,self_prediction,internal_continuity,self_model_consistency,closure_adaptation,forecast_stability,self_alignment,temporal_self_coherence,perturbation_anticipation,self_prediction_norm,internal_continuity_norm,self_model_consistency_norm,closure_adaptation_norm,forecast_stability_norm,self_alignment_norm,temporal_self_coherence_norm,perturbation_anticipation_norm,self_reference_composite,passive_persistence,active_continuity,observer_continuity,perspective_continuity,temporal_alignment,self_referential_closure,local_future_prediction,self_state_anticipation,recursive_correction,continuity_adaptation,reconstruction_anticipation,local_future_prediction_norm,self_state_anticipation_norm,recursive_correction_norm,continuity_adaptation_norm,reconstruction_anticipation_norm,internal_modeling_composite,perspective_drift,recursive_alignment,identity_frame_continuity,closure_persistence_through_change,observer_level,reactive_condition,adaptive_condition,observer_like_condition,self_model_drift
coupled_map_lattice,57,100,0.2225226301504282,RG,1.0,0.0,0.105,0.02558,0.9999,0.105,0.0,0.0,0.0,0.2263,RG,op_additive,1.0,0.0,0.0,0.9999,0.105,0.105,0.02558,0.0,,,,,,,0.105,0.9999,0.0,0.0,0.0026858999999999,0.0328832209261211,0.0,,0.1049999999894999,0.99989999990001,0.0,0.0,0.0033237313392623,0.0328832208019129,0.0,,0.1630152788615264,0.8369010226663597,0.0349999999999999,9.400649999999648e-05,,0.0,0.0110249999999999,1.0,0.2263,0.0,,0.0,0.9999999999,0.2615580212365282,0.0,,0.0,0.315389505284132,0.97442,0.0008411527912901778,7.907382987441714e-08,0.0002820194999999895,0,0.0,0.0,0.0,0.0
coupled_map_lattice,58,100,0.4312877776058962,CH,1.0,0.0,0.9769,0.18885,1.0,0.9769,0.0,0.0,0.0,0.4442,CH,op_additive,1.0,0.0,0.0,1.0,0.9769,0.9769,0.18885,0.0,,,,,,,0.9769,1.0,0.0,0.0,0.184487565,0.3053263316697516,0.0,,0.97689999990231,0.9999999999,0.0,0.0,0.2282985596986866,0.305326331552363,0.0,,0.3586464130076228,0.6413535869923772,0.3256333333333333,0.0600753007494999,,0.0,0.95433361,1.0,0.4442,0.0,,0.0,0.9999999999,0.5134073046101009,0.0,,0.0,0.3783518261275252,0.81115,0.05766087773583259,0.0034639945714602855,0.1802259022485,0,0.0,0.0,1.0,0.0
coupled_map_lattice,59,100,0.1861981157007961,RG,1.0,0.0,0.075,0.022346,1.0,0.075,0.0,0.0,0.0,0.2188,RG,op_additive,1.0,0.0,0.0,1.0,0.075,0.075,0.022346,0.0,,,,,,,0.075,1.0,0.0,0.0,0.00167595,0.0235058765912096,0.0,,0.0749999999925,0.9999999999,0.0,0.0,0.0020739445020428,0.0235058764667666,0.0,,0.1572256886944727,0.8427743113055273,0.0249999999999999,4.189875e-05,,0.0,0.005625,1.0,0.2188,0.0,,0.0,0.9999999999,0.2528895052874607,0.0,,0.0,0.3132223762968651,0.977654,0.0005252623183071698,2.200783455917253e-08,0.00012569625,0,0.0,0.0,0.0,0.0
coupled_map_lattice,60,100,0.7973587549229035,CG,1.0,1.0,0.7755,0.200056,0.9999,0.7755,0.1881,0.9456,0.02,0.7887,CG,op_additive,1.0,0.0,0.0,0.9999,0.7755,0.7755,0.200056,0.0,17.0,1.0,5.44,1.0,0.0,1.0,0.7755,0.9999,0.7755,0.7333128,0.155143428,0.7360590147866893,0.01551,1.0,0.77549999992245,0.99989999990001,0.77549999992245,0.7440176137495852,0.1919859539536818,0.7360590146800825,0.0193874999975765,0.9999999999666668,0.6552937602615628,0.3446717691144633,0.7614375999999999,0.1181320394720927,0.1181320394720927,0.0114162753193415,0.60140025,1.0,0.7887,0.7333128,0.1181320394720927,0.9456,0.9999999999,0.911581137203932,0.7440176137495852,0.2999427270327888,0.9551515150550351,0.7821385985882682,0.799944,0.14725302226216594,0.01739529983825913,0.120313728414,3,1.0,1.0,1.0,0.0
coupled_map_lattice,61,32,0.1858752975866847,CL,0.8333,0.0,0.0252,0.022499,0.9999,0.0252,0.0,0.0,0.0,0.173,CL,op_additive,0.8333,0.1667,0.021863,0.9999,0.0252,0.0252,0.022499,0.65,,,,,,,0.02099916,0.8332166700000001,0.0,0.0,0.0005669748,0.1746686672699838,0.0,,0.0209991599979,0.8332166699166784,0.0,0.0,0.0007016165573297,0.1746686671493247,0.0,,0.147083730517319,0.8528309778557328,0.00699972,3.968664847056e-06,,0.0,0.00063504,0.8333,0.1441609,0.0,,0.0,0.83329999991667,0.1666214747842555,0.0,,0.0,0.2499803686752313,0.977501,0.003929870344907366,1.55963382913217e-08,1.4287764959999999e-05,0,0.0,0.0,0.0,0.1000169367517769
coupled_map_lattice,62,100,0.1255936190813168,RG,0.8,0.0,0.055,0.018187,0.9999,0.055,0.0,0.0,0.0,0.1737,RG,op_additive,0.8,0.2,0.060745,0.9999,0.055,0.055,0.018187,0.7219,,,,,,,0.044,0.7999200000000001,0.0,0.0,0.0010002849999999,0.2171792949215829,0.0,,0.0439999999956,0.7999199999200081,0.0,0.0,0.0012378266512878,0.2171792948019879,0.0,,0.1517624459098405,0.8481527303347505,0.0146666666666666,1.4670846666665202e-05,,0.0,0.003025,0.8,0.13896,0.0,,0.0,0.79999999992,0.1606102635043215,0.0,,0.0,0.2401525658560803,0.981813,0.003949839836738828,5.7947494602681255e-08,5.5015674999994505e-05,0,0.0,0.0,0.0,0.0
coupled_map_lattice,63,24,0.1765612236273,RG,0.6,0.0,0.085,0.032339,0.9998,0.085,0.0,0.0,0.0,0.1412,RG,op_additive,0.6,0.4,0.079921,0.9998,0.085,0.085,0.032339,0.8173,,,,,,,0.051,0.59988,0.0,0.0,0.002748815,0.4266066517346079,0.0,,0.0509999999949,0.599879999940012,0.0,0.0,0.0034015870141607,0.4266066516202551,0.0,,0.1544126055099039,0.8454182770111981,0.0169999999999999,4.672985499999999e-05,,0.0,0.007225,0.6,0.0847199999999999,0.0,,0.0,0.59999999994,0.0979195561606657,0.0,,0.0,0.1744798890251664,0.967661,0.013796032510445484,6.446865987884034e-07,0.000233649275,0,0.0,0.0,0.0,0.11735358018752697
coupled_map_lattice,64,100,0.7423852017291193,CG,0.9333,0.9,0.7049,0.114802,0.9985,0.7049,1.5188,0.8817,0.06,0.7291,CG,op_additive,0.9333,0.0667,0.0165,0.9985,0.7049,0.7049,0.114802,0.3534,4.0,1.0,2.03,0.9,0.8113,2.0,0.65788317,0.93190005,0.63441,0.62151033,0.0809239298,0.7449362340904055,0.042294,0.1698299999999999,0.6578831699342116,0.93190004990681,0.634409999936559,0.630583064481238,0.1001412567752066,0.744936233984021,0.0528674999933915,0.7232766666425575,0.5594997427067494,0.4398395069073107,0.6379345,0.0516241666949981,0.0464617500254982,0.0315063330846196,0.4968840099999999,0.9333,0.68046903,0.559359297,0.0464617500254982,0.7935300000000001,0.93329999990667,0.7864875519201934,0.5675247580331142,0.2193612787135842,0.8015454544644904,0.6616438086076105,0.885198,0.08552016954604674,0.004414907488429617,0.05704327811602,3,1.0,1.0,1.0,0.0
coupled_map_lattice,65,6,0.0497694739542039,RG,0.1667,0.0,0.045,0.014901,1.0,0.045,0.0,0.0,0.0,0.0446,RG,op_additive,0.1667,0.8333,0.058204,1.0,0.045,0.045,0.014901,0.65,,,,,,,0.0075014999999999,0.1667,0.0,0.0,0.0006705449999999,0.8475868967432376,0.0,,0.0075014999992498,0.16669999998333,0.0,0.0,0.0008297819840223,0.8475868966394225,0.0,,0.146088311229432,0.853911688770568,0.0025004999999999,1.6766977724997276e-06,,0.0,0.002025,0.1667,0.00743482,0.0,,0.0,0.16669999998333,0.0085931807664594,0.0,,0.0,0.0438232951874473,0.985099,0.012629892348370983,2.117651236742498e-08,3.0174524999995496e-05,0,0.0,0.0,0.0,0.13732301255566606
coupled_map_lattice,66,100,0.2472372589963425,RG,1.0,0.0,0.105,0.016691,1.0,0.105,0.0,0.0,0.0,0.2263,RG,op_additive,1.0,0.0,0.0,1.0,0.105,0.105,0.016691,0.0,,,,,,,0.105,1.0,0.0,0.0,0.001752555,0.0328832209261211,0.0,,0.1049999999894999,0.9999999999,0.0,0.0,0.002168741195607,0.0328832208019129,0.0,,0.1628645659838599,0.8371354340161401,0.0349999999999999,6.1339425e-05,,0.0,0.0110249999999999,1.0,0.2263,0.0,,0.0,0.9999999999,0.2615580212365282,0.0,,0.0,0.315389505284132,0.983309,0.0005488538404778873,3.3666378983955333e-08,0.000184018275,0,0.0,0.0,0.0,0.0
coupled_map_lattice,67,100,0.2445143454043487,RG,1.0,0.0,0.06,0.01104,1.0,0.06,0.0,0.0,0.0,0.215,RG,op_additive,1.0,0.0,0.0,1.0,0.06,0.06,0.01104,0.0,,,,,,,0.06,1.0,0.0,0.0,0.0006624,0.0187546887948544,0.0,,0.059999999994,0.9999999999,0.0,0.0,0.0008197027585268,0.0187546886702925,0.0,,0.154224913046117,0.845775086953883,0.02,1.3248e-05,,0.0,0.0036,1.0,0.215,0.0,,0.0,0.9999999999,0.2484974572065999,0.0,,0.0,0.3121243642766499,0.98896,0.00020705176429519257,2.743021773382711e-09,3.9744e-05,0,0.0,0.0,0.0,0.0
coupled_map_lattice,68,100,0.2104105224410938,RG,1.0,0.0,0.13,0.011575,0.9999,0.13,0.0,0.0,0.0,0.2325,RG,op_additive,1.0,0.0,0.0,0.9999,0.13,0.13,0.011575,0.0,,,,,,,0.13,0.9999,0.0,0.0,0.00150475,0.040635158909648,0.0,,0.129999999987,0.99989999990001,0.0,0.0,0.0018620889581723,0.0406351587856339,0.0,,0.1674853210901166,0.8324314274419924,0.0433333333333333,6.520583333333334e-05,,0.0,0.0169,1.0,0.2325,0.0,,0.0,0.9999999999,0.2687239944210906,0.0,,0.0,0.3171809985802726,0.988425,0.0004703519643791756,3.066969179731446e-08,0.00019561750000000002,0,0.0,0.0,0.0,0.0
coupled_map_lattice,69,42,0.1904555424007452,CG,0.1333,0.36,0.1783,0.054455,0.9997,0.1783,0.1838,0.3258,0.02,0.2131,CG,op_additive,0.1333,0.8667,0.036443,0.9997,0.1783,0.1783,0.054455,0.486,16.0,1.0,9.5,0.36,1.371,3.0,0.02376739,0.13326001,0.064188,0.0580901399999999,0.0097093265,0.9004751187921387,0.0035659999999999,-0.1335599999999999,0.0237673899976232,0.133260009986674,0.0641879999935812,0.0589381330111506,0.0120150388216912,0.9004751186896475,0.0044574999994428,0.6221466666459284,0.2274059821432174,0.7723622396514256,0.0486818433333333,0.0004726679115451,0.0001701604481562,0.0032110942736126,0.0317908899999999,0.1333,0.02840623,0.0209124503999999,0.0001701604481562,0.1172879999999999,0.13329999998667,0.0328319810410503,0.0212177278840142,0.1673140027510666,0.1184727272607603,0.0946272877847123,0.945545,0.04903537259382592,2.317744715575953e-05,0.0017311729149499999,0,0.0,1.0,0.0,0.13189546964306612
coupled_map_lattice,70,100,0.191497969842869,RG,0.8333,0.0,0.0642,0.026155,0.9999,0.0642,0.0,0.0,0.0,0.1827,RG,op_additive,0.8333,0.1667,0.051473,0.9999,0.0642,0.0642,0.026155,0.65,,,,,,,0.0534978599999999,0.8332166700000001,0.0,0.0,0.0016791509999999,0.1867966992764694,0.0,,0.0534978599946502,0.8332166699166784,0.0,0.0,0.0020779056562246,0.1867966991561139,0.0,,0.1536555906748096,0.8462597748842579,0.0178326199999999,2.994366170561816e-05,,0.0,0.0041216399999999,0.8333,0.15224391,0.0,,0.0,0.83329999991667,0.1759638349311184,0.0,,0.0,0.2523159587119471,0.973845,0.004885667669576058,1.462947799038613e-07,0.00010780149419999357,0,0.0,0.0,0.0,0.0
coupled_map_lattice,71,42,0.1435787482273711,RG,0.5333,0.0,0.1,0.038968,0.9998,0.1,0.0,0.0,0.0,0.1317,RG,op_additive,0.5333,0.4667,0.072127,0.9998,0.1,0.1,0.038968,0.7382,,,,,,,0.05333,0.53319334,0.0,0.0,0.0038968,0.4981245311955334,0.0,,0.053329999994667,0.5331933399466806,0.0,0.0,0.0048221885709957,0.4981245310829708,0.0,,0.1556385799421877,0.8441925477738008,0.0177766666666666,6.927211466666668e-05,,0.0,0.01,0.5333,0.07023561,0.0,,0.0,0.53329999994667,0.0811784673969974,0.0,,0.0,0.1536196168359168,0.961032,0.019410916731627547,1.3446352496184222e-06,0.00038968000000000005,0,0.0,0.0,0.0,0.09027037636646887
coupled_map_lattice,72,2,0.0312362770506384,CH,0.0333,0.0,0.0256,0.052115,0.9998,0.0256,0.0,0.0,0.0,0.0131,CH,op_additive,0.0333,0.9667,0.014923,0.9998,0.0256,0.0256,0.052115,0.265,,,,,,,0.00085248,0.03329334,0.0,0.0,0.001334144,0.974993748440236,0.0,,0.0008524799999147,0.0332933399966706,0.0,0.0,0.0016509684738407,0.97499374833961,0.0,,0.1443986481157194,0.8554302316139039,0.00028416,3.7911035904e-07,,0.0,0.00065536,0.0333,0.00043623,0.0,,0.0,0.03329999999667,0.0005041955616615,0.0,,0.0,0.0084510488895828,0.947885,0.0508117991999629,1.926327943816632e-08,3.41540864e-05,0,0.0,0.0,0.0,0.141510675153405
coupled_map_lattice,73,100,0.1904885947165382,RG,1.0,0.0,0.06,0.017304,1.0,0.06,0.0,0.0,0.0,0.215,RG,op_additive,1.0,0.0,0.0,1.0,0.06,0.06,0.017304,0.0,,,,,,,0.06,1.0,0.0,0.0,0.00103824,0.0187546887948544,0.0,,0.059999999994,0.9999999999,0.0,0.0,0.0012847949758649,0.0187546886702925,0.0,,0.154291354791451,0.8457086452085489,0.02,2.07648e-05,,0.0,0.0036,1.0,0.215,0.0,,0.0,0.9999999999,0.2484974572065999,0.0,,0.0,0.3121243642766499,0.982696,0.00032453113490616054,6.738824110099443e-09,6.22944e-05,0,0.0,0.0,0.0,0.0
coupled_map_lattice,74,100,0.2210838278537783,RG,0.8333,0.0,0.13,0.04035,0.9998,0.13,0.0,0.0,0.0,0.1992,RG,op_additive,0.8333,0.1667,0.03683,0.9998,0.13,0.13,0.04035,0.65,,,,,,,0.108329,0.8331333400000001,0.0,0.0,0.0052455,0.2074268568132748,0.0,,0.1083289999891671,0.8331333399166867,0.0,0.0,0.0064911697159614,0.2074268566934357,0.0,,0.1650543380450358,0.8347786728225732,0.0361096666666666,0.0001894132565,,0.0,0.0169,0.8333,0.16599336,0.0,,0.0,0.83329999991667,0.1918554784799057,0.0,,0.0,0.2562888695991439,0.95965,0.008369673672415638,1.5853271461345602e-06,0.0006819150000000001,0,0.0,0.0,0.0,0.0
coupled_map_lattice,75,100,0.2016859093816658,RG,1.0,0.0,0.08,0.02772,1.0,0.08,0.0,0.0,0.0,0.22,RG,op_additive,1.0,0.0,0.0,1.0,0.08,0.08,0.02772,0.0,,,,,,,0.08,1.0,0.0,0.0,0.0022176,0.0250062516847954,0.0,,0.079999999992,0.9999999999,0.0,0.0,0.0027442222785465,0.02500625156039,0.0,,0.1582500676758481,0.841749932324152,0.0266666666666666,5.9136e-05,,0.0,0.0064,1.0,0.22,0.0,,0.0,0.9999999999,0.2542764678393115,0.0,,0.0,0.3135691169348279,0.97228,0.0006931732967025286,4.099149607380073e-08,0.00017740800000000002,0,0.0,0.0,0.0,0.0
coupled_map_lattice,76,100,0.3583298581644408,CH,1.0,0.0,0.7484,0.211898,1.0,0.7484,0.0,0.0,0.0,0.3871,CH,op_additive,1.0,0.0,0.0,1.0,0.7484,0.7484,0.211898,0.0,,,,,,,0.7484,1.0,0.0,0.0,0.1585844632,0.233933483466625,0.0,,0.7483999999251599,0.9999999999,0.0,0.0,0.1962441454476857,0.2339334833474493,0.0,,0.311225375517185,0.688774624482815,0.2494666666666666,0.0395615374196266,,0.0,0.5601025599999999,1.0,0.3871,0.0,,0.0,0.9999999999,0.4474110031845341,0.0,,0.0,0.3618527507711335,0.788102,0.0495700372796109,0.001961066884729612,0.11868461225888,0,0.0,0.0,1.0,0.0
coupled_map_lattice,77,100,0.2272723052396346,RG,1.0,0.0,0.075,0.016203,1.0,0.075,0.0,0.0,0.0,0.2187,RG,op_additive,1.0,0.0,0.0,1.0,0.075,0.075,0.016203,0.0,,,,,,,0.075,1.0,0.0,0.0,0.001215225,0.0233808453334107,0.0,,0.0749999999925,0.9999999999,0.0,0.0,0.0015038093066588,0.0233808452089647,0.0,,0.1571263792011605,0.8428736207988395,0.0249999999999999,3.0380624999999997e-05,,0.0,0.005625,1.0,0.2187,0.0,,0.0,0.9999999999,0.2527739250748065,0.0,,0.0,0.3131934812437016,0.983797,0.0003788398369372535,1.1509391021051845e-08,9.114187499999999e-05,0,0.0,0.0,0.0,0.0
coupled_map_lattice,78,100,0.2182821898656521,RG,0.9333,0.0,0.135,0.027681,0.9999,0.135,0.0,0.0,0.0,0.2204,RG,op_additive,0.9333,0.0667,0.0165,0.9999,0.135,0.135,0.027681,0.3534,,,,,,,0.1259955,0.93320667,0.0,0.0,0.003736935,0.1089022256678042,0.0,,0.1259954999874004,0.9332066699066792,0.0,0.0,0.0046243597945889,0.1089022255454989,0.0,,0.1675326793191667,0.8323840739487652,0.0419985,0.0001569456645975,,0.0,0.018225,0.9333,0.20569932,0.0,,0.0,0.93329999990667,0.2377477114843103,0.0,,0.0,0.2927619278477451,0.972319,0.003014522508710488,4.7311623857369055e-07,0.000504486225,0,0.0,0.0,0.0,0.0
coupled_map_lattice,79,26,0.1394164229837574,RG,0.6,0.0,0.06,0.023172,0.9999,0.06,0.0,0.0,0.0,0.135,RG,op_additive,0.6,0.4,0.082066,0.9999,0.06,0.06,0.023172,0.8444,,,,,,,0.036,0.59994,0.0,0.0,0.00139032,0.4188547137510811,0.0,,0.0359999999963999,0.599939999940006,0.0,0.0,0.0017204848116472,0.4188547136365342,0.0,,0.1509307426263696,0.848984350447893,0.0119999999999999,1.6683839999999997e-05,,0.0,0.0036,0.6,0.081,0.0,,0.0,0.59999999994,0.0936199722499283,0.0,,0.0,0.173404993047482,0.976828,0.009705701427040051,1.6192836969650787e-07,8.34192e-05,0,0.0,0.0,0.0,0.1116887495435135
coupled_map_lattice,80,100,0.3398571054328574,CH,0.8,0.0,0.5006,0.112792,0.9986,0.5006,0.0,0.0,0.0,0.2851,CH,op_additive,0.8,0.2,0.042428,0.9986,0.5006,0.5006,0.112792,0.7219,,,,,,,0.40048,0.79888,0.0,0.0,0.0564636752,0.3564641161094694,0.0,,0.400479999959952,0.798879999920112,0.0,0.0,0.0698723283786332,0.3564641159933608,0.0,,0.2322423491788654,0.766682790109985,0.1334933333333333,0.0075375242146986,,0.0,0.25060036,0.8,0.22808,0.0,,0.0,0.79999999992,0.2636153490217736,0.0,,0.0,0.2659038372354434,0.887208,0.04020630058421927,0.0003030559642370032,0.028265715805120002,0,0.0,0.0,0.0,0.0
coupled_map_lattice,81,100,0.2298924844355745,RG,1.0,0.0,0.07,0.021367,1.0,0.07,0.0,0.0,0.0,0.2175,RG,op_additive,1.0,0.0,0.0,1.0,0.07,0.07,0.021367,0.0,,,,,,,0.07,1.0,0.0,0.0,0.00149569,0.0218804702398249,0.0,,0.069999999993,0.9999999999,0.0,0.0,0.0018508774439931,0.0218804701153413,0.0,,0.1562473353503335,0.8437526646496665,0.0233333333333333,3.489943333333333e-05,,0.0,0.0049,1.0,0.2175,0.0,,0.0,0.9999999999,0.2513869625229557,0.0,,0.0,0.3128467406057389,0.978633,0.0004675200076143386,1.63161833377361e-08,0.00010469830000000001,0,0.0,0.0,0.0,0.0
coupled_map_lattice,82,100,0.2018807512566668,RG,1.0,0.0,0.065,0.025596,0.9998,0.065,0.0,0.0,0.0,0.2162,RG,op_additive,1.0,0.0,0.0,0.9998,0.065,0.065,0.025596,0.0,,,,,,,0.065,0.9998,0.0,0.0,0.00166374,0.0202550638884402,0.0,,0.0649999999935,0.99979999990002,0.0,0.0,0.0020588349448543,0.0202550637639159,0.0,,0.1553019855146129,0.84452907488249,0.0216666666666666,3.60477e-05,,0.0,0.004225,1.0,0.2162,0.0,,0.0,0.9999999999,0.2498844197584507,0.0,,0.0,0.3124711049146126,0.974404,0.0005184486152885154,1.8688880149335814e-08,0.0001081431,0,0.0,0.0,0.0,0.0
coupled_map_lattice,83,100,0.2321801165276623,RG,1.0,0.0,0.07,0.019827,1.0,0.07,0.0,0.0,0.0,0.2175,RG,op_additive,1.0,0.0,0.0,1.0,0.07,0.07,0.019827,0.0,,,,,,,0.07,1.0,0.0,0.0,0.00138789,0.0218804702398249,0.0,,0.069999999993,0.9999999999,0.0,0.0,0.0017174777498971,0.0218804701153413,0.0,,0.1562282782511769,0.8437717217488231,0.0233333333333333,3.23841e-05,,0.0,0.0049,1.0,0.2175,0.0,,0.0,0.9999999999,0.2513869625229557,0.0,,0.0,0.3128467406057389,0.980173,0.0004338240834450083,1.4049002500691493e-08,9.71523e-05,0,0.0,0.0,0.0,0.0
coupled_map_lattice,84,100,0.2172140601025306,RG,1.0,0.0,0.1,0.023442,1.0,0.1,0.0,0.0,0.0,0.225,RG,op_additive,1.0,0.0,0.0,1.0,0.1,0.1,0.023442,0.0,,,,,,,0.1,1.0,0.0,0.0,0.0023442,0.0312578145747365,0.0,,0.09999999999,0.9999999999,0.0,0.0,0.0029008864833012,0.0312578144504876,0.0,,0.1620226715462555,0.8379773284537445,0.0333333333333333,7.814e-05,,0.0,0.01,1.0,0.225,0.0,,0.0,0.9999999999,0.2600554784720232,0.0,,0.0,0.3150138695930058,0.976558,0.0007327456892609731,5.7256748158852433e-08,0.00023442,0,0.0,0.0,0.0,0.0
coupled_map_lattice,85,59,0.0941514053977691,RG,0.5333,0.0,0.055,0.015602,0.9999,0.055,0.0,0.0,0.0,0.1204,RG,op_additive,0.5333,0.4667,0.077733,0.9999,0.055,0.055,0.015602,0.8031,,,,,,,0.0293315,0.53324667,0.0,0.0,0.0008581099999999,0.4839959990642667,0.0,,0.0293314999970668,0.5332466699466754,0.0,0.0,0.0010618887894316,0.4839959989513504,0.0,,0.149662293954932,0.8502526722744634,0.0097771666666666,8.389884488332355e-06,,0.0,0.003025,0.5333,0.06420932,0.0,,0.0,0.53329999994667,0.0742132685998366,0.0,,0.0,0.1518783171366266,0.984398,0.007551305577400689,6.335458153049164e-08,4.71960499999945e-05,0,0.0,0.0,0.0,0.06136154052152212
coupled_map_lattice,86,100,0.5009400189955426,CG,1.0,0.58,0.21,0.056779,0.9998,0.21,0.116,0.5286,0.04,0.4828,CG,op_additive,1.0,0.0,0.0,0.9998,0.21,0.21,0.056779,0.0,11.0,1.0,8.86,0.58,0.0,1.0,0.21,0.9998,0.1217999999999999,0.111006,0.01192359,0.3535883971800966,0.0084,0.58,0.2099999999789999,0.99979999990002,0.1217999999878199,0.1126264524932422,0.0147551322683328,0.353588397063916,0.0104999999986874,0.8599999999713334,0.335383747707794,0.6644833290417476,0.1476019999999999,0.0017599457311799,0.0010207685240843,0.0029701425363128,0.0440999999999999,1.0,0.4828,0.0643834799999999,0.0010207685240843,0.3065879999999999,0.9999999999,0.5580212666946346,0.0653233424460805,0.1682703715789248,0.3096848484535671,0.4202599658146414,0.943221,0.020076395603488707,3.5333366739838864e-05,0.0025039538999999996,0,0.0,1.0,0.0,0.0
coupled_map_lattice,87,16,0.1490437967710346,RG,0.5,0.0,0.065,0.023948,0.9999,0.065,0.0,0.0,0.0,0.1162,RG,op_additive,0.5,0.5,0.095773,0.9999,0.065,0.065,0.023948,0.9372,,,,,,,0.0325,0.49995,0.0,0.0,0.00155662,0.5203800950837234,0.0,,0.03249999999675,0.499949999950005,0.0,0.0,0.0019262767330587,0.5203800949717179,0.0,,0.1506794816645045,0.8492355862836619,0.0108333333333333,1.6863383333333335e-05,,0.0,0.004225,0.5,0.0581,0.0,,0.0,0.49999999995,0.0671521035521091,0.0,,0.0,0.1417880258755272,0.976052,0.012462062517065008,2.1015253734923214e-07,0.00010118030000000001,0,0.0,0.0,0.0,0.12657076459818378
coupled_map_lattice,88,100,0.6450306253363645,CG,1.0,0.96,0.34,0.071085,0.9995,0.34,0.6249,0.924,0.06,0.6726,CG,op_additive,1.0,0.0,0.0,0.9995,0.34,0.34,0.071085,0.0,5.0,1.0,3.75,0.96,0.0,1.0,0.34,0.9995,0.3264,0.31416,0.0241689,0.5908977244822584,0.0204,0.96,0.339999999966,0.99949999990005,0.32639999996736,0.3187460706202997,0.0299083846626822,0.590897724372018,0.0254999999968125,0.9866666666337778,0.452202355764875,0.5475237454130075,0.3268533333333334,0.007899685528,0.00758369810688,0.012054313579438,0.1156,1.0,0.6726,0.3015935999999999,0.00758369810688,0.88704,0.9999999999,0.7773925103123679,0.3059962277954876,0.1756493060730111,0.895999999909495,0.6310076087980724,0.928915,0.042003964744821334,0.0003318181124132873,0.008217426,0,0.0,1.0,0.0,0.0
coupled_map_lattice,89,100,0.2333640847627331,RG,1.0,0.0,0.08,0.018749,1.0,0.08,0.0,0.0,0.0,0.22,RG,op_additive,1.0,0.0,0.0,1.0,0.08,0.08,0.018749,0.0,,,,,,,0.08,1.0,0.0,0.0,0.0014999199999999,0.0250062516847954,0.0,,0.079999999992,0.9999999999,0.0,0.0,0.0018561119588913,0.02500625156039,0.0,,0.1581231947730402,0.8418768052269598,0.0266666666666666,3.9997866666664e-05,,0.0,0.0064,1.0,0.22,0.0,,0.0,0.9999999999,0.2542764678393115,0.0,,0.0,0.3135691169348279,0.981251,0.00046884221283822894,1.8752688316807186e-08,0.00011999359999999199,0,0.0,0.0,0.0,0.0
coupled_map_lattice,90,100,0.163457113864344,RG,0.9,0.0,0.0547,0.021725,0.9999,0.0547,0.0,0.0,0.0,0.1937,RG,op_additive,0.9,0.1,0.014167,0.9999,0.0547,0.0547,0.021725,0.469,,,,,,,0.04923,0.89991,0.0,0.0,0.0011883575,0.1171542886825264,0.0,,0.049229999995077,0.899909999910009,0.0,0.0,0.0014705614747375,0.1171542885604276,0.0,,0.1525378357057501,0.8473774180778205,0.01641,1.9500946575000003e-05,,0.0,0.0029920899999999,0.9,0.17433,0.0,,0.0,0.89999999991,0.2014909847201235,0.0,,0.0,0.2753727461575309,0.978275,0.002545176921627886,4.963335917258837e-08,6.500315525e-05,0,0.0,0.0,0.0,0.0
coupled_map_lattice,91,17,0.1357749764043049,RG,0.4667,0.0,0.035,0.01558,0.9999,0.035,0.0,0.0,0.0,0.1021,RG,op_additive,0.4667,0.5333,0.104301,0.9999,0.035,0.035,0.01558,0.9968,,,,,,,0.0163345,0.46665333,0.0,0.0,0.0005453,0.544386096581097,0.0,,0.0163344999983665,0.4666533299533347,0.0,0.0,0.0006747945564986,0.5443860964696924,0.0,,0.1468641029968417,0.853050583413458,0.0054448333333333,2.969067616666666e-06,,0.0,0.001225,0.4667,0.0476500699999999,0.0,,0.0,0.46669999995333,0.0550740522358906,0.0,,0.0,0.1304435130473051,0.98442,0.008481535384733492,2.5182252050424663e-08,1.9085500000000002e-05,0,0.0,0.0,0.0,0.12189720548737859
