domain,sys_idx,process_regime,transition_neighbor_fraction,transition_sharpness,org_gradient_predictive_shear,org_curvature_local_curvature,process_rigidity,is_near_transition
coupled_map_lattice,51,RG,0.0,0.6368,5.9626,1.7206,2.3104,0
coupled_map_lattice,52,CH,0.3,0.3539,0.1227,0.4353,0.1054,0
coupled_map_lattice,53,CH,0.4333,0.3455,0.0499,0.4044,0.21,1
coupled_map_lattice,54,CL,1.0,0.7537,0.0891,0.431,0.0758,1
coupled_map_lattice,55,RG,0.0,0.7588,6.3559,2.104,2.7743,0
coupled_map_lattice,56,CG,0.5667,0.2592,0.1186,1.0337,0.3583,1
coupled_map_lattice,57,RG,0.0,0.6923,0.0527,0.4533,0.0642,0
coupled_map_lattice,58,CH,0.3,0.5724,0.1875,1.1396,0.2302,0
coupled_map_lattice,59,RG,0.0,0.6303,73.8781,8.5234,24.8298,0
coupled_map_lattice,60,CG,0.8,0.1881,0.1034,0.8651,0.3178,1
coupled_map_lattice,61,CL,0.0333,1.7268,0.0484,0.6919,0.0628,0
coupled_map_lattice,62,RG,0.2333,0.3592,0.0952,0.6497,0.0648,0
coupled_map_lattice,63,RG,0.0333,0.4233,0.0588,0.3377,0.0551,0
coupled_map_lattice,64,CG,0.2667,1.6876,0.0689,0.4596,0.0626,0
coupled_map_lattice,65,RG,0.0,0.8406,0.0257,0.7299,0.0981,0
coupled_map_lattice,66,RG,0.0,0.7927,238.9875,16.8264,85.3441,0
coupled_map_lattice,67,RG,0.0,0.6089,7.0408,2.6642,3.0819,0
coupled_map_lattice,68,RG,0.0,0.685,196.043,12.7818,79.089,0
coupled_map_lattice,69,CG,0.8667,0.5105,0.0414,0.4317,0.0346,1
coupled_map_lattice,70,RG,0.2333,0.618,0.0237,0.2614,0.0246,0
coupled_map_lattice,71,RG,0.0333,0.4826,0.1035,0.5642,0.1039,0
coupled_map_lattice,72,CH,0.3333,4.4676,0.0818,0.9601,0.3554,1
coupled_map_lattice,73,RG,0.0,0.8621,77.5243,8.7755,25.9169,0
coupled_map_lattice,74,RG,0.1,0.3957,0.1102,0.5534,0.1096,0
coupled_map_lattice,75,RG,0.0,0.5933,157.5732,11.7372,52.9219,0
coupled_map_lattice,76,CH,0.1333,1.2443,0.0601,0.5238,0.0888,0
coupled_map_lattice,77,RG,0.0,0.6803,165.6723,29.2667,123.3085,0
coupled_map_lattice,78,RG,0.0,0.5677,70.4634,5.4834,26.0456,0
coupled_map_lattice,79,RG,0.0,1.0267,4.5197,1.2662,1.7106,0
coupled_map_lattice,80,CH,0.5667,0.2982,0.0513,0.4764,0.1689,1
coupled_map_lattice,81,RG,0.0,0.6263,173.5833,10.447,66.296,0
coupled_map_lattice,82,RG,0.1,0.7951,0.0504,0.5121,0.0705,0
coupled_map_lattice,83,RG,0.0,0.7819,5.6757,1.44,2.1197,0
coupled_map_lattice,84,RG,0.0,0.7811,158.6636,11.9386,95.4849,0
coupled_map_lattice,85,RG,0.0667,0.6725,0.1152,0.7078,0.1608,0
coupled_map_lattice,86,CG,0.6333,0.2,38.6747,4.8324,16.9233,1
coupled_map_lattice,87,RG,0.0,0.6519,0.109,0.6313,0.0936,0
coupled_map_lattice,88,CG,0.3333,0.6509,15.2077,3.7653,7.3306,1
coupled_map_lattice,89,RG,0.0,0.7793,255.6272,17.0597,85.2756,0
coupled_map_lattice,90,RG,0.4667,0.3852,0.1292,0.643,0.1039,1
coupled_map_lattice,91,RG,0.0,0.8693,0.1498,0.6109,0.1207,0
coupled_map_lattice,92,CL,0.2,0.522,0.0661,1.3584,0.1049,0
coupled_map_lattice,93,CG,0.2333,1.3963,0.0859,0.4523,0.0719,0
coupled_map_lattice,94,RG,0.0333,0.4477,0.107,0.4636,0.0728,0
coupled_map_lattice,95,RG,0.0,0.8188,6.5665,2.4516,2.8818,0
coupled_map_lattice,96,RG,0.0,0.5596,160.2549,11.4756,87.6262,0
coupled_map_lattice,97,RG,0.1667,0.6699,0.1173,0.8776,0.1016,0
coupled_map_lattice,98,CL,0.3,0.4411,0.0683,0.4291,0.0883,0
coupled_map_lattice,99,RG,0.0,0.5297,0.0537,0.3893,0.0493,0
coupled_map_lattice,100,RG,0.0,0.5047,140.6917,9.3229,48.0216,0
coupled_map_lattice,101,RG,0.0,0.6921,0.0567,0.5517,0.1151,0
coupled_map_lattice,102,CG,0.4,0.3489,4.7763,1.0451,2.0173,1
coupled_map_lattice,103,CG,0.6333,0.7132,0.0302,0.7103,0.0473,1
coupled_map_lattice,104,CH,0.2,1.0195,0.066,0.9219,0.1829,0
coupled_map_lattice,105,CH,0.6333,0.6654,0.0636,0.6003,0.1383,1
coupled_map_lattice,106,CH,0.2667,0.2437,0.1484,0.8167,0.1452,0
coupled_map_lattice,107,CG,0.5333,0.3707,40.05,4.7919,17.4201,1
coupled_map_lattice,108,RG,0.1333,0.4103,3.7681,1.2981,1.9694,0
coupled_map_lattice,109,CH,0.3333,0.1373,0.0893,0.536,0.1248,1
coupled_map_lattice,110,RG,0.0,0.6385,156.3808,36.1295,52.3856,0
coupled_map_lattice,111,RG,0.6333,0.1845,1.6144,0.8167,0.6054,1
coupled_map_lattice,112,RG,0.0,0.6429,7.6305,3.6979,3.2398,0
coupled_map_lattice,113,RG,0.0,0.6321,194.4076,19.8726,132.6302,0
coupled_map_lattice,114,RG,0.0,0.7421,0.0326,0.4211,0.0577,0
coupled_map_lattice,115,RG,0.1,0.4893,0.0501,0.4612,0.0409,0
coupled_map_lattice,116,RG,0.5333,0.1921,14.3961,3.1101,6.222,1
coupled_map_lattice,117,CH,0.1667,0.6663,0.0997,0.4346,0.2291,0
coupled_map_lattice,118,CH,0.4667,0.6408,0.0485,0.4672,0.1198,1
coupled_map_lattice,119,RG,0.0,0.7332,165.2911,12.7306,100.2958,0
coupled_map_lattice,120,RG,0.2,0.4797,0.0475,0.431,0.0717,0
coupled_map_lattice,121,CL,0.0667,1.308,0.0414,0.3154,0.0476,0
coupled_map_lattice,122,RG,0.0,0.6501,0.0317,0.3701,0.0624,0
coupled_map_lattice,123,CH,0.4,0.3033,0.1123,0.4558,0.1796,1
coupled_map_lattice,124,RG,0.0,0.8027,303.4918,22.8979,110.7243,0
coupled_map_lattice,125,RG,0.0,0.9735,7.0283,2.5917,3.0817,0
coupled_map_lattice,126,CG,0.8,0.1935,0.1795,0.4071,0.0826,1
coupled_map_lattice,127,RG,0.0,0.8407,140.6462,9.5072,48.0238,0
coupled_map_lattice,128,CG,0.8,0.1791,0.0698,0.9969,0.2916,1
coupled_map_lattice,129,RG,0.0,0.6369,47.8642,4.5714,16.1114,0
coupled_map_lattice,130,CG,0.5667,0.4832,21.1006,5.1123,10.728,1
coupled_map_lattice,131,CG,0.6,0.3662,1.5322,0.7657,0.5734,1
coupled_map_lattice,132,RG,0.0,0.7786,0.0934,0.5699,0.1236,0
coupled_map_lattice,133,RG,0.1667,0.4852,0.1135,0.5383,0.0876,0
coupled_map_lattice,134,RG,0.0667,0.6071,0.097,1.2432,0.0845,0
coupled_map_lattice,135,CG,0.5667,0.3507,0.1002,0.686,0.1349,1
coupled_map_lattice,136,RG,0.0,0.8398,0.0852,0.7037,0.0743,0
coupled_map_lattice,137,CG,0.2,1.2913,37.7406,3.2632,13.9845,0
coupled_map_lattice,138,RG,0.0,0.5246,48.1552,4.9064,19.4826,0
coupled_map_lattice,139,CH,0.6667,1.3555,0.0335,0.3899,0.0621,1
coupled_map_lattice,140,RG,0.0,0.7976,151.3116,10.2383,50.5352,0
coupled_map_lattice,141,CL,0.4,0.3868,0.0591,0.504,0.0783,1
coupled_map_lattice,142,CH,0.2,0.9412,0.1922,0.954,0.2849,0
coupled_map_lattice,143,RG,0.0,0.5719,59.6849,14.2194,19.9852,0
coupled_map_lattice,144,RG,0.6667,0.2075,0.1033,0.6432,0.1231,1
coupled_map_lattice,145,CG,0.4333,0.1845,1.5259,0.8056,0.5759,1
coupled_map_lattice,146,CH,0.1667,0.2939,0.0642,0.895,0.2109,0
coupled_map_lattice,147,RG,0.3,0.4122,0.1089,0.6119,0.0901,0
coupled_map_lattice,148,RG,0.0,0.5498,136.804,12.9165,82.0828,0
coupled_map_lattice,149,RG,0.0,0.7141,0.07,0.3646,0.0604,0
coupled_map_lattice,150,CG,0.8667,0.5233,0.0617,0.8803,0.1804,1
coupled_map_lattice,151,CG,0.8333,0.2939,0.1889,1.2524,0.2853,1
coupled_map_lattice,152,CG,0.1667,1.0603,0.0275,0.6829,0.0436,0
coupled_map_lattice,153,CG,0.7,0.0667,9.9391,2.0851,4.3379,1
coupled_map_lattice,154,RG,0.1,0.4724,0.0404,0.4101,0.038,0
coupled_map_lattice,155,CG,0.6667,0.3692,0.0801,0.4257,0.0676,1
coupled_map_lattice,156,CH,0.2667,0.3516,0.055,0.437,0.2002,0
coupled_map_lattice,157,RG,0.1333,0.6783,0.1214,0.5468,0.0784,0
coupled_map_lattice,158,CG,0.6,0.1938,0.1715,0.5739,0.1794,1
coupled_map_lattice,159,CG,0.4667,0.7131,0.1323,1.3473,0.3607,1
coupled_map_lattice,160,CH,0.4,0.336,0.0911,0.6143,0.1261,1
coupled_map_lattice,161,RG,0.0,0.7861,0.0417,0.529,0.072,0
coupled_map_lattice,162,RG,0.0,0.7587,7.6437,3.6367,3.2451,0
coupled_map_lattice,163,CH,0.3333,0.1022,0.0755,0.4542,0.1642,1
coupled_map_lattice,164,RG,0.3,0.1903,0.0448,0.4802,0.0487,0
coupled_map_lattice,165,RG,0.0,0.76,47.8555,4.5396,16.1118,0
coupled_map_lattice,166,RG,0.0,0.6426,192.6882,21.2422,131.2615,0
coupled_map_lattice,167,CH,0.1667,0.4604,0.0665,0.9822,0.3134,0
coupled_map_lattice,168,CH,0.2,0.1881,0.0938,0.6677,0.1331,0
coupled_map_lattice,169,RG,0.0,1.0792,0.0205,0.2923,0.0352,0
coupled_map_lattice,170,RG,0.3,0.0667,0.0853,0.4192,0.0613,0
coupled_map_lattice,171,RG,0.2,0.6023,0.0425,0.6015,0.0459,0
coupled_map_lattice,172,CG,0.4,0.2365,2.2107,2.048,3.9874,1
coupled_map_lattice,173,RG,0.0,0.5887,235.2331,36.0598,109.2035,0
coupled_map_lattice,174,RG,0.0,0.8488,1.9981,1.0748,0.7754,0
coupled_map_lattice,175,RG,0.1,0.5292,23.7365,5.8457,12.6961,0
coupled_map_lattice,176,CH,0.1667,0.5824,0.0563,0.9279,0.0991,0
coupled_map_lattice,177,RG,0.0,0.5588,171.5771,13.1874,111.8395,0
coupled_map_lattice,178,CL,0.2333,0.5562,0.0988,0.5725,0.0856,0
coupled_map_lattice,179,CG,0.7333,0.1022,0.1162,0.4565,0.1916,1
coupled_map_lattice,180,CG,0.2333,1.1295,0.0152,0.3449,0.0268,0
coupled_map_lattice,181,CG,0.8333,0.9449,0.1536,0.9216,0.3407,1
coupled_map_lattice,182,CL,0.3,0.5009,0.1069,0.5809,0.0961,0
coupled_map_lattice,183,CL,0.0667,0.9058,0.0417,0.6376,0.0852,0
coupled_map_lattice,184,CH,0.8,0.4497,0.0881,0.6175,0.1657,1
coupled_map_lattice,185,CG,0.5333,0.4996,0.0964,0.5333,0.1539,1
coupled_map_lattice,186,CG,0.5667,0.3123,0.0762,0.9611,0.1096,1
coupled_map_lattice,187,RG,0.0667,0.4505,0.1078,0.6246,0.1121,0
coupled_map_lattice,188,RG,0.0,0.8897,0.1002,0.5757,0.1445,0
coupled_map_lattice,189,RG,0.0,0.6456,0.0765,0.3899,0.0642,0
coupled_map_lattice,190,RG,0.0,0.5917,236.2232,12.9888,81.1546,0
coupled_map_lattice,191,CG,0.8333,0.3941,9.7512,2.0967,4.567,1
coupled_map_lattice,192,CH,0.5667,0.8934,0.0697,0.4746,0.0755,1
coupled_map_lattice,193,CG,0.7333,0.385,0.0901,0.4305,0.0788,1
coupled_map_lattice,194,RG,0.0,0.6256,165.2921,12.7375,100.2921,0
coupled_map_lattice,195,RG,0.3667,0.385,0.0654,0.543,0.1623,1
coupled_map_lattice,196,RG,0.1333,0.5035,0.0527,0.4533,0.0663,0
coupled_map_lattice,197,CL,0.4667,0.2635,0.0543,0.5284,0.1888,1
coupled_map_lattice,198,RG,0.0,0.622,0.0352,0.2961,0.0302,0
coupled_map_lattice,199,RG,0.5667,0.2635,0.0558,0.5455,0.059,1
coupled_map_lattice,200,CG,0.4333,0.1935,36.4666,4.09,15.8947,1
coupled_map_lattice,201,RG,0.0,0.809,16.5206,1.5234,8.8731,0
coupled_map_lattice,202,RG,0.0,0.6177,0.0486,0.6398,0.0712,0
coupled_map_lattice,203,CL,0.3,0.3563,0.0769,0.8802,0.1076,0
coupled_map_lattice,204,CL,0.8333,0.3016,1.0158,1.4577,0.5805,1
coupled_map_lattice,205,RG,0.0,0.479,87.8243,7.3353,36.5716,0
coupled_map_lattice,206,CG,0.4667,0.6876,0.0934,0.6296,0.1531,1
coupled_map_lattice,207,RG,0.0,0.7232,0.97,0.6295,0.3715,0
coupled_map_lattice,208,RG,0.0,0.7621,251.6924,18.1572,91.7999,0
coupled_map_lattice,209,CH,0.2667,0.1935,0.1877,0.7529,0.1836,0
coupled_map_lattice,210,CH,0.3667,0.1409,0.1056,0.4162,0.2263,1
coupled_map_lattice,211,RG,0.0,0.7056,0.0913,1.2442,0.0927,0
coupled_map_lattice,212,CG,0.2667,1.0859,0.0542,0.5613,0.0701,0
coupled_map_lattice,213,CG,0.7,0.2805,0.1156,0.9269,0.1414,1
coupled_map_lattice,214,CH,0.3333,0.2481,0.0569,0.3881,0.1767,1
coupled_map_lattice,215,RG,0.0,0.7194,0.0835,0.6017,0.1371,0
coupled_map_lattice,216,RG,0.0,0.8156,164.4277,11.9722,94.7418,0
coupled_map_lattice,217,RG,0.0,0.4964,20.6039,1.6892,9.1251,0
coupled_map_lattice,218,RG,0.0,0.4476,0.035,0.2401,0.028,0
coupled_map_lattice,219,CG,0.7,0.3931,0.0729,0.7186,0.0674,1
coupled_map_lattice,220,CH,0.2,0.1791,0.1928,0.8839,0.2379,0
coupled_map_lattice,221,CH,0.3333,0.1736,0.0509,0.6663,0.1126,1
coupled_map_lattice,222,CH,0.2,0.9449,0.2462,0.7115,0.1844,0
coupled_map_lattice,223,CH,0.2,0.4552,0.066,1.0044,0.2903,0
coupled_map_lattice,224,CG,0.8,0.6474,23.2681,3.316,14.371,1
coupled_map_lattice,225,RG,0.0,0.7885,154.7432,13.5716,56.4433,0
coupled_map_lattice,226,CG,0.6667,3.0729,0.1175,0.9359,0.3701,1
coupled_map_lattice,227,CL,0.0333,1.9662,0.0734,0.6971,0.1975,0
coupled_map_lattice,228,CH,0.4667,0.3288,0.0899,0.5533,0.0948,1
coupled_map_lattice,229,CG,0.8333,0.5433,0.15,0.9149,0.348,1
coupled_map_lattice,230,RG,0.2667,0.3943,4.2845,1.389,1.6757,0
coupled_map_lattice,231,CH,0.1667,0.4301,0.0461,0.3815,0.2022,0
coupled_map_lattice,232,CH,0.6,1.6008,0.044,0.4328,0.0637,1
coupled_map_lattice,233,CH,0.1667,0.4433,0.1838,0.3827,0.0771,0
coupled_map_lattice,234,RG,0.0,0.6904,0.1991,1.4305,0.1095,0
coupled_map_lattice,235,RG,0.0,0.7098,6.1286,2.0216,2.4877,0
coupled_map_lattice,236,RG,0.0,0.643,0.0517,0.3233,0.0454,0
coupled_map_lattice,237,CH,0.1667,0.9566,0.0595,0.5583,0.1047,0
coupled_map_lattice,238,RG,0.0,0.5852,158.6575,11.9439,95.4858,0
coupled_map_lattice,239,CH,0.1333,1.0648,0.0606,0.8249,0.1022,0
coupled_map_lattice,240,CH,0.2667,0.1731,0.1336,1.0146,0.3753,0
coupled_map_lattice,241,CL,0.3333,0.4293,0.0687,0.5089,0.1544,1
coupled_map_lattice,242,RG,0.0,0.5633,97.5202,9.3892,47.5759,0
coupled_map_lattice,243,RG,0.3,0.357,0.082,0.5531,0.1809,0
coupled_map_lattice,244,CG,0.7333,0.5624,0.0697,0.6934,0.1349,1
coupled_map_lattice,245,CH,0.2333,0.2567,0.0607,0.3603,0.206,0
coupled_map_lattice,246,RG,0.0,0.7128,275.6645,19.6681,104.3889,0
coupled_map_lattice,247,CH,0.4,0.1907,0.1649,0.5517,0.1727,1
coupled_map_lattice,248,CL,0.3667,0.2171,0.0557,0.3377,0.0667,1
coupled_map_lattice,249,RG,0.2333,0.7245,0.0866,0.4967,0.1062,0
coupled_map_lattice,250,CL,0.2,0.6864,0.1413,1.0349,0.1498,0
coupled_map_lattice,251,RG,0.0,0.6537,106.2094,7.6666,36.8604,0
coupled_map_lattice,252,RG,0.0,0.8969,78.0483,7.3934,26.0915,0
coupled_map_lattice,253,CG,0.6667,0.6654,12.2802,2.7951,5.9204,1
coupled_map_lattice,254,RG,0.0,0.9005,4.9742,1.4449,1.8688,0
coupled_map_lattice,255,RG,0.1,0.5237,0.0402,0.5705,0.0727,0
coupled_map_lattice,256,RG,0.5333,0.6324,0.0748,0.551,0.0562,1
coupled_map_lattice,257,RG,0.0,1.1482,5.4739,1.6696,2.1896,0
coupled_map_lattice,258,RG,0.0,0.8043,7.5868,3.5715,3.2511,0
coupled_map_lattice,259,RG,0.0,0.7273,7.0655,2.5329,3.0823,0
coupled_map_lattice,260,CL,0.2,2.133,0.0314,0.4388,0.0489,0
coupled_map_lattice,261,CH,0.3,0.6315,0.0503,0.7094,0.1539,0
coupled_map_lattice,262,RG,0.0,0.9955,0.0802,0.6326,0.085,0
coupled_map_lattice,263,CG,0.5667,0.2014,0.15,0.7319,0.1551,1
coupled_map_lattice,264,RG,0.0,0.5837,212.4408,17.4223,86.1063,0
coupled_map_lattice,265,RG,0.1667,0.5025,56.2596,7.7128,28.045,0
coupled_map_lattice,266,RG,0.0,0.6125,149.497,11.9699,89.4549,0
coupled_map_lattice,267,RG,0.0667,0.6692,0.0444,0.4995,0.0836,0
coupled_map_lattice,268,RG,0.0,0.5323,166.9963,15.8023,101.2038,0
coupled_map_lattice,269,CH,0.5667,0.8072,0.0521,0.4132,0.2158,1
coupled_map_lattice,270,RG,0.1,0.728,0.2082,0.6436,0.1768,0
coupled_map_lattice,271,CH,0.2667,0.6093,0.0577,0.6325,0.1089,0
coupled_map_lattice,272,CH,0.6333,1.2381,0.0607,0.4873,0.1064,1
coupled_map_lattice,273,CH,0.1,0.7406,0.1781,0.8653,0.2365,0
coupled_map_lattice,274,RG,0.0333,0.4418,21.4947,3.1309,15.0155,0
coupled_map_lattice,275,CH,0.2,1.044,0.1239,0.8392,0.3726,0
coupled_map_lattice,276,RG,0.0,0.6167,3.372,0.7191,1.33,0
coupled_map_lattice,277,CL,0.0,1.5845,0.0948,0.8574,0.237,0
coupled_map_lattice,278,CG,0.7333,0.6065,0.045,0.4237,0.073,1
coupled_map_lattice,279,RG,0.0,1.0083,0.0155,0.3772,0.0351,0
coupled_map_lattice,280,RG,0.0,0.5199,203.3559,15.0796,89.7653,0
coupled_map_lattice,281,RG,0.5333,0.3351,0.1062,0.6877,0.0995,1
coupled_map_lattice,282,CH,0.6,0.7905,0.1161,0.9754,0.3349,1
coupled_map_lattice,283,CH,0.1667,1.2264,0.1135,0.6464,0.1877,0
coupled_map_lattice,284,RG,0.0,0.6812,159.4751,12.614,100.3931,0
coupled_map_lattice,285,RG,0.0,0.7515,113.1918,7.8283,40.3458,0
coupled_map_lattice,286,RG,0.2667,0.4617,0.0537,0.3356,0.0496,0
coupled_map_lattice,287,CG,0.3667,0.7171,17.8718,3.9246,8.2358,1
coupled_map_lattice,288,RG,0.0,0.7898,0.119,0.5865,0.1676,0
coupled_map_lattice,289,RG,0.0,0.9599,6.4183,2.2987,2.7044,0
coupled_map_lattice,290,CG,0.6333,0.1907,0.2122,0.9059,0.248,1
coupled_map_lattice,291,RG,0.0,0.7193,0.0332,0.3002,0.0335,0
coupled_map_lattice,292,RG,0.0,0.6539,98.4818,9.3458,33.59,0
coupled_map_lattice,293,RG,0.0,0.8678,3.526,0.7253,1.3341,0
coupled_map_lattice,294,RG,0.0,0.6314,325.2167,31.8353,130.1267,0
coupled_map_lattice,295,RG,0.1,0.4722,0.0336,0.2734,0.0323,0
coupled_map_lattice,296,CG,0.8667,0.4433,0.1334,1.1272,0.333,1
coupled_map_lattice,297,RG,0.0,0.7772,260.6232,14.7821,87.5733,0
coupled_map_lattice,298,RG,0.0,0.9143,0.0245,0.5404,0.056,0
coupled_map_lattice,299,CG,0.6,0.2487,0.114,0.327,0.058,1
coupled_map_lattice,300,RG,0.1,0.7221,0.1006,0.6071,0.0828,0
coupled_map_lattice,301,CH,0.2,0.5013,0.0654,0.9482,0.1826,0
coupled_map_lattice,302,CG,0.1667,2.5516,1.6099,1.9844,3.9833,0
coupled_map_lattice,303,RG,0.0,0.7929,44.9436,4.3388,18.1487,0
coupled_map_lattice,304,RG,0.0,1.0615,0.0574,0.444,0.0674,0
coupled_map_lattice,305,CH,0.2,0.7201,0.0609,0.5647,0.0991,0
coupled_map_lattice,306,RG,0.0,0.7733,13.4687,1.3803,8.8081,0
coupled_map_lattice,307,CL,0.3667,0.2075,0.2396,0.6018,0.1261,1
coupled_map_lattice,308,CG,0.7333,2.7136,0.1295,1.2403,0.3545,1
coupled_map_lattice,309,CL,0.1667,1.3555,0.0412,0.3985,0.0351,0
coupled_map_lattice,310,RG,0.0667,0.6963,0.0937,1.3821,0.0874,0
coupled_map_lattice,311,CH,0.4667,0.1548,0.0419,0.3731,0.2031,1
coupled_map_lattice,312,RG,0.0667,0.2632,117.8243,8.5645,53.5338,0
coupled_map_lattice,313,RG,0.0,0.6542,273.4467,30.3509,136.4665,0
coupled_map_lattice,314,RG,0.0,0.5602,201.222,12.4803,68.8473,0
coupled_map_lattice,315,RG,0.0,0.7838,166.0931,12.3678,101.0139,0
coupled_map_lattice,316,CG,0.4667,0.8289,0.1122,0.6018,0.1006,1
coupled_map_lattice,317,RG,0.6333,0.3519,0.2252,0.5974,0.1312,1
coupled_map_lattice,318,RG,0.0,0.8777,4.0118,0.9544,1.3999,0
coupled_map_lattice,319,CG,0.8,2.0317,0.1307,0.84,0.3912,1
coupled_map_lattice,320,CG,0.7333,0.1409,0.1483,0.9753,0.1239,1
coupled_map_lattice,321,RG,0.0,0.7138,8.8674,4.5233,3.9745,0
coupled_map_lattice,322,CG,0.6,0.9257,0.1043,0.5626,0.0964,1
coupled_map_lattice,323,CH,0.2333,0.7801,0.0976,1.3179,0.2231,0
coupled_map_lattice,324,CG,0.5667,0.221,0.1081,0.5227,0.1507,1
coupled_map_lattice,325,RG,0.0,0.649,0.1093,0.563,0.1409,0
coupled_map_lattice,326,RG,0.0,0.564,0.0185,0.2189,0.0176,0
coupled_map_lattice,327,RG,0.3667,0.4949,0.0384,0.5132,0.0499,1
coupled_map_lattice,328,RG,0.0,0.8303,0.0668,0.5995,0.0913,0
coupled_map_lattice,329,CH,0.2333,0.176,0.0408,0.3824,0.0797,0
coupled_map_lattice,330,CG,0.1667,0.9295,0.0277,0.3635,0.049,0
coupled_map_lattice,331,RG,0.0,0.7815,0.0144,0.4042,0.0423,0
coupled_map_lattice,332,RG,0.0,0.7009,0.1228,0.5684,0.0849,0
coupled_map_lattice,333,RG,0.0,0.7449,0.1142,0.8802,0.3206,0
coupled_map_lattice,334,RG,0.0,0.7387,0.0811,0.5094,0.0671,0
coupled_map_lattice,335,CG,0.2,1.5263,0.1294,1.0717,0.3676,0
coupled_map_lattice,336,RG,0.3333,0.3733,5.0834,1.417,2.0923,1
coupled_map_lattice,337,CH,0.2333,0.6762,0.0839,1.3321,0.2357,0
coupled_map_lattice,338,RG,0.2667,0.6556,0.016,0.3629,0.043,0
coupled_map_lattice,339,RG,0.0,0.7438,250.9111,23.1275,83.8068,0
coupled_map_lattice,340,CH,0.6333,0.7928,0.1104,0.4661,0.0647,1
coupled_map_lattice,341,RG,0.0,0.8105,0.1153,0.4684,0.0736,0
coupled_map_lattice,342,RG,0.1333,0.6319,0.0421,0.3254,0.0567,0
coupled_map_lattice,343,RG,0.0,0.8784,140.0053,11.8666,48.1143,0
coupled_map_lattice,344,RG,0.0,0.5199,0.0804,0.4439,0.0676,0
coupled_map_lattice,345,RG,0.0,0.628,0.0578,0.6657,0.0694,0
coupled_map_lattice,346,RG,0.0,0.6679,236.3504,31.9387,83.7727,0
coupled_map_lattice,347,RG,0.0667,0.346,35.928,3.2222,14.954,0
coupled_map_lattice,348,CL,0.3,0.3848,0.0127,0.3138,0.0352,0
coupled_map_lattice,349,RG,0.0,0.6954,0.0537,0.4079,0.0642,0
coupled_map_lattice,350,RG,0.0,0.6069,41.7341,4.3707,18.1584,0
coupled_map_lattice,351,RG,0.0333,0.4316,0.4148,0.5066,0.3043,0
coupled_map_lattice,352,RG,0.3,1.3312,0.5673,0.7508,0.5448,0
coupled_map_lattice,353,CL,0.6667,0.3667,2.1111,0.9867,1.1563,1
coupled_map_lattice,354,RG,0.0,0.8029,0.0977,0.6368,0.0846,0
coupled_map_lattice,355,CG,0.5,0.448,0.2315,0.6461,0.1036,1
coupled_map_lattice,356,RG,0.0,0.8108,0.0232,0.4484,0.0532,0
coupled_map_lattice,357,CG,0.9,0.3502,0.0761,0.578,0.1108,1
coupled_map_lattice,358,CG,0.8667,0.4604,0.0579,0.4527,0.0793,1
coupled_map_lattice,359,CG,0.4333,0.668,25.8654,2.4482,10.5879,1
coupled_map_lattice,360,CH,0.1667,0.8188,0.1611,0.8712,0.2681,0
coupled_map_lattice,361,RG,0.2667,0.6254,0.127,0.6925,0.1253,0
coupled_map_lattice,362,RG,0.1333,0.4919,0.119,0.7631,0.1728,0
coupled_map_lattice,363,RG,0.0,0.8218,171.9661,13.3257,109.3975,0
coupled_map_lattice,364,CH,0.2333,1.2436,0.0697,0.6346,0.1,0
coupled_map_lattice,365,CH,0.6333,0.8779,0.0877,0.489,0.1013,1
coupled_map_lattice,366,CL,0.2333,0.5301,0.0883,0.5182,0.0874,0
coupled_map_lattice,367,CG,0.6,0.5327,0.0997,0.573,0.0911,1
coupled_map_lattice,368,RG,0.2,0.5588,0.0624,0.5383,0.0526,0
coupled_map_lattice,369,RG,0.0,0.6357,0.1073,0.5637,0.0785,0
coupled_map_lattice,370,RG,0.0,0.8896,0.1094,0.5188,0.0897,0
coupled_map_lattice,371,RG,0.0,0.6648,6.8082,2.3521,2.8679,0
coupled_map_lattice,372,CH,0.1667,0.9035,0.0607,0.5635,0.0991,0
coupled_map_lattice,373,CH,0.3333,0.2526,0.0689,0.4214,0.1918,1
coupled_map_lattice,374,RG,0.0,1.0547,0.0401,0.3206,0.0554,0
coupled_map_lattice,375,RG,0.0,0.6302,73.2982,5.2055,26.1104,0
coupled_map_lattice,376,CH,0.1333,0.3955,0.0825,0.9293,0.3635,0
coupled_map_lattice,377,RG,0.0,0.7898,177.7374,13.2906,111.6257,0
coupled_map_lattice,378,RG,0.1333,0.4754,11.452,5.4467,5.0913,0
coupled_map_lattice,379,RG,0.0333,0.4016,0.0264,0.3303,0.0353,0
coupled_map_lattice,380,RG,0.3,0.5249,1.6236,1.1052,1.9832,0
coupled_map_lattice,381,RG,0.0,0.719,194.5156,19.7863,132.7079,0
coupled_map_lattice,382,CL,0.4,0.5513,0.1244,0.6667,0.1103,1
coupled_map_lattice,383,RG,0.0,0.7214,0.0867,0.4251,0.0666,0
coupled_map_lattice,384,RG,0.0,0.6465,217.1235,33.2805,76.0413,0
coupled_map_lattice,385,RG,0.0,0.8025,0.0924,0.7453,0.0742,0
coupled_map_lattice,386,RG,0.0,0.624,173.2985,17.85,132.8113,0
coupled_map_lattice,387,CH,0.1333,1.0261,0.1457,0.6359,0.1607,0
coupled_map_lattice,388,CH,0.1333,0.9758,0.0633,0.592,0.1001,0
coupled_map_lattice,389,CH,0.4,1.4753,0.1379,0.4432,0.1101,1
