depth,sector,condition,formalism_invariance_score,emergence_translation_fidelity,hierarchy_preservation_consistency,cross_formalism_operator_alignment,universality_retention_index,abstraction_equivalence_strength,implementation_dependency_bound,formalism_effectiveness,base_emergence,formalism_emergence,classification
12,P-A,PartiallyRandomizedFormalism,0.6392,0.6365,1.0,1.0,0.4069,0.4069,0.3608,0.6392,0.9562,0.6268,FORMALISM-BOUNDED
16,P-A,PartiallyRandomizedFormalism,0.638,0.6353,1.0,1.0,0.4053,0.4053,0.362,0.638,0.9562,0.6257,FORMALISM-BOUNDED
20,P-A,PartiallyRandomizedFormalism,0.637,0.6343,1.0,1.0,0.4041,0.4041,0.363,0.637,0.9562,0.6248,FORMALISM-BOUNDED
24,P-A,PartiallyRandomizedFormalism,0.6362,0.6335,1.0,1.0,0.4031,0.4031,0.3638,0.6362,0.9562,0.6241,FORMALISM-BOUNDED
32,P-A,PartiallyRandomizedFormalism,0.635,0.6323,1.0,1.0,0.4015,0.4015,0.365,0.635,0.9562,0.623,FORMALISM-BOUNDED
40,P-A,PartiallyRandomizedFormalism,0.634,0.6313,1.0,1.0,0.4003,0.4003,0.366,0.634,0.9562,0.6221,FORMALISM-BOUNDED
48,P-A,PartiallyRandomizedFormalism,0.6332,0.6305,1.0,1.0,0.3993,0.3993,0.3668,0.6332,0.9562,0.6214,FORMALISM-BOUNDED
64,P-A,PartiallyRandomizedFormalism,0.632,0.6293,1.0,1.0,0.3977,0.3977,0.368,0.632,0.9562,0.6203,FORMALISM-BOUNDED
80,P-A,PartiallyRandomizedFormalism,0.631,0.6283,1.0,1.0,0.3965,0.3965,0.369,0.631,0.9562,0.6194,FORMALISM-BOUNDED
96,P-A,PartiallyRandomizedFormalism,0.6302,0.6276,1.0,1.0,0.3955,0.3955,0.3698,0.6302,0.9562,0.6187,FORMALISM-BOUNDED
128,P-A,PartiallyRandomizedFormalism,0.629,0.6263,1.0,1.0,0.3939,0.3939,0.371,0.629,0.9562,0.6176,FORMALISM-BOUNDED
160,P-A,PartiallyRandomizedFormalism,0.628,0.6253,1.0,1.0,0.3927,0.3927,0.372,0.628,0.9562,0.6167,FORMALISM-BOUNDED
192,P-A,PartiallyRandomizedFormalism,0.6272,0.6246,1.0,1.0,0.3918,0.3918,0.3728,0.6272,0.9562,0.616,FORMALISM-BOUNDED
256,P-A,PartiallyRandomizedFormalism,0.626,0.6233,1.0,1.0,0.3902,0.3902,0.374,0.626,0.9562,0.6149,FORMALISM-BOUNDED
320,P-A,PartiallyRandomizedFormalism,0.625,0.6224,1.0,1.0,0.389,0.389,0.375,0.625,0.9562,0.614,FORMALISM-BOUNDED
512,P-A,PartiallyRandomizedFormalism,0.623,0.6203,1.0,1.0,0.3865,0.3865,0.377,0.623,0.9562,0.6121,FORMALISM-BOUNDED
768,P-A,PartiallyRandomizedFormalism,0.6212,0.6186,1.0,1.0,0.3843,0.3843,0.3788,0.6212,0.9562,0.6106,FORMALISM-BOUNDED
1024,P-A,PartiallyRandomizedFormalism,0.62,0.6173,1.0,1.0,0.3828,0.3828,0.38,0.62,0.9562,0.6094,FORMALISM-BOUNDED
1536,P-A,PartiallyRandomizedFormalism,0.6182,0.6156,1.0,1.0,0.3806,0.3806,0.3818,0.6182,0.9562,0.6079,FORMALISM-BOUNDED
2048,P-A,PartiallyRandomizedFormalism,0.617,0.6144,1.0,1.0,0.3791,0.3791,0.383,0.617,0.9562,0.6067,FORMALISM-BOUNDED
3072,P-A,PartiallyRandomizedFormalism,0.6152,0.6126,1.0,1.0,0.3769,0.3769,0.3848,0.6152,0.9562,0.6051,FORMALISM-BOUNDED
4096,P-A,PartiallyRandomizedFormalism,0.614,0.6114,1.0,1.0,0.3754,0.3754,0.386,0.614,0.9562,0.604,FORMALISM-BOUNDED
6144,P-A,PartiallyRandomizedFormalism,0.6122,0.6096,1.0,1.0,0.3732,0.3732,0.3878,0.6122,0.9562,0.6024,FORMALISM-BOUNDED
8192,P-A,PartiallyRandomizedFormalism,0.611,0.6084,1.0,1.0,0.3717,0.3717,0.389,0.611,0.9562,0.6013,FORMALISM-BOUNDED
12288,P-A,PartiallyRandomizedFormalism,0.6092,0.6066,1.0,1.0,0.3696,0.3696,0.3908,0.6092,0.9562,0.5997,FORMALISM-BOUNDED
16384,P-A,PartiallyRandomizedFormalism,0.608,0.6054,1.0,1.0,0.3681,0.3681,0.392,0.608,0.9561,0.5986,FORMALISM-BOUNDED
24576,P-A,PartiallyRandomizedFormalism,0.6062,0.6037,1.0,1.0,0.366,0.366,0.3938,0.6062,0.9561,0.597,FORMALISM-BOUNDED
32768,P-A,PartiallyRandomizedFormalism,0.605,0.6024,1.0,1.0,0.3645,0.3645,0.395,0.605,0.9561,0.5958,FORMALISM-BOUNDED
65536,P-A,PartiallyRandomizedFormalism,0.602,0.5994,1.0,1.0,0.3609,0.3609,0.398,0.602,0.956,0.5931,FORMALISM-DEGRADING
131072,P-A,PartiallyRandomizedFormalism,0.599,0.5964,1.0,1.0,0.3573,0.3573,0.401,0.599,0.9557,0.5902,FORMALISM-DEGRADING
262144,P-A,PartiallyRandomizedFormalism,0.596,0.5935,1.0,1.0,0.3537,0.3537,0.404,0.596,0.9552,0.5872,FORMALISM-DEGRADING
524288,P-A,PartiallyRandomizedFormalism,0.593,0.5905,1.0,1.0,0.3501,0.3501,0.407,0.593,0.9542,0.5839,FORMALISM-DEGRADING
1048576,P-A,PartiallyRandomizedFormalism,0.59,0.5875,1.0,1.0,0.3466,0.3466,0.41,0.59,0.9523,0.5801,FORMALISM-DEGRADING
2097152,P-A,PartiallyRandomizedFormalism,0.587,0.5845,1.0,1.0,0.3431,0.3431,0.413,0.587,0.9484,0.5751,FORMALISM-DEGRADING
4194304,P-A,PartiallyRandomizedFormalism,0.584,0.5815,1.0,1.0,0.3396,0.3396,0.416,0.584,0.9408,0.568,FORMALISM-DEGRADING
8388608,P-A,PartiallyRandomizedFormalism,0.581,0.5785,1.0,1.0,0.3361,0.3361,0.419,0.581,0.9259,0.5567,FORMALISM-DEGRADING
16777216,P-A,PartiallyRandomizedFormalism,0.578,0.5755,1.0,1.0,0.3327,0.3327,0.422,0.578,0.8974,0.5377,FORMALISM-DEGRADING
33554432,P-A,PartiallyRandomizedFormalism,0.575,0.5725,1.0,1.0,0.3292,0.3292,0.425,0.575,0.8454,0.5054,FORMALISM-DEGRADING
67108864,P-A,PartiallyRandomizedFormalism,0.572,0.5695,1.0,1.0,0.3258,0.3258,0.428,0.572,0.7576,0.453,FORMALISM-DEGRADING
1,P-A,HybridMultiFormalismCoupling,0.93,0.9295,1.0,1.0,0.8644,0.8644,0.07,0.93,0.9562,0.8923,FORMALISM-STABLE
2,P-A,HybridMultiFormalismCoupling,0.9296,0.9291,1.0,1.0,0.8637,0.8637,0.0704,0.9296,0.9562,0.892,FORMALISM-STABLE
4,P-A,HybridMultiFormalismCoupling,0.9293,0.9288,1.0,1.0,0.8631,0.8631,0.0707,0.9293,0.9562,0.8916,FORMALISM-STABLE
6,P-A,HybridMultiFormalismCoupling,0.9291,0.9285,1.0,1.0,0.8627,0.8627,0.0709,0.9291,0.9562,0.8914,FORMALISM-STABLE
8,P-A,HybridMultiFormalismCoupling,0.9289,0.9284,1.0,1.0,0.8624,0.8624,0.0711,0.9289,0.9562,0.8913,FORMALISM-STABLE
12,P-A,HybridMultiFormalismCoupling,0.9287,0.9282,1.0,1.0,0.862,0.862,0.0713,0.9287,0.9562,0.8911,FORMALISM-STABLE
16,P-A,HybridMultiFormalismCoupling,0.9286,0.928,1.0,1.0,0.8617,0.8617,0.0714,0.9286,0.9562,0.891,FORMALISM-STABLE
20,P-A,HybridMultiFormalismCoupling,0.9285,0.9279,1.0,1.0,0.8615,0.8615,0.0715,0.9285,0.9562,0.8909,FORMALISM-STABLE
24,P-A,HybridMultiFormalismCoupling,0.9284,0.9278,1.0,1.0,0.8614,0.8614,0.0716,0.9284,0.9562,0.8908,FORMALISM-STABLE
32,P-A,HybridMultiFormalismCoupling,0.9282,0.9277,1.0,1.0,0.8611,0.8611,0.0718,0.9282,0.9562,0.8907,FORMALISM-STABLE
40,P-A,HybridMultiFormalismCoupling,0.9281,0.9276,1.0,1.0,0.8609,0.8609,0.0719,0.9281,0.9562,0.8906,FORMALISM-STABLE
48,P-A,HybridMultiFormalismCoupling,0.928,0.9275,1.0,1.0,0.8607,0.8607,0.072,0.928,0.9562,0.8905,FORMALISM-STABLE
64,P-A,HybridMultiFormalismCoupling,0.9279,0.9273,1.0,1.0,0.8604,0.8604,0.0721,0.9279,0.9562,0.8903,FORMALISM-STABLE
80,P-A,HybridMultiFormalismCoupling,0.9277,0.9272,1.0,1.0,0.8602,0.8602,0.0723,0.9277,0.9562,0.8902,FORMALISM-STABLE
96,P-A,HybridMultiFormalismCoupling,0.9276,0.9271,1.0,1.0,0.86,0.86,0.0724,0.9276,0.9562,0.8902,FORMALISM-STABLE
128,P-A,HybridMultiFormalismCoupling,0.9275,0.927,1.0,1.0,0.8598,0.8598,0.0725,0.9275,0.9562,0.89,FORMALISM-STABLE
160,P-A,HybridMultiFormalismCoupling,0.9274,0.9269,1.0,1.0,0.8595,0.8595,0.0726,0.9274,0.9562,0.8899,FORMALISM-STABLE
192,P-A,HybridMultiFormalismCoupling,0.9273,0.9268,1.0,1.0,0.8594,0.8594,0.0727,0.9273,0.9562,0.8898,FORMALISM-STABLE
256,P-A,HybridMultiFormalismCoupling,0.9271,0.9266,1.0,1.0,0.8591,0.8591,0.0729,0.9271,0.9562,0.8897,FORMALISM-STABLE
320,P-A,HybridMultiFormalismCoupling,0.927,0.9265,1.0,1.0,0.8589,0.8589,0.073,0.927,0.9562,0.8896,FORMALISM-STABLE
512,P-A,HybridMultiFormalismCoupling,0.9268,0.9263,1.0,1.0,0.8584,0.8584,0.0732,0.9268,0.9562,0.8894,FORMALISM-STABLE
768,P-A,HybridMultiFormalismCoupling,0.9266,0.926,1.0,1.0,0.858,0.858,0.0734,0.9266,0.9562,0.8892,FORMALISM-STABLE
1024,P-A,HybridMultiFormalismCoupling,0.9264,0.9259,1.0,1.0,0.8578,0.8578,0.0736,0.9264,0.9562,0.889,FORMALISM-STABLE
1536,P-A,HybridMultiFormalismCoupling,0.9262,0.9257,1.0,1.0,0.8574,0.8574,0.0738,0.9262,0.9562,0.8889,FORMALISM-STABLE
2048,P-A,HybridMultiFormalismCoupling,0.9261,0.9255,1.0,1.0,0.8571,0.8571,0.0739,0.9261,0.9562,0.8887,FORMALISM-STABLE
3072,P-A,HybridMultiFormalismCoupling,0.9259,0.9253,1.0,1.0,0.8567,0.8567,0.0741,0.9259,0.9562,0.8885,FORMALISM-STABLE
4096,P-A,HybridMultiFormalismCoupling,0.9257,0.9252,1.0,1.0,0.8564,0.8564,0.0743,0.9257,0.9562,0.8884,FORMALISM-STABLE
6144,P-A,HybridMultiFormalismCoupling,0.9255,0.925,1.0,1.0,0.8561,0.8561,0.0745,0.9255,0.9562,0.8882,FORMALISM-STABLE
8192,P-A,HybridMultiFormalismCoupling,0.9254,0.9248,1.0,1.0,0.8558,0.8558,0.0746,0.9254,0.9562,0.888,FORMALISM-STABLE
12288,P-A,HybridMultiFormalismCoupling,0.9251,0.9246,1.0,1.0,0.8554,0.8554,0.0749,0.9251,0.9562,0.8878,FORMALISM-STABLE
16384,P-A,HybridMultiFormalismCoupling,0.925,0.9245,1.0,1.0,0.8551,0.8551,0.075,0.925,0.9561,0.8877,FORMALISM-STABLE
24576,P-A,HybridMultiFormalismCoupling,0.9248,0.9243,1.0,1.0,0.8547,0.8547,0.0752,0.9248,0.9561,0.8875,FORMALISM-STABLE
32768,P-A,HybridMultiFormalismCoupling,0.9246,0.9241,1.0,1.0,0.8545,0.8545,0.0754,0.9246,0.9561,0.8873,FORMALISM-STABLE
65536,P-A,HybridMultiFormalismCoupling,0.9243,0.9238,1.0,1.0,0.8538,0.8538,0.0757,0.9243,0.956,0.8869,FORMALISM-STABLE
131072,P-A,HybridMultiFormalismCoupling,0.9239,0.9234,1.0,1.0,0.8531,0.8531,0.0761,0.9239,0.9557,0.8863,FORMALISM-STABLE
262144,P-A,HybridMultiFormalismCoupling,0.9236,0.923,1.0,1.0,0.8525,0.8525,0.0764,0.9236,0.9552,0.8856,FORMALISM-STABLE
524288,P-A,HybridMultiFormalismCoupling,0.9232,0.9227,1.0,1.0,0.8518,0.8518,0.0768,0.9232,0.9542,0.8843,FORMALISM-STABLE
1048576,P-A,HybridMultiFormalismCoupling,0.9228,0.9223,1.0,1.0,0.8512,0.8512,0.0772,0.9228,0.9523,0.8822,FORMALISM-STABLE
2097152,P-A,HybridMultiFormalismCoupling,0.9225,0.922,1.0,1.0,0.8505,0.8505,0.0775,0.9225,0.9484,0.8783,FORMALISM-STABLE
4194304,P-A,HybridMultiFormalismCoupling,0.9221,0.9216,1.0,1.0,0.8498,0.8498,0.0779,0.9221,0.9408,0.871,FORMALISM-STABLE
8388608,P-A,HybridMultiFormalismCoupling,0.9218,0.9212,1.0,1.0,0.8492,0.8492,0.0782,0.9218,0.9259,0.8569,FORMALISM-STABLE
16777216,P-A,HybridMultiFormalismCoupling,0.9214,0.9209,1.0,1.0,0.8485,0.8485,0.0786,0.9214,0.8974,0.8304,FORMALISM-STABLE
33554432,P-A,HybridMultiFormalismCoupling,0.9211,0.9205,1.0,1.0,0.8479,0.8479,0.0789,0.9211,0.8454,0.7822,FORMALISM-STABLE
67108864,P-A,HybridMultiFormalismCoupling,0.9207,0.9202,1.0,1.0,0.8472,0.8472,0.0793,0.9207,0.7576,0.7011,FORMALISM-STABLE
1,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9562,0.05,FORMALISM-FAILED
2,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9562,0.05,FORMALISM-FAILED
4,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9562,0.05,FORMALISM-FAILED
6,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9562,0.05,FORMALISM-FAILED
8,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9562,0.05,FORMALISM-FAILED
12,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9562,0.05,FORMALISM-FAILED
16,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9562,0.05,FORMALISM-FAILED
20,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9562,0.05,FORMALISM-FAILED
24,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9562,0.05,FORMALISM-FAILED
32,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9562,0.05,FORMALISM-FAILED
40,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9562,0.05,FORMALISM-FAILED
48,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9562,0.05,FORMALISM-FAILED
64,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9562,0.05,FORMALISM-FAILED
80,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9562,0.05,FORMALISM-FAILED
96,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9562,0.05,FORMALISM-FAILED
128,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9562,0.05,FORMALISM-FAILED
160,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9562,0.05,FORMALISM-FAILED
192,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9562,0.05,FORMALISM-FAILED
256,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9562,0.05,FORMALISM-FAILED
320,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9562,0.05,FORMALISM-FAILED
512,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9562,0.05,FORMALISM-FAILED
768,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9562,0.05,FORMALISM-FAILED
1024,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9562,0.05,FORMALISM-FAILED
1536,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9562,0.05,FORMALISM-FAILED
2048,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9562,0.05,FORMALISM-FAILED
3072,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9562,0.05,FORMALISM-FAILED
4096,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9562,0.05,FORMALISM-FAILED
6144,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9562,0.05,FORMALISM-FAILED
8192,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9562,0.05,FORMALISM-FAILED
12288,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9562,0.05,FORMALISM-FAILED
16384,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9561,0.05,FORMALISM-FAILED
24576,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9561,0.05,FORMALISM-FAILED
32768,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9561,0.05,FORMALISM-FAILED
65536,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.956,0.05,FORMALISM-FAILED
131072,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9557,0.05,FORMALISM-FAILED
262144,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9552,0.05,FORMALISM-FAILED
524288,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9542,0.05,FORMALISM-FAILED
1048576,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9523,0.05,FORMALISM-FAILED
2097152,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9484,0.05,FORMALISM-FAILED
4194304,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9408,0.05,FORMALISM-FAILED
8388608,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9259,0.05,FORMALISM-FAILED
16777216,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8974,0.05,FORMALISM-FAILED
33554432,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8454,0.05,FORMALISM-FAILED
67108864,P-A,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7576,0.05,FORMALISM-FAILED
1,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9552,0.9552,FORMALISM-STABLE
2,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9552,0.9552,FORMALISM-STABLE
4,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9552,0.9552,FORMALISM-STABLE
6,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9552,0.9552,FORMALISM-STABLE
8,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9552,0.9552,FORMALISM-STABLE
12,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9552,0.9552,FORMALISM-STABLE
16,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9552,0.9552,FORMALISM-STABLE
20,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9552,0.9552,FORMALISM-STABLE
24,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9552,0.9552,FORMALISM-STABLE
32,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9552,0.9552,FORMALISM-STABLE
40,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9552,0.9552,FORMALISM-STABLE
48,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9552,0.9552,FORMALISM-STABLE
64,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9552,0.9552,FORMALISM-STABLE
80,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9552,0.9552,FORMALISM-STABLE
96,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9552,0.9552,FORMALISM-STABLE
128,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9552,0.9552,FORMALISM-STABLE
160,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9552,0.9552,FORMALISM-STABLE
192,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9552,0.9552,FORMALISM-STABLE
256,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9552,0.9552,FORMALISM-STABLE
320,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9552,0.9552,FORMALISM-STABLE
512,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9552,0.9552,FORMALISM-STABLE
768,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9552,0.9552,FORMALISM-STABLE
1024,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9552,0.9552,FORMALISM-STABLE
1536,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9552,0.9552,FORMALISM-STABLE
2048,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9552,0.9552,FORMALISM-STABLE
3072,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9552,0.9552,FORMALISM-STABLE
4096,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9552,0.9552,FORMALISM-STABLE
6144,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9552,0.9552,FORMALISM-STABLE
8192,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9552,0.9552,FORMALISM-STABLE
12288,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9552,0.9552,FORMALISM-STABLE
16384,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9551,0.9551,FORMALISM-STABLE
24576,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9551,0.9551,FORMALISM-STABLE
32768,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9551,0.9551,FORMALISM-STABLE
65536,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.955,0.955,FORMALISM-STABLE
131072,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9547,0.9547,FORMALISM-STABLE
262144,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9542,0.9542,FORMALISM-STABLE
524288,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9532,0.9532,FORMALISM-STABLE
1048576,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9513,0.9513,FORMALISM-STABLE
2097152,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9474,0.9474,FORMALISM-STABLE
4194304,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9398,0.9398,FORMALISM-STABLE
8388608,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9249,0.9249,FORMALISM-STABLE
16777216,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8965,0.8965,FORMALISM-STABLE
33554432,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8445,0.8445,FORMALISM-STABLE
67108864,Projection,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7568,0.7568,FORMALISM-STABLE
1,Projection,TensorNetworkPropagation,0.95,0.9494,1.0,1.0,0.9019,0.9019,0.05,0.95,0.9552,0.9094,FORMALISM-STABLE
2,Projection,TensorNetworkPropagation,0.9493,0.9486,1.0,1.0,0.9005,0.9005,0.0507,0.9493,0.9552,0.9087,FORMALISM-STABLE
4,Projection,TensorNetworkPropagation,0.9485,0.9479,1.0,1.0,0.8991,0.8991,0.0515,0.9485,0.9552,0.9081,FORMALISM-STABLE
6,Projection,TensorNetworkPropagation,0.9481,0.9475,1.0,1.0,0.8983,0.8983,0.0519,0.9481,0.9552,0.9077,FORMALISM-STABLE
8,Projection,TensorNetworkPropagation,0.9478,0.9472,1.0,1.0,0.8977,0.8977,0.0522,0.9478,0.9552,0.9074,FORMALISM-STABLE
12,Projection,TensorNetworkPropagation,0.9474,0.9468,1.0,1.0,0.8969,0.8969,0.0526,0.9474,0.9552,0.907,FORMALISM-STABLE
16,Projection,TensorNetworkPropagation,0.9471,0.9465,1.0,1.0,0.8964,0.8964,0.0529,0.9471,0.9552,0.9067,FORMALISM-STABLE
20,Projection,TensorNetworkPropagation,0.9468,0.9462,1.0,1.0,0.8959,0.8959,0.0532,0.9468,0.9552,0.9065,FORMALISM-STABLE
24,Projection,TensorNetworkPropagation,0.9466,0.946,1.0,1.0,0.8956,0.8956,0.0534,0.9466,0.9552,0.9063,FORMALISM-STABLE
