sim_idx,sys_idx_a,domain_a,sys_idx_b,domain_b,observer_level_a,observer_level_b,recursive_closure_a,recursive_closure_b,reconstruction_a,reconstruction_b,operator_continuity_a,operator_continuity_b,coupling_strength,phase_sync_time,final_synchronization,mean_order_parameter,closure_correlation,final_closure_diff,transition_synchronization,phase_jumps_a,phase_jumps_b,closure_sign_changes_a,closure_sign_changes_b
395,175,nonlinear_oscillator,233,nonlinear_oscillator,0,0,0.135,0.1325,1.0,1.0,1.0,1.0,0.5173927832987644,3,0.9999999968828532,0.9953848889982992,0.9999701827252071,0.003776428109519371,0.0,0,0,0,0
396,153,coupled_map_lattice,226,coupled_map_lattice,0,3,0.165,0.4945,1.0,1.0,1.0,0.9333,0.0989671766684596,123,0.9204049645784493,0.870934854959465,0.824111090221433,0.0289273335717999,0.0,0,0,0,12
397,261,population,72,branching,0,3,0.65,0.4667,0.0,1.0,0.3,1.0,0.2713426324119069,0,0.9153965783327795,0.6599424366713873,0.2929973097799262,0.06884651234586145,0.0,0,0,6,12
398,306,kuramoto,488,nonlinear_oscillator,0,0,0.3531,0.18,1.0,0.0,1.0,1.0,0.06301479917084378,55,0.9725105847630987,0.9225965686795599,0.9449748364896121,0.016063750105170454,0.0,0,0,10,2
399,257,branching,257,gray_scott,3,3,0.5901,0.9997,1.0,1.0,1.0,1.0,0.1463361454676616,4,0.9999980567936987,0.9887161972791202,0.7797713066466055,0.040089262073689354,0.0,0,0,13,15
400,96,gray_scott,298,kuramoto,3,0,0.6,0.892,1.0,0.0,0.7,1.0,0.3490679466820496,80,0.2217181575985252,0.5638324481785848,-0.03747559980180485,0.050728654237022205,0.0,0,0,11,14
401,225,branching,358,coupled_map_lattice,0,3,0.2,0.7738,0.0,1.0,1.0,1.0,0.4149843634589243,0,0.9999830498260485,0.9957028126429529,0.6883232692063278,0.01929685406963927,0.0,0,0,3,15
402,15,kuramoto,115,nonlinear_oscillator,3,0,0.9801,0.155,1.0,0.0,0.8,1.0,0.4003564512933408,0,0.7862223969569676,0.8663560984732362,0.46230805811199743,0.03951086564267352,0.0,0,0,15,0
403,478,gray_scott,422,nonlinear_oscillator,3,0,0.5999,0.1725,1.0,1.0,0.7,1.0,0.14811292609805504,14,0.6658577618576949,0.7126672526341981,0.4988659704783695,0.011242323457766924,0.0,0,0,12,0
404,81,gray_scott,297,kuramoto,3,3,0.8499,0.9285,0.98,1.0,0.7333,1.0,0.531758654036867,0,0.964910971749841,0.9676458100860398,0.9080770913912909,0.05835539191086765,0.0,0,0,13,13
405,442,kuramoto,130,coupled_map_lattice,3,0,0.9411,0.27,1.0,0.64,1.0,1.0,0.6995765659562744,14,0.9999962355017269,0.9744983183455741,0.4887413146053336,0.05729430578117185,0.0,0,0,15,7
406,245,nonlinear_oscillator,73,branching,0,0,0.15,0.4,0.0,0.0,1.0,1.0,0.6597126619869981,0,0.9984931230885568,0.9987139532818239,0.8467698961007157,0.03128471232501512,0.0,0,0,0,12
407,470,nonlinear_oscillator,330,population,0,3,0.13,0.65,1.0,1.0,1.0,0.5,0.7762687147187941,5,0.9393940255302609,0.9369381230582289,0.41196523677775304,0.006415536830825644,0.0,0,0,0,11
408,446,population,196,population,3,0,0.7,0.3,0.9,0.8,0.4667,0.9667,0.05870728120192219,0,0.9499688146409424,0.654210818001184,0.5666285804212241,0.18862436210666758,0.0,0,0,8,8
409,181,coupled_map_lattice,121,kuramoto,3,3,0.445,0.5724,1.0,1.0,1.0,1.0,0.15137030253176803,2,0.999998910822678,0.9902692634318041,0.9675744158434035,0.003145523879235453,0.0,0,0,12,14
410,477,coupled_map_lattice,185,nonlinear_oscillator,0,0,0.215,0.1824,0.58,0.0,1.0,0.9333,0.7863898556418971,25,0.9890005958032067,0.9573135357635735,0.995613206708852,0.0006094306107330572,0.0,0,0,4,2
411,29,nonlinear_oscillator,264,gray_scott,0,3,0.2419,0.998,1.0,1.0,0.9667,1.0,0.6372208309040946,4,0.9996589008010635,0.9942681893709667,0.4995878523857353,0.03060254694312249,0.0,0,0,5,15
412,279,population,137,coupled_map_lattice,0,3,0.4,0.47,0.94,1.0,0.8667,0.8667,0.5827217154902511,3,0.9999999582727849,0.995575809693386,0.9775124546496248,0.00539137311784792,0.0,0,0,10,12
413,19,nonlinear_oscillator,311,gray_scott,0,0,0.145,0.3697,0.0,0.98,1.0,1.0,0.5860653354940047,29,0.9999888447869625,0.9437338626824243,0.8998715569249993,0.009100339746715879,0.0,0,0,0,11
414,487,nonlinear_oscillator,305,population,0,3,0.2724,0.7,1.0,0.9,1.0,0.4,0.7227665933143268,0,0.862053809187786,0.8717083955240633,0.6530114214944642,0.06637868590510146,0.0,0,0,6,11
415,211,kuramoto,54,gray_scott,3,3,0.5894,0.9995,1.0,1.0,1.0,1.0,0.621013625187094,0,0.9999999978694953,0.9993178335140233,0.8295798676505811,0.008795682847734408,0.0,0,0,14,16
416,34,nonlinear_oscillator,198,nonlinear_oscillator,0,0,0.165,0.26,0.0,0.0,1.0,1.0,0.4137575711292339,0,0.9452519507229518,0.9287939619136057,0.9606161281229845,0.015672631247432164,0.0,0,0,0,10
417,342,nonlinear_oscillator,449,nonlinear_oscillator,0,0,0.1025,0.1875,1.0,0.0,1.0,1.0,0.6700961922441178,18,0.9999381751180054,0.9733945436317215,0.9783977894065357,0.07718919014540353,0.0,0,0,0,3
418,238,nonlinear_oscillator,115,gray_scott,0,3,0.1875,0.9993,0.0,0.98,1.0,1.0,0.7714996074818067,20,0.9999698533568109,0.9661949929819922,0.32590380049789813,0.06297486095099489,0.0,0,0,2,17
419,144,branching,253,nonlinear_oscillator,0,0,0.2,0.2275,0.0,0.0,1.0,1.0,0.39586223152503014,0,0.9873177010976584,0.9898496468903494,0.995832416684726,0.005345428386295608,0.0,0,0,4,6
420,10,population,274,branching,0,0,0.4,0.3333,0.95,0.0,0.8667,1.0,0.7939746431415253,10,0.9820307047721955,0.9728323027079685,0.9916199511011321,0.006030620040845447,0.0,0,0,11,11
421,179,coupled_map_lattice,264,gray_scott,0,3,0.3288,0.998,1.0,1.0,1.0,1.0,0.3841705193516693,22,0.9999999985156551,0.9580624705164928,0.37321420051348286,0.0615518522198189,0.0,0,0,10,16
422,374,nonlinear_oscillator,307,kuramoto,0,3,0.19,0.7004,0.0,1.0,1.0,1.0,0.6048137836745351,26,0.9999545160912093,0.953744186061947,0.6008352184817756,0.029698504697284585,0.0,0,0,3,15
423,4,gray_scott,274,branching,3,0,0.7494,0.3333,1.0,0.0,0.8,1.0,0.6255235041429642,4,0.9386199450969344,0.9470762285558746,0.785562294515678,0.036219178289683324,0.0,0,0,15,11
424,222,population,56,nonlinear_oscillator,3,0,0.65,0.16,1.0,0.0,0.3667,1.0,0.34571263162789795,30,0.897804400847398,0.6267805833763199,0.4284766423876097,0.03957344036672089,0.0,0,0,7,0
425,116,kuramoto,464,population,3,0,0.4412,0.35,1.0,0.9667,1.0,0.9,0.6314641048425967,5,0.9967375297620453,0.9902727764240236,0.9874637288058438,0.006825145378306165,0.0,0,0,12,10
426,280,kuramoto,45,nonlinear_oscillator,3,0,0.7731,0.11,1.0,1.0,1.0,1.0,0.3988463579711575,26,0.9999999873759455,0.9423479939536538,0.5090094564213601,0.029589764185191145,0.0,0,0,15,0
427,126,gray_scott,93,nonlinear_oscillator,0,0,1.0,0.195,0.0,0.0,0.9667,1.0,0.37584152364620244,129,0.967321383664653,0.818905947888444,0.2914076092896844,0.02136944086091946,0.0,0,0,14,4
428,172,gray_scott,352,kuramoto,3,3,0.75,0.8897,1.0,1.0,0.6333,1.0,0.6210192113488168,0,0.9505187188350913,0.9518273853275707,0.8367444789343153,0.07614491869673855,0.0,0,0,13,13
429,211,population,99,branching,3,0,0.5,0.6602,0.92,0.0,0.8,1.0,0.7151654688766784,30,0.946316114115499,0.8742392441258515,0.7775761189575247,0.011003597274979699,0.0,0,0,13,15
430,211,gray_scott,104,gray_scott,3,3,0.8804,0.8621,1.0,1.0,1.0,0.9667,0.25231103476768296,48,0.9977974877561291,0.8923481278283236,0.7276359295304115,0.008672100062673709,0.0,0,0,15,15
431,479,nonlinear_oscillator,140,population,0,3,0.1525,0.55,1.0,1.0,1.0,0.5667,0.48183669549329716,69,0.8487345458307949,0.7142292522214834,0.7182105464483687,0.06489559959447261,0.0,0,0,0,11
432,413,gray_scott,236,nonlinear_oscillator,3,0,1.0,0.1375,0.84,0.0,0.9667,1.0,0.1793551474115565,0,0.9723494165791846,0.9850772198867895,0.24203730492968856,0.0931173705736282,0.0,0,0,16,0
433,77,gray_scott,211,gray_scott,3,3,0.9494,0.8804,0.72,1.0,1.0,1.0,0.2681570102406809,0,0.9999938139003575,0.9944685417460503,0.9878178615104036,0.006486024879281682,0.0,0,0,16,16
434,324,coupled_map_lattice,284,gray_scott,3,3,0.9936,0.6997,1.0,1.0,1.0,0.7333,0.10759205031694748,0,0.46904816579555286,0.6780845298493711,0.307976321255646,0.1324359680402789,0.0,0,0,15,13
435,437,branching,479,branching,3,3,0.5955,0.7314,1.0,1.0,1.0,1.0,0.1702913353107396,0,0.9999998121055867,0.9958737847983451,0.9806896743353443,0.007070354999756268,0.0,0,0,13,15
436,116,kuramoto,373,population,3,0,0.4412,1.0,1.0,0.0,1.0,0.0,0.4701312019261035,12,0.5104226187901673,0.6196237721922749,-0.039648405749191346,0.29287378086431676,0.0,0,0,10,4
437,155,kuramoto,16,gray_scott,0,3,0.3789,0.7,1.0,1.0,1.0,0.5333,0.7304311434079818,29,0.9405460244614137,0.9069103028705439,0.8343555542359496,0.0402139794810606,0.0,0,0,9,12
438,355,kuramoto,88,kuramoto,3,0,0.5513,0.6097,1.0,0.0,1.0,1.0,0.7083825984199721,29,0.9999576041372977,0.9371493457930646,0.7062442868192862,0.0004602525978829753,0.0,0,0,14,14
439,489,kuramoto,217,population,0,0,0.3542,0.4,1.0,0.74,1.0,0.9333,0.15184251289841882,0,0.9639842151670953,0.972967212679952,0.9793808965489945,0.006699856824897103,0.0,0,0,10,12
440,95,gray_scott,205,nonlinear_oscillator,3,0,0.9454,0.12,0.6,1.0,1.0,1.0,0.2158519670622021,103,0.999764477325399,0.6869733112368164,0.26440523004825767,0.00014841996747951003,0.0,0,0,15,0
441,135,population,34,branching,3,0,0.45,0.3333,0.975,0.0,0.8667,1.0,0.613309823330789,0,0.9700545571842618,0.978755755764497,0.9740274458073749,0.0021827905160480216,0.0,0,0,13,11
442,69,nonlinear_oscillator,28,branching,0,0,0.1498,0.7299,1.0,0.0,1.0,1.0,0.5719917684733019,0,0.9998755442696208,0.9999587364000441,0.2403028397633787,0.05086982134878959,0.0,0,0,0,16
443,240,nonlinear_oscillator,29,gray_scott,0,3,0.2,1.0,0.0,1.0,1.0,1.0,0.7432440312866786,0,0.9999930705315414,0.9972785611898781,0.5574309035557359,0.0646703545666427,0.0,0,0,4,15
444,179,coupled_map_lattice,258,nonlinear_oscillator,0,0,0.3288,0.1075,1.0,1.0,1.0,1.0,0.6772207802982808,7,0.9999999974948872,0.9904770650826739,0.909944557694969,0.0735532599943286,0.0,0,0,9,0
445,205,gray_scott,473,gray_scott,3,3,0.866,0.8998,1.0,0.96,1.0,0.9667,0.6545970035936588,1,0.9996641182564983,0.9969523869106592,0.9810112396593096,0.00022016703620529599,0.0,0,0,14,14
446,355,coupled_map_lattice,358,coupled_map_lattice,0,3,0.235,0.7738,0.94,1.0,1.0,1.0,0.25256411423788777,7,0.9999999366130075,0.989889947412814,0.6915736077463152,0.03470501005323754,0.0,0,0,5,15
447,72,branching,158,kuramoto,3,3,0.4667,0.6517,1.0,1.0,1.0,0.7333,0.5296323796775967,0,0.9653319560964124,0.9647202895192788,0.8425870661803194,0.032073351061935526,0.0,0,0,11,13
448,479,branching,353,nonlinear_oscillator,3,0,0.7314,0.1524,1.0,1.0,1.0,1.0,0.14409108477731003,6,0.9999972935218953,0.9875725205729518,0.6509828052093225,0.019157783704069682,0.0,0,0,15,0
449,355,kuramoto,114,gray_scott,3,3,0.5513,0.8,1.0,1.0,1.0,0.6667,0.262767880198615,0,0.832634589268895,0.7102518199922931,0.5619796666276372,0.02366193058731015,0.0,0,0,13,12
450,145,gray_scott,426,kuramoto,0,0,1.0,0.3418,0.0,1.0,1.0,0.7,0.754167480221446,31,0.8903931493667148,0.8217783904312622,0.16876926313490517,0.0590219693923951,0.0,0,0,16,10
451,405,nonlinear_oscillator,234,branching,0,3,0.1525,0.5977,0.0,0.8,1.0,1.0,0.057783587620920604,200,0.5726348846790985,0.41271304326338865,0.6727878233103036,0.013495121622282101,0.0,0,0,0,15
452,330,population,86,gray_scott,3,3,0.65,0.7901,1.0,1.0,0.5,0.8333,0.12755563269696213,0,0.8829857170179867,0.6300223494215645,0.15426561433864064,0.018434532928461256,0.0,0,0,10,14
453,334,branching,314,branching,0,0,0.6585,0.4,0.0,0.0,1.0,1.0,0.6195104806678493,0,0.8935923845883554,0.8964782499104124,0.8015626806955911,0.01778240637510005,0.0,0,0,15,11
454,176,population,93,kuramoto,0,3,0.35,0.8419,0.88,1.0,0.9333,1.0,0.24084405004274956,0,0.9888044452861727,0.9823741408449271,0.7394447830896178,0.05329080736087727,0.0,0,0,10,15
455,414,kuramoto,249,gray_scott,0,3,0.5675,0.9998,0.0,1.0,1.0,1.0,0.09486136022957344,0,0.9989712764242175,0.994187220040871,0.9235830202946254,0.011711407051657777,0.0,0,0,15,15
456,65,population,330,gray_scott,0,3,0.45,0.65,0.74,1.0,0.8667,0.6667,0.22062773634185362,200,0.7056152291582306,0.7601616058939288,0.5745176250835692,0.04280905939228538,0.0,0,0,12,11
457,105,branching,19,population,0,0,0.6486,0.35,0.0,0.64,1.0,0.7667,0.10334375084708623,76,0.5342873096404126,0.5504412380554462,0.2526029946922084,0.033008716261704985,0.0,0,0,16,9
458,474,nonlinear_oscillator,225,population,0,0,0.29,0.7,0.0,0.0,1.0,0.4667,0.45277387869389624,20,0.6371073236632486,0.6276933152609141,0.07619660767786844,0.08337831988944004,0.0,0,0,9,9
459,21,gray_scott,486,kuramoto,3,0,0.9999,0.7071,0.9,0.0,1.0,0.9333,0.44323157527514373,35,0.9818386805303634,0.922079134259449,0.8218684822361758,0.027606406849901045,0.0,0,0,15,15
460,499,kuramoto,40,branching,0,0,0.1921,0.5999,1.0,0.0,1.0,1.0,0.7461873878825062,24,0.9999831406783086,0.9526564966753795,0.6116364870104614,0.01543094047047176,0.0,0,0,2,15
461,153,branching,99,gray_scott,0,0,0.3333,1.0,0.0,0.0,1.0,1.0,0.4009360927828063,0,0.9870419082180939,0.9828376246107416,0.41999811120256747,0.06522358649703933,0.0,0,0,12,16
462,16,gray_scott,169,gray_scott,3,3,0.7,0.65,1.0,1.0,0.5333,0.7667,0.6083836842157591,0,0.9806946404968455,0.9821220198671462,0.955835019993822,0.038687542945124276,0.0,0,0,11,11
463,211,population,28,kuramoto,3,3,0.5,0.7368,0.92,1.0,0.8,1.0,0.06378259798588869,0,0.761430559487495,0.6688217667682315,0.525021426246437,0.0586792871265543,0.0,0,0,12,14
464,487,kuramoto,278,population,0,3,0.42,0.7987,1.0,0.9667,0.8333,0.3333,0.1758246787962099,0,0.9346523279243192,0.6344472463854034,0.22519460389466922,0.1403556691343575,0.0,0,0,10,8
465,289,nonlinear_oscillator,15,branching,0,3,0.15,0.5986,0.0,0.6,1.0,1.0,0.33231977296758497,0,0.9999173219636497,0.9987630997833163,0.6123419318524442,0.0388139384486879,0.0,0,0,0,14
466,290,population,3,population,3,0,0.5,0.4,0.95,0.0,0.7,0.8667,0.3283958438574594,1,0.7788548137955794,0.8750887709089542,0.8630696836952009,0.016890851946152485,0.0,0,0,10,11
467,51,gray_scott,270,nonlinear_oscillator,3,0,0.6,0.2175,1.0,0.0,0.7,1.0,0.4102357468791071,29,0.9763319974199801,0.6567343870484373,0.5459413853378415,0.05187106366228946,0.0,0,0,13,5
468,227,nonlinear_oscillator,289,nonlinear_oscillator,0,0,0.16,0.15,1.0,0.0,0.9333,1.0,0.33995102211284023,0,0.9786858863014422,0.982231796797729,0.9989869278364824,0.012637596235701966,0.0,0,0,0,0
469,40,nonlinear_oscillator,414,kuramoto,0,0,0.1075,0.5675,1.0,0.0,1.0,1.0,0.11410361755138214,37,0.9971779410036861,0.9542338416645328,0.5897341919003759,0.0772530565746461,0.0,0,0,0,15
470,65,population,70,kuramoto,0,3,0.45,0.5612,0.74,1.0,0.8667,0.7667,0.08550930608927769,159,0.9974518131866376,0.4933614324926101,0.5952795595503018,0.02450159563852911,0.0,0,0,12,10
471,341,gray_scott,496,gray_scott,3,3,1.0,0.9999,0.68,0.96,1.0,1.0,0.6054679193554124,0,0.9999984581965743,0.9974689689850497,0.9930323457376394,5.889213778917379e-05,0.0,0,0,15,15
472,155,nonlinear_oscillator,446,population,0,3,0.2142,0.7,1.0,0.9,0.9,0.4667,0.13011618235441508,0,0.5219012913617521,0.6666889615025687,0.5053685411354608,0.07929556034545371,0.0,0,0,4,9
473,450,gray_scott,232,kuramoto,3,3,1.0,0.5064,0.72,1.0,1.0,1.0,0.7417100018231445,14,0.9999975546551616,0.9713814164822702,0.8612794217129672,0.031983779393436614,0.0,0,0,15,13
474,410,gray_scott,486,branching,3,0,0.8,0.3333,1.0,0.0,0.6667,1.0,0.6060711190113213,0,0.17201171434715162,0.6658991312608344,0.4980511191391799,0.1106221112226437,0.0,0,0,13,10
475,122,population,410,gray_scott,0,3,0.35,0.8,0.86,1.0,0.9667,0.6667,0.39735782586742163,200,0.8895024423898079,0.8662219285960353,0.7397865768575802,0.0632063692405315,0.0,0,0,9,13
476,359,coupled_map_lattice,361,gray_scott,0,3,0.355,0.9989,0.68,0.96,1.0,1.0,0.3754349903502888,0,0.999989233074646,0.9992789427901491,0.534262863164754,0.0648140880230909,0.0,0,0,12,16
477,227,nonlinear_oscillator,293,gray_scott,0,3,0.16,0.8003,1.0,0.98,0.9333,1.0,0.6842728369647575,4,0.9987883594661977,0.9937807480416978,0.5036969586624584,0.016266541846925955,0.0,0,0,0,15
478,356,gray_scott,114,kuramoto,3,0,0.6481,0.4196,1.0,1.0,0.7,1.0,0.1379146503965315,0,0.17395439710173174,0.5996782638182115,0.576208261630788,0.03910980455522627,0.0,0,0,12,11
479,129,branching,242,nonlinear_oscillator,0,0,0.2,0.1498,0.0,1.0,1.0,0.6,0.6080406953650146,0,0.48984962725934456,0.6812148824047,0.9873412684050836,0.02002106651907533,0.0,0,0,2,0
480,381,population,115,nonlinear_oscillator,3,0,0.5,0.155,0.92,0.0,0.8333,1.0,0.3063739784138569,30,0.7321783631442723,0.8220940732426177,0.8210451350662595,0.021422716475006043,0.0,0,0,13,0
481,412,kuramoto,142,nonlinear_oscillator,3,0,0.7759,0.1375,1.0,1.0,1.0,1.0,0.5337142723057388,0,0.9999999949901606,0.9991270297570375,0.5836426845410065,0.001191261433081306,0.0,0,0,15,0
482,153,population,130,coupled_map_lattice,0,0,0.45,0.27,0.98,0.64,0.8667,1.0,0.7750251862623128,14,0.9942777805805652,0.9706970886859037,0.9375393608122624,0.014079418326976829,0.0,0,0,12,8
483,465,branching,477,kuramoto,0,3,0.3333,0.7306,0.0,1.0,1.0,1.0,0.7939218813363877,0,0.9999644024893237,0.9989392529488922,0.8576823500661646,0.028764151268712686,0.0,0,0,11,14
484,186,branching,332,population,3,0,0.5999,0.3999,0.9,0.76,1.0,0.9333,0.5479264943466821,7,0.9971250763484625,0.9885243571665941,0.9145582841311871,0.020220815824355236,0.0,0,0,14,12
485,245,nonlinear_oscillator,94,population,0,0,0.15,0.5,0.0,0.0,1.0,0.6333,0.268556103114015,15,0.9224408186306233,0.6632783207903321,0.5284588634945854,0.049305979209224665,0.0,0,0,0,11
486,262,population,479,branching,3,3,0.6491,0.7314,1.0,1.0,0.3,1.0,0.5873513511161678,3,0.8369494800206014,0.69122887436854,0.28896486744869126,0.2070085283067132,0.0,0,0,8,12
487,113,branching,410,gray_scott,0,3,0.8667,0.8,0.0,1.0,1.0,0.6667,0.4827772587374334,9,0.8423130428234009,0.7237324267142284,0.2559946160150725,0.029870249260138905,0.0,0,0,16,13
488,0,kuramoto,363,nonlinear_oscillator,3,0,0.6191,0.2964,1.0,1.0,0.9667,1.0,0.5802682364095537,16,0.9995895642296018,0.9692540654509287,0.8531635692052997,0.02409256283704413,0.0,0,0,14,8
489,248,branching,142,kuramoto,0,3,0.5919,0.88,0.5,1.0,1.0,1.0,0.269888671924255,22,0.9999956712644161,0.9705267636852267,0.8361245938739476,0.029043638340454845,0.0,0,0,14,16
490,59,branching,253,nonlinear_oscillator,0,0,0.6651,0.2275,0.0,0.0,1.0,1.0,0.28892340677488765,200,0.014071392032112986,0.0798927416640682,0.32565243282957396,0.03239359630628061,0.0,0,0,16,6
491,99,branching,196,nonlinear_oscillator,0,0,0.6602,0.115,0.0,1.0,1.0,1.0,0.6166440135873648,22,0.9999879937636719,0.9633980559396589,0.28097959434170955,0.09844986384000201,0.0,0,0,16,0
492,72,branching,233,nonlinear_oscillator,3,0,0.4667,0.1325,1.0,1.0,1.0,1.0,0.09533910668132907,0,0.9999333170152752,0.9882819397022848,0.8225348490638089,0.05920618901173126,0.0,0,0,12,0
493,278,coupled_map_lattice,32,gray_scott,3,3,0.8823,0.65,1.0,1.0,1.0,0.5,0.2698652871201968,0,0.230783315449805,0.6121309814328951,0.2880969170351421,0.05339195814640552,0.0,0,0,14,9
494,314,branching,377,branching,0,0,0.4,0.5333,0.0,0.0,1.0,1.0,0.16660948039280704,200,0.5808958920896709,0.5529783359621144,0.5680809717836196,0.03272977913442024,0.0,0,0,12,13
495,28,kuramoto,40,coupled_map_lattice,3,3,0.7368,0.9789,1.0,1.0,1.0,1.0,0.623984809159978,0,0.9999999918601926,0.9994553272281599,0.9588604696110995,0.016847490882322545,0.0,0,0,15,15
496,359,kuramoto,312,nonlinear_oscillator,0,0,0.5156,0.13,0.0,1.0,1.0,1.0,0.6819632751512709,18,0.9999162476527601,0.9710713749605472,0.4628393554258003,0.06998137639279248,0.0,0,0,14,0
497,347,gray_scott,33,kuramoto,3,3,0.796,0.735,1.0,1.0,1.0,1.0,0.7783386692243202,0,0.999999997956069,0.9987054653981622,0.994321056100471,0.002061495348955609,0.0,0,0,15,15
498,21,nonlinear_oscillator,401,coupled_map_lattice,0,0,0.13,0.165,1.0,0.08,1.0,0.8333,0.3876036748044768,31,0.8937779199174647,0.868451290181205,0.9898758285799942,0.04383874889359449,0.0,0,0,0,0
499,305,gray_scott,407,gray_scott,3,3,0.65,1.0,1.0,0.76,0.4667,1.0,0.3077903079233518,16,0.5354069650543672,0.6502828549941612,0.17519852687995904,0.029342191506739182,0.0,0,0,9,16
500,362,kuramoto,231,branching,0,0,0.3038,0.4,1.0,1.0,1.0,1.0,0.7778840239035238,0,0.9999999969154285,0.999962973524265,0.9885053601248844,0.002207045091917962,0.0,0,0,8,10
501,236,nonlinear_oscillator,240,nonlinear_oscillator,0,0,0.1375,0.2,0.0,0.0,1.0,1.0,0.7223061431574278,200,0.5578150081948074,0.5290041384047569,0.9758865267515057,0.007611437574772912,0.0,0,0,0,4
502,464,branching,291,nonlinear_oscillator,0,0,0.2667,0.1525,0.0,0.0,1.0,1.0,0.08071278776224457,200,0.4698356404198309,0.4996318533230483,0.948898272258854,0.005914269970962905,0.0,0,0,9,0
503,149,gray_scott,37,gray_scott,3,3,0.9696,0.9965,1.0,1.0,1.0,1.0,0.6274852771071986,7,0.9999999926207959,0.989765426489212,0.9339731125291192,0.0031452854354686033,0.0,0,0,16,16
504,266,gray_scott,281,nonlinear_oscillator,3,0,1.0,0.125,0.8,1.0,0.9667,1.0,0.4832957525284266,12,0.9992866441001725,0.9815521540377742,0.2981517285869389,0.10337991567642246,0.0,0,0,14,0
505,254,branching,30,gray_scott,3,3,0.8667,0.5057,1.0,0.98,1.0,1.0,0.7809616539772545,27,0.9999999834530016,0.910791176863509,0.7866684899946202,0.02088103182830018,0.0,0,0,16,14
506,242,branching,448,nonlinear_oscillator,3,0,0.6435,0.11,1.0,1.0,1.0,1.0,0.6854401725817618,14,0.9999999993121259,0.9723916525712943,0.6049306484361106,0.04309680196493128,0.0,0,0,15,0
507,272,kuramoto,197,population,0,0,0.3633,0.4,1.0,0.42,0.9667,0.9,0.48047544524221103,35,0.9954027055822724,0.900242351086993,0.934375864948995,0.003483096836582245,0.0,0,0,9,11
508,450,nonlinear_oscillator,224,branching,0,0,0.155,0.2,0.0,0.0,1.0,1.0,0.2691111725533621,0,0.9207668651071057,0.9230613428073104,0.9930143820278096,0.0060036619338570876,0.0,0,0,0,3
509,42,kuramoto,138,nonlinear_oscillator,3,0,0.4276,0.165,1.0,0.0,0.9333,1.0,0.6008967968137235,33,0.9938889486518123,0.9172161402360766,0.8595952032935549,4.472454556923508e-05,0.0,0,0,13,0
510,200,gray_scott,9,kuramoto,3,3,0.9842,0.5696,1.0,1.0,1.0,1.0,0.5357619499162277,0,0.9999999980803018,0.9999636632673372,0.881074100647417,0.022148659015793624,0.0,0,0,15,13
511,193,coupled_map_lattice,227,gray_scott,0,3,0.2447,0.9,0.4,0.76,0.3333,0.9667,0.29556042172442337,3,0.32638636292400564,0.6386432404511271,0.31194230119468463,0.119999864419984,0.0,0,0,5,14
512,289,gray_scott,144,kuramoto,0,3,1.0,0.7927,0.0,1.0,1.0,1.0,0.6487359066443129,18,0.9999919011079574,0.972715001357384,0.8078989192224063,0.01172216693660127,0.0,0,0,16,14
513,300,population,178,nonlinear_oscillator,3,0,0.6,0.2298,1.0,1.0,0.3333,1.0,0.2622425920878119,37,0.7666429795552488,0.627443870551031,0.4801413950961065,0.17069996978710175,0.0,0,0,6,4
514,195,kuramoto,113,gray_scott,3,3,0.9514,0.65,1.0,1.0,1.0,0.5,0.7001930588798047,45,0.9219576150351998,0.8758311908793953,0.6242040853691213,0.1252292569062991,0.0,0,0,12,11
515,217,nonlinear_oscillator,42,gray_scott,0,3,0.1175,0.7999,0.0,1.0,1.0,0.8333,0.4510539520241515,66,0.9152768346161164,0.7345453999583955,0.5010031448306106,0.08541381364769897,0.0,0,0,0,14
516,487,kuramoto,441,branching,0,0,0.42,0.2,1.0,0.0,0.8333,1.0,0.7376037873804734,0,0.9716069982038578,0.9674797165705387,0.9135811573233957,0.018587005222440167,0.0,0,0,12,4
517,385,branching,56,nonlinear_oscillator,0,0,0.4286,0.16,1.0,0.0,0.3,1.0,0.6861691882897633,0,0.4623155952985238,0.6240181176374133,0.7976336369459639,0.05382245359463739,0.0,0,0,7,0
518,151,coupled_map_lattice,197,gray_scott,3,3,0.8776,0.5056,1.0,1.0,1.0,1.0,0.7649225664582382,0,0.9999999930025565,0.9983122246525561,0.8854484700152804,0.00826667600394869,0.0,0,0,15,13
519,97,gray_scott,186,coupled_map_lattice,3,3,0.4792,0.7291,1.0,1.0,1.0,1.0,0.646910955028934,0,0.999999997798972,0.998985126611706,0.8697580132620368,0.024108408935599228,0.0,0,0,12,16
520,257,branching,236,nonlinear_oscillator,3,0,0.5901,0.1375,1.0,0.0,1.0,1.0,0.1752540675134177,114,0.9871538178402002,0.7578518196346862,0.7547467192964639,0.04537082024177942,0.0,0,0,14,0
521,430,branching,194,nonlinear_oscillator,0,0,0.4642,0.205,0.0,0.0,1.0,1.0,0.32841933047725685,200,0.5879967797682982,0.6208666601167715,0.7179550299350197,0.008229363910815388,0.0,0,0,13,4
522,30,kuramoto,175,kuramoto,0,3,0.3625,0.8257,1.0,1.0,1.0,1.0,0.5828687240323105,52,0.999999990846596,0.7994281810843222,0.5107276117490588,0.023379252115819555,0.0,0,0,10,16
