sim_idx,sys_idx_a,domain_a,sys_idx_b,domain_b,observer_level_a,observer_level_b,recursive_closure_a,recursive_closure_b,reconstruction_a,reconstruction_b,operator_continuity_a,operator_continuity_b,coupling_strength,phase_sync_time,final_synchronization,mean_order_parameter,closure_correlation,final_closure_diff,transition_synchronization,phase_jumps_a,phase_jumps_b,closure_sign_changes_a,closure_sign_changes_b,continuity_a,continuity_b,closure_stability_a,closure_stability_b,persistence_gain,collapse_suppression,recursive_reinforcement,continuity_amplification,continuity_damping,higher_order_continuity,emergent_sync_bonus,collective_closure_emergent,metastable_co_continuity
268,141,branching,235,branching,0,0,0.4667,0.2667,0.0,0.0,1.0,1.0,0.3391277921965121,0,0.9997202089678864,0.9996925318222704,0.8707015868126823,0.0070561568267554,0.0,0,0,14,8,0.9031427731492458,0.903569151988301,0.9048864260692104,0.9053497992904872,-0.0002353145895813,1.0,0.8707015868126823,1.806711925137547,-0.806711925137547,0.09615105697958537,0.0963642463991129,0.870457972317045,0.9997202089678864
269,229,gray_scott,392,kuramoto,3,3,0.9833,0.9336,1.0,1.0,1.0,1.0,0.0743114122701705,30,0.9990191065744912,0.9601810089888828,0.8816489537010941,0.006313548229697,0.0,0,0,16,16,0.7651163361929343,0.7850641619959865,0.7656165980801148,0.7855770861668645,0.1619705038039278,1.0,0.8816489537010939,1.550180498188921,-0.5501804981889209,0.21395494457850472,0.22392885748003077,0.880784150038802,0.9990191065744912
270,75,nonlinear_oscillator,334,kuramoto,0,3,0.1325,0.9665,0.0,1.0,1.0,1.0,0.4546403140518543,17,0.9998772380389394,0.978382060017282,0.4427798406553385,0.0458289505922055,0.0,0,0,0,15,0.9242971029954936,0.7235319247543625,0.9262286150833126,0.7265926303319532,0.1747362835260801,1.0,0.4427798406553385,1.647829027749856,-0.647829027749856,0.07558013504344574,0.17596272416401137,0.4427254841337815,0.9998772380389394
271,327,branching,484,nonlinear_oscillator,0,0,0.4,0.145,1.0,0.0,1.0,1.0,0.7391202862765281,8,0.9999867287579818,0.9901665323800216,0.8972658455662655,0.0143370416202106,0.0,0,0,10,0,0.8223543213380499,0.9229457289295422,0.8266514714037482,0.924839111575906,0.0919978106905425,1.0,0.8972658455662655,1.7453000502675922,-0.7453000502675922,0.0770409998284396,0.1273367036241857,0.8972539377340744,0.9999867287579818
272,211,gray_scott,165,nonlinear_oscillator,3,0,0.8804,0.155,1.0,0.0,1.0,1.0,0.540892748361161,60,0.9999866971599845,0.826876899974022,0.4154947487896299,0.0289250388173102,0.0,0,0,17,0,0.781638447423322,0.9160264134119352,0.786187827798515,0.9179201250393492,0.8443418251323338,1.0,0.4154947487896299,1.6976648608352571,-0.6976648608352571,0.0839602837480492,0.15115426674235577,0.41548922152945944,0.9999866971599845
273,137,kuramoto,367,coupled_map_lattice,3,0,0.6028,0.22,1.0,0.86,1.0,1.0,0.2512622172488666,23,0.9999997593071396,0.9665183341743926,0.811522781530351,0.009731360497815,0.0,0,0,13,3,0.8291718420622559,0.8453227059275299,0.8312942447600604,0.8472030747770527,0.2615662813818158,1.0,0.8115227815303507,1.6744945479897857,-0.6744945479897857,0.15467705337960969,0.16275248531224673,0.8115225862026114,0.9999997593071396
274,245,branching,497,coupled_map_lattice,0,3,0.3333,0.7961,0.0,1.0,1.0,1.0,0.657309089432947,0,0.9999854983782104,0.9961546551979664,0.827486582234096,0.0401524723972341,0.0,0,0,11,15,0.8896697103927304,0.7689142514240949,0.8914347398718907,0.7713435769189726,0.0354937283145858,1.0,0.8274865822340959,1.6585839618168252,-0.6585839618168252,0.11031578798548003,0.17069351746979777,0.8274745823366444,0.9999854983782104
275,185,nonlinear_oscillator,284,population,0,3,0.1824,0.9987,0.0,0.9,0.9333,0.0,0.1628287955144035,0,0.4371964310050808,0.6321610170778904,-0.0682898032789844,0.6633232706787433,0.0,0,0,4,4,0.925996589325466,0.5110763962403588,0.9278978794211016,0.5127535007168471,-0.285767979606038,0.4371964310050808,-0.0682898032789843,1.437072985565825,-0.4370729855658251,-0.4888001583203852,-0.2813400617778316,-0.029856058267611046,0.4371964310050808
276,190,branching,170,gray_scott,3,3,0.5954,0.9832,1.0,1.0,1.0,1.0,0.1296261026304608,15,0.9999872990077614,0.9793003620803652,0.915018411577394,0.0137611424009676,0.0,0,0,13,15,0.822703489556858,0.7272524694747873,0.8236281403717874,0.7280670399892192,0.1266696005066001,1.0,0.9150184115773944,1.5499559590316454,-0.5499559590316454,0.17728380945090338,0.2250093194919387,0.9150067899356504,0.9999872990077614
277,406,population,307,population,2,3,0.4996,0.5,0.88,0.925,0.9333,0.8,0.2292916758927325,95,0.9485063840433838,0.651435940741358,0.7753126316009963,0.022680952910493,0.0,0,0,12,12,0.8332424878782876,0.8608915124456884,0.8359621975893291,0.8638590872733636,0.6846490699218267,1.0,0.7753126316009966,1.694134000323976,-0.694134000323976,0.08761487159769543,0.10143938388139584,0.7353889807030212,0.9485063840433838
278,161,nonlinear_oscillator,15,branching,0,3,0.3073,0.5986,1.0,0.6,1.0,1.0,0.1157462777665126,79,0.9985163147335292,0.8650125063886591,0.68035169359806,0.0259851433152007,0.0,0,0,8,14,0.8318488010740135,0.8722267768265615,0.8328461387174259,0.8731002131655808,0.492866109161957,1.0,0.6803516935980599,1.704075577900575,-0.704075577900575,0.12628953790696773,0.14647852578324172,0.6793422658142502,0.9985163147335292
279,219,gray_scott,314,nonlinear_oscillator,3,0,0.9998,0.155,0.94,0.0,1.0,1.0,0.3056215197385501,29,0.99999236909333,0.961338251492244,0.4814258345034824,0.0880122483510972,0.0,0,0,16,0,0.7327148890598265,0.9248539684306988,0.734915026611958,0.9266943876769976,0.2358523065620321,1.0,0.4814258345034823,1.6575688574905252,-0.6575688574905252,0.07513840066263122,0.1712079403480674,0.4814221607878708,0.99999236909333
280,36,kuramoto,234,nonlinear_oscillator,3,0,0.6693,0.1945,1.0,1.0,1.0,1.0,0.4639464056348863,14,0.9999999925066256,0.9772117710054476,0.6189106821499322,0.0102404043233271,0.0,0,0,15,0,0.8439297365389871,0.828030024307041,0.8472161981025463,0.8312550238268022,0.218477700545226,1.0,0.6189106821499323,1.6719597608460282,-0.6719597608460282,0.15607025596763857,0.16402011208361156,0.6189106775122027,0.9999999925066256
281,319,coupled_map_lattice,190,gray_scott,0,3,0.1934,0.6,0.28,1.0,0.3,0.6333,0.7613940840797133,1,0.9298973195186176,0.9370632566649718,0.5481665475864999,0.1427347620730571,0.0,0,0,4,7,0.9452809020326854,0.8071233367301911,0.9474383148139685,0.8120412470098355,-0.0477736157057965,1.0,0.5481665475865,1.7524042387628764,-0.7524042387628764,-0.015383582514067795,0.05369520013717943,0.5097386032504609,0.9298973195186176
282,397,nonlinear_oscillator,464,branching,0,0,0.1425,0.2667,0.0,0.0,1.0,1.0,0.0757833937341509,200,0.28720367442925,0.2617282389105693,0.9344988838993548,0.0270689901355356,0.0,0,0,0,8,0.91355938324937,0.9018166307658076,0.9154824730421156,0.9037452555650712,0.0312407749149852,0.28720367442925,0.934498883899355,1.8153760140151776,-0.8153760140151776,-0.62635570882012,-0.6204843325783388,0.26839151320592775,0.28720367442925
283,110,gray_scott,140,branching,3,0,0.75,0.6195,1.0,0.0,0.6667,1.0,0.0615767755499008,29,0.1903888138944895,0.6158597562728069,0.2775694342829992,0.0592491699776312,0.0,0,0,11,14,0.759435536540078,0.8863463970986402,0.7604755043381303,0.8881090647231107,-0.2208682878205536,0.1903888138944895,0.2775694342829992,1.6457819336387185,-0.6457819336387183,-0.6959575832041507,-0.6325021529248697,0.052846115366504666,0.1903888138944895
284,250,branching,420,kuramoto,0,3,0.4,0.779,0.0,1.0,1.0,1.0,0.785793277795466,16,0.999956335668759,0.9748271812327396,0.8901369272751194,0.0141448596182771,0.0,0,0,12,14,0.9057546006666112,0.7944605044654872,0.9077191042401136,0.8000604384051228,0.2326001130464404,1.0,0.8901369272751194,1.7002151051320986,-0.7002151051320986,0.09420173500214779,0.14984878310270977,0.890098060041477,0.999956335668759
285,401,gray_scott,47,nonlinear_oscillator,0,0,1.0,0.1525,0.0,0.0,1.0,1.0,0.1370297267400724,200,0.0093443295834559,0.0117980746040833,0.2089801155410858,0.0468864350009248,0.0,0,0,15,0,0.7546871917840672,0.9243467319147264,0.7560422449978227,0.9260858974718812,-0.0025639254384215,0.0093443295834558,0.2089801155410858,1.6790339236987937,-0.6790339236987935,-0.9150024023312705,-0.8301726322659408,0.0019527790760046002,0.0093443295834559
286,442,kuramoto,17,nonlinear_oscillator,3,0,0.9411,0.1775,1.0,0.0,1.0,1.0,0.3582543647912155,0,0.9999854807720224,0.9992840982066552,0.555274970102921,0.0248011601912787,0.0,0,0,15,1,0.7405546019615274,0.9187133560090036,0.7411666834771014,0.9204695737164884,0.0051799359106311,1.0,0.5552749701029212,1.6592679579705312,-0.6592679579705312,0.08127212476301882,0.17035150178675684,0.5552669079390399,0.9999854807720224
287,234,gray_scott,30,gray_scott,3,3,1.0,0.5057,0.66,0.98,1.0,1.0,0.169061302101087,0,0.9999756623305552,0.9993245612028164,0.7889737887368704,0.0130754270402741,0.0,0,0,15,13,0.7377729911247171,0.8361618552461842,0.7383467403590455,0.8364379690174086,0.0040928042930561,1.0,0.7889737887368703,1.5739348463709013,-0.5739348463709013,0.163813807084371,0.21300823914510458,0.7889545869535995,0.9999756623305552
288,195,nonlinear_oscillator,19,gray_scott,0,3,0.1425,0.9499,1.0,1.0,1.0,1.0,0.3002024653346735,0,0.9999999901738578,0.9999474627838398,0.3588274051708026,0.1106566149060509,0.0,0,0,0,16,0.8285358891261431,0.7634713367993377,0.8286856217362892,0.7636088569929274,0.0004792899506257,1.0,0.3588274051708026,1.5920072259254807,-0.5920072259254807,0.1714641010477147,0.2039963772111174,0.35882740164491345,0.9999999901738578
289,364,kuramoto,264,nonlinear_oscillator,0,0,0.3827,0.145,1.0,0.0,0.6333,1.0,0.7053344625071525,23,0.6736912454994239,0.7518426990193564,0.9187398910673514,0.0094916931710596,0.0,0,0,11,0,0.8302813971079758,0.928029757398439,0.8407667455084613,0.9299619254715236,0.3504223597860574,0.6736912454994239,0.9187398910673512,1.7583111545064147,-0.7583111545064147,-0.254338511899015,-0.20546433175378342,0.618947021503169,0.6736912454994239
290,208,nonlinear_oscillator,485,kuramoto,0,3,0.1725,0.6351,0.0,1.0,1.0,1.0,0.3351504819638789,126,0.9978338985760118,0.5828748070300922,0.609769901739953,0.0176619992377097,0.0,0,0,0,15,0.918257799534713,0.843907028736405,0.9201241290207464,0.8466810643190397,0.9415565217902148,1.0,0.6097699017399529,1.762164828271118,-0.762164828271118,0.07957609904129881,0.1167514844404528,0.608449078287489,0.9978338985760118
291,255,kuramoto,413,nonlinear_oscillator,0,0,0.414,0.3125,1.0,0.0,0.8,1.0,0.3654976684953424,0,0.6598791950876095,0.8131139177224462,0.9274103518580424,0.0193092363740186,0.0,0,0,12,11,0.8421530914355299,0.919147522715455,0.845023213741021,0.9209214836538744,-0.3327591626521534,0.6598791950876095,0.9274103518580428,1.7613006141509848,-0.7613006141509848,-0.25926832762784546,-0.2207711119878829,0.6119787965000018,0.6598791950876095
292,473,coupled_map_lattice,305,population,3,3,0.5547,0.7,0.94,0.9,0.8,0.4,0.5490630865746386,3,0.8967812907952897,0.909246643928284,0.6487280878502331,0.1016298171106091,0.0,0,0,9,11,0.8334854166711085,0.8117318773821404,0.837662649943843,0.8156374054833837,-0.0660206090902928,1.0,0.6487280878502331,1.645217294053249,-0.645217294053249,0.06329587412418114,0.07417264376866517,0.581767211997492,0.8967812907952897
293,462,kuramoto,155,kuramoto,3,0,0.8821,0.3789,1.0,1.0,1.0,1.0,0.4698212490471617,19,0.9999999985350712,0.961197654835894,0.7985946319380594,0.0335535933539095,0.0,0,0,15,11,0.7561719756486779,0.8515938363826063,0.7593462105010602,0.8551706699410331,0.3635013051629662,1.0,0.7985946319380594,1.607765812031284,-0.6077658120312841,0.14840616215246483,0.1961170925194291,0.798594630768175,0.9999999985350712
294,396,population,341,kuramoto,0,0,0.45,0.2385,0.7,1.0,0.8667,0.9,0.3822456485311033,0,0.9985605226026528,0.9975020325042232,0.9033282192073052,0.0043908245480297,0.0,0,0,11,5,0.8699474502377474,0.835177422486677,0.8706418547838362,0.8357785395282912,0.009615570659009,1.0,0.9033282192073048,1.7051248727244244,-0.7051248727244244,0.12861307236490538,0.14599808624044064,0.9020278986533704,0.9985605226026528
295,115,population,324,branching,3,0,0.6,0.3333,0.9,0.0,0.5,1.0,0.3610393040752956,20,0.4213756374467174,0.6364000471890073,0.6067828155679867,0.1008504738541155,0.0,0,0,9,10,0.793610695898896,0.9011006171266708,0.799358938055171,0.9028133095035612,-0.0301494213583487,0.4213756374467174,0.6067828155679866,1.6947113130255669,-0.6947113130255667,-0.47972497967995337,-0.4259800190660659,0.25568349570167437,0.4213756374467174
296,206,coupled_map_lattice,145,gray_scott,3,0,0.6375,1.0,0.92,0.0,0.8667,1.0,0.2846159545920704,6,0.8122674203828438,0.8982935302872158,0.5584128761483427,0.0710910336605157,0.0,0,0,14,15,0.8073572834536239,0.767126449115435,0.8107941314440544,0.7685877445113359,-0.1121141102161512,1.0,0.5584128761483428,1.574483732569059,-0.574483732569059,0.004910136929219933,0.025025554098314307,0.45358058641757876,0.8122674203828438
297,463,nonlinear_oscillator,42,nonlinear_oscillator,0,0,0.1175,0.18,0.0,0.0,1.0,1.0,0.2528825458718763,200,0.6189382318376275,0.6078019906994743,0.9818406505282916,0.0184192296541741,0.0,0,0,0,2,0.9324925513652176,0.9179003152487863,0.9344731275565824,0.9197576181358224,0.0253542048581295,0.6189382318376275,0.981840650528292,1.850392866614004,-0.8503928666140042,-0.31355431952759005,-0.30625820146937444,0.6076987161842868,0.6189382318376275
298,238,gray_scott,278,coupled_map_lattice,3,3,0.7996,0.8823,1.0,1.0,0.9,1.0,0.7802335723494742,8,0.9979412824892911,0.9860608752941836,0.9571119152968658,0.0016829295941743,0.0,0,0,15,15,0.8059172242178437,0.7566245638786468,0.8105406793349403,0.7609662725773138,0.1197135128385877,1.0,0.9571119152968656,1.5625417880964907,-0.5625417880964907,0.19202405827144742,0.2166703884410458,0.9551414922371361,0.9979412824892911
299,260,nonlinear_oscillator,153,nonlinear_oscillator,0,0,0.2375,0.125,0.0,0.0,1.0,1.0,0.3693045141788439,200,0.4806497784470495,0.4852921015399506,0.9439113453188992,0.0277826141382732,0.0,0,0,8,0,0.9196421758337712,0.9306378516853804,0.9215009443542866,0.932554115302752,0.0165599135143108,0.4806497784470495,0.9439113453188992,1.8502800275191515,-0.8502800275191513,-0.4499880732383309,-0.4444902353125263,0.4536907790011853,0.4806497784470495
300,367,gray_scott,37,coupled_map_lattice,3,3,0.9967,0.7304,1.0,1.0,1.0,1.0,0.089335835814686,147,0.975348385332994,0.622156663256836,0.1819506945142801,0.0187455407512003,0.0,0,0,14,16,0.7612489661614297,0.8061489947166702,0.761729646987894,0.8066550840420301,0.7981081524576382,1.0,0.1819506945142801,1.5673979608781,-0.5673979608780999,0.16919939061632372,0.191649404893944,0.1774653161047199,0.975348385332994
301,311,nonlinear_oscillator,499,gray_scott,0,3,0.1275,0.8998,0.0,1.0,1.0,1.0,0.6373966337332355,0,0.99996861241587,0.9975960344860856,0.316344598803021,0.0862824326642195,0.0,0,0,0,16,0.9312865155308352,0.7913474596858403,0.933108743426044,0.7933797240760848,0.0217181182231963,1.0,0.316344598803021,1.7226339752166755,-0.7226339752166755,0.0686820968850348,0.13865162480753224,0.316334669510312,0.99996861241587
302,182,gray_scott,93,kuramoto,3,3,0.65,0.8419,1.0,1.0,0.5,1.0,0.3376186305637993,23,0.6581964668288663,0.6202096990791318,0.3019011015476418,0.183274823749429,0.0,0,0,9,15,0.769017356133299,0.7784768668581737,0.7747267471591002,0.7842540020517028,0.3761330146996864,0.6581964668288663,0.3019011015476418,1.5474942229914728,-0.5474942229914728,-0.1202804000293074,-0.11555064466687004,0.19871023837040064,0.6581964668288663
303,337,kuramoto,220,branching,0,0,0.878,0.5333,0.0,0.0,0.9333,1.0,0.6285803452177409,47,0.8931869362800559,0.921193445530618,0.6941279733163207,0.0343638638866423,0.0,0,0,14,13,0.7864851515708771,0.8697416802167584,0.7880707285544166,0.8716534788480451,0.1577462029389122,1.0,0.6941279733163207,1.6562268317876354,-0.6562268317876354,0.023445256063297504,0.06507352038623815,0.6199860378726888,0.8931869362800559
304,210,gray_scott,194,kuramoto,3,0,1.0,0.6815,0.8,0.0,0.9667,1.0,0.4915425453230045,32,0.9960489307817944,0.9516174857536088,0.9105644553599752,0.0068875930533375,0.0,0,0,15,15,0.7546884698513002,0.8478317105965278,0.7573965608331067,0.8494667119697507,0.2837222838019277,1.0,0.9105644553599752,1.602520180447828,-0.602520180447828,0.1482172201852665,0.19478884055788037,0.9069667521692102,0.9960489307817944
305,142,branching,349,population,0,0,0.6601,0.3,0.0,0.8,1.0,0.9667,0.3176047566673686,49,0.9902635726744632,0.9085206065501116,0.4454764250971192,0.0003116849396533,0.0,0,0,14,8,0.880154744906774,0.8499044767919585,0.8818702539719782,0.8531402807129012,0.4868949907914541,1.0,0.445476425097119,1.7300592216987325,-0.7300592216987325,0.11010882776768915,0.12523396182509694,0.4411390762589212,0.9902635726744632
306,383,nonlinear_oscillator,469,population,0,0,0.235,0.7,0.0,0.0,1.0,0.4333,0.6836383238002399,3,0.7743785718094883,0.6705688355067942,0.3690360503883577,0.150045708318728,0.0,0,0,6,8,0.9141559697906656,0.7843039678970781,0.916114356322334,0.7860221112226901,-0.1735272665543951,0.7743785718094882,0.3690360503883578,1.6984599376877436,-0.6984599376877436,-0.13977739798117728,-0.07485139703438348,0.2857736096459508,0.7743785718094883
307,496,gray_scott,155,coupled_map_lattice,3,0,0.9999,0.19,0.96,0.4,1.0,1.0,0.0656965932872439,128,0.9598224639789702,0.8151161337467705,0.4092029867211755,0.0468244363289845,0.0,0,0,15,2,0.7375919152921123,0.8995087349694552,0.7378328249627105,0.9006578803440299,0.3769327604202859,1.0,0.4092029867211756,1.6371006502615677,-0.6371006502615675,0.06031372900951504,0.14127213884818646,0.3927622189822725,0.9598224639789702
308,473,coupled_map_lattice,303,gray_scott,3,3,0.5547,0.5814,0.94,1.0,0.8,1.0,0.1831464763416286,155,0.9619252029294244,0.5783250925200886,0.613524726124292,0.0112784495866593,0.0,0,0,12,13,0.8506528463694454,0.814263922438075,0.8536151397144566,0.8172909729477611,0.31471505972782,1.0,0.6135247261242921,1.6649167688075204,-0.6649167688075204,0.11127235655997902,0.12946681852566422,0.5901648966793291,0.9619252029294244
309,382,nonlinear_oscillator,123,nonlinear_oscillator,0,0,0.1696,0.2125,1.0,0.0,1.0,1.0,0.1807617460743681,79,0.9982624781890092,0.8553864875521459,0.9895389525770996,0.0195039683748735,0.0,0,0,0,4,0.8210590339032847,0.9098990345294786,0.8225779223289545,0.9117771558107036,0.5355727852636896,1.0,0.9895389525770992,1.7309580684327632,-0.7309580684327632,0.08836344365953053,0.13278344397262754,0.9878196070641718,0.9982624781890092
310,465,kuramoto,130,coupled_map_lattice,3,0,0.4678,0.27,1.0,0.64,1.0,1.0,0.365289471223735,12,0.999997448354066,0.9843371664268912,0.9548096125068668,6.155248530441415e-05,0.0,0,0,13,7,0.8327569246471345,0.8678130288405661,0.8352588767843488,0.8695956293854604,0.1390548263371159,1.0,0.9548096125068674,1.7005699534877006,-0.7005699534877006,0.1321844195134999,0.14971247161021572,0.9548071761708014,0.999997448354066
311,499,kuramoto,30,branching,0,0,0.1921,0.2,1.0,0.0,1.0,1.0,0.4841657335765527,42,0.9999861498786832,0.9089763979733329,0.9968867487894534,0.0073769744481247,0.0,0,0,2,4,0.8327723300226725,0.8949842225064432,0.837238627246042,0.8968178533225035,0.5948009914289643,1.0,0.996886748789454,1.7277565525291156,-0.7277565525291156,0.10500192737224001,0.13610787361412535,0.9968729417870436,0.9999861498786832
312,426,coupled_map_lattice,293,gray_scott,3,3,0.764,0.8003,1.0,0.98,1.0,1.0,0.4001166816621846,0,0.9999999707175568,0.9992914197472114,0.996423640947885,0.0002845240145311,0.0,0,0,14,14,0.8297531164405361,0.8227207006360964,0.8304889256528667,0.8234398388536042,0.0068159500574258,1.0,0.996423640947885,1.6524738170766324,-0.6524738170766324,0.1702468542770207,0.17376306217924053,0.9964236117701664,0.9999999707175568
313,128,branching,157,kuramoto,3,0,0.7392,0.7359,1.0,0.0,0.8333,1.0,0.3693062163466787,15,0.8594082464199216,0.8969063112940552,0.6842812686824484,0.0420112871655547,0.0,0,0,14,15,0.7755359408705116,0.8536094183740406,0.78066462569123,0.8552826167434183,0.0568979294921249,1.0,0.6842812686824485,1.6291453592445522,-0.6291453592445522,0.005798828045881055,0.044835566797645554,0.5880769651763822,0.8594082464199216
314,403,gray_scott,116,gray_scott,3,3,0.9985,0.9967,1.0,0.98,1.0,1.0,0.080801341965874,0,0.9998198294739752,0.9895136356570804,0.9593291924429256,0.0001571060775797,0.0,0,0,16,16,0.753543913003636,0.7649517322890218,0.7538851427027349,0.765298444100569,0.0483481164409809,1.0,0.9593291924429256,1.5184956452926577,-0.5184956452926577,0.23486809718495338,0.24057200682764635,0.9591563495976921,0.9998198294739752
315,355,kuramoto,247,population,3,0,0.5513,0.4,1.0,0.35,1.0,0.9,0.4934952852278752,13,0.9887095804319544,0.9739125558752548,0.9653456830981536,0.0138607608214956,0.0,0,0,13,11,0.8412794497586924,0.9098499996379638,0.8435417414926256,0.9112975194448324,0.1195141666381403,1.0,0.9653456830981532,1.751129449396656,-0.751129449396656,0.07885958079399069,0.11314485573362643,0.954446525307774,0.9887095804319544
316,300,population,416,kuramoto,3,3,0.6,0.8192,1.0,1.0,0.3333,1.0,0.6449991825551168,25,0.3520633336730951,0.6497341051186093,0.2249595011564797,0.0794575435752283,0.0,0,0,9,12,0.8345654733803275,0.7343613235754273,0.8421597045684996,0.7410436829758893,0.093221493608408,0.3520633336730951,0.2249595011564799,1.5689267969557548,-0.5689267969557548,-0.4825021397072324,-0.43240006480478227,0.07919999191858673,0.3520633336730951
317,484,kuramoto,205,nonlinear_oscillator,3,0,0.6164,0.12,1.0,1.0,1.0,1.0,0.3789280830237484,16,0.9999999978585156,0.9748646927137676,0.6707283186094144,0.0610582253805132,0.0,0,0,14,0,0.8328540446376616,0.840616668341896,0.835673532930836,0.8434593785384987,0.231838107344512,1.0,0.6707283186094142,1.6734707129795576,-0.6734707129795576,0.1593833295166196,0.16326464136873675,0.6707283171730601,0.9999999978585156
318,341,gray_scott,422,nonlinear_oscillator,3,0,1.0,0.1725,0.68,1.0,1.0,1.0,0.5697094314878784,14,0.9999982409948368,0.976205933594259,0.1783428661119345,0.0951789800651325,0.0,0,0,16,0,0.7653051983749293,0.8263252912766281,0.7678175242342071,0.8302804516834609,0.2285141696837532,1.0,0.1783428661119345,1.5916304896515574,-0.5916304896515574,0.17367294971820868,0.2041829961690581,0.1783425524059122,0.9999982409948368
319,177,kuramoto,77,gray_scott,0,3,0.2037,0.9494,1.0,0.72,1.0,1.0,0.6796107676292021,27,0.9999991471281788,0.9219453501072457,0.2980308960640555,0.0304433617801148,0.0,0,0,2,16,0.8277902789368523,0.7757407232422637,0.8325291655941267,0.7789668269514819,0.6869953599684864,1.0,0.2980308960640554,1.603531002179116,-0.603531002179116,0.17220886819132653,0.19823364603862081,0.29803064188190237,0.9999991471281788
320,225,branching,231,population,0,0,0.2,0.45,0.0,0.8,1.0,0.9,0.5308166510191883,15,0.9698297495494842,0.9526933699475284,0.9095619379932404,0.0013860812884866,0.0,0,0,3,13,0.8938463953929299,0.847988117388787,0.8955835422604941,0.8493963446765047,0.0901820134988036,1.0,0.9095619379932404,1.741834512781717,-0.741834512781717,0.07598335415655433,0.09891249315862571,0.8821202265237278,0.9698297495494842
321,440,nonlinear_oscillator,298,nonlinear_oscillator,0,0,0.1325,0.13,0.0,1.0,1.0,1.0,0.1256851532966937,117,0.978957348654362,0.7932111828535179,0.9977590982873062,0.029607453879316,0.0,0,0,0,0,0.92703222735838,0.840556965096354,0.9288123012382372,0.8412391341319823,0.5216159928144113,1.0,0.9977590982873062,1.767589192454734,-0.767589192454734,0.051925121295982035,0.09516275242699501,0.9767636014551083,0.978957348654362
322,164,nonlinear_oscillator,382,nonlinear_oscillator,0,0,0.195,0.1696,0.0,1.0,1.0,1.0,0.0763258299310617,115,0.9706558956252612,0.8576429819072999,0.9913846176458508,0.017016212939056,0.0,0,0,4,0,0.921131845398076,0.8271798966826979,0.922977254526803,0.8275556669557425,0.2828417244013919,1.0,0.9913846176458502,1.748311742080774,-0.7483117420807739,0.0495240502271852,0.09650002458487428,0.9622933239501404,0.9706558956252612
323,19,nonlinear_oscillator,253,coupled_map_lattice,0,0,0.145,0.3798,0.0,0.74,1.0,0.9,0.5074346202117156,0,0.9609155832440563,0.9705163447209322,0.900182304906934,0.0271177208013954,0.0,0,0,0,12,0.9315030752320604,0.8812273520583046,0.9333092355649528,0.8839462893144453,-0.0263037743701558,1.0,0.9001823049069331,1.812730427290365,-0.812730427290365,0.029412508011995908,0.05455036959887383,0.8649992045456254,0.9609155832440563
324,162,kuramoto,145,coupled_map_lattice,3,0,0.5735,0.25,1.0,0.94,1.0,1.0,0.2134391814580374,64,0.9999980475403494,0.8324899927676072,0.7987610926233132,0.015751719480234,0.0,0,0,13,5,0.8260508262918796,0.8452854006195027,0.827991751529589,0.8471494797180387,0.7809302995806716,1.0,0.7987610926233131,1.6713362269113825,-0.6713362269113823,0.15471264692084663,0.16432993408465824,0.7987595330745093,0.9999980475403494
325,407,nonlinear_oscillator,299,population,0,3,0.3025,0.5498,1.0,1.0,1.0,0.3333,0.6965494647120519,200,0.8029931733139162,0.807007339971856,0.6852548261507094,0.0218129797867913,0.0,0,0,6,10,0.8327578691143752,0.8609518310923955,0.8329129737655191,0.8611173694738463,-0.0234611269399855,1.0,0.6852548261507095,1.6937097002067707,-0.6937097002067707,-0.057958657778479306,-0.04386167678946917,0.5502549473794341,0.8029931733139162
326,271,kuramoto,185,coupled_map_lattice,0,3,0.3384,0.5333,1.0,0.98,0.9,0.7,0.2702793605210385,9,0.9127092792497812,0.926390844550054,0.9174214051124584,0.0215393326261588,0.0,0,0,8,12,0.8458287409328493,0.8161107029835071,0.8490767963660761,0.8191812555276917,0.0296232380679516,1.0,0.9174214051124584,1.6619394439163564,-0.6619394439163564,0.06688053831693186,0.08173955729160298,0.8373390294285135,0.9127092792497812
327,311,nonlinear_oscillator,358,nonlinear_oscillator,0,0,0.1275,0.1775,0.0,0.0,1.0,1.0,0.3727366969215436,0,0.964635965505782,0.9752429626441448,0.9926708007873284,0.0137100574223684,0.0,0,0,0,2,0.9290486307173388,0.9107405612763984,0.9310214099374572,0.912769395102885,-0.0210613747703692,1.0,0.9926708007873282,1.839789191993737,-0.839789191993737,0.035587334788443226,0.0447413695089135,0.9575659563468824,0.964635965505782
328,406,population,442,nonlinear_oscillator,2,0,0.4996,0.2375,0.88,0.0,0.9333,1.0,0.7343535289206432,0,0.9955282216140235,0.995222922560681,0.9160781856757252,0.0149387380411517,0.0,0,0,13,7,0.8361243381908638,0.905643461974818,0.837704652778971,0.9073427000506072,-0.0024793439723257,1.0,0.9160781856757252,1.7417678001656818,-0.7417678001656818,0.0898847596392055,0.12464432153118254,0.9119816870451559,0.9955282216140235
329,135,gray_scott,134,nonlinear_oscillator,3,0,0.6,0.1948,1.0,1.0,0.6667,1.0,0.1271894369296318,1,0.4235901148764711,0.633510424097309,0.4995624096856584,0.0286427276668008,0.0,0,0,10,0,0.8477941287567576,0.832802238047473,0.8501300963546202,0.8350926411437645,-0.548779611646077,0.423590114876471,0.4995624096856583,1.6805963668042303,-0.6805963668042305,-0.42420401388028656,-0.4167080685256442,0.21160969850671474,0.4235901148764711
