domain,intervention,regime_from,regime_to,probability,n_trials
nonlinear_oscillator,perturb_RBS,chaotic_fertility,chaotic_fertility,0.5156,128
nonlinear_oscillator,perturb_RBS,chaotic_fertility,collapse,0.0625,128
nonlinear_oscillator,perturb_RBS,collapse,constrained_generative,0.5172,29
nonlinear_oscillator,perturb_RBS,collapse,rigid_coherence,0.1034,29
nonlinear_oscillator,perturb_RBS,collapse,chaotic_fertility,0.3103,29
nonlinear_oscillator,perturb_RBS,collapse,collapse,0.069,29
nonlinear_oscillator,perturb_ADI,constrained_generative,constrained_generative,0.5731,260
nonlinear_oscillator,perturb_ADI,constrained_generative,rigid_coherence,0.1462,260
nonlinear_oscillator,perturb_ADI,constrained_generative,chaotic_fertility,0.1654,260
nonlinear_oscillator,perturb_ADI,constrained_generative,collapse,0.1154,260
nonlinear_oscillator,perturb_ADI,rigid_coherence,constrained_generative,0.494,83
nonlinear_oscillator,perturb_ADI,rigid_coherence,rigid_coherence,0.2169,83
nonlinear_oscillator,perturb_ADI,rigid_coherence,chaotic_fertility,0.0964,83
nonlinear_oscillator,perturb_ADI,rigid_coherence,collapse,0.1928,83
nonlinear_oscillator,perturb_ADI,chaotic_fertility,constrained_generative,0.4297,128
nonlinear_oscillator,perturb_ADI,chaotic_fertility,rigid_coherence,0.0234,128
nonlinear_oscillator,perturb_ADI,chaotic_fertility,chaotic_fertility,0.5078,128
nonlinear_oscillator,perturb_ADI,chaotic_fertility,collapse,0.0391,128
nonlinear_oscillator,perturb_ADI,collapse,constrained_generative,0.5862,29
nonlinear_oscillator,perturb_ADI,collapse,rigid_coherence,0.2759,29
nonlinear_oscillator,perturb_ADI,collapse,chaotic_fertility,0.1379,29
nonlinear_oscillator,perturb_ADI,collapse,collapse,0.0,29
nonlinear_oscillator,perturb_RTP,constrained_generative,constrained_generative,0.6192,260
nonlinear_oscillator,perturb_RTP,constrained_generative,rigid_coherence,0.1577,260
nonlinear_oscillator,perturb_RTP,constrained_generative,chaotic_fertility,0.1231,260
nonlinear_oscillator,perturb_RTP,constrained_generative,collapse,0.1,260
nonlinear_oscillator,perturb_RTP,rigid_coherence,constrained_generative,0.6747,83
nonlinear_oscillator,perturb_RTP,rigid_coherence,rigid_coherence,0.1807,83
nonlinear_oscillator,perturb_RTP,rigid_coherence,chaotic_fertility,0.0843,83
nonlinear_oscillator,perturb_RTP,rigid_coherence,collapse,0.0602,83
nonlinear_oscillator,perturb_RTP,chaotic_fertility,constrained_generative,0.4922,128
nonlinear_oscillator,perturb_RTP,chaotic_fertility,rigid_coherence,0.0938,128
nonlinear_oscillator,perturb_RTP,chaotic_fertility,chaotic_fertility,0.3281,128
nonlinear_oscillator,perturb_RTP,chaotic_fertility,collapse,0.0859,128
nonlinear_oscillator,perturb_RTP,collapse,constrained_generative,0.5862,29
nonlinear_oscillator,perturb_RTP,collapse,rigid_coherence,0.2069,29
nonlinear_oscillator,perturb_RTP,collapse,chaotic_fertility,0.069,29
nonlinear_oscillator,perturb_RTP,collapse,collapse,0.1379,29
population,perturb_CSR,constrained_generative,constrained_generative,0.4118,119
population,perturb_CSR,constrained_generative,rigid_coherence,0.1261,119
population,perturb_CSR,constrained_generative,chaotic_fertility,0.3529,119
population,perturb_CSR,constrained_generative,collapse,0.1092,119
population,perturb_CSR,rigid_coherence,constrained_generative,0.2238,277
population,perturb_CSR,rigid_coherence,rigid_coherence,0.6029,277
population,perturb_CSR,rigid_coherence,chaotic_fertility,0.0505,277
population,perturb_CSR,rigid_coherence,collapse,0.1227,277
population,perturb_CSR,chaotic_fertility,constrained_generative,0.4667,75
population,perturb_CSR,chaotic_fertility,rigid_coherence,0.32,75
population,perturb_CSR,chaotic_fertility,chaotic_fertility,0.2,75
population,perturb_CSR,chaotic_fertility,collapse,0.0133,75
population,perturb_CSR,collapse,constrained_generative,0.5517,29
population,perturb_CSR,collapse,rigid_coherence,0.0,29
population,perturb_CSR,collapse,chaotic_fertility,0.3793,29
population,perturb_CSR,collapse,collapse,0.069,29
population,perturb_RBS,constrained_generative,constrained_generative,0.3866,119
population,perturb_RBS,constrained_generative,rigid_coherence,0.3613,119
population,perturb_RBS,constrained_generative,chaotic_fertility,0.1597,119
population,perturb_RBS,constrained_generative,collapse,0.0924,119
population,perturb_RBS,rigid_coherence,constrained_generative,0.1661,277
population,perturb_RBS,rigid_coherence,rigid_coherence,0.7798,277
population,perturb_RBS,rigid_coherence,chaotic_fertility,0.0072,277
population,perturb_RBS,rigid_coherence,collapse,0.0469,277
population,perturb_RBS,chaotic_fertility,constrained_generative,0.48,75
population,perturb_RBS,chaotic_fertility,rigid_coherence,0.2667,75
population,perturb_RBS,chaotic_fertility,chaotic_fertility,0.24,75
population,perturb_RBS,chaotic_fertility,collapse,0.0133,75
population,perturb_RBS,collapse,constrained_generative,0.4828,29
population,perturb_RBS,collapse,rigid_coherence,0.1724,29
population,perturb_RBS,collapse,chaotic_fertility,0.2759,29
population,perturb_RBS,collapse,collapse,0.069,29
population,perturb_ADI,constrained_generative,constrained_generative,0.2281,114
population,perturb_ADI,constrained_generative,rigid_coherence,0.5702,114
population,perturb_ADI,constrained_generative,chaotic_fertility,0.0702,114
population,perturb_ADI,constrained_generative,collapse,0.1316,114
population,perturb_ADI,rigid_coherence,constrained_generative,0.065,277
population,perturb_ADI,rigid_coherence,rigid_coherence,0.9242,277
population,perturb_ADI,rigid_coherence,chaotic_fertility,0.0072,277
population,perturb_ADI,rigid_coherence,collapse,0.0036,277
population,perturb_ADI,chaotic_fertility,constrained_generative,0.1867,75
population,perturb_ADI,chaotic_fertility,rigid_coherence,0.2,75
population,perturb_ADI,chaotic_fertility,chaotic_fertility,0.56,75
population,perturb_ADI,chaotic_fertility,collapse,0.0533,75
population,perturb_ADI,collapse,constrained_generative,0.4815,27
population,perturb_ADI,collapse,rigid_coherence,0.1481,27
population,perturb_ADI,collapse,chaotic_fertility,0.037,27
population,perturb_ADI,collapse,collapse,0.3333,27
population,perturb_RTP,constrained_generative,constrained_generative,0.4874,119
population,perturb_RTP,constrained_generative,rigid_coherence,0.3193,119
population,perturb_RTP,constrained_generative,chaotic_fertility,0.0588,119
population,perturb_RTP,constrained_generative,collapse,0.1345,119
population,perturb_RTP,rigid_coherence,constrained_generative,0.3333,267
population,perturb_RTP,rigid_coherence,rigid_coherence,0.5618,267
population,perturb_RTP,rigid_coherence,chaotic_fertility,0.03,267
population,perturb_RTP,rigid_coherence,collapse,0.0749,267
population,perturb_RTP,chaotic_fertility,constrained_generative,0.1733,75
population,perturb_RTP,chaotic_fertility,rigid_coherence,0.1467,75
population,perturb_RTP,chaotic_fertility,chaotic_fertility,0.6,75
population,perturb_RTP,chaotic_fertility,collapse,0.08,75
population,perturb_RTP,collapse,constrained_generative,0.5172,29
population,perturb_RTP,collapse,rigid_coherence,0.1379,29
population,perturb_RTP,collapse,chaotic_fertility,0.069,29
population,perturb_RTP,collapse,collapse,0.2759,29
population,perturb_SRD,constrained_generative,constrained_generative,0.3782,119
population,perturb_SRD,constrained_generative,rigid_coherence,0.3866,119
population,perturb_SRD,constrained_generative,chaotic_fertility,0.1597,119
population,perturb_SRD,constrained_generative,collapse,0.0756,119
population,perturb_SRD,rigid_coherence,constrained_generative,0.1949,277
population,perturb_SRD,rigid_coherence,rigid_coherence,0.7329,277
population,perturb_SRD,rigid_coherence,chaotic_fertility,0.0217,277
population,perturb_SRD,rigid_coherence,collapse,0.0505,277
population,perturb_SRD,chaotic_fertility,constrained_generative,0.4267,75
population,perturb_SRD,chaotic_fertility,rigid_coherence,0.32,75
population,perturb_SRD,chaotic_fertility,chaotic_fertility,0.24,75
population,perturb_SRD,chaotic_fertility,collapse,0.0133,75
population,perturb_SRD,collapse,constrained_generative,0.4828,29
population,perturb_SRD,collapse,rigid_coherence,0.2414,29
population,perturb_SRD,collapse,chaotic_fertility,0.2414,29
population,perturb_SRD,collapse,collapse,0.0345,29
replicator,perturb_CSR,rigid_coherence,constrained_generative,0.0,120
replicator,perturb_CSR,rigid_coherence,rigid_coherence,0.8667,120
replicator,perturb_CSR,rigid_coherence,chaotic_fertility,0.0,120
replicator,perturb_CSR,rigid_coherence,collapse,0.1333,120
replicator,perturb_CSR,collapse,constrained_generative,0.0,25
replicator,perturb_CSR,collapse,rigid_coherence,0.68,25
replicator,perturb_CSR,collapse,chaotic_fertility,0.0,25
replicator,perturb_CSR,collapse,collapse,0.32,25
replicator,perturb_RBS,rigid_coherence,constrained_generative,0.0,460
replicator,perturb_RBS,rigid_coherence,rigid_coherence,0.9391,460
replicator,perturb_RBS,rigid_coherence,chaotic_fertility,0.0,460
replicator,perturb_RBS,rigid_coherence,collapse,0.0609,460
replicator,perturb_RBS,collapse,constrained_generative,0.0,40
replicator,perturb_RBS,collapse,rigid_coherence,0.825,40
replicator,perturb_RBS,collapse,chaotic_fertility,0.0,40
replicator,perturb_RBS,collapse,collapse,0.175,40
replicator,perturb_RTP,rigid_coherence,constrained_generative,0.0,33
replicator,perturb_RTP,rigid_coherence,rigid_coherence,1.0,33
replicator,perturb_RTP,rigid_coherence,chaotic_fertility,0.0,33
replicator,perturb_RTP,rigid_coherence,collapse,0.0,33
replicator,perturb_RTP,collapse,constrained_generative,0.0,5
replicator,perturb_RTP,collapse,rigid_coherence,1.0,5
replicator,perturb_RTP,collapse,chaotic_fertility,0.0,5
replicator,perturb_RTP,collapse,collapse,0.0,5
replicator,perturb_SRD,rigid_coherence,constrained_generative,0.0,120
replicator,perturb_SRD,rigid_coherence,rigid_coherence,0.7917,120
replicator,perturb_SRD,rigid_coherence,chaotic_fertility,0.0,120
replicator,perturb_SRD,rigid_coherence,collapse,0.2083,120
replicator,perturb_SRD,collapse,constrained_generative,0.0,25
replicator,perturb_SRD,collapse,rigid_coherence,0.68,25
replicator,perturb_SRD,collapse,chaotic_fertility,0.0,25
replicator,perturb_SRD,collapse,collapse,0.32,25
