system,type,domain,standard_rho,standard_p,directional_gradient,propagation_asymmetry,recursive_dependency,depth_coupling,causal_retention,transfer_entropy,asymmetry_preservation,z_score,is_adversarial,original_system,adversarial_type
PhaseEquilibriumMulticomponent_SyntheticInvert_Adversarial,adversarial,equilibrium_systems,-1.0,0.0,0.0,1.0,0.342285318587667,0.7405300864984441,1.0,0.8017837257372733,0.11174713108659859,-2.4345015519340416,True,PhaseEquilibriumMulticomponent,SyntheticInvert
PhaseEquilibriumMulticomponent_PseudoDepth_Adversarial,adversarial,equilibrium_systems,0.07559289460184546,0.8720358604209588,0.2246701130882902,1.0,0.21000924784030775,0.5764639291734537,0.07559289460184546,0.5345224838248488,0.06323829739788252,0.20012103574096585,True,PhaseEquilibriumMulticomponent,PseudoDepth
PhaseEquilibriumMulticomponent_RecursiveDecouple_Adversarial,adversarial,equilibrium_systems,0.8928571428571429,0.006807187408935392,0.18902447531816813,1.0,0.16726250302373377,0.8459890587085332,0.8928571428571429,0.6078306738548308,0.2400223646834022,2.2019777413393142,True,PhaseEquilibriumMulticomponent,RecursiveDecouple
ChemicalEquilibriumNetwork_MonotonicFake_Adversarial,adversarial,equilibrium_systems,-1.0,0.0,0.0,0.9999999800796807,0.342285318587667,0.7421500761181312,1.0,0.8017837257372733,9.204896524248387e-17,-2.4345015519340416,True,ChemicalEquilibriumNetwork,MonotonicFake
ChemicalEquilibriumNetwork_OrderPreserve_Adversarial,adversarial,equilibrium_systems,0.4642857142857144,0.2939341076002517,0.05775978607919022,1.0,0.342285318587667,0.5954596181754283,0.4642857142857144,0.6078306738548308,0.3615192302042887,1.1522088447491206,True,ChemicalEquilibriumNetwork,OrderPreserve
ChemicalEquilibriumNetwork_MirroredRecursion_Adversarial,adversarial,equilibrium_systems,-1.0,0.0,0.0,1.0,0.5138071090291234,0.7370987697514891,1.0,0.8017837257372733,0.3615192302042887,-2.4345015519340416,True,ChemicalEquilibriumNetwork,MirroredRecursion
ChemicalEquilibriumNetwork_StaticScale_Adversarial,adversarial,equilibrium_systems,0.0,1.0,0.0,0.9999999800796817,0.0,0.49789601696372426,0.0,0.0,0.8598109033959204,0.01495920677641025,True,ChemicalEquilibriumNetwork,StaticScale
ChemicalEquilibriumNetwork_SyntheticInvert_Adversarial,adversarial,equilibrium_systems,-1.0,0.0,0.0,1.0,0.3860237025757703,0.730377712015971,1.0,0.8017837257372733,0.12930082338159313,-2.4345015519340416,True,ChemicalEquilibriumNetwork,SyntheticInvert
ChemicalEquilibriumNetwork_PseudoDepth_Adversarial,adversarial,equilibrium_systems,0.07559289460184546,0.8720358604209588,0.2246701130882902,1.0,0.21000924784030775,0.5764639291734537,0.07559289460184546,0.5345224838248488,0.06323829739788252,0.20012103574096585,True,ChemicalEquilibriumNetwork,PseudoDepth
ChemicalEquilibriumNetwork_RecursiveDecouple_Adversarial,adversarial,equilibrium_systems,0.8928571428571429,0.006807187408935392,0.21185704832838442,1.0,0.20567626785593082,0.8212854523884091,0.8928571428571429,0.5855400437691199,0.36151923020428867,2.2019777413393142,True,ChemicalEquilibriumNetwork,RecursiveDecouple
FerromagneticMagnetization_MonotonicFake_Adversarial,adversarial,symmetry_breaking,-1.0,0.0,0.0,0.9999999800796807,0.342285318587667,0.7421500761181312,1.0,0.8017837257372733,9.204896524248387e-17,-2.4345015519340416,True,FerromagneticMagnetization,MonotonicFake
FerromagneticMagnetization_OrderPreserve_Adversarial,adversarial,symmetry_breaking,0.21428571428571433,0.6445115810207203,0.2738926985924355,1.0,0.5398443688478491,0.5550114766020491,0.21428571428571433,0.12156613477096614,0.2400223646834027,0.5398436550715072,True,FerromagneticMagnetization,OrderPreserve
FerromagneticMagnetization_MirroredRecursion_Adversarial,adversarial,symmetry_breaking,-1.0,0.0,0.0,1.0,0.5398443688478491,0.7357762703373272,1.0,0.8509629433967634,0.2400223646834027,-2.4345015519340416,True,FerromagneticMagnetization,MirroredRecursion
FerromagneticMagnetization_StaticScale_Adversarial,adversarial,symmetry_breaking,0.0,1.0,0.0,0.9999999800796817,0.0,0.49789601696372426,0.0,0.0,0.8598109033959204,0.01495920677641025,True,FerromagneticMagnetization,StaticScale
FerromagneticMagnetization_SyntheticInvert_Adversarial,adversarial,symmetry_breaking,-1.0,0.0,0.0,1.0,0.342285318587667,0.7405300864984441,1.0,0.8017837257372733,0.11174713108659859,-2.4345015519340416,True,FerromagneticMagnetization,SyntheticInvert
FerromagneticMagnetization_PseudoDepth_Adversarial,adversarial,symmetry_breaking,0.07559289460184546,0.8720358604209588,0.2246701130882902,1.0,0.21000924784030775,0.5764639291734537,0.07559289460184546,0.5345224838248488,0.06323829739788252,0.20012103574096585,True,FerromagneticMagnetization,PseudoDepth
FerromagneticMagnetization_RecursiveDecouple_Adversarial,adversarial,symmetry_breaking,0.8928571428571429,0.006807187408935392,0.18902447531816813,1.0,0.16726250302373377,0.8459890587085332,0.8928571428571429,0.6078306738548308,0.2400223646834022,2.2019777413393142,True,FerromagneticMagnetization,RecursiveDecouple
CrystallizationFromLiquid_MonotonicFake_Adversarial,adversarial,symmetry_breaking,-1.0,0.0,0.0,0.9999999800796807,0.342285318587667,0.7421500761181312,1.0,0.8017837257372733,9.204896524248387e-17,-2.4345015519340416,True,CrystallizationFromLiquid,MonotonicFake
CrystallizationFromLiquid_OrderPreserve_Adversarial,adversarial,symmetry_breaking,0.7142857142857144,0.07134356146753759,0.4851712372597816,1.0,0.16726250302373377,0.627588884306082,0.7142857142857144,0.5855400437691199,0.4490202344459585,1.7645740344267336,True,CrystallizationFromLiquid,OrderPreserve
CrystallizationFromLiquid_MirroredRecursion_Adversarial,adversarial,symmetry_breaking,-1.0,0.0,0.0,1.0,0.5398443688478491,0.7381990200405268,1.0,0.8509629433967634,0.4490202344459592,-2.4345015519340416,True,CrystallizationFromLiquid,MirroredRecursion
CrystallizationFromLiquid_StaticScale_Adversarial,adversarial,symmetry_breaking,0.0,1.0,0.0,0.9999999800796817,0.0,0.49789601696372426,0.0,0.0,0.8598109033959204,0.01495920677641025,True,CrystallizationFromLiquid,StaticScale
CrystallizationFromLiquid_SyntheticInvert_Adversarial,adversarial,symmetry_breaking,-1.0,0.0,0.0,1.0,0.342285318587667,0.7382909830745288,1.0,0.8017837257372733,0.17674084878223015,-2.4345015519340416,True,CrystallizationFromLiquid,SyntheticInvert
CrystallizationFromLiquid_PseudoDepth_Adversarial,adversarial,symmetry_breaking,0.07559289460184546,0.8720358604209588,0.21689715876113036,1.0,0.21000924784030775,0.5745456615796165,0.07559289460184546,0.5345224838248488,0.011773310411110922,0.20012103574096585,True,CrystallizationFromLiquid,PseudoDepth
CrystallizationFromLiquid_RecursiveDecouple_Adversarial,adversarial,symmetry_breaking,0.8928571428571429,0.006807187408935392,0.20129051168681286,1.0,0.16726250302373377,0.8198334476120632,0.8928571428571429,0.5855400437691199,0.4490202344459585,2.2019777413393142,True,CrystallizationFromLiquid,RecursiveDecouple
SuperconductorCoherence_MonotonicFake_Adversarial,adversarial,field_coherence_structures,-1.0,0.0,0.0,0.9999999800796807,0.342285318587667,0.7421500761181312,1.0,0.8017837257372733,9.204896524248387e-17,-2.4345015519340416,True,SuperconductorCoherence,MonotonicFake
SuperconductorCoherence_OrderPreserve_Adversarial,adversarial,field_coherence_structures,0.21428571428571433,0.6445115810207203,0.09387470670157497,1.0,0.20567626785593082,0.7044178240801808,0.21428571428571433,0.6078306738548308,0.0,0.5398436550715072,True,SuperconductorCoherence,OrderPreserve
SuperconductorCoherence_MirroredRecursion_Adversarial,adversarial,field_coherence_structures,-1.0,0.0,0.0,1.0,0.342285318587667,0.7436324583784302,1.0,0.8017837257372733,0.0,-2.4345015519340416,True,SuperconductorCoherence,MirroredRecursion
SuperconductorCoherence_StaticScale_Adversarial,adversarial,field_coherence_structures,0.0,1.0,0.0,0.9999999800796817,0.0,0.49789601696372426,0.0,0.0,0.0,0.01495920677641025,True,SuperconductorCoherence,StaticScale
SuperconductorCoherence_SyntheticInvert_Adversarial,adversarial,field_coherence_structures,-1.0,0.0,0.0,1.0,0.342285318587667,0.7436324583784302,1.0,0.8017837257372733,1.2638995024784136e-16,-2.4345015519340416,True,SuperconductorCoherence,SyntheticInvert
SuperconductorCoherence_PseudoDepth_Adversarial,adversarial,field_coherence_structures,0.07559289460184546,0.8720358604209588,0.24151722650944613,1.0,0.21000924784030775,0.5735939941783371,0.07559289460184546,0.5345224838248488,0.23419538484750407,0.20012103574096585,True,SuperconductorCoherence,PseudoDepth
SuperconductorCoherence_RecursiveDecouple_Adversarial,adversarial,field_coherence_structures,0.8928571428571429,0.006807187408935392,0.1945742425327815,1.0,0.342285318587667,0.8716242084072237,0.8928571428571429,0.8017837257372733,1.2638995024784136e-16,2.2019777413393142,True,SuperconductorCoherence,RecursiveDecouple
LaserOpticalCoherence_MonotonicFake_Adversarial,adversarial,field_coherence_structures,-1.0,0.0,0.0,0.9999999800796807,0.342285318587667,0.7421500761181312,1.0,0.8017837257372733,9.204896524248387e-17,-2.4345015519340416,True,LaserOpticalCoherence,MonotonicFake
LaserOpticalCoherence_OrderPreserve_Adversarial,adversarial,field_coherence_structures,-0.07142857142857144,0.8790481931481541,0.259400265184155,1.0,0.2995190852789272,0.556674382770953,0.07142857142857144,0.5345224838248488,0.2400223646834028,-0.16000227598862207,True,LaserOpticalCoherence,OrderPreserve
LaserOpticalCoherence_MirroredRecursion_Adversarial,adversarial,field_coherence_structures,-1.0,0.0,0.0,1.0,0.5398443688478491,0.7357762703373272,1.0,0.8509629433967634,0.2400223646834027,-2.4345015519340416,True,LaserOpticalCoherence,MirroredRecursion
LaserOpticalCoherence_StaticScale_Adversarial,adversarial,field_coherence_structures,0.0,1.0,0.0,0.9999999800796817,0.0,0.49789601696372426,0.0,0.0,0.8598109033959204,0.01495920677641025,True,LaserOpticalCoherence,StaticScale
LaserOpticalCoherence_SyntheticInvert_Adversarial,adversarial,field_coherence_structures,-1.0,0.0,0.0,1.0,0.342285318587667,0.7405300864984441,1.0,0.8017837257372733,0.11174713108659859,-2.4345015519340416,True,LaserOpticalCoherence,SyntheticInvert
LaserOpticalCoherence_PseudoDepth_Adversarial,adversarial,field_coherence_structures,0.07559289460184546,0.8720358604209588,0.2246701130882902,1.0,0.21000924784030775,0.5764639291734537,0.07559289460184546,0.5345224838248488,0.06323829739788252,0.20012103574096585,True,LaserOpticalCoherence,PseudoDepth
LaserOpticalCoherence_RecursiveDecouple_Adversarial,adversarial,field_coherence_structures,0.8928571428571429,0.006807187408935392,0.18902447531816813,1.0,0.16726250302373377,0.8459890587085332,0.8928571428571429,0.6078306738548308,0.2400223646834022,2.2019777413393142,True,LaserOpticalCoherence,RecursiveDecouple
