domain,sys_idx,process_regime,dominant_operator,operator_continuity,operator_rupture,operator_curvature,transition_smoothness,recursive_closure,operator_reversibility,compositional_stability,operator_neighborhood_entropy
graph_diffusion,10,CL,op_synchronization,1.0,0.0,0.0,1.0,0.003,0.003,0.00163,0.0
graph_diffusion,11,CL,op_synchronization,1.0,0.0,0.0,0.9999,0.0015,0.0015,0.000531,0.0
graph_diffusion,12,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,13,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,14,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,15,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,16,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,17,CL,op_synchronization,0.9,0.1,0.034929,1.0,0.0005,0.0005,0.0,0.469
graph_diffusion,18,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,19,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0009,0.0009,1e-06,0.0
graph_diffusion,20,CL,op_synchronization,0.9667,0.0333,0.012506,1.0,0.0005,0.0005,1e-06,0.2108
graph_diffusion,21,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,22,CL,op_synchronization,0.9667,0.0333,0.012506,1.0,0.002,0.002,0.000883,0.2108
graph_diffusion,23,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,24,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,25,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,0.0,0.0
graph_diffusion,26,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,27,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0015,0.0015,0.000759,0.0
graph_diffusion,28,RG,op_synchronization,1.0,0.0,0.0,1.0,0.001,0.001,0.0004,0.0
graph_diffusion,29,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,30,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0017,0.0017,3e-06,0.0
graph_diffusion,31,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0015,0.0015,0.000732,0.0
graph_diffusion,32,CL,op_synchronization,0.9667,0.0333,0.012506,1.0,0.0005,0.0005,1e-06,0.2108
graph_diffusion,33,CL,op_synchronization,0.9333,0.0667,0.024149,1.0,0.003,0.003,0.001553,0.3534
graph_diffusion,34,CL,op_synchronization,1.0,0.0,0.0,1.0,0.001,0.001,0.000389,0.0
graph_diffusion,35,CL,op_synchronization,0.9,0.1,0.034929,1.0,0.0005,0.0005,0.0,0.469
graph_diffusion,36,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0014,0.0014,1e-06,0.0
graph_diffusion,37,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,38,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,39,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0015,0.0015,0.000817,0.0
graph_diffusion,40,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,41,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,42,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,0.0,0.0
graph_diffusion,43,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,44,RG,op_synchronization,1.0,0.0,0.0,1.0,0.001,0.001,0.000554,0.0
graph_diffusion,45,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,46,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,47,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,48,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,49,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,0.0,0.0
graph_diffusion,50,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
graph_diffusion,51,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,0.0,0.0
graph_diffusion,52,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,53,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,54,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,55,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,56,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,0.0,0.0
graph_diffusion,57,CL,op_synchronization,1.0,0.0,0.0,1.0,0.001,0.001,0.00055,0.0
graph_diffusion,58,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,59,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,60,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,61,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,62,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,63,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0031,0.0031,4e-06,0.0
graph_diffusion,64,CL,op_synchronization,1.0,0.0,0.0,1.0,0.003,0.003,0.001507,0.0
graph_diffusion,65,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,66,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,67,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0025,0.0025,0.001156,0.0
graph_diffusion,68,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,69,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,70,CL,op_synchronization,0.9667,0.0333,0.012506,1.0,0.0005,0.0005,1e-06,0.2108
graph_diffusion,71,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,0.0,0.0
graph_diffusion,72,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,73,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,74,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,75,CL,op_synchronization,1.0,0.0,0.0,1.0,0.002,0.002,0.00075,0.0
graph_diffusion,76,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,77,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,78,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0021,0.0021,2e-06,0.0
graph_diffusion,79,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,80,CL,op_synchronization,1.0,0.0,0.0,0.9999,0.002,0.002,0.000624,0.0
graph_diffusion,81,CL,op_synchronization,1.0,0.0,0.0,1.0,0.002,0.002,0.001103,0.0
graph_diffusion,82,CL,op_synchronization,1.0,0.0,0.0,1.0,0.001,0.001,0.000389,0.0
graph_diffusion,83,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,84,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,85,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,86,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,87,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,88,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,0.0,0.0
graph_diffusion,89,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,0.0,0.0
graph_diffusion,90,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,91,CL,op_synchronization,0.9667,0.0333,0.012506,1.0,0.0005,0.0005,1e-06,0.2108
graph_diffusion,92,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,93,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,0.0,0.0
graph_diffusion,94,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,95,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,96,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0025,0.0025,0.001246,0.0
graph_diffusion,97,CL,op_synchronization,0.9667,0.0333,0.012506,1.0,0.0005,0.0005,1e-06,0.2108
graph_diffusion,98,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0004,0.0004,0.0,0.0
graph_diffusion,99,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,0.0,0.0
graph_diffusion,100,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,101,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,102,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0003,0.0003,1e-06,0.0
graph_diffusion,103,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,104,CL,op_synchronization,0.9333,0.0667,0.024149,1.0,0.0005,0.0005,0.0,0.3534
graph_diffusion,105,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,106,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0025,0.0025,0.001082,0.0
graph_diffusion,107,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,108,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,0.0,0.0
graph_diffusion,109,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,110,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,111,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,0.0,0.0
graph_diffusion,112,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,113,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,114,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,115,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,116,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,117,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,118,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,119,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,120,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,121,CL,op_synchronization,0.9667,0.0333,0.012506,1.0,0.0005,0.0005,1e-06,0.2108
graph_diffusion,122,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,123,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,124,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,125,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,126,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,127,CL,op_synchronization,0.9667,0.0333,0.012506,1.0,0.0005,0.0005,1e-06,0.2108
graph_diffusion,128,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,0.0,0.0
graph_diffusion,129,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,130,CL,op_synchronization,1.0,0.0,0.0,1.0,0.001,0.001,0.000438,0.0
graph_diffusion,131,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,0.0,0.0
graph_diffusion,132,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,133,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0015,0.0015,0.000735,0.0
graph_diffusion,134,CL,op_synchronization,0.9333,0.0667,0.024149,1.0,0.0005,0.0005,0.0,0.3534
graph_diffusion,135,CL,op_synchronization,0.9667,0.0333,0.012506,1.0,0.0005,0.0005,1e-06,0.2108
graph_diffusion,136,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,137,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,138,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,0.0,0.0
graph_diffusion,139,CL,op_synchronization,0.9667,0.0333,0.012506,1.0,0.0025,0.0025,0.001595,0.2108
graph_diffusion,140,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,141,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,142,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,143,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,144,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,145,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,146,CL,op_synchronization,0.9,0.1,0.034929,1.0,0.0005,0.0005,1e-06,0.469
graph_diffusion,147,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,148,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,149,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,150,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,151,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,152,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0003,0.0003,0.0,0.0
graph_diffusion,153,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,154,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,155,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,156,CL,op_synchronization,0.9667,0.0333,0.012506,1.0,0.0005,0.0005,1e-06,0.2108
graph_diffusion,157,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,158,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,159,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,0.0,0.0
graph_diffusion,160,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,161,RG,op_synchronization,1.0,0.0,0.0,1.0,0.003,0.003,0.001293,0.0
graph_diffusion,162,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,163,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,164,CL,op_synchronization,0.9667,0.0333,0.012506,1.0,0.0005,0.0005,1e-06,0.2108
graph_diffusion,165,CL,op_synchronization,0.9667,0.0333,0.012506,1.0,0.0005,0.0005,1e-06,0.2108
graph_diffusion,166,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,167,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,0.0,0.0
graph_diffusion,168,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0023,0.0023,3e-06,0.0
graph_diffusion,169,CL,op_synchronization,1.0,0.0,0.0,1.0,0.002,0.002,0.000788,0.0
graph_diffusion,170,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,171,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0025,0.0025,0.001181,0.0
graph_diffusion,172,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,173,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,174,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
graph_diffusion,175,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,176,CL,op_synchronization,1.0,0.0,0.0,0.9999,0.0005,0.0005,0.0,0.0
graph_diffusion,177,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,0.0,0.0
graph_diffusion,178,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,0.0,0.0
graph_diffusion,179,CL,op_synchronization,1.0,0.0,0.0,1.0,0.003,0.003,0.001553,0.0
graph_diffusion,180,CL,op_synchronization,0.9,0.1,0.034929,1.0,0.0005,0.0005,0.0,0.469
graph_diffusion,181,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,182,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,183,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,184,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,0.0,0.0
graph_diffusion,185,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,186,CL,op_synchronization,1.0,0.0,0.0,1.0,0.002,0.002,0.000887,0.0
graph_diffusion,187,CL,op_synchronization,0.9,0.1,0.034929,1.0,0.0005,0.0005,0.0,0.469
graph_diffusion,188,CL,op_synchronization,0.9333,0.0667,0.024149,1.0,0.0005,0.0005,0.0,0.3534
graph_diffusion,189,CL,op_synchronization,1.0,0.0,0.0,0.9999,0.0007,0.0007,3e-06,0.0
graph_diffusion,190,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,191,CL,op_synchronization,1.0,0.0,0.0,1.0,0.002,0.002,0.001236,0.0
graph_diffusion,192,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,193,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,194,CL,op_synchronization,1.0,0.0,0.0,0.9999,0.0005,0.0005,0.0,0.0
graph_diffusion,195,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0034,0.0034,6e-06,0.0
graph_diffusion,196,RG,op_synchronization,1.0,0.0,0.0,1.0,0.002,0.002,0.001041,0.0
graph_diffusion,197,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,198,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,199,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0015,0.0015,0.000645,0.0
graph_diffusion,200,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,201,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,202,CL,op_synchronization,0.9667,0.0333,0.012506,1.0,0.002,0.002,0.001274,0.2108
graph_diffusion,203,CL,op_synchronization,0.9667,0.0333,0.012506,1.0,0.0005,0.0005,1e-06,0.2108
graph_diffusion,204,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,205,CL,op_synchronization,1.0,0.0,0.0,1.0,0.001,0.001,0.000378,0.0
graph_diffusion,206,CL,op_synchronization,0.8667,0.1333,0.044847,1.0,0.001,0.001,0.000346,0.5665
graph_diffusion,207,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0012,0.0012,1e-06,0.0
graph_diffusion,208,CL,op_synchronization,0.9667,0.0333,0.012506,1.0,0.0015,0.0015,0.000701,0.2108
graph_diffusion,209,CL,op_synchronization,0.9,0.1,0.034929,1.0,0.0005,0.0005,0.0,0.469
graph_diffusion,210,CL,op_synchronization,0.8667,0.1333,0.044847,1.0,0.003,0.003,0.001286,0.5665
graph_diffusion,211,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,212,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0028,0.0028,5e-06,0.0
graph_diffusion,213,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,214,CL,op_synchronization,1.0,0.0,0.0,0.9999,0.0015,0.0015,4e-06,0.0
graph_diffusion,215,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,216,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,217,CL,op_synchronization,1.0,0.0,0.0,1.0,0.002,0.002,0.00118,0.0
graph_diffusion,218,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,219,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,220,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,221,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,222,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,223,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,224,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,225,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0002,0.0002,0.0,0.0
graph_diffusion,226,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,227,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0025,0.0025,0.001313,0.0
graph_diffusion,228,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0025,0.0025,0.001381,0.0
graph_diffusion,229,CL,op_synchronization,0.9667,0.0333,0.012506,1.0,0.0005,0.0005,1e-06,0.2108
graph_diffusion,230,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0019,0.0019,3e-06,0.0
graph_diffusion,231,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0007,0.0007,1e-06,0.0
graph_diffusion,232,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,233,CL,op_synchronization,0.9,0.1,0.034929,1.0,0.0005,0.0005,0.0,0.469
graph_diffusion,234,CL,op_synchronization,1.0,0.0,0.0,1.0,0.001,0.001,0.000394,0.0
graph_diffusion,235,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,236,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,237,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,238,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,239,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,240,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,241,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,242,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,243,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,244,CL,op_synchronization,0.9,0.1,0.034929,1.0,0.0015,0.0015,0.000696,0.469
graph_diffusion,245,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,246,CL,op_synchronization,1.0,0.0,0.0,1.0,0.001,0.001,0.000379,0.0
graph_diffusion,247,CL,op_synchronization,0.9667,0.0333,0.012506,1.0,0.0005,0.0005,1e-06,0.2108
graph_diffusion,248,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0004,0.0004,0.0,0.0
graph_diffusion,249,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,250,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,251,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,252,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,253,CL,op_synchronization,1.0,0.0,0.0,0.9999,0.002,0.002,0.000526,0.0
graph_diffusion,254,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,255,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,256,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,257,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0025,0.0025,0.001289,0.0
graph_diffusion,258,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,0.0,0.0
graph_diffusion,259,CL,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,260,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
graph_diffusion,261,RG,op_synchronization,1.0,0.0,0.0,1.0,0.0005,0.0005,1e-06,0.0
