domain_a,domain_b,observer_level_a,observer_level_b,base_co_stabilization,fail_synchronization,fail_closure_compatibility,fail_temporal_alignment,fail_recursive_alignment,fail_continuity_transfer,fail_all,fail_synchronization_collapse,fail_closure_compatibility_collapse,fail_temporal_alignment_collapse,fail_recursive_alignment_collapse,fail_continuity_transfer_collapse,fail_all_collapse
gray_scott,gray_scott,3,3,0.8977277822436563,0.014992054053241884,0.015044907776421392,0.14300869825897145,0.8977277822436563,0.09181261132131545,0.008977277822436564,0.9832999998999999,0.9832411249,0.8406992619727605,0.0,0.8977277821436563,0.99
kuramoto,population,3,3,0.8418404389405658,0.05505636479089705,0.5700113567042645,0.013552616816788406,0.2805854182988905,0.13314511438910534,0.008418404389405658,0.9345999999,0.3228985798999999,0.983901204800943,0.6667000000000001,0.8418404388405658,0.99
gray_scott,population,3,3,0.7353978589898387,0.35152017667068264,0.3442823909425047,0.0842394102800456,0.6373693243864932,0.1945878480565398,0.007353978589898387,0.5219999999,0.5318419998999999,0.8854505635959302,0.13329999999999997,0.7353978588898387,0.99
gray_scott,kuramoto,3,3,0.965195472651101,0.01853175317142068,0.019691676830679145,0.03393487118608178,0.7721563781208808,0.03359317232143834,0.00965195472651101,0.9807999999,0.9795982499,0.9648414521745808,0.19999999999999996,0.9651954725511009,0.99
kuramoto,coupled_map_lattice,3,3,0.8095986621527103,0.219320277658129,0.34316326940980313,0.06941993176770893,0.8095986621527103,0.15414866847421185,0.008095986621527104,0.7290999999000001,0.5761316249,0.9142538951545172,0.0,0.8095986620527102,0.99
gray_scott,gray_scott,3,3,0.819696056181155,0.1642670897406731,0.14780752735687105,0.1066467133978645,0.765022329233872,0.14779443174418538,0.00819696056181155,0.7995999999,0.8196800798999999,0.8698948072353598,0.06669999999999998,0.819696056081155,0.99
gray_scott,kuramoto,3,3,0.7164344529115578,0.40020028546803965,0.2886308508235334,0.07701204704685516,0.21493033587346735,0.2031561276645181,0.007164344529115578,0.4413999999,0.5971287399,0.8925064997448383,0.7,0.7164344528115578,0.99
coupled_map_lattice,gray_scott,3,3,0.8015413426635575,0.3945186489391572,0.34196605570139965,0.019626463027836123,0.6946958816865053,0.15907281874481316,0.008015413426635575,0.5077999998999998,0.5733644199000001,0.975514097672596,0.13329999999999997,0.8015413425635575,0.99
coupled_map_lattice,gray_scott,3,3,0.9169308418159052,0.11223233512995984,0.10536371622561792,0.05441577160543013,0.9169308418159052,0.0761686732343737,0.009169308418159052,0.8775999999,0.8850908799,0.9406544429265088,0.0,0.9169308417159052,0.99
kuramoto,gray_scott,3,3,0.880204552087632,0.12138020782090485,0.3471424430534644,0.010873301636255363,0.821494908463387,0.10544449865986355,0.008802045520876321,0.8620999999000001,0.6056116249000001,0.9876468468488756,0.06669999999999998,0.880204551987632,0.99
gray_scott,kuramoto,3,3,0.839436025297218,0.16209509656883644,0.3646391524391977,0.0490605583546053,0.5036616151783307,0.13478318481437002,0.00839436025297218,0.8068999998999999,0.5656141249000001,0.9415553337286966,0.4,0.8394360251972179,0.99
kuramoto,population,3,3,0.8867964361436675,0.068283325671742,0.37582622747073935,0.01927767741123522,0.17735928722873343,0.10038851707523735,0.008867964361436676,0.9229999999,0.5761978598999999,0.9782614401394458,0.8,0.8867964360436675,0.99
kuramoto,kuramoto,3,3,0.8387572527162879,0.2354391609213378,0.26668291471666833,0.05803184781397926,0.8387572527162879,0.1352435238159888,0.008387572527162879,0.7192999998999999,0.6820499449,0.9308121060938132,0.0,0.8387572526162879,0.99
gray_scott,kuramoto,3,3,0.8708856268300711,0.13446474086965152,0.288082695065963,0.029734246918069612,0.8708856268300711,0.11244385189795382,0.00870885626830071,0.8455999999,0.6692071998999999,0.9658574604953591,0.0,0.8708856267300711,0.99
kuramoto,kuramoto,3,3,0.8209566944317641,0.12503170464405333,0.5232565794871346,0.02888190592548894,0.8209566944317641,0.14698680038153086,0.008209566944317641,0.8476999999,0.36262584489999994,0.96481920895294,0.0,0.8209566943317641,0.99
population,kuramoto,3,3,0.7854825141202244,0.17744050001830694,0.43023987424234167,0.05071913902777836,0.5498377598841571,0.16849973421014414,0.007854825141202244,0.7740999999,0.4522604049000001,0.935429321320302,0.30000000000000004,0.7854825140202244,0.99
population,kuramoto,3,3,0.8125352393624844,0.1467438643101182,0.4727832332708443,0.04736050786949274,0.4604637201467199,0.15232172423788812,0.008125352393624843,0.8193999999,0.4181381799,0.9417126721708072,0.4333,0.8125352392624844,0.99
branching,population,3,3,0.7225891491112666,0.06893500489747377,0.5041861597629388,0.11890225391960797,0.6021335379544185,0.20045407077018124,0.007225891491112666,0.9045999999,0.3022505798999998,0.8354497101626155,0.16669999999999996,0.7225891490112666,0.99
coupled_map_lattice,gray_scott,3,3,0.8209221922024433,0.16607255956464653,0.21780080016708506,0.11705712447953984,0.5198900243218073,0.14700894663407024,0.008209221922024433,0.7976999999,0.7346876449,0.8574077719040722,0.3667,0.8209221921024433,0.99
gray_scott,kuramoto,3,3,0.875073498181216,0.22244368332517245,0.19417109118566522,0.04332819357907533,0.875073498181216,0.10931987104961267,0.00875073498181216,0.7457999999,0.7781088199,0.9504862235353599,0.0,0.875073498081216,0.99
kuramoto,kuramoto,3,3,0.7901545041083118,0.30207606699962314,0.37571022942181237,0.050421840900646775,0.7901545041083118,0.16581036382467515,0.007901545041083117,0.6176999998999999,0.5245104249,0.9361873650805196,0.0,0.7901545040083118,0.99
kuramoto,kuramoto,3,3,0.8208649084099715,0.18912727497974396,0.32719129382266027,0.07296999478777703,0.6019402373370321,0.1470457106331471,0.008208649084099715,0.7695999998999999,0.6014066498999999,0.9111059639166192,0.26670000000000005,0.8208649083099715,0.99
population,gray_scott,3,3,0.8115179463123222,0.045607308663904327,0.5845532401528418,0.025216564525219618,0.6492143570498579,0.15295656920650494,0.008115179463123222,0.9437999999,0.2796792199,0.9689266705193544,0.19999999999999984,0.8115179462123222,0.99
kuramoto,gray_scott,3,3,0.8543236226252979,0.16975410390107915,0.4264947170689725,0.008675010568512555,0.5695775592042861,0.12445477053511783,0.008543236226252979,0.8012999998999999,0.5007808449,0.9898457559421632,0.33330000000000004,0.8543236225252979,0.99
gray_scott,branching,3,3,0.660950861246678,0.23450536563641644,0.25030555460272497,0.04155343486347551,0.660950861246678,0.22409482033004768,0.0066095086124667805,0.6451999999,0.6212947599,0.9371308257544322,0.0,0.660950861146678,0.99
coupled_map_lattice,kuramoto,3,3,0.8127936305782111,0.21685334071954604,0.43964816215765795,0.03476640695923379,0.7857276026799567,0.152160144750981,0.00812793630578211,0.7331999999000001,0.4590900499,0.9572260341970182,0.033299999999999996,0.8127936304782111,0.99
kuramoto,population,3,3,0.8191537785264161,0.06274717951703886,0.371442184553436,0.06443575361733643,0.38229906843827843,0.14814086573422672,0.008191537785264161,0.9233999999,0.5465537799,0.9213386359112564,0.5333,0.8191537784264161,0.99
kuramoto,branching,3,3,0.7595444382773456,0.02240656100513612,0.4839800565416814,0.10275969820226155,0.7595444382773456,0.18263668463525157,0.007595444382773457,0.9704999999,0.36280218490000005,0.8647087740707817,0.0,0.7595444381773456,0.99
branching,branching,3,3,0.7223008475754795,0.10733390602194631,0.3989899595123303,0.08599046963622833,0.6018932962846472,0.20058233323945351,0.007223008475754795,0.8513999999,0.44761249989999996,0.8809492333771041,0.16669999999999985,0.7223008474754795,0.99
kuramoto,gray_scott,3,3,0.86859225657196,0.25831933719136013,0.2430564861744131,0.02310763968149144,0.86859225657196,0.11413974848204961,0.0086859225657196,0.7025999999,0.7201719399,0.9733964475199336,0.0,0.86859225647196,0.99
kuramoto,gray_scott,3,3,0.8344582003955836,0.1114001698362563,0.49038656390171165,0.01320895768410127,0.8344582003955836,0.13813771227159347,0.008344582003955837,0.8664999998999999,0.41232938490000004,0.9841706179197,0.0,0.8344582002955836,0.99
coupled_map_lattice,coupled_map_lattice,3,3,0.7385366858804259,0.3400222902532017,0.311527971828794,0.10465032857772934,0.6892762889322015,0.1931002495630367,0.007385366858804259,0.5395999999000001,0.5781821299000001,0.858300433034043,0.06669999999999998,0.7385366857804259,0.99
kuramoto,gray_scott,3,3,0.8489007665520093,0.10135875161119993,0.3156737841343154,0.02535695112815417,0.6508522177154256,0.1282682551843104,0.008489007665520094,0.8805999999,0.6281381799,0.9701296639993072,0.23329999999999995,0.8489007664520093,0.99
kuramoto,branching,3,3,0.6836178838291831,0.1083534346552873,0.3892948278544946,0.19459136717416337,0.6836178838291831,0.2162844728064544,0.006836178838291831,0.8414999999,0.43053738490000004,0.7153506779486385,0.0,0.6836178837291831,0.99
population,population,3,3,0.7893174714289437,0.15786349436472047,0.4972700070791663,0.01488436284508237,0.4735904828573662,0.1662954008048941,0.007893174714289438,0.7999999999,0.3699999999,0.981142742453,0.4,0.7893174713289437,0.99
kuramoto,coupled_map_lattice,3,3,0.8508390126426795,0.14549347124698214,0.20534787719725311,0.09457286267357784,0.7374221722574104,0.12691198729299372,0.008508390126426795,0.8289999999,0.7586524899,0.8888475243044657,0.13329999999999997,0.8508390125426795,0.99
gray_scott,gray_scott,3,3,0.777115385056461,0.2718349617704616,0.2254445537345159,0.1229186005695422,0.46626923103387663,0.17320706344272088,0.00777115385056461,0.6501999999,0.7098956499,0.8418270916607685,0.4,0.777115384956461,0.99
population,branching,3,3,0.6467271689639086,0.19330675086798504,0.359502307478393,0.18497165597915383,0.452709018274736,0.22847113795250934,0.0064672716896390856,0.7010999998999999,0.44412060489999994,0.7139881160776216,0.30000000000000004,0.6467271688639086,0.99
kuramoto,gray_scott,3,3,0.85349105113255,0.04514967669026095,0.5326491661327439,0.01580718048325505,0.85349105113255,0.12504407685455404,0.0085349105113255,0.9470999999,0.37591710489999997,0.98147938345425,0.0,0.85349105103255,0.99
gray_scott,gray_scott,3,3,0.9056332846581944,0.1803115870660099,0.16415452324690474,0.009695266987074022,0.7849123678132571,0.08546163846796757,0.009056332846581944,0.8008999998999999,0.8187406249,0.9892944891146164,0.13329999999999997,0.9056332845581944,0.99
branching,kuramoto,3,3,0.7460548282220336,0.10847637209808916,0.4130800390880676,0.035295695684906106,0.7460548282220336,0.18945702158323102,0.0074605482822203365,0.8545999999,0.4463140998999999,0.952690212100066,0.0,0.7460548281220336,0.99
kuramoto,population,3,3,0.830443672550232,0.06303067482960695,0.3770127866544368,0.04892101206798648,0.3875680619791933,0.14080697935455944,0.00830443672550232,0.9240999999,0.5460104049,0.9410905113916352,0.5332999999999999,0.830443672450232,0.99
kuramoto,branching,3,3,0.7708539549215594,0.13274105111457796,0.4154783643776628,0.07696251479303115,0.7708539549215594,0.17663813518043528,0.007708539549215594,0.8277999999,0.46101545990000004,0.9001594085343148,0.0,0.7708539548215594,0.99
gray_scott,kuramoto,3,3,0.8388556369192839,0.08036237010075295,0.4283542323700002,0.05572256152960212,0.41942781845964194,0.13517685741191202,0.00838855636919284,0.9041999999,0.4893588199000001,0.93357312143214,0.5,0.8388556368192839,0.99
gray_scott,kuramoto,3,3,0.8581555735116186,0.09911696882640746,0.4277396777281819,0.027255426562435407,0.600708901458133,0.1217245852483791,0.008581555735116186,0.8844999999000001,0.5015592848999999,0.9682395274193644,0.30000000000000004,0.8581555734116186,0.99
coupled_map_lattice,gray_scott,3,3,0.7652357800444751,0.22972378124587503,0.48422863651715914,0.04706916351473387,0.7652357800444751,0.17964998106072239,0.0076523578004447515,0.6997999999,0.3672164199,0.9384906394314204,0.0,0.7652357799444751,0.99
gray_scott,kuramoto,3,3,0.7547232733756853,0.31200260128898066,0.25026179220676936,0.0507032943889421,0.578646333697138,0.1851160540762482,0.007547232733756854,0.5865999999,0.6684058899,0.932818695040158,0.23329999999999995,0.7547232732756853,0.99
kuramoto,gray_scott,3,3,0.8078185818485788,0.22279636495461994,0.3526024548234672,0.06694659465649037,0.5654730072940051,0.15524772074951165,0.008078185818485788,0.7241999999,0.5635128199,0.917126696314298,0.30000000000000016,0.8078185817485788,0.99
kuramoto,kuramoto,3,3,0.8175436526425404,0.1527171543953809,0.4483296489130805,0.04826111347749293,0.8175436526425404,0.14916602874818805,0.008175436526425404,0.8131999999,0.4516138099,0.9409681509709006,0.0,0.8175436525425404,0.99
gray_scott,gray_scott,3,3,0.8338934569526255,0.16669530212821917,0.4171301642728953,0.036250110345652786,0.6948834176786228,0.13851515948761456,0.008338934569526255,0.8000999999,0.49978002489999995,0.9565290864877092,0.16669999999999996,0.8338934568526255,0.99
gray_scott,kuramoto,3,3,0.7903795659575026,0.22399356907139428,0.47342571779657544,0.04365975063296067,0.7903795659575026,0.16567970775337038,0.007903795659575026,0.7165999998999999,0.4010147299,0.9447610331625044,0.0,0.7903795658575026,0.99
gray_scott,gray_scott,3,3,0.8292614049501428,0.09478457866872741,0.5278695442066557,0.028426837863512668,0.6634091239601143,0.14158692729318423,0.008292614049501427,0.8856999999,0.36344614489999993,0.965720293150238,0.19999999999999984,0.8292614048501428,0.99
kuramoto,gray_scott,3,3,0.9252903374710966,0.05496224613831218,0.053509420020738635,0.07905632619073301,0.9252903374710966,0.06912812894624983,0.009252903374710965,0.9405999999,0.9421701299,0.914560519018494,0.0,0.9252903373710966,0.99
kuramoto,population,3,3,0.8274429272036813,0.019444908872030774,0.5662182642949303,0.022627095665539238,0.6067638985184595,0.14278112950702898,0.008274429272036813,0.9764999999,0.3157011249,0.9726541917011644,0.26670000000000005,0.8274429271036813,0.99
gray_scott,gray_scott,3,3,0.7578605344343687,0.3171646337365694,0.25091778220796584,0.11648576944683464,0.7578605344343687,0.1835079448570078,0.007578605344343688,0.5814999998999999,0.6689129849000001,0.8462965622906145,0.0,0.7578605343343687,0.99
coupled_map_lattice,gray_scott,3,3,0.770481951770548,0.2775275991047996,0.23044670617075733,0.027308913598314524,0.667776707599534,0.17683951384344315,0.00770481951770548,0.6397999998999999,0.7009057699000001,0.9645560632075036,0.13329999999999997,0.770481951670548,0.99
kuramoto,gray_scott,3,3,0.8560500957850758,0.095449585765641,0.42929809291633636,0.03046465606774636,0.5992350670495531,0.12322832937704332,0.00856050095785076,0.8884999999,0.4985128849,0.9644125312084598,0.30000000000000004,0.8560500956850758,0.99
coupled_map_lattice,gray_scott,3,3,0.9582951024858916,0.04887305032261002,0.04762678754182709,0.03444271926731374,0.9582951024858916,0.039965599133275666,0.009582951024858916,0.9489999999,0.9503004999,0.9640583373764859,0.0,0.9582951023858916,0.99
branching,kuramoto,3,3,0.7599099975033192,0.25867336322612083,0.29712283333379536,0.005677753293518513,0.7599099975033192,0.1824467932738156,0.007599099975033192,0.6595999999,0.6090025998999999,0.9925283871614102,0.0,0.7599099974033192,0.99
kuramoto,gray_scott,3,3,0.8855797776730391,0.07013791848026271,0.15035882682560814,0.06245654758804728,0.8855797776730391,0.10132823513816773,0.00885579777673039,0.9207999998999999,0.8302142499,0.9294738326656928,0.0,0.8855797775730391,0.99
gray_scott,gray_scott,3,3,0.7493897531472,0.262286413676459,0.21638629129619294,0.07218588612422959,0.47458853066812173,0.18780475110011763,0.007493897531472,0.6499999998999999,0.7112499999,0.9036737748,0.3667,0.7493897530472,0.99
kuramoto,gray_scott,3,3,0.8007148926027882,0.23901339552200385,0.33181555895628484,0.07567460425217883,0.8007148926027882,0.15957055344696508,0.008007148926027882,0.7014999998999999,0.5856008649,0.9054911992379804,0.0,0.8007148925027882,0.99
gray_scott,coupled_map_lattice,3,3,0.843958304172052,0.14313532847197583,0.27703599757864095,0.021885611266286353,0.8158544926431226,0.131692685075482,0.00843958304172052,0.8303999999,0.6717420799,0.974067899849914,0.03330000000000011,0.843958304072052,0.99
gray_scott,population,3,3,0.7109896295972629,0.3549971221290123,0.26711862971833145,0.11452225197635933,0.5687917036778103,0.2054833762735088,0.0071098962959726284,0.5006999999,0.6243002448999999,0.8389255662684841,0.19999999999999996,0.7109896294972629,0.99
gray_scott,kuramoto,3,3,0.7983087907119045,0.26040832761005417,0.3438088444389128,0.0520216421165608,0.6918143980309365,0.16101186546383203,0.007983087907119045,0.6737999999,0.5693284999000001,0.934835188185552,0.13339999999999996,0.7983087906119045,0.99
population,population,3,3,0.8061462979876983,0.040307314979999585,0.490741558980626,0.00757703596136854,0.779301626264708,0.15627444430904205,0.008061462979876984,0.9499999999,0.3912499999,0.9906009170044168,0.033299999999999996,0.8061462978876983,0.99
coupled_map_lattice,gray_scott,3,3,0.8708479484652338,0.13837773909821038,0.19792196322028102,0.07535309790418983,0.8708479484652338,0.11247179920621207,0.008708479484652339,0.8410999999000001,0.7727250049000001,0.9134715790087228,0.0,0.8708479483652338,0.99
gray_scott,kuramoto,3,3,0.7939764397693664,0.04017520793172757,0.33232955762680283,0.016247596312541537,0.7939764397693664,0.16357785293992574,0.007939764397693665,0.9493999999,0.5814364999,0.9795364251396916,0.0,0.7939764396693664,0.99
coupled_map_lattice,gray_scott,3,3,0.762714087060856,0.27648385663583175,0.22637115763441146,0.022722431063146267,0.6610442992556439,0.1809813085360524,0.00762714087060856,0.6374999999,0.7032031248999999,0.970208454978578,0.13329999999999997,0.762714086960856,0.99
kuramoto,kuramoto,3,3,0.8092286554226589,0.2618663929756953,0.29734869847601847,0.07089103409345743,0.8092286554226589,0.15437763874641738,0.008092286554226589,0.6763999998999999,0.6325529299,0.9123967822710984,0.0,0.8092286553226589,0.99
kuramoto,gray_scott,3,3,0.7744963151392106,0.2909782656752511,0.37612697530637385,0.06871787476019975,0.7744963151392106,0.17465177305244484,0.007744963151392106,0.6242999999,0.5143592448999998,0.9112741101320176,0.0,0.7744963150392106,0.99
coupled_map_lattice,gray_scott,3,3,0.848507181936184,0.04412237354553233,0.42500706543050204,0.01624849292616188,0.7354011745840907,0.12854274422375025,0.00848507181936184,0.9479999999,0.4991119999,0.9808504945248844,0.13329999999999997,0.848507181836184,0.99
coupled_map_lattice,gray_scott,3,3,0.8378162583124469,0.017259015005017992,0.560917038291593,0.033741608407062654,0.41890812915622344,0.13588017570355979,0.008378162583124469,0.9793999999,0.3305011298999999,0.9597267204207448,0.5,0.8378162582124469,0.99
kuramoto,gray_scott,3,3,0.8616338191580604,0.013527651046944972,0.5594560428637487,0.007707070241966416,0.746691867682375,0.11922098092731868,0.008616338191580603,0.9842999998999999,0.35070324490000004,0.9910552834967674,0.13340000000000007,0.8616338190580604,0.99
kuramoto,kuramoto,3,3,0.8551895342630206,0.19472665703720876,0.27194682984328417,0.050842829099064804,0.8551895342630206,0.12384039483553749,0.008551895342630206,0.7722999999,0.6820040248999999,0.9405478820050344,0.0,0.8551895341630206,0.99
kuramoto,kuramoto,3,3,0.9141558238159562,0.014992155601997237,0.3442916609880988,0.011030317287871882,0.7922988525012893,0.07847495369074226,0.009141558238159563,0.9835999999,0.6233774899,0.9879338762599268,0.13329999999999997,0.9141558237159562,0.99
gray_scott,gray_scott,3,3,0.9399365469489488,0.1146722588217654,0.10767725103937127,0.019976554634002896,0.9399365469489488,0.05645583475262903,0.009399365469489489,0.8779999999,0.8854419999,0.9787469114815812,0.0,0.9399365468489488,0.99
gray_scott,branching,3,3,0.7982832460199587,0.000798283325848284,0.28814783361041246,0.17206313639395482,0.6652094289084316,0.16102710522362512,0.007982832460199587,0.9989999999,0.6390406099000001,0.7844585399332646,0.16669999999999996,0.7982832459199587,0.99
coupled_map_lattice,kuramoto,3,3,0.9366517854553316,0.09731812060247412,0.10359038586748104,0.03192252843057523,0.9366517854553316,0.059335218352336266,0.009366517854553317,0.8960999999,0.8894035249000001,0.9659184673255528,0.0,0.9366517853553316,0.99
gray_scott,gray_scott,3,3,0.8078579138752848,0.04410904217837633,0.04290486532911209,0.026565065014637037,0.7809562453432378,0.1552235049451435,0.008078579138752848,0.9453999999,0.9468905799,0.967116661781272,0.033299999999999996,0.8078579137752848,0.99
gray_scott,kuramoto,3,3,0.8452539130815042,0.16829005417905293,0.2291234812296071,0.08552838084117083,0.7325815664677398,0.13079973558643454,0.008452539130815043,0.8008999998999999,0.7289294048999999,0.8988133867025071,0.13329999999999997,0.8452539129815042,0.99
kuramoto,gray_scott,3,3,0.8043398425973491,0.15958102485174808,0.47127696676023173,0.05200943660976461,0.3753854045401828,0.15737726028825474,0.008043398425973491,0.8015999999,0.4140822798999999,0.9353389775622486,0.5333000000000001,0.8043398424973491,0.99
branching,population,3,3,0.7648780979049551,0.00351843932685064,0.4916249538756009,0.11852605678039128,0.2294634293714865,0.17983959332674085,0.0076487809790495515,0.9953999998999999,0.3572505799,0.8450392852076155,0.7,0.7648780978049551,0.99
gray_scott,kuramoto,3,3,0.8882407771416982,0.19621238775942532,0.2330057500871598,0.02237578580652867,0.8882407771416982,0.09926909905323426,0.008882407771416983,0.7790999998999999,0.7376772649000001,0.9748088734694972,0.0,0.8882407770416982,0.99
gray_scott,gray_scott,3,3,0.838724421370151,0.3213991983529143,0.2823640244109956,0.024188536497577965,0.5591775717274796,0.13526576645132882,0.00838724421370151,0.6167999999,0.6633411198999999,0.9711603288502518,0.33330000000000004,0.838724421270151,0.99
gray_scott,population,3,3,0.6994640957164256,0.3474238164122951,0.26460345889746906,0.11772619446853262,0.5828634309604975,0.21021407458997501,0.006994640957164257,0.5032999998999999,0.6217054449,0.8316908684956136,0.16669999999999996,0.6994640956164256,0.99
coupled_map_lattice,gray_scott,3,3,0.8765550138556527,0.17864191191143752,0.16059573914263275,0.05909000224469816,0.8765550138556527,0.10820632162782469,0.008765550138556528,0.7961999999,0.8167876099,0.9325883700273616,0.0,0.8765550137556527,0.99
branching,gray_scott,3,3,0.7820876517005088,0.20052727397421918,0.36188280407576323,0.08964985743372467,0.573504874991983,0.17042655683630123,0.007820876517005087,0.7435999999,0.5372861299,0.8853710869378935,0.26670000000000005,0.7820876516005087,0.99
gray_scott,population,3,3,0.6860135814443704,0.34293818943264215,0.2573236910383168,0.11456667233558138,0.5488108651554964,0.21539894758683995,0.006860135814443704,0.5000999999,0.6249000049,0.8329964953545578,0.19999999999999996,0.6860135813443704,0.99
kuramoto,coupled_map_lattice,3,3,0.9086024283165736,0.03916076475130459,0.34749208672975096,0.009522475614080494,0.9086024283165736,0.0830440556646596,0.009086024283165735,0.9568999999,0.6175532049000001,0.9895196454276229,0.0,0.9086024282165736,0.99
branching,branching,3,3,0.8005019941315311,0.06163865362817806,0.49338661041105997,0.022830466766945383,0.8005019941315311,0.15969855160302346,0.00800501994131531,0.9229999999,0.3836534898999999,0.9714798127496056,0.0,0.8005019940315311,0.99
coupled_map_lattice,branching,3,3,0.8584093211060007,0.2509130446451249,0.28677056601887746,0.023343394162293737,0.8584093211060007,0.12154275863017665,0.008584093211060007,0.7076999999,0.6659279449,0.9728062200766676,0.0,0.8584093210060006,0.99
kuramoto,gray_scott,3,3,0.8613921916524878,0.012317908426769776,0.4316951514971446,0.05098845318994643,0.6316588941387693,0.11939568389875074,0.008613921916524879,0.9856999999,0.4988401848999999,0.940806924320813,0.26670000000000005,0.8613921915524878,0.99
kuramoto,kuramoto,3,3,0.8486948955526654,0.1230607599400059,0.4646182837505938,0.018126768603775323,0.8486948955526654,0.12841186990038525,0.008486948955526654,0.8549999999000001,0.4525496899,0.9786415958211092,0.0,0.8486948954526654,0.99
gray_scott,gray_scott,3,3,0.8597452623108142,0.15441024919699683,0.24877306922377135,0.06657780441124067,0.7451412188447827,0.12058334633089804,0.008597452623108142,0.8203999998999999,0.7106432799,0.9225610104180236,0.13329999999999997,0.8597452622108142,0.99
kuramoto,kuramoto,3,3,0.8126529778265137,0.22006642647668526,0.4145423699676993,0.04221059374767002,0.8126529778265137,0.15224811553747886,0.008126529778265137,0.7291999999,0.48989004990000007,0.948058279610856,0.0,0.8126529777265137,0.99
gray_scott,gray_scott,3,3,0.880734147287881,0.08798534140213271,0.08375781309148016,0.020629656306334617,0.8514057001831946,0.10504150917704354,0.00880734147287881,0.9000999999,0.9049000049,0.9765767497832788,0.033299999999999996,0.880734147187881,0.99
gray_scott,gray_scott,3,3,0.8140394616893099,0.20318424971905563,0.1791086011986797,0.12486774399957563,0.624124055277194,0.15137921658329245,0.008140394616893098,0.7503999999000001,0.7799755299,0.8466072593821831,0.23329999999999995,0.8140394615893098,0.99
gray_scott,gray_scott,3,3,0.8485388268365521,0.14467587006048602,0.4685363052235994,0.009797085359061312,0.707087404402899,0.12852068627225383,0.00848538826836552,0.8294999999,0.44783162489999984,0.9884541696275868,0.16669999999999996,0.8485388267365521,0.99
population,kuramoto,3,3,0.8354232435934956,0.16173794004324307,0.5236261796999168,0.000697372986881597,0.4455312158084112,0.13749124774076082,0.008354232435934956,0.8063999999,0.37322047989999985,0.9991652458891592,0.4667,0.8354232434934956,0.99
gray_scott,population,3,3,0.8307653086133492,0.13965164846098047,0.5097087402942546,0.01787038824990898,0.5261236699448341,0.1405943107009924,0.008307653086133493,0.8318999999000001,0.38645880489999995,0.9784892459222486,0.3667,0.8307653085133492,0.99
gray_scott,gray_scott,3,3,0.9417335546426449,0.02796948666705986,0.11815081004985534,0.005287850937291799,0.9417335546426449,0.05487146679694685,0.009417335546426448,0.9702999999,0.8745390249,0.9943849819184808,0.0,0.9417335545426448,0.99
gray_scott,branching,3,3,0.7070420847747606,0.12776250478950343,0.36567140160046974,0.03402747064587294,0.7070420847747606,0.20713357520282505,0.0070704208477476065,0.8192999999,0.48281522489999995,0.951873486205969,0.0,0.7070420846747606,0.99
kuramoto,population,3,3,0.8352120046965359,0.031403971460110924,0.5176818314689723,0.03026055671373037,0.6681696037572288,0.13763291199085081,0.00835212004696536,0.9623999999,0.3801791298999998,0.9637690112886665,0.19999999999999996,0.8352120045965359,0.99
gray_scott,gray_scott,3,3,0.7874735771982502,0.28372672994327697,0.2826336811818147,0.09014476711095121,0.5250086339180734,0.16735894249158906,0.007874735771982501,0.6396999998999999,0.6410880449,0.8855266135637503,0.33330000000000004,0.7874735770982502,0.99
population,population,3,3,0.8422710790813216,0.1691280327637565,0.36063486268333417,0.024382672191168134,0.8142234521479136,0.1328505085087348,0.008422710790813217,0.7991999999,0.5718304099,0.9710512769620884,0.033299999999999996,0.8422710789813216,0.99
kuramoto,population,3,3,0.8595357803973112,0.03549882781636253,0.41278101788466315,0.031085498893326277,0.315191770671694,0.12073402270005003,0.008595357803973112,0.9586999999,0.5197628448999999,0.9638345492971132,0.6333,0.8595357802973111,0.99
kuramoto,population,3,3,0.8293165687553641,0.18692795468039067,0.3363603675676724,0.06148822196085452,0.30411038576259203,0.14155059762612524,0.00829316568755364,0.7745999999000001,0.5944125799,0.9258567544922732,0.6333,0.8293165686553641,0.99
kuramoto,gray_scott,3,3,0.8462323670260815,0.049843086502459395,0.048375207607454125,0.048521662331055204,0.8462323670260815,0.13012314810814002,0.008462323670260815,0.9410999999,0.9428346049,0.9426615381049828,0.0,0.8462323669260815,0.99
kuramoto,population,3,3,0.7579751907173023,0.29538293189833026,0.3632345629368874,0.06303249800057852,0.5811395787229557,0.183448801050169,0.007579751907173023,0.6102999999000001,0.5207830449,0.9168409483944608,0.23329999999999995,0.7579751906173023,0.99
population,kuramoto,3,3,0.8814957525578441,0.005465273754008193,0.44572019997818485,0.023706493536725163,0.47010168483909825,0.10446099086847378,0.00881495752557844,0.9937999999,0.4943592199,0.9731065141630736,0.4667,0.8814957524578441,0.99
kuramoto,kuramoto,3,3,0.783891110806145,0.3181814019546034,0.3251825647130908,0.06788840658350546,0.783891110806145,0.1694058372836422,0.007838911108061451,0.5940999999,0.5851687048999998,0.9133956162435752,0.0,0.783891110706145,0.99
coupled_map_lattice,kuramoto,3,3,0.7654076908830022,0.2869513433885783,0.3689616967007362,0.08062691613138434,0.7654076908830022,0.17955875769669352,0.007654076908830022,0.6250999999,0.5179540249,0.8946614763716704,0.0,0.7654076907830022,0.99
