n_features,features,agreement
3,tau_m1+tau_m3+abl_no_m4_pc1,0.5
3,tau_m1+tau_m3+m2_contribution,0.42857142857142855
3,tau_m1+tau_m4+temporal_corr,0.2857142857142857
3,tau_m1+tau_m4+phase_corr,0.5
3,tau_m1+tau_m4+pc1_ratio,0.14285714285714285
3,tau_m1+tau_m4+replay_displacement,0.5
3,tau_m1+tau_m4+abl_full_pc1,0.14285714285714285
3,tau_m1+tau_m4+abl_no_m1_pc1,0.07142857142857142
3,tau_m1+tau_m4+abl_no_m2_pc1,0.07142857142857142
3,tau_m1+tau_m4+abl_no_m3_pc1,0.14285714285714285
3,tau_m1+tau_m4+abl_no_m4_pc1,0.14285714285714285
3,tau_m1+tau_m4+m2_contribution,0.0
3,tau_m1+temporal_corr+phase_corr,0.5
3,tau_m1+temporal_corr+pc1_ratio,0.5
3,tau_m1+temporal_corr+replay_displacement,0.5
3,tau_m1+temporal_corr+abl_full_pc1,0.07142857142857142
3,tau_m1+temporal_corr+abl_no_m1_pc1,0.07142857142857142
3,tau_m1+temporal_corr+abl_no_m2_pc1,0.07142857142857142
3,tau_m1+temporal_corr+abl_no_m3_pc1,0.07142857142857142
3,tau_m1+temporal_corr+abl_no_m4_pc1,0.07142857142857142
3,tau_m1+temporal_corr+m2_contribution,0.0
3,tau_m1+phase_corr+pc1_ratio,0.14285714285714285
3,tau_m1+phase_corr+replay_displacement,0.9285714285714286
3,tau_m1+phase_corr+abl_full_pc1,0.14285714285714285
3,tau_m1+phase_corr+abl_no_m1_pc1,0.07142857142857142
3,tau_m1+phase_corr+abl_no_m2_pc1,0.07142857142857142
3,tau_m1+phase_corr+abl_no_m3_pc1,0.14285714285714285
3,tau_m1+phase_corr+abl_no_m4_pc1,0.14285714285714285
3,tau_m1+phase_corr+m2_contribution,0.0
3,tau_m1+pc1_ratio+replay_displacement,0.0
3,tau_m1+pc1_ratio+abl_full_pc1,0.07142857142857142
3,tau_m1+pc1_ratio+abl_no_m1_pc1,0.07142857142857142
3,tau_m1+pc1_ratio+abl_no_m2_pc1,0.07142857142857142
3,tau_m1+pc1_ratio+abl_no_m3_pc1,0.07142857142857142
3,tau_m1+pc1_ratio+abl_no_m4_pc1,0.07142857142857142
3,tau_m1+pc1_ratio+m2_contribution,0.0
3,tau_m1+replay_displacement+abl_full_pc1,0.14285714285714285
3,tau_m1+replay_displacement+abl_no_m1_pc1,0.35714285714285715
3,tau_m1+replay_displacement+abl_no_m2_pc1,0.35714285714285715
3,tau_m1+replay_displacement+abl_no_m3_pc1,0.14285714285714285
3,tau_m1+replay_displacement+abl_no_m4_pc1,0.14285714285714285
3,tau_m1+replay_displacement+m2_contribution,0.0
3,tau_m1+abl_full_pc1+abl_no_m1_pc1,0.5714285714285714
3,tau_m1+abl_full_pc1+abl_no_m2_pc1,0.5714285714285714
3,tau_m1+abl_full_pc1+abl_no_m3_pc1,0.5714285714285714
3,tau_m1+abl_full_pc1+abl_no_m4_pc1,0.5714285714285714
3,tau_m1+abl_full_pc1+m2_contribution,0.2857142857142857
3,tau_m1+abl_no_m1_pc1+abl_no_m2_pc1,0.5714285714285714
3,tau_m1+abl_no_m1_pc1+abl_no_m3_pc1,0.5714285714285714
3,tau_m1+abl_no_m1_pc1+abl_no_m4_pc1,0.5714285714285714
3,tau_m1+abl_no_m1_pc1+m2_contribution,0.2857142857142857
3,tau_m1+abl_no_m2_pc1+abl_no_m3_pc1,0.5714285714285714
3,tau_m1+abl_no_m2_pc1+abl_no_m4_pc1,0.5714285714285714
3,tau_m1+abl_no_m2_pc1+m2_contribution,0.6428571428571429
3,tau_m1+abl_no_m3_pc1+abl_no_m4_pc1,0.5714285714285714
3,tau_m1+abl_no_m3_pc1+m2_contribution,0.2857142857142857
3,tau_m1+abl_no_m4_pc1+m2_contribution,0.21428571428571427
3,tau_m2+tau_m3+tau_m4,0.5
3,tau_m2+tau_m3+temporal_corr,0.5
3,tau_m2+tau_m3+phase_corr,0.07142857142857142
3,tau_m2+tau_m3+pc1_ratio,0.5
3,tau_m2+tau_m3+replay_displacement,0.5
3,tau_m2+tau_m3+abl_full_pc1,0.35714285714285715
3,tau_m2+tau_m3+abl_no_m1_pc1,0.35714285714285715
3,tau_m2+tau_m3+abl_no_m2_pc1,0.35714285714285715
3,tau_m2+tau_m3+abl_no_m3_pc1,0.35714285714285715
3,tau_m2+tau_m3+abl_no_m4_pc1,0.35714285714285715
3,tau_m2+tau_m3+m2_contribution,0.5
3,tau_m2+tau_m4+temporal_corr,0.5
3,tau_m2+tau_m4+phase_corr,0.5
3,tau_m2+tau_m4+pc1_ratio,0.5
3,tau_m2+tau_m4+replay_displacement,0.5
3,tau_m2+tau_m4+abl_full_pc1,0.14285714285714285
3,tau_m2+tau_m4+abl_no_m1_pc1,0.07142857142857142
3,tau_m2+tau_m4+abl_no_m2_pc1,0.07142857142857142
3,tau_m2+tau_m4+abl_no_m3_pc1,0.14285714285714285
3,tau_m2+tau_m4+abl_no_m4_pc1,0.14285714285714285
3,tau_m2+tau_m4+m2_contribution,0.14285714285714285
3,tau_m2+temporal_corr+phase_corr,0.5
3,tau_m2+temporal_corr+pc1_ratio,0.0
3,tau_m2+temporal_corr+replay_displacement,0.5
3,tau_m2+temporal_corr+abl_full_pc1,0.14285714285714285
3,tau_m2+temporal_corr+abl_no_m1_pc1,0.07142857142857142
3,tau_m2+temporal_corr+abl_no_m2_pc1,0.07142857142857142
3,tau_m2+temporal_corr+abl_no_m3_pc1,0.14285714285714285
3,tau_m2+temporal_corr+abl_no_m4_pc1,0.14285714285714285
3,tau_m2+temporal_corr+m2_contribution,0.14285714285714285
3,tau_m2+phase_corr+pc1_ratio,0.14285714285714285
3,tau_m2+phase_corr+replay_displacement,0.9285714285714286
3,tau_m2+phase_corr+abl_full_pc1,0.5
3,tau_m2+phase_corr+abl_no_m1_pc1,0.5
3,tau_m2+phase_corr+abl_no_m2_pc1,0.5
3,tau_m2+phase_corr+abl_no_m3_pc1,0.5
3,tau_m2+phase_corr+abl_no_m4_pc1,0.5
3,tau_m2+phase_corr+m2_contribution,0.14285714285714285
3,tau_m2+pc1_ratio+replay_displacement,0.0
3,tau_m2+pc1_ratio+abl_full_pc1,0.14285714285714285
3,tau_m2+pc1_ratio+abl_no_m1_pc1,0.07142857142857142
3,tau_m2+pc1_ratio+abl_no_m2_pc1,0.07142857142857142
3,tau_m2+pc1_ratio+abl_no_m3_pc1,0.14285714285714285
3,tau_m2+pc1_ratio+abl_no_m4_pc1,0.14285714285714285
3,tau_m2+pc1_ratio+m2_contribution,0.42857142857142855
3,tau_m2+replay_displacement+abl_full_pc1,0.5
3,tau_m2+replay_displacement+abl_no_m1_pc1,0.5
3,tau_m2+replay_displacement+abl_no_m2_pc1,0.5
3,tau_m2+replay_displacement+abl_no_m3_pc1,0.5
3,tau_m2+replay_displacement+abl_no_m4_pc1,0.5
3,tau_m2+replay_displacement+m2_contribution,0.0
3,tau_m2+abl_full_pc1+abl_no_m1_pc1,0.14285714285714285
3,tau_m2+abl_full_pc1+abl_no_m2_pc1,0.5714285714285714
3,tau_m2+abl_full_pc1+abl_no_m3_pc1,0.14285714285714285
3,tau_m2+abl_full_pc1+abl_no_m4_pc1,0.14285714285714285
3,tau_m2+abl_full_pc1+m2_contribution,0.2857142857142857
3,tau_m2+abl_no_m1_pc1+abl_no_m2_pc1,0.5714285714285714
3,tau_m2+abl_no_m1_pc1+abl_no_m3_pc1,0.14285714285714285
3,tau_m2+abl_no_m1_pc1+abl_no_m4_pc1,0.14285714285714285
3,tau_m2+abl_no_m1_pc1+m2_contribution,0.2857142857142857
3,tau_m2+abl_no_m2_pc1+abl_no_m3_pc1,0.5714285714285714
3,tau_m2+abl_no_m2_pc1+abl_no_m4_pc1,0.5714285714285714
3,tau_m2+abl_no_m2_pc1+m2_contribution,0.2857142857142857
3,tau_m2+abl_no_m3_pc1+abl_no_m4_pc1,0.14285714285714285
3,tau_m2+abl_no_m3_pc1+m2_contribution,0.42857142857142855
3,tau_m2+abl_no_m4_pc1+m2_contribution,0.2857142857142857
3,tau_m3+tau_m4+temporal_corr,0.5
3,tau_m3+tau_m4+phase_corr,0.5714285714285714
3,tau_m3+tau_m4+pc1_ratio,0.5
3,tau_m3+tau_m4+replay_displacement,0.5
3,tau_m3+tau_m4+abl_full_pc1,0.21428571428571427
3,tau_m3+tau_m4+abl_no_m1_pc1,0.14285714285714285
3,tau_m3+tau_m4+abl_no_m2_pc1,0.14285714285714285
3,tau_m3+tau_m4+abl_no_m3_pc1,0.21428571428571427
3,tau_m3+tau_m4+abl_no_m4_pc1,0.21428571428571427
3,tau_m3+tau_m4+m2_contribution,0.42857142857142855
3,tau_m3+temporal_corr+phase_corr,0.0
3,tau_m3+temporal_corr+pc1_ratio,0.07142857142857142
3,tau_m3+temporal_corr+replay_displacement,0.5
3,tau_m3+temporal_corr+abl_full_pc1,0.5
3,tau_m3+temporal_corr+abl_no_m1_pc1,0.5
3,tau_m3+temporal_corr+abl_no_m2_pc1,0.5
3,tau_m3+temporal_corr+abl_no_m3_pc1,0.5
3,tau_m3+temporal_corr+abl_no_m4_pc1,0.5
3,tau_m3+temporal_corr+m2_contribution,0.42857142857142855
3,tau_m3+phase_corr+pc1_ratio,0.0
3,tau_m3+phase_corr+replay_displacement,0.5714285714285714
3,tau_m3+phase_corr+abl_full_pc1,0.5714285714285714
3,tau_m3+phase_corr+abl_no_m1_pc1,0.5714285714285714
3,tau_m3+phase_corr+abl_no_m2_pc1,0.5714285714285714
3,tau_m3+phase_corr+abl_no_m3_pc1,0.5714285714285714
3,tau_m3+phase_corr+abl_no_m4_pc1,0.5714285714285714
3,tau_m3+phase_corr+m2_contribution,0.42857142857142855
3,tau_m3+pc1_ratio+replay_displacement,0.5
3,tau_m3+pc1_ratio+abl_full_pc1,0.14285714285714285
3,tau_m3+pc1_ratio+abl_no_m1_pc1,0.5
3,tau_m3+pc1_ratio+abl_no_m2_pc1,0.5
3,tau_m3+pc1_ratio+abl_no_m3_pc1,0.14285714285714285
3,tau_m3+pc1_ratio+abl_no_m4_pc1,0.14285714285714285
3,tau_m3+pc1_ratio+m2_contribution,0.42857142857142855
3,tau_m3+replay_displacement+abl_full_pc1,0.8571428571428571
3,tau_m3+replay_displacement+abl_no_m1_pc1,0.14285714285714285
3,tau_m3+replay_displacement+abl_no_m2_pc1,0.14285714285714285
3,tau_m3+replay_displacement+abl_no_m3_pc1,0.14285714285714285
3,tau_m3+replay_displacement+abl_no_m4_pc1,0.8571428571428571
3,tau_m3+replay_displacement+m2_contribution,0.5
3,tau_m3+abl_full_pc1+abl_no_m1_pc1,0.14285714285714285
3,tau_m3+abl_full_pc1+abl_no_m2_pc1,0.14285714285714285
3,tau_m3+abl_full_pc1+abl_no_m3_pc1,0.14285714285714285
3,tau_m3+abl_full_pc1+abl_no_m4_pc1,0.14285714285714285
3,tau_m3+abl_full_pc1+m2_contribution,0.2857142857142857
3,tau_m3+abl_no_m1_pc1+abl_no_m2_pc1,0.14285714285714285
3,tau_m3+abl_no_m1_pc1+abl_no_m3_pc1,0.14285714285714285
3,tau_m3+abl_no_m1_pc1+abl_no_m4_pc1,0.14285714285714285
3,tau_m3+abl_no_m1_pc1+m2_contribution,0.2857142857142857
3,tau_m3+abl_no_m2_pc1+abl_no_m3_pc1,0.14285714285714285
3,tau_m3+abl_no_m2_pc1+abl_no_m4_pc1,0.14285714285714285
3,tau_m3+abl_no_m2_pc1+m2_contribution,0.2857142857142857
3,tau_m3+abl_no_m3_pc1+abl_no_m4_pc1,0.14285714285714285
3,tau_m3+abl_no_m3_pc1+m2_contribution,0.2857142857142857
3,tau_m3+abl_no_m4_pc1+m2_contribution,0.2857142857142857
3,tau_m4+temporal_corr+phase_corr,0.5
3,tau_m4+temporal_corr+pc1_ratio,0.07142857142857142
3,tau_m4+temporal_corr+replay_displacement,0.9285714285714286
3,tau_m4+temporal_corr+abl_full_pc1,0.14285714285714285
3,tau_m4+temporal_corr+abl_no_m1_pc1,0.07142857142857142
3,tau_m4+temporal_corr+abl_no_m2_pc1,0.07142857142857142
3,tau_m4+temporal_corr+abl_no_m3_pc1,0.14285714285714285
3,tau_m4+temporal_corr+abl_no_m4_pc1,0.14285714285714285
3,tau_m4+temporal_corr+m2_contribution,0.42857142857142855
3,tau_m4+phase_corr+pc1_ratio,0.5
3,tau_m4+phase_corr+replay_displacement,0.9285714285714286
3,tau_m4+phase_corr+abl_full_pc1,0.0
3,tau_m4+phase_corr+abl_no_m1_pc1,0.07142857142857142
3,tau_m4+phase_corr+abl_no_m2_pc1,0.07142857142857142
3,tau_m4+phase_corr+abl_no_m3_pc1,0.7857142857142857
3,tau_m4+phase_corr+abl_no_m4_pc1,0.7857142857142857
3,tau_m4+phase_corr+m2_contribution,0.07142857142857142
3,tau_m4+pc1_ratio+replay_displacement,0.5
3,tau_m4+pc1_ratio+abl_full_pc1,0.14285714285714285
3,tau_m4+pc1_ratio+abl_no_m1_pc1,0.07142857142857142
3,tau_m4+pc1_ratio+abl_no_m2_pc1,0.07142857142857142
3,tau_m4+pc1_ratio+abl_no_m3_pc1,0.14285714285714285
3,tau_m4+pc1_ratio+abl_no_m4_pc1,0.14285714285714285
3,tau_m4+pc1_ratio+m2_contribution,0.07142857142857142
3,tau_m4+replay_displacement+abl_full_pc1,0.0
3,tau_m4+replay_displacement+abl_no_m1_pc1,0.7142857142857143
3,tau_m4+replay_displacement+abl_no_m2_pc1,0.0
3,tau_m4+replay_displacement+abl_no_m3_pc1,0.0
3,tau_m4+replay_displacement+abl_no_m4_pc1,0.0
3,tau_m4+replay_displacement+m2_contribution,0.0
3,tau_m4+abl_full_pc1+abl_no_m1_pc1,0.42857142857142855
3,tau_m4+abl_full_pc1+abl_no_m2_pc1,0.42857142857142855
3,tau_m4+abl_full_pc1+abl_no_m3_pc1,0.42857142857142855
3,tau_m4+abl_full_pc1+abl_no_m4_pc1,0.42857142857142855
3,tau_m4+abl_full_pc1+m2_contribution,0.21428571428571427
3,tau_m4+abl_no_m1_pc1+abl_no_m2_pc1,0.42857142857142855
3,tau_m4+abl_no_m1_pc1+abl_no_m3_pc1,0.42857142857142855
3,tau_m4+abl_no_m1_pc1+abl_no_m4_pc1,0.42857142857142855
3,tau_m4+abl_no_m1_pc1+m2_contribution,0.21428571428571427
3,tau_m4+abl_no_m2_pc1+abl_no_m3_pc1,0.42857142857142855
3,tau_m4+abl_no_m2_pc1+abl_no_m4_pc1,0.42857142857142855
3,tau_m4+abl_no_m2_pc1+m2_contribution,0.42857142857142855
3,tau_m4+abl_no_m3_pc1+abl_no_m4_pc1,0.42857142857142855
3,tau_m4+abl_no_m3_pc1+m2_contribution,0.21428571428571427
3,tau_m4+abl_no_m4_pc1+m2_contribution,0.21428571428571427
3,temporal_corr+phase_corr+pc1_ratio,0.0
3,temporal_corr+phase_corr+replay_displacement,0.9285714285714286
3,temporal_corr+phase_corr+abl_full_pc1,0.7857142857142857
3,temporal_corr+phase_corr+abl_no_m1_pc1,0.7142857142857143
3,temporal_corr+phase_corr+abl_no_m2_pc1,0.7142857142857143
3,temporal_corr+phase_corr+abl_no_m3_pc1,0.7857142857142857
3,temporal_corr+phase_corr+abl_no_m4_pc1,0.7857142857142857
3,temporal_corr+phase_corr+m2_contribution,0.0
3,temporal_corr+pc1_ratio+replay_displacement,0.5
3,temporal_corr+pc1_ratio+abl_full_pc1,0.07142857142857142
3,temporal_corr+pc1_ratio+abl_no_m1_pc1,0.07142857142857142
3,temporal_corr+pc1_ratio+abl_no_m2_pc1,0.07142857142857142
3,temporal_corr+pc1_ratio+abl_no_m3_pc1,0.07142857142857142
3,temporal_corr+pc1_ratio+abl_no_m4_pc1,0.07142857142857142
3,temporal_corr+pc1_ratio+m2_contribution,0.14285714285714285
3,temporal_corr+replay_displacement+abl_full_pc1,0.0
3,temporal_corr+replay_displacement+abl_no_m1_pc1,0.7142857142857143
3,temporal_corr+replay_displacement+abl_no_m2_pc1,0.0
3,temporal_corr+replay_displacement+abl_no_m3_pc1,0.7857142857142857
3,temporal_corr+replay_displacement+abl_no_m4_pc1,0.7857142857142857
3,temporal_corr+replay_displacement+m2_contribution,0.0
3,temporal_corr+abl_full_pc1+abl_no_m1_pc1,0.35714285714285715
3,temporal_corr+abl_full_pc1+abl_no_m2_pc1,0.35714285714285715
3,temporal_corr+abl_full_pc1+abl_no_m3_pc1,0.35714285714285715
3,temporal_corr+abl_full_pc1+abl_no_m4_pc1,0.35714285714285715
3,temporal_corr+abl_full_pc1+m2_contribution,0.2857142857142857
3,temporal_corr+abl_no_m1_pc1+abl_no_m2_pc1,0.35714285714285715
3,temporal_corr+abl_no_m1_pc1+abl_no_m3_pc1,0.35714285714285715
3,temporal_corr+abl_no_m1_pc1+abl_no_m4_pc1,0.35714285714285715
3,temporal_corr+abl_no_m1_pc1+m2_contribution,0.2857142857142857
3,temporal_corr+abl_no_m2_pc1+abl_no_m3_pc1,0.35714285714285715
3,temporal_corr+abl_no_m2_pc1+abl_no_m4_pc1,0.35714285714285715
3,temporal_corr+abl_no_m2_pc1+m2_contribution,0.5714285714285714
3,temporal_corr+abl_no_m3_pc1+abl_no_m4_pc1,0.35714285714285715
3,temporal_corr+abl_no_m3_pc1+m2_contribution,0.2857142857142857
3,temporal_corr+abl_no_m4_pc1+m2_contribution,0.2857142857142857
3,phase_corr+pc1_ratio+replay_displacement,0.0
3,phase_corr+pc1_ratio+abl_full_pc1,0.7857142857142857
3,phase_corr+pc1_ratio+abl_no_m1_pc1,0.07142857142857142
3,phase_corr+pc1_ratio+abl_no_m2_pc1,0.07142857142857142
3,phase_corr+pc1_ratio+abl_no_m3_pc1,0.7857142857142857
3,phase_corr+pc1_ratio+abl_no_m4_pc1,0.7857142857142857
3,phase_corr+pc1_ratio+m2_contribution,0.07142857142857142
3,phase_corr+replay_displacement+abl_full_pc1,0.0
3,phase_corr+replay_displacement+abl_no_m1_pc1,0.7142857142857143
3,phase_corr+replay_displacement+abl_no_m2_pc1,0.7142857142857143
3,phase_corr+replay_displacement+abl_no_m3_pc1,0.7142857142857143
3,phase_corr+replay_displacement+abl_no_m4_pc1,0.7142857142857143
3,phase_corr+replay_displacement+m2_contribution,0.0
3,phase_corr+abl_full_pc1+abl_no_m1_pc1,0.42857142857142855
3,phase_corr+abl_full_pc1+abl_no_m2_pc1,0.42857142857142855
3,phase_corr+abl_full_pc1+abl_no_m3_pc1,0.42857142857142855
3,phase_corr+abl_full_pc1+abl_no_m4_pc1,0.42857142857142855
3,phase_corr+abl_full_pc1+m2_contribution,0.21428571428571427
3,phase_corr+abl_no_m1_pc1+abl_no_m2_pc1,0.42857142857142855
3,phase_corr+abl_no_m1_pc1+abl_no_m3_pc1,0.42857142857142855
3,phase_corr+abl_no_m1_pc1+abl_no_m4_pc1,0.42857142857142855
3,phase_corr+abl_no_m1_pc1+m2_contribution,0.42857142857142855
3,phase_corr+abl_no_m2_pc1+abl_no_m3_pc1,0.42857142857142855
3,phase_corr+abl_no_m2_pc1+abl_no_m4_pc1,0.42857142857142855
3,phase_corr+abl_no_m2_pc1+m2_contribution,0.42857142857142855
3,phase_corr+abl_no_m3_pc1+abl_no_m4_pc1,0.42857142857142855
3,phase_corr+abl_no_m3_pc1+m2_contribution,0.21428571428571427
3,phase_corr+abl_no_m4_pc1+m2_contribution,0.21428571428571427
3,pc1_ratio+replay_displacement+abl_full_pc1,0.7857142857142857
3,pc1_ratio+replay_displacement+abl_no_m1_pc1,0.7142857142857143
3,pc1_ratio+replay_displacement+abl_no_m2_pc1,0.7142857142857143
3,pc1_ratio+replay_displacement+abl_no_m3_pc1,0.7857142857142857
3,pc1_ratio+replay_displacement+abl_no_m4_pc1,0.7857142857142857
3,pc1_ratio+replay_displacement+m2_contribution,0.0
3,pc1_ratio+abl_full_pc1+abl_no_m1_pc1,0.35714285714285715
3,pc1_ratio+abl_full_pc1+abl_no_m2_pc1,0.35714285714285715
3,pc1_ratio+abl_full_pc1+abl_no_m3_pc1,0.35714285714285715
3,pc1_ratio+abl_full_pc1+abl_no_m4_pc1,0.5714285714285714
3,pc1_ratio+abl_full_pc1+m2_contribution,0.2857142857142857
3,pc1_ratio+abl_no_m1_pc1+abl_no_m2_pc1,0.35714285714285715
3,pc1_ratio+abl_no_m1_pc1+abl_no_m3_pc1,0.35714285714285715
3,pc1_ratio+abl_no_m1_pc1+abl_no_m4_pc1,0.35714285714285715
3,pc1_ratio+abl_no_m1_pc1+m2_contribution,0.2857142857142857
3,pc1_ratio+abl_no_m2_pc1+abl_no_m3_pc1,0.35714285714285715
3,pc1_ratio+abl_no_m2_pc1+abl_no_m4_pc1,0.35714285714285715
3,pc1_ratio+abl_no_m2_pc1+m2_contribution,0.42857142857142855
3,pc1_ratio+abl_no_m3_pc1+abl_no_m4_pc1,0.35714285714285715
3,pc1_ratio+abl_no_m3_pc1+m2_contribution,0.2857142857142857
3,pc1_ratio+abl_no_m4_pc1+m2_contribution,0.2857142857142857
3,replay_displacement+abl_full_pc1+abl_no_m1_pc1,0.42857142857142855
3,replay_displacement+abl_full_pc1+abl_no_m2_pc1,0.42857142857142855
3,replay_displacement+abl_full_pc1+abl_no_m3_pc1,0.42857142857142855
3,replay_displacement+abl_full_pc1+abl_no_m4_pc1,0.42857142857142855
3,replay_displacement+abl_full_pc1+m2_contribution,0.21428571428571427
3,replay_displacement+abl_no_m1_pc1+abl_no_m2_pc1,0.42857142857142855
3,replay_displacement+abl_no_m1_pc1+abl_no_m3_pc1,0.2857142857142857
3,replay_displacement+abl_no_m1_pc1+abl_no_m4_pc1,0.42857142857142855
3,replay_displacement+abl_no_m1_pc1+m2_contribution,0.21428571428571427
3,replay_displacement+abl_no_m2_pc1+abl_no_m3_pc1,0.42857142857142855
3,replay_displacement+abl_no_m2_pc1+abl_no_m4_pc1,0.42857142857142855
3,replay_displacement+abl_no_m2_pc1+m2_contribution,0.42857142857142855
3,replay_displacement+abl_no_m3_pc1+abl_no_m4_pc1,0.42857142857142855
3,replay_displacement+abl_no_m3_pc1+m2_contribution,0.21428571428571427
3,replay_displacement+abl_no_m4_pc1+m2_contribution,0.0
3,abl_full_pc1+abl_no_m1_pc1+abl_no_m2_pc1,0.21428571428571427
3,abl_full_pc1+abl_no_m1_pc1+abl_no_m3_pc1,0.2857142857142857
3,abl_full_pc1+abl_no_m1_pc1+abl_no_m4_pc1,0.2857142857142857
3,abl_full_pc1+abl_no_m1_pc1+m2_contribution,0.21428571428571427
3,abl_full_pc1+abl_no_m2_pc1+abl_no_m3_pc1,0.2857142857142857
3,abl_full_pc1+abl_no_m2_pc1+abl_no_m4_pc1,0.21428571428571427
3,abl_full_pc1+abl_no_m2_pc1+m2_contribution,0.21428571428571427
3,abl_full_pc1+abl_no_m3_pc1+abl_no_m4_pc1,0.2857142857142857
3,abl_full_pc1+abl_no_m3_pc1+m2_contribution,0.21428571428571427
3,abl_full_pc1+abl_no_m4_pc1+m2_contribution,0.42857142857142855
3,abl_no_m1_pc1+abl_no_m2_pc1+abl_no_m3_pc1,0.21428571428571427
3,abl_no_m1_pc1+abl_no_m2_pc1+abl_no_m4_pc1,0.21428571428571427
3,abl_no_m1_pc1+abl_no_m2_pc1+m2_contribution,0.21428571428571427
3,abl_no_m1_pc1+abl_no_m3_pc1+abl_no_m4_pc1,0.2857142857142857
3,abl_no_m1_pc1+abl_no_m3_pc1+m2_contribution,0.21428571428571427
3,abl_no_m1_pc1+abl_no_m4_pc1+m2_contribution,0.42857142857142855
3,abl_no_m2_pc1+abl_no_m3_pc1+abl_no_m4_pc1,0.2857142857142857
3,abl_no_m2_pc1+abl_no_m3_pc1+m2_contribution,0.21428571428571427
3,abl_no_m2_pc1+abl_no_m4_pc1+m2_contribution,0.21428571428571427
3,abl_no_m3_pc1+abl_no_m4_pc1+m2_contribution,0.42857142857142855
