universe_id,detector,depth
711,constraint_B4_transition_freedom,17
711,constraint_B5_possibility_elim,17
712,constraint_B1_growth_rate,8
712,constraint_B2_reachable,25
712,constraint_B3_entropy,25
712,constraint_B4_transition_freedom,17
712,constraint_B5_possibility_elim,17
713,constraint_B1_growth_rate,8
713,constraint_B2_reachable,25
713,constraint_B3_entropy,25
713,constraint_B4_transition_freedom,17
713,constraint_B5_possibility_elim,17
714,constraint_B1_growth_rate,8
714,constraint_B2_reachable,25
714,constraint_B3_entropy,25
714,constraint_B4_transition_freedom,17
714,constraint_B5_possibility_elim,17
714,constraint_B10_elimination_rate,17
715,constraint_B1_growth_rate,8
715,constraint_B2_reachable,25
715,constraint_B3_entropy,25
715,constraint_B4_transition_freedom,17
715,constraint_B5_possibility_elim,17
716,constraint_B1_growth_rate,8
716,constraint_B2_reachable,25
716,constraint_B3_entropy,25
716,constraint_B4_transition_freedom,17
716,constraint_B5_possibility_elim,17
717,constraint_B1_growth_rate,8
717,constraint_B2_reachable,25
717,constraint_B3_entropy,25
717,constraint_B4_transition_freedom,17
717,constraint_B5_possibility_elim,17
718,constraint_B1_growth_rate,8
718,constraint_B2_reachable,25
718,constraint_B3_entropy,25
718,constraint_B4_transition_freedom,17
718,constraint_B5_possibility_elim,17
719,constraint_B1_growth_rate,8
719,constraint_B2_reachable,25
719,constraint_B3_entropy,25
719,constraint_B4_transition_freedom,17
719,constraint_B5_possibility_elim,17
720,constraint_B1_growth_rate,8
720,constraint_B2_reachable,25
720,constraint_B3_entropy,25
720,constraint_B5_possibility_elim,17
720,constraint_B10_elimination_rate,17
721,constraint_B1_growth_rate,8
721,constraint_B2_reachable,25
721,constraint_B3_entropy,25
721,constraint_B4_transition_freedom,17
721,constraint_B5_possibility_elim,17
722,constraint_B1_growth_rate,8
722,constraint_B2_reachable,25
722,constraint_B3_entropy,25
722,constraint_B4_transition_freedom,17
722,constraint_B5_possibility_elim,17
723,constraint_B1_growth_rate,8
723,constraint_B2_reachable,25
723,constraint_B3_entropy,25
723,constraint_B4_transition_freedom,17
723,constraint_B5_possibility_elim,17
724,constraint_B2_reachable,25
724,constraint_B3_entropy,25
724,constraint_B4_transition_freedom,17
724,constraint_B8_constraint_persist,5
724,constraint_B9_constraint_repro,25
724,constraint_B10_elimination_rate,17
725,constraint_B1_growth_rate,8
725,constraint_B2_reachable,25
725,constraint_B3_entropy,25
725,constraint_B4_transition_freedom,17
725,constraint_B5_possibility_elim,17
726,constraint_B1_growth_rate,8
726,constraint_B2_reachable,25
726,constraint_B3_entropy,25
726,constraint_B4_transition_freedom,17
726,constraint_B5_possibility_elim,17
727,constraint_B1_growth_rate,8
727,constraint_B2_reachable,25
727,constraint_B3_entropy,25
727,constraint_B4_transition_freedom,17
727,constraint_B5_possibility_elim,17
728,constraint_B1_growth_rate,8
728,constraint_B2_reachable,25
728,constraint_B3_entropy,25
728,constraint_B4_transition_freedom,17
728,constraint_B5_possibility_elim,17
729,constraint_B1_growth_rate,8
729,constraint_B2_reachable,25
729,constraint_B3_entropy,25
729,constraint_B4_transition_freedom,17
729,constraint_B5_possibility_elim,17
730,constraint_B1_growth_rate,8
730,constraint_B2_reachable,25
730,constraint_B3_entropy,25
730,constraint_B4_transition_freedom,17
730,constraint_B5_possibility_elim,17
731,constraint_B1_growth_rate,8
731,constraint_B2_reachable,25
731,constraint_B3_entropy,25
731,constraint_B4_transition_freedom,17
731,constraint_B5_possibility_elim,17
732,constraint_B1_growth_rate,8
732,constraint_B2_reachable,25
732,constraint_B3_entropy,25
732,constraint_B4_transition_freedom,17
732,constraint_B5_possibility_elim,17
733,constraint_B1_growth_rate,8
733,constraint_B2_reachable,25
733,constraint_B3_entropy,25
733,constraint_B4_transition_freedom,17
733,constraint_B5_possibility_elim,17
734,constraint_B1_growth_rate,8
734,constraint_B2_reachable,25
734,constraint_B3_entropy,25
734,constraint_B4_transition_freedom,17
734,constraint_B5_possibility_elim,17
735,constraint_B1_growth_rate,8
735,constraint_B2_reachable,25
735,constraint_B3_entropy,25
735,constraint_B4_transition_freedom,17
735,constraint_B5_possibility_elim,17
736,constraint_B1_growth_rate,8
736,constraint_B2_reachable,25
736,constraint_B3_entropy,25
736,constraint_B4_transition_freedom,17
736,constraint_B5_possibility_elim,17
737,constraint_B1_growth_rate,8
737,constraint_B2_reachable,25
737,constraint_B3_entropy,25
737,constraint_B4_transition_freedom,17
737,constraint_B5_possibility_elim,17
738,constraint_B1_growth_rate,8
738,constraint_B2_reachable,25
738,constraint_B3_entropy,25
738,constraint_B4_transition_freedom,17
738,constraint_B5_possibility_elim,17
739,constraint_B1_growth_rate,8
739,constraint_B2_reachable,25
739,constraint_B3_entropy,25
739,constraint_B4_transition_freedom,17
739,constraint_B5_possibility_elim,17
740,constraint_B1_growth_rate,8
740,constraint_B2_reachable,25
740,constraint_B3_entropy,25
740,constraint_B4_transition_freedom,17
740,constraint_B5_possibility_elim,17
741,constraint_B1_growth_rate,8
741,constraint_B2_reachable,25
741,constraint_B3_entropy,25
741,constraint_B4_transition_freedom,17
741,constraint_B5_possibility_elim,17
742,constraint_B1_growth_rate,8
742,constraint_B2_reachable,25
742,constraint_B3_entropy,25
742,constraint_B4_transition_freedom,17
742,constraint_B5_possibility_elim,17
743,constraint_B1_growth_rate,8
743,constraint_B2_reachable,25
743,constraint_B3_entropy,25
743,constraint_B4_transition_freedom,17
743,constraint_B5_possibility_elim,17
744,constraint_B1_growth_rate,8
744,constraint_B2_reachable,25
744,constraint_B3_entropy,25
744,constraint_B4_transition_freedom,17
744,constraint_B5_possibility_elim,17
745,constraint_B1_growth_rate,8
745,constraint_B2_reachable,25
745,constraint_B3_entropy,25
745,constraint_B4_transition_freedom,17
745,constraint_B5_possibility_elim,17
746,constraint_B1_growth_rate,8
746,constraint_B2_reachable,25
746,constraint_B3_entropy,25
746,constraint_B4_transition_freedom,17
746,constraint_B5_possibility_elim,17
747,constraint_B1_growth_rate,8
747,constraint_B2_reachable,25
747,constraint_B3_entropy,25
747,constraint_B5_possibility_elim,17
747,constraint_B10_elimination_rate,17
748,constraint_B1_growth_rate,8
748,constraint_B2_reachable,25
748,constraint_B3_entropy,25
748,constraint_B4_transition_freedom,17
748,constraint_B5_possibility_elim,17
749,constraint_B1_growth_rate,8
749,constraint_B2_reachable,25
749,constraint_B3_entropy,25
749,constraint_B4_transition_freedom,17
749,constraint_B5_possibility_elim,17
750,constraint_B1_growth_rate,8
750,constraint_B2_reachable,25
750,constraint_B3_entropy,25
750,constraint_B5_possibility_elim,17
751,constraint_B1_growth_rate,8
751,constraint_B2_reachable,25
751,constraint_B3_entropy,25
751,constraint_B4_transition_freedom,17
751,constraint_B5_possibility_elim,17
752,constraint_B1_growth_rate,8
752,constraint_B2_reachable,25
752,constraint_B3_entropy,25
752,constraint_B4_transition_freedom,17
752,constraint_B5_possibility_elim,17
753,constraint_B1_growth_rate,8
753,constraint_B2_reachable,25
753,constraint_B3_entropy,25
753,constraint_B4_transition_freedom,17
753,constraint_B5_possibility_elim,17
754,constraint_B1_growth_rate,8
754,constraint_B2_reachable,25
754,constraint_B3_entropy,25
754,constraint_B4_transition_freedom,17
754,constraint_B5_possibility_elim,17
755,constraint_B1_growth_rate,8
755,constraint_B2_reachable,25
755,constraint_B3_entropy,25
755,constraint_B4_transition_freedom,17
755,constraint_B5_possibility_elim,17
756,constraint_B1_growth_rate,8
756,constraint_B2_reachable,25
756,constraint_B3_entropy,25
756,constraint_B4_transition_freedom,17
756,constraint_B5_possibility_elim,17
757,constraint_B1_growth_rate,8
757,constraint_B2_reachable,25
757,constraint_B3_entropy,25
757,constraint_B4_transition_freedom,17
757,constraint_B5_possibility_elim,17
758,constraint_B1_growth_rate,8
758,constraint_B2_reachable,25
758,constraint_B3_entropy,25
758,constraint_B4_transition_freedom,17
758,constraint_B5_possibility_elim,17
759,constraint_B1_growth_rate,8
759,constraint_B2_reachable,25
759,constraint_B3_entropy,25
759,constraint_B4_transition_freedom,17
759,constraint_B5_possibility_elim,17
760,constraint_B1_growth_rate,8
760,constraint_B2_reachable,25
760,constraint_B3_entropy,25
760,constraint_B4_transition_freedom,17
760,constraint_B5_possibility_elim,17
761,constraint_B1_growth_rate,8
761,constraint_B2_reachable,25
761,constraint_B3_entropy,25
761,constraint_B4_transition_freedom,17
761,constraint_B5_possibility_elim,17
762,constraint_B1_growth_rate,8
762,constraint_B2_reachable,25
762,constraint_B3_entropy,25
762,constraint_B4_transition_freedom,17
762,constraint_B5_possibility_elim,17
763,constraint_B1_growth_rate,8
763,constraint_B2_reachable,25
763,constraint_B3_entropy,25
763,constraint_B4_transition_freedom,17
763,constraint_B5_possibility_elim,17
764,constraint_B1_growth_rate,8
764,constraint_B2_reachable,25
764,constraint_B3_entropy,25
764,constraint_B4_transition_freedom,17
764,constraint_B5_possibility_elim,17
765,constraint_B1_growth_rate,8
765,constraint_B2_reachable,25
765,constraint_B3_entropy,25
765,constraint_B4_transition_freedom,17
765,constraint_B5_possibility_elim,17
766,constraint_B1_growth_rate,8
766,constraint_B2_reachable,25
766,constraint_B3_entropy,25
766,constraint_B4_transition_freedom,17
766,constraint_B5_possibility_elim,17
767,constraint_B1_growth_rate,8
767,constraint_B2_reachable,25
767,constraint_B3_entropy,25
767,constraint_B4_transition_freedom,17
767,constraint_B5_possibility_elim,17
767,constraint_B10_elimination_rate,17
768,constraint_B1_growth_rate,8
768,constraint_B2_reachable,25
768,constraint_B3_entropy,25
768,constraint_B4_transition_freedom,17
768,constraint_B5_possibility_elim,17
769,constraint_B1_growth_rate,8
769,constraint_B2_reachable,25
769,constraint_B3_entropy,25
769,constraint_B4_transition_freedom,17
769,constraint_B5_possibility_elim,17
770,constraint_B1_growth_rate,8
770,constraint_B2_reachable,25
770,constraint_B3_entropy,25
770,constraint_B4_transition_freedom,17
770,constraint_B5_possibility_elim,17
770,constraint_B10_elimination_rate,17
771,constraint_B1_growth_rate,8
771,constraint_B2_reachable,25
771,constraint_B3_entropy,25
771,constraint_B4_transition_freedom,17
771,constraint_B5_possibility_elim,17
772,constraint_B1_growth_rate,8
772,constraint_B2_reachable,25
772,constraint_B3_entropy,25
772,constraint_B4_transition_freedom,17
772,constraint_B5_possibility_elim,17
773,constraint_B1_growth_rate,8
773,constraint_B2_reachable,25
773,constraint_B3_entropy,25
773,constraint_B4_transition_freedom,17
773,constraint_B5_possibility_elim,17
774,constraint_B1_growth_rate,8
774,constraint_B2_reachable,25
774,constraint_B3_entropy,25
774,constraint_B4_transition_freedom,17
774,constraint_B5_possibility_elim,17
775,constraint_B1_growth_rate,8
775,constraint_B2_reachable,25
775,constraint_B3_entropy,25
775,constraint_B4_transition_freedom,17
775,constraint_B5_possibility_elim,17
776,constraint_B1_growth_rate,8
776,constraint_B2_reachable,25
776,constraint_B3_entropy,25
776,constraint_B4_transition_freedom,17
776,constraint_B5_possibility_elim,17
777,constraint_B1_growth_rate,8
777,constraint_B2_reachable,25
777,constraint_B3_entropy,25
777,constraint_B4_transition_freedom,17
777,constraint_B5_possibility_elim,17
778,constraint_B1_growth_rate,8
778,constraint_B2_reachable,25
778,constraint_B3_entropy,25
778,constraint_B4_transition_freedom,17
778,constraint_B5_possibility_elim,17
779,constraint_B1_growth_rate,8
779,constraint_B2_reachable,25
779,constraint_B3_entropy,25
779,constraint_B4_transition_freedom,17
779,constraint_B5_possibility_elim,17
780,constraint_B1_growth_rate,8
780,constraint_B2_reachable,25
780,constraint_B3_entropy,25
780,constraint_B4_transition_freedom,17
780,constraint_B5_possibility_elim,17
781,constraint_B1_growth_rate,8
781,constraint_B2_reachable,25
781,constraint_B3_entropy,25
781,constraint_B4_transition_freedom,17
781,constraint_B5_possibility_elim,17
782,constraint_B1_growth_rate,8
782,constraint_B2_reachable,25
782,constraint_B3_entropy,25
782,constraint_B4_transition_freedom,17
782,constraint_B5_possibility_elim,17
783,constraint_B1_growth_rate,8
783,constraint_B2_reachable,25
783,constraint_B3_entropy,25
783,constraint_B4_transition_freedom,17
783,constraint_B5_possibility_elim,17
784,constraint_B1_growth_rate,8
784,constraint_B2_reachable,25
784,constraint_B3_entropy,25
784,constraint_B4_transition_freedom,17
784,constraint_B5_possibility_elim,17
785,constraint_B1_growth_rate,8
785,constraint_B2_reachable,25
785,constraint_B3_entropy,25
785,constraint_B4_transition_freedom,17
785,constraint_B5_possibility_elim,17
786,constraint_B1_growth_rate,8
786,constraint_B2_reachable,25
786,constraint_B3_entropy,25
786,constraint_B4_transition_freedom,17
786,constraint_B5_possibility_elim,17
787,constraint_B1_growth_rate,8
787,constraint_B2_reachable,25
787,constraint_B3_entropy,25
787,constraint_B4_transition_freedom,17
787,constraint_B5_possibility_elim,17
788,constraint_B1_growth_rate,8
788,constraint_B2_reachable,25
788,constraint_B3_entropy,25
788,constraint_B4_transition_freedom,17
788,constraint_B5_possibility_elim,17
789,constraint_B1_growth_rate,8
789,constraint_B2_reachable,25
789,constraint_B3_entropy,25
789,constraint_B4_transition_freedom,17
789,constraint_B5_possibility_elim,17
790,constraint_B1_growth_rate,8
790,constraint_B2_reachable,25
790,constraint_B3_entropy,25
790,constraint_B4_transition_freedom,17
790,constraint_B5_possibility_elim,17
791,constraint_B1_growth_rate,8
791,constraint_B2_reachable,25
791,constraint_B3_entropy,25
791,constraint_B4_transition_freedom,17
791,constraint_B5_possibility_elim,17
792,constraint_B1_growth_rate,8
792,constraint_B2_reachable,25
792,constraint_B3_entropy,25
792,constraint_B4_transition_freedom,17
792,constraint_B5_possibility_elim,17
793,constraint_B1_growth_rate,8
793,constraint_B2_reachable,25
793,constraint_B3_entropy,25
793,constraint_B4_transition_freedom,17
793,constraint_B5_possibility_elim,17
794,constraint_B1_growth_rate,8
794,constraint_B2_reachable,25
794,constraint_B3_entropy,25
794,constraint_B4_transition_freedom,17
794,constraint_B5_possibility_elim,17
795,constraint_B1_growth_rate,8
795,constraint_B2_reachable,25
795,constraint_B3_entropy,25
795,constraint_B4_transition_freedom,17
795,constraint_B5_possibility_elim,17
796,constraint_B1_growth_rate,8
796,constraint_B2_reachable,25
796,constraint_B3_entropy,25
796,constraint_B4_transition_freedom,17
796,constraint_B5_possibility_elim,17
796,constraint_B10_elimination_rate,17
797,constraint_B1_growth_rate,8
797,constraint_B2_reachable,25
797,constraint_B3_entropy,25
797,constraint_B4_transition_freedom,17
797,constraint_B5_possibility_elim,17
798,constraint_B1_growth_rate,8
798,constraint_B2_reachable,25
798,constraint_B3_entropy,25
798,constraint_B4_transition_freedom,17
798,constraint_B5_possibility_elim,17
799,constraint_B1_growth_rate,8
799,constraint_B2_reachable,25
799,constraint_B3_entropy,25
799,constraint_B4_transition_freedom,17
799,constraint_B5_possibility_elim,17
800,constraint_B1_growth_rate,8
800,constraint_B2_reachable,25
800,constraint_B3_entropy,25
800,constraint_B4_transition_freedom,17
800,constraint_B5_possibility_elim,17
801,constraint_B1_growth_rate,8
801,constraint_B2_reachable,25
801,constraint_B3_entropy,25
801,constraint_B4_transition_freedom,17
801,constraint_B5_possibility_elim,17
802,constraint_B1_growth_rate,8
802,constraint_B2_reachable,25
802,constraint_B3_entropy,25
802,constraint_B4_transition_freedom,17
802,constraint_B5_possibility_elim,17
803,constraint_B1_growth_rate,8
803,constraint_B2_reachable,25
803,constraint_B3_entropy,25
803,constraint_B4_transition_freedom,17
803,constraint_B5_possibility_elim,17
804,constraint_B1_growth_rate,8
804,constraint_B2_reachable,25
804,constraint_B3_entropy,25
804,constraint_B4_transition_freedom,17
804,constraint_B5_possibility_elim,17
805,constraint_B1_growth_rate,8
805,constraint_B2_reachable,25
805,constraint_B3_entropy,25
805,constraint_B4_transition_freedom,17
805,constraint_B5_possibility_elim,17
806,constraint_B1_growth_rate,8
806,constraint_B2_reachable,25
806,constraint_B3_entropy,25
806,constraint_B4_transition_freedom,17
806,constraint_B5_possibility_elim,17
807,constraint_B1_growth_rate,8
807,constraint_B2_reachable,25
807,constraint_B3_entropy,25
807,constraint_B4_transition_freedom,17
807,constraint_B5_possibility_elim,17
808,constraint_B1_growth_rate,8
808,constraint_B2_reachable,25
808,constraint_B3_entropy,25
808,constraint_B4_transition_freedom,17
808,constraint_B5_possibility_elim,17
809,constraint_B1_growth_rate,8
809,constraint_B2_reachable,25
809,constraint_B3_entropy,25
809,constraint_B4_transition_freedom,17
809,constraint_B5_possibility_elim,17
810,constraint_B1_growth_rate,8
810,constraint_B2_reachable,25
810,constraint_B3_entropy,25
810,constraint_B4_transition_freedom,17
810,constraint_B5_possibility_elim,17
811,constraint_B1_growth_rate,8
811,constraint_B2_reachable,25
811,constraint_B3_entropy,25
811,constraint_B4_transition_freedom,17
811,constraint_B5_possibility_elim,17
812,constraint_B1_growth_rate,8
812,constraint_B2_reachable,25
812,constraint_B3_entropy,25
812,constraint_B4_transition_freedom,17
812,constraint_B5_possibility_elim,17
813,constraint_B1_growth_rate,8
813,constraint_B2_reachable,25
813,constraint_B3_entropy,25
813,constraint_B4_transition_freedom,17
813,constraint_B5_possibility_elim,17
814,constraint_B1_growth_rate,8
814,constraint_B2_reachable,25
814,constraint_B3_entropy,25
814,constraint_B4_transition_freedom,17
814,constraint_B5_possibility_elim,17
815,constraint_B1_growth_rate,8
815,constraint_B2_reachable,25
815,constraint_B3_entropy,25
815,constraint_B4_transition_freedom,17
815,constraint_B5_possibility_elim,17
816,constraint_B1_growth_rate,8
816,constraint_B2_reachable,25
816,constraint_B3_entropy,25
816,constraint_B4_transition_freedom,17
816,constraint_B5_possibility_elim,17
817,constraint_B1_growth_rate,8
817,constraint_B2_reachable,25
817,constraint_B3_entropy,25
817,constraint_B4_transition_freedom,17
817,constraint_B5_possibility_elim,17
818,constraint_B1_growth_rate,8
818,constraint_B2_reachable,25
818,constraint_B3_entropy,25
818,constraint_B4_transition_freedom,17
818,constraint_B5_possibility_elim,17
819,constraint_B1_growth_rate,8
819,constraint_B2_reachable,25
819,constraint_B3_entropy,25
819,constraint_B4_transition_freedom,17
819,constraint_B5_possibility_elim,17
820,constraint_B1_growth_rate,8
820,constraint_B2_reachable,25
820,constraint_B3_entropy,25
820,constraint_B4_transition_freedom,17
820,constraint_B5_possibility_elim,17
821,constraint_B1_growth_rate,8
821,constraint_B2_reachable,25
821,constraint_B3_entropy,25
821,constraint_B4_transition_freedom,17
821,constraint_B5_possibility_elim,17
822,constraint_B1_growth_rate,8
822,constraint_B2_reachable,25
822,constraint_B3_entropy,25
822,constraint_B4_transition_freedom,17
822,constraint_B5_possibility_elim,17
823,constraint_B1_growth_rate,8
823,constraint_B2_reachable,25
823,constraint_B3_entropy,25
823,constraint_B4_transition_freedom,17
823,constraint_B5_possibility_elim,17
824,constraint_B1_growth_rate,8
824,constraint_B2_reachable,25
824,constraint_B3_entropy,25
824,constraint_B4_transition_freedom,17
824,constraint_B5_possibility_elim,17
824,constraint_B10_elimination_rate,17
825,constraint_B1_growth_rate,8
825,constraint_B2_reachable,25
825,constraint_B3_entropy,25
825,constraint_B4_transition_freedom,17
825,constraint_B5_possibility_elim,17
826,constraint_B1_growth_rate,8
826,constraint_B2_reachable,25
826,constraint_B3_entropy,25
826,constraint_B4_transition_freedom,17
826,constraint_B5_possibility_elim,17
827,constraint_B1_growth_rate,8
827,constraint_B2_reachable,25
827,constraint_B3_entropy,25
827,constraint_B4_transition_freedom,17
827,constraint_B5_possibility_elim,17
828,constraint_B1_growth_rate,8
828,constraint_B2_reachable,25
828,constraint_B3_entropy,25
828,constraint_B4_transition_freedom,17
828,constraint_B5_possibility_elim,17
829,constraint_B1_growth_rate,8
829,constraint_B2_reachable,25
829,constraint_B3_entropy,25
829,constraint_B4_transition_freedom,17
829,constraint_B5_possibility_elim,17
830,constraint_B1_growth_rate,8
830,constraint_B2_reachable,25
830,constraint_B3_entropy,25
830,constraint_B4_transition_freedom,17
830,constraint_B5_possibility_elim,17
831,constraint_B1_growth_rate,8
831,constraint_B2_reachable,25
831,constraint_B3_entropy,25
831,constraint_B4_transition_freedom,17
831,constraint_B5_possibility_elim,17
832,constraint_B1_growth_rate,8
832,constraint_B2_reachable,25
832,constraint_B3_entropy,25
832,constraint_B4_transition_freedom,17
832,constraint_B5_possibility_elim,17
833,constraint_B1_growth_rate,8
833,constraint_B2_reachable,25
833,constraint_B3_entropy,25
833,constraint_B4_transition_freedom,17
833,constraint_B5_possibility_elim,17
834,constraint_B1_growth_rate,8
834,constraint_B2_reachable,25
834,constraint_B3_entropy,25
834,constraint_B4_transition_freedom,17
834,constraint_B5_possibility_elim,17
835,constraint_B1_growth_rate,8
835,constraint_B2_reachable,25
835,constraint_B3_entropy,25
835,constraint_B4_transition_freedom,17
835,constraint_B5_possibility_elim,17
836,constraint_B1_growth_rate,8
836,constraint_B2_reachable,25
836,constraint_B3_entropy,25
836,constraint_B4_transition_freedom,17
836,constraint_B5_possibility_elim,17
837,constraint_B1_growth_rate,8
837,constraint_B2_reachable,25
837,constraint_B3_entropy,25
837,constraint_B4_transition_freedom,17
837,constraint_B5_possibility_elim,17
838,constraint_B1_growth_rate,8
838,constraint_B2_reachable,25
838,constraint_B3_entropy,25
838,constraint_B4_transition_freedom,17
838,constraint_B5_possibility_elim,17
839,constraint_B1_growth_rate,8
839,constraint_B2_reachable,25
839,constraint_B3_entropy,25
839,constraint_B4_transition_freedom,17
839,constraint_B5_possibility_elim,17
840,constraint_B1_growth_rate,8
840,constraint_B2_reachable,25
840,constraint_B3_entropy,25
840,constraint_B4_transition_freedom,17
840,constraint_B5_possibility_elim,17
841,constraint_B1_growth_rate,8
841,constraint_B2_reachable,25
841,constraint_B3_entropy,25
841,constraint_B4_transition_freedom,17
841,constraint_B5_possibility_elim,17
842,constraint_B1_growth_rate,8
842,constraint_B2_reachable,25
842,constraint_B3_entropy,25
842,constraint_B4_transition_freedom,17
842,constraint_B5_possibility_elim,17
843,constraint_B1_growth_rate,8
843,constraint_B2_reachable,25
843,constraint_B3_entropy,25
843,constraint_B4_transition_freedom,17
843,constraint_B5_possibility_elim,17
844,constraint_B1_growth_rate,8
844,constraint_B2_reachable,25
844,constraint_B3_entropy,25
844,constraint_B4_transition_freedom,17
844,constraint_B5_possibility_elim,17
845,constraint_B1_growth_rate,8
845,constraint_B2_reachable,25
845,constraint_B3_entropy,25
845,constraint_B4_transition_freedom,17
845,constraint_B5_possibility_elim,17
846,constraint_B1_growth_rate,8
846,constraint_B2_reachable,25
846,constraint_B3_entropy,25
846,constraint_B4_transition_freedom,17
846,constraint_B5_possibility_elim,17
847,constraint_B1_growth_rate,8
847,constraint_B2_reachable,25
847,constraint_B3_entropy,25
847,constraint_B4_transition_freedom,17
847,constraint_B5_possibility_elim,17
848,constraint_B1_growth_rate,8
848,constraint_B2_reachable,25
848,constraint_B3_entropy,25
848,constraint_B4_transition_freedom,17
848,constraint_B5_possibility_elim,17
848,constraint_B10_elimination_rate,17
849,constraint_B1_growth_rate,8
849,constraint_B2_reachable,25
849,constraint_B3_entropy,25
849,constraint_B4_transition_freedom,17
849,constraint_B5_possibility_elim,17
850,constraint_B1_growth_rate,8
850,constraint_B2_reachable,25
850,constraint_B3_entropy,25
850,constraint_B4_transition_freedom,17
850,constraint_B5_possibility_elim,17
851,constraint_B1_growth_rate,8
851,constraint_B2_reachable,25
851,constraint_B3_entropy,25
851,constraint_B4_transition_freedom,17
851,constraint_B5_possibility_elim,17
852,constraint_B1_growth_rate,8
852,constraint_B2_reachable,25
852,constraint_B3_entropy,25
852,constraint_B4_transition_freedom,17
852,constraint_B5_possibility_elim,17
853,constraint_B1_growth_rate,8
853,constraint_B2_reachable,25
853,constraint_B3_entropy,25
853,constraint_B4_transition_freedom,17
853,constraint_B5_possibility_elim,17
854,constraint_B1_growth_rate,8
854,constraint_B2_reachable,25
854,constraint_B3_entropy,25
854,constraint_B4_transition_freedom,17
854,constraint_B5_possibility_elim,17
855,constraint_B1_growth_rate,8
855,constraint_B2_reachable,25
855,constraint_B3_entropy,25
855,constraint_B4_transition_freedom,17
855,constraint_B5_possibility_elim,17
856,constraint_B1_growth_rate,8
856,constraint_B2_reachable,25
856,constraint_B3_entropy,25
856,constraint_B4_transition_freedom,17
856,constraint_B5_possibility_elim,17
857,constraint_B1_growth_rate,8
857,constraint_B2_reachable,25
857,constraint_B3_entropy,25
857,constraint_B4_transition_freedom,17
857,constraint_B5_possibility_elim,17
858,constraint_B1_growth_rate,8
858,constraint_B2_reachable,25
858,constraint_B3_entropy,25
858,constraint_B4_transition_freedom,17
858,constraint_B5_possibility_elim,17
859,constraint_B1_growth_rate,8
859,constraint_B2_reachable,25
859,constraint_B3_entropy,25
859,constraint_B4_transition_freedom,17
859,constraint_B5_possibility_elim,17
860,constraint_B1_growth_rate,8
860,constraint_B2_reachable,25
860,constraint_B3_entropy,25
860,constraint_B4_transition_freedom,17
860,constraint_B5_possibility_elim,17
861,constraint_B1_growth_rate,8
861,constraint_B2_reachable,25
861,constraint_B3_entropy,25
861,constraint_B4_transition_freedom,17
861,constraint_B5_possibility_elim,17
862,constraint_B1_growth_rate,10
862,constraint_B2_reachable,25
862,constraint_B3_entropy,25
862,constraint_B4_transition_freedom,17
862,constraint_B8_constraint_persist,5
862,constraint_B9_constraint_repro,25
862,constraint_B10_elimination_rate,17
863,constraint_B1_growth_rate,8
863,constraint_B2_reachable,25
863,constraint_B3_entropy,25
863,constraint_B5_possibility_elim,17
863,constraint_B10_elimination_rate,17
864,constraint_B1_growth_rate,8
864,constraint_B2_reachable,25
864,constraint_B3_entropy,25
864,constraint_B4_transition_freedom,17
864,constraint_B5_possibility_elim,17
865,constraint_B1_growth_rate,8
865,constraint_B2_reachable,25
865,constraint_B3_entropy,25
865,constraint_B4_transition_freedom,17
865,constraint_B5_possibility_elim,17
866,constraint_B1_growth_rate,8
866,constraint_B2_reachable,25
866,constraint_B3_entropy,25
866,constraint_B4_transition_freedom,17
866,constraint_B5_possibility_elim,17
867,constraint_B1_growth_rate,8
867,constraint_B2_reachable,25
867,constraint_B3_entropy,25
867,constraint_B4_transition_freedom,17
867,constraint_B5_possibility_elim,17
868,constraint_B1_growth_rate,8
868,constraint_B2_reachable,25
868,constraint_B3_entropy,25
868,constraint_B4_transition_freedom,17
868,constraint_B5_possibility_elim,17
869,constraint_B1_growth_rate,8
869,constraint_B2_reachable,25
869,constraint_B3_entropy,25
869,constraint_B4_transition_freedom,17
869,constraint_B5_possibility_elim,17
870,constraint_B1_growth_rate,8
870,constraint_B2_reachable,25
870,constraint_B3_entropy,25
870,constraint_B4_transition_freedom,17
870,constraint_B5_possibility_elim,17
871,constraint_B1_growth_rate,8
871,constraint_B2_reachable,25
871,constraint_B3_entropy,25
871,constraint_B4_transition_freedom,17
871,constraint_B5_possibility_elim,17
872,constraint_B1_growth_rate,8
872,constraint_B2_reachable,25
872,constraint_B3_entropy,25
872,constraint_B4_transition_freedom,17
872,constraint_B5_possibility_elim,17
873,constraint_B1_growth_rate,8
873,constraint_B2_reachable,25
873,constraint_B3_entropy,25
873,constraint_B4_transition_freedom,17
873,constraint_B5_possibility_elim,17
874,constraint_B1_growth_rate,8
874,constraint_B2_reachable,25
874,constraint_B3_entropy,25
874,constraint_B4_transition_freedom,17
874,constraint_B5_possibility_elim,17
875,constraint_B1_growth_rate,8
875,constraint_B2_reachable,25
875,constraint_B3_entropy,25
875,constraint_B4_transition_freedom,17
875,constraint_B5_possibility_elim,17
876,constraint_B1_growth_rate,8
876,constraint_B2_reachable,25
876,constraint_B3_entropy,25
876,constraint_B4_transition_freedom,17
876,constraint_B5_possibility_elim,17
877,constraint_B1_growth_rate,8
877,constraint_B2_reachable,25
877,constraint_B3_entropy,25
877,constraint_B4_transition_freedom,17
877,constraint_B5_possibility_elim,17
878,constraint_B1_growth_rate,8
