depth,sector,condition,emergence_survival_fraction,operator_necessity_index,collapse_depth,hierarchy_preservation_rate,recursive_coherence_loss,phase_dependency_score,minimal_operator_sufficiency,efficacy,emergence_value,classification
524288,P-A-N,NullRecursiveControl,0.0525,1.0,524288.0,1.0,0.9475,0.0525,0.0,0.0,0.05,ABLATION-FAILED
1048576,P-A-N,NullRecursiveControl,0.0527,1.0,1048576.0,1.0,0.9473,0.0527,0.0,0.0,0.05,ABLATION-FAILED
2097152,P-A-N,NullRecursiveControl,0.0531,1.0,2097152.0,1.0,0.9469,0.0531,0.0,0.0,0.05,ABLATION-FAILED
4194304,P-A-N,NullRecursiveControl,0.054,1.0,4194304.0,1.0,0.946,0.054,0.0,0.0,0.05,ABLATION-FAILED
8388608,P-A-N,NullRecursiveControl,0.0557,1.0,8388608.0,1.0,0.9443,0.0557,0.0,0.0,0.05,ABLATION-FAILED
16777216,P-A-N,NullRecursiveControl,0.0591,1.0,16777216.0,1.0,0.9409,0.0591,0.0,0.0,0.05,ABLATION-FAILED
33554432,P-A-N,NullRecursiveControl,0.066,1.0,33554432.0,1.0,0.934,0.066,0.0,0.0,0.05,ABLATION-FAILED
1,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9562,ABLATION-STABLE
2,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9562,ABLATION-STABLE
4,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9562,ABLATION-STABLE
6,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9562,ABLATION-STABLE
8,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9562,ABLATION-STABLE
12,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9562,ABLATION-STABLE
16,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9562,ABLATION-STABLE
20,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9562,ABLATION-STABLE
24,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9562,ABLATION-STABLE
32,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9562,ABLATION-STABLE
40,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9562,ABLATION-STABLE
48,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9562,ABLATION-STABLE
64,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9562,ABLATION-STABLE
80,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9562,ABLATION-STABLE
96,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9562,ABLATION-STABLE
128,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9562,ABLATION-STABLE
160,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9562,ABLATION-STABLE
192,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9562,ABLATION-STABLE
256,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9562,ABLATION-STABLE
320,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9562,ABLATION-STABLE
512,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9562,ABLATION-STABLE
768,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9562,ABLATION-STABLE
1024,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9562,ABLATION-STABLE
1536,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9562,ABLATION-STABLE
2048,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9562,ABLATION-STABLE
3072,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9562,ABLATION-STABLE
4096,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9562,ABLATION-STABLE
6144,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9562,ABLATION-STABLE
8192,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9561,ABLATION-STABLE
12288,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9561,ABLATION-STABLE
16384,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9561,ABLATION-STABLE
24576,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.956,ABLATION-STABLE
32768,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.956,ABLATION-STABLE
65536,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9557,ABLATION-STABLE
131072,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9552,ABLATION-STABLE
262144,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9542,ABLATION-STABLE
524288,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9523,ABLATION-STABLE
1048576,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9484,ABLATION-STABLE
2097152,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9408,ABLATION-STABLE
4194304,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.9259,ABLATION-STABLE
8388608,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.8974,ABLATION-STABLE
16777216,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.8454,ABLATION-STABLE
33554432,P-A,FullPABaseline,0.9995,0.0,0.0,1.0,0.0005,0.0,1.0,1.0,0.7576,ABLATION-STABLE
1,P-A,PRemoved,0.4925,0.4,1.0,1.0,0.5075,0.197,0.36,0.6,0.4712,ABLATION-DEGRADING
2,P-A,PRemoved,0.4925,0.4,2.0,1.0,0.5075,0.197,0.36,0.6,0.4712,ABLATION-DEGRADING
4,P-A,PRemoved,0.4925,0.4,4.0,1.0,0.5075,0.197,0.36,0.6,0.4712,ABLATION-DEGRADING
6,P-A,PRemoved,0.4925,0.4,6.0,1.0,0.5075,0.197,0.36,0.6,0.4712,ABLATION-DEGRADING
8,P-A,PRemoved,0.4925,0.4,8.0,1.0,0.5075,0.197,0.36,0.6,0.4712,ABLATION-DEGRADING
12,P-A,PRemoved,0.4925,0.4,12.0,1.0,0.5075,0.197,0.36,0.6,0.4712,ABLATION-DEGRADING
16,P-A,PRemoved,0.4925,0.4,16.0,1.0,0.5075,0.197,0.36,0.6,0.4712,ABLATION-DEGRADING
20,P-A,PRemoved,0.4925,0.4,20.0,1.0,0.5075,0.197,0.36,0.6,0.4712,ABLATION-DEGRADING
24,P-A,PRemoved,0.4925,0.4,24.0,1.0,0.5075,0.197,0.36,0.6,0.4712,ABLATION-DEGRADING
32,P-A,PRemoved,0.4925,0.4,32.0,1.0,0.5075,0.197,0.36,0.6,0.4712,ABLATION-DEGRADING
40,P-A,PRemoved,0.4925,0.4,40.0,1.0,0.5075,0.197,0.36,0.6,0.4712,ABLATION-DEGRADING
48,P-A,PRemoved,0.4925,0.4,48.0,1.0,0.5075,0.197,0.36,0.6,0.4712,ABLATION-DEGRADING
64,P-A,PRemoved,0.4925,0.4,64.0,1.0,0.5075,0.197,0.36,0.6,0.4712,ABLATION-DEGRADING
80,P-A,PRemoved,0.4925,0.4,80.0,1.0,0.5075,0.197,0.36,0.6,0.4712,ABLATION-DEGRADING
96,P-A,PRemoved,0.4925,0.4,96.0,1.0,0.5075,0.197,0.36,0.6,0.4712,ABLATION-DEGRADING
128,P-A,PRemoved,0.4925,0.4,128.0,1.0,0.5075,0.197,0.36,0.6,0.4712,ABLATION-DEGRADING
160,P-A,PRemoved,0.4925,0.4,160.0,1.0,0.5075,0.197,0.36,0.6,0.4712,ABLATION-DEGRADING
192,P-A,PRemoved,0.4925,0.4,192.0,1.0,0.5075,0.197,0.36,0.6,0.4712,ABLATION-DEGRADING
256,P-A,PRemoved,0.4925,0.4,256.0,1.0,0.5075,0.197,0.36,0.6,0.4712,ABLATION-DEGRADING
320,P-A,PRemoved,0.4925,0.4,320.0,1.0,0.5075,0.197,0.36,0.6,0.4712,ABLATION-DEGRADING
512,P-A,PRemoved,0.4925,0.4,512.0,1.0,0.5075,0.197,0.36,0.6,0.4712,ABLATION-DEGRADING
768,P-A,PRemoved,0.4925,0.4,768.0,1.0,0.5075,0.197,0.36,0.6,0.4712,ABLATION-DEGRADING
1024,P-A,PRemoved,0.4925,0.4,1024.0,1.0,0.5075,0.197,0.36,0.6,0.4712,ABLATION-DEGRADING
1536,P-A,PRemoved,0.4925,0.4,1536.0,1.0,0.5075,0.197,0.36,0.6,0.4712,ABLATION-DEGRADING
2048,P-A,PRemoved,0.4925,0.4,2048.0,1.0,0.5075,0.197,0.36,0.6,0.4712,ABLATION-DEGRADING
3072,P-A,PRemoved,0.4925,0.4,3072.0,1.0,0.5075,0.197,0.36,0.6,0.4712,ABLATION-DEGRADING
4096,P-A,PRemoved,0.4925,0.4,4096.0,1.0,0.5075,0.197,0.36,0.6,0.4711,ABLATION-DEGRADING
6144,P-A,PRemoved,0.4925,0.4,6144.0,1.0,0.5075,0.197,0.36,0.6,0.4711,ABLATION-DEGRADING
8192,P-A,PRemoved,0.4925,0.4,8192.0,1.0,0.5075,0.197,0.36,0.6,0.4711,ABLATION-DEGRADING
12288,P-A,PRemoved,0.4925,0.4,12288.0,1.0,0.5075,0.197,0.36,0.6,0.4711,ABLATION-DEGRADING
16384,P-A,PRemoved,0.4925,0.4,16384.0,1.0,0.5075,0.197,0.36,0.6,0.4711,ABLATION-DEGRADING
24576,P-A,PRemoved,0.4925,0.4,24576.0,1.0,0.5075,0.197,0.36,0.6,0.4711,ABLATION-DEGRADING
32768,P-A,PRemoved,0.4925,0.4,32768.0,1.0,0.5075,0.197,0.36,0.6,0.471,ABLATION-DEGRADING
65536,P-A,PRemoved,0.4925,0.4,65536.0,1.0,0.5075,0.197,0.36,0.6,0.4709,ABLATION-DEGRADING
131072,P-A,PRemoved,0.4925,0.4,131072.0,1.0,0.5075,0.197,0.36,0.6,0.4707,ABLATION-DEGRADING
262144,P-A,PRemoved,0.4925,0.4,262144.0,1.0,0.5075,0.197,0.36,0.6,0.4703,ABLATION-DEGRADING
524288,P-A,PRemoved,0.4926,0.4,524288.0,1.0,0.5074,0.197,0.36,0.6,0.4694,ABLATION-DEGRADING
1048576,P-A,PRemoved,0.4927,0.4,1048576.0,1.0,0.5073,0.1971,0.36,0.6,0.4676,ABLATION-DEGRADING
2097152,P-A,PRemoved,0.4929,0.4,2097152.0,1.0,0.5071,0.1972,0.36,0.6,0.464,ABLATION-DEGRADING
4194304,P-A,PRemoved,0.4934,0.4,4194304.0,1.0,0.5066,0.1974,0.36,0.6,0.4571,ABLATION-DEGRADING
8388608,P-A,PRemoved,0.4943,0.4,8388608.0,1.0,0.5057,0.1977,0.36,0.6,0.4438,ABLATION-DEGRADING
16777216,P-A,PRemoved,0.4962,0.4,16777216.0,1.0,0.5038,0.1985,0.36,0.6,0.4197,ABLATION-DEGRADING
33554432,P-A,PRemoved,0.4998,0.4,33554432.0,1.0,0.5002,0.1999,0.36,0.6,0.3789,ABLATION-DEGRADING
1,P-A,ARemoved,0.5486,0.35,0.0,1.0,0.4514,0.192,0.4225,0.65,0.5249,ABLATION-DEGRADING
2,P-A,ARemoved,0.5486,0.35,0.0,1.0,0.4514,0.192,0.4225,0.65,0.5249,ABLATION-DEGRADING
4,P-A,ARemoved,0.5486,0.35,0.0,1.0,0.4514,0.192,0.4225,0.65,0.5249,ABLATION-DEGRADING
6,P-A,ARemoved,0.5486,0.35,0.0,1.0,0.4514,0.192,0.4225,0.65,0.5249,ABLATION-DEGRADING
8,P-A,ARemoved,0.5486,0.35,0.0,1.0,0.4514,0.192,0.4225,0.65,0.5249,ABLATION-DEGRADING
12,P-A,ARemoved,0.5486,0.35,0.0,1.0,0.4514,0.192,0.4225,0.65,0.5249,ABLATION-DEGRADING
16,P-A,ARemoved,0.5486,0.35,0.0,1.0,0.4514,0.192,0.4225,0.65,0.5249,ABLATION-DEGRADING
20,P-A,ARemoved,0.5486,0.35,0.0,1.0,0.4514,0.192,0.4225,0.65,0.5249,ABLATION-DEGRADING
24,P-A,ARemoved,0.5486,0.35,0.0,1.0,0.4514,0.192,0.4225,0.65,0.5249,ABLATION-DEGRADING
32,P-A,ARemoved,0.5486,0.35,0.0,1.0,0.4514,0.192,0.4225,0.65,0.5249,ABLATION-DEGRADING
40,P-A,ARemoved,0.5486,0.35,0.0,1.0,0.4514,0.192,0.4225,0.65,0.5249,ABLATION-DEGRADING
48,P-A,ARemoved,0.5486,0.35,0.0,1.0,0.4514,0.192,0.4225,0.65,0.5249,ABLATION-DEGRADING
64,P-A,ARemoved,0.5486,0.35,0.0,1.0,0.4514,0.192,0.4225,0.65,0.5249,ABLATION-DEGRADING
80,P-A,ARemoved,0.5486,0.35,0.0,1.0,0.4514,0.192,0.4225,0.65,0.5249,ABLATION-DEGRADING
96,P-A,ARemoved,0.5486,0.35,0.0,1.0,0.4514,0.192,0.4225,0.65,0.5249,ABLATION-DEGRADING
128,P-A,ARemoved,0.5486,0.35,0.0,1.0,0.4514,0.192,0.4225,0.65,0.5249,ABLATION-DEGRADING
160,P-A,ARemoved,0.5486,0.35,0.0,1.0,0.4514,0.192,0.4225,0.65,0.5249,ABLATION-DEGRADING
192,P-A,ARemoved,0.5486,0.35,0.0,1.0,0.4514,0.192,0.4225,0.65,0.5249,ABLATION-DEGRADING
256,P-A,ARemoved,0.5486,0.35,0.0,1.0,0.4514,0.192,0.4225,0.65,0.5249,ABLATION-DEGRADING
320,P-A,ARemoved,0.5486,0.35,0.0,1.0,0.4514,0.192,0.4225,0.65,0.5249,ABLATION-DEGRADING
512,P-A,ARemoved,0.5486,0.35,0.0,1.0,0.4514,0.192,0.4225,0.65,0.5249,ABLATION-DEGRADING
768,P-A,ARemoved,0.5486,0.35,0.0,1.0,0.4514,0.192,0.4225,0.65,0.5249,ABLATION-DEGRADING
1024,P-A,ARemoved,0.5486,0.35,0.0,1.0,0.4514,0.192,0.4225,0.65,0.5249,ABLATION-DEGRADING
1536,P-A,ARemoved,0.5486,0.35,0.0,1.0,0.4514,0.192,0.4225,0.65,0.5249,ABLATION-DEGRADING
2048,P-A,ARemoved,0.5486,0.35,0.0,1.0,0.4514,0.192,0.4225,0.65,0.5249,ABLATION-DEGRADING
3072,P-A,ARemoved,0.5486,0.35,0.0,1.0,0.4514,0.192,0.4225,0.65,0.5249,ABLATION-DEGRADING
4096,P-A,ARemoved,0.5486,0.35,0.0,1.0,0.4514,0.192,0.4225,0.65,0.5249,ABLATION-DEGRADING
6144,P-A,ARemoved,0.5486,0.35,0.0,1.0,0.4514,0.192,0.4225,0.65,0.5249,ABLATION-DEGRADING
8192,P-A,ARemoved,0.5486,0.35,0.0,1.0,0.4514,0.192,0.4225,0.65,0.5249,ABLATION-DEGRADING
12288,P-A,ARemoved,0.5486,0.35,0.0,1.0,0.4514,0.192,0.4225,0.65,0.5248,ABLATION-DEGRADING
16384,P-A,ARemoved,0.5487,0.35,0.0,1.0,0.4513,0.192,0.4225,0.65,0.5248,ABLATION-DEGRADING
24576,P-A,ARemoved,0.5487,0.35,0.0,1.0,0.4513,0.192,0.4225,0.65,0.5248,ABLATION-DEGRADING
32768,P-A,ARemoved,0.5487,0.35,0.0,1.0,0.4513,0.192,0.4225,0.65,0.5248,ABLATION-DEGRADING
65536,P-A,ARemoved,0.5487,0.35,0.0,1.0,0.4513,0.192,0.4225,0.65,0.5246,ABLATION-DEGRADING
131072,P-A,ARemoved,0.5487,0.35,0.0,1.0,0.4513,0.192,0.4225,0.65,0.5244,ABLATION-DEGRADING
262144,P-A,ARemoved,0.5487,0.35,0.0,1.0,0.4513,0.192,0.4225,0.65,0.5239,ABLATION-DEGRADING
524288,P-A,ARemoved,0.5487,0.35,0.0,1.0,0.4513,0.1921,0.4225,0.65,0.5228,ABLATION-DEGRADING
1048576,P-A,ARemoved,0.5489,0.35,0.0,1.0,0.4511,0.1921,0.4225,0.65,0.5208,ABLATION-DEGRADING
2097152,P-A,ARemoved,0.5491,0.35,0.0,1.0,0.4509,0.1922,0.4225,0.65,0.5168,ABLATION-DEGRADING
4194304,P-A,ARemoved,0.5495,0.35,0.0,1.0,0.4505,0.1923,0.4225,0.65,0.509,ABLATION-DEGRADING
8388608,P-A,ARemoved,0.5503,0.35,0.0,1.0,0.4497,0.1926,0.4225,0.65,0.4941,ABLATION-DEGRADING
16777216,P-A,ARemoved,0.5519,0.35,0.0,1.0,0.4481,0.1932,0.4225,0.65,0.4668,ABLATION-DEGRADING
33554432,P-A,ARemoved,0.5552,0.35,0.0,1.0,0.4448,0.1943,0.4225,0.65,0.4208,ABLATION-DEGRADING
1,P-A,NRemoved,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
2,P-A,NRemoved,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
4,P-A,NRemoved,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
6,P-A,NRemoved,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
8,P-A,NRemoved,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
12,P-A,NRemoved,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
16,P-A,NRemoved,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
20,P-A,NRemoved,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
24,P-A,NRemoved,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
32,P-A,NRemoved,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
40,P-A,NRemoved,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
48,P-A,NRemoved,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
64,P-A,NRemoved,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
80,P-A,NRemoved,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
96,P-A,NRemoved,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
128,P-A,NRemoved,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
160,P-A,NRemoved,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
192,P-A,NRemoved,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
256,P-A,NRemoved,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
320,P-A,NRemoved,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
512,P-A,NRemoved,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
768,P-A,NRemoved,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
1024,P-A,NRemoved,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
1536,P-A,NRemoved,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
2048,P-A,NRemoved,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
3072,P-A,NRemoved,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
4096,P-A,NRemoved,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
6144,P-A,NRemoved,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
8192,P-A,NRemoved,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
12288,P-A,NRemoved,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6385,ABLATION-BOUNDED
16384,P-A,NRemoved,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6385,ABLATION-BOUNDED
24576,P-A,NRemoved,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6385,ABLATION-BOUNDED
32768,P-A,NRemoved,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6384,ABLATION-BOUNDED
65536,P-A,NRemoved,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6383,ABLATION-BOUNDED
131072,P-A,NRemoved,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.638,ABLATION-BOUNDED
262144,P-A,NRemoved,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6373,ABLATION-BOUNDED
524288,P-A,NRemoved,0.6676,0.25,0.0,1.0,0.3324,0.1669,0.5625,0.75,0.6361,ABLATION-BOUNDED
1048576,P-A,NRemoved,0.6676,0.25,0.0,1.0,0.3324,0.1669,0.5625,0.75,0.6335,ABLATION-BOUNDED
2097152,P-A,NRemoved,0.6678,0.25,0.0,1.0,0.3322,0.1669,0.5625,0.75,0.6286,ABLATION-BOUNDED
4194304,P-A,NRemoved,0.6681,0.25,0.0,1.0,0.3319,0.167,0.5625,0.75,0.6189,ABLATION-BOUNDED
8388608,P-A,NRemoved,0.6687,0.25,0.0,1.0,0.3313,0.1672,0.5625,0.75,0.6004,ABLATION-BOUNDED
16777216,P-A,NRemoved,0.6699,0.25,0.0,1.0,0.3301,0.1675,0.5625,0.75,0.5666,ABLATION-BOUNDED
33554432,P-A,NRemoved,0.6723,0.25,0.0,1.0,0.3277,0.1681,0.5625,0.75,0.5096,ABLATION-BOUNDED
1,P-A,PAOnly,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
2,P-A,PAOnly,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
4,P-A,PAOnly,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
6,P-A,PAOnly,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
8,P-A,PAOnly,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
12,P-A,PAOnly,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
16,P-A,PAOnly,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
20,P-A,PAOnly,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
24,P-A,PAOnly,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
32,P-A,PAOnly,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
40,P-A,PAOnly,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
48,P-A,PAOnly,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
64,P-A,PAOnly,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
80,P-A,PAOnly,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
96,P-A,PAOnly,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
128,P-A,PAOnly,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
160,P-A,PAOnly,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
192,P-A,PAOnly,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
256,P-A,PAOnly,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
320,P-A,PAOnly,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
512,P-A,PAOnly,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
768,P-A,PAOnly,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
1024,P-A,PAOnly,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
1536,P-A,PAOnly,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
2048,P-A,PAOnly,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
3072,P-A,PAOnly,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
4096,P-A,PAOnly,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
6144,P-A,PAOnly,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
8192,P-A,PAOnly,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6386,ABLATION-BOUNDED
12288,P-A,PAOnly,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6385,ABLATION-BOUNDED
16384,P-A,PAOnly,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6385,ABLATION-BOUNDED
24576,P-A,PAOnly,0.6675,0.25,0.0,1.0,0.3325,0.1669,0.5625,0.75,0.6385,ABLATION-BOUNDED
