sys_idx_a,domain_a,sys_idx_b,domain_b,observer_level_a,observer_level_b,continuity_alignment,recursive_synchronization,mutual_closure_reinforcement,interaction_stability,co_stabilization_probability
37,coupled_map_lattice,463,coupled_map_lattice,3,0,0.9016784040698723,0.4445999999999999,0.28205458000000005,0.4688727701163336,0.5564962682558617
71,gray_scott,162,nonlinear_oscillator,3,0,0.8720905565068238,0.16470000000000007,0.513563045,0.8720905565068238,0.6589069429040944
300,nonlinear_oscillator,494,nonlinear_oscillator,0,0,0.9985050320770834,0.88,0.040656250000000005,0.0,0.48368275962312496
464,branching,42,nonlinear_oscillator,0,0,0.99746903432752,0.9133,0.051764445,0.0,0.49225359929825596
96,branching,181,coupled_map_lattice,0,3,0.8936213037894782,0.645,0.41901250000000007,0.0,0.48088889113684347
368,gray_scott,144,nonlinear_oscillator,3,0,0.8742774979591386,0.19699999999999995,0.43840450000000003,0.8742774979591386,0.6516473987754832
413,nonlinear_oscillator,297,gray_scott,0,3,0.988682618335311,0.7626,0.20002313000000002,0.0,0.48912941150059325
347,kuramoto,206,population,3,0,0.9744706439431294,0.8745,0.26685012500000005,0.8445737071055103,0.773983330314592
181,population,410,nonlinear_oscillator,0,0,0.9880227206150001,0.7025,0.11287812500000001,0.0,0.4594824411845
122,branching,426,coupled_map_lattice,0,3,0.9395280585159496,0.7585999999999999,0.42840338,0.11274336702191394,0.5530821036613591
116,nonlinear_oscillator,450,gray_scott,0,3,0.903804095258721,0.19740000000000002,0.51948338,0.6507389485862791,0.6097395891535
55,kuramoto,224,kuramoto,0,0,0.9954886438993183,0.9569,0.099973105,0.9954886438993183,0.808667807339591
377,branching,422,nonlinear_oscillator,0,0,0.9707974552456966,0.6392,0.15708256999999998,0.0,0.450495750573709
40,branching,333,branching,0,0,0.9758163863240467,0.9495,0.391450085,0.0,0.560934932897214
453,kuramoto,69,coupled_map_lattice,0,0,0.9966117371102489,0.8822,0.059733049999999996,0.35878022535968956,0.5950041987409815
200,gray_scott,225,nonlinear_oscillator,3,0,0.951783214600517,0.22330000000000005,0.505852945,0.0,0.43136555338015514
191,gray_scott,392,nonlinear_oscillator,3,0,0.959891996999872,0.391,0.29030049999999996,0.0,0.4242276990999616
347,gray_scott,426,nonlinear_oscillator,3,0,0.9121180593535287,0.5038,0.36174802000000006,0.9121180593535287,0.7203804396121172
142,kuramoto,280,nonlinear_oscillator,3,0,0.8736108494430312,0.27249999999999996,0.398828125,0.8736108494430312,0.6584321346658186
231,nonlinear_oscillator,392,gray_scott,0,3,0.9433747491068998,0.40260000000000007,0.34032289999999993,0.9245072541247618,0.7089491809694985
28,kuramoto,147,nonlinear_oscillator,3,0,0.9225241098314327,0.40070000000000006,0.28089024500000004,0.9225241098314327,0.6898325148988598
437,branching,485,kuramoto,3,3,0.8675976873135964,0.9604,0.37898613000000003,0.8675976873135964,0.7884358383881579
155,kuramoto,272,nonlinear_oscillator,0,0,0.9879285703622743,0.7786,0.08418573,0.0,0.46893571710868226
198,nonlinear_oscillator,64,coupled_map_lattice,0,3,0.9507126977050019,0.5551,0.28224200499999996,0.0,0.4526822103115005
253,coupled_map_lattice,412,population,0,3,0.998846851447364,0.8798,0.19712402,0.6504490696625234,0.7101735803329663
339,kuramoto,352,gray_scott,0,0,0.9997115052059143,0.6745000000000001,0.31512512499999995,0.0,0.4978384765617743
12,gray_scott,188,nonlinear_oscillator,3,0,0.9649718620434313,0.42890000000000006,0.39856410500000006,0.0,0.4549843796130294
135,population,178,gray_scott,3,3,0.959209434207,0.6499999999999999,0.42125000000000007,0.9352291983518249,0.7825815897676475
358,nonlinear_oscillator,16,gray_scott,0,3,0.9680204905385001,0.47750000000000004,0.260753125,0.0,0.4380567721615501
93,coupled_map_lattice,170,gray_scott,0,3,0.963487725145932,0.42180000000000006,0.56535362,0.8189645663740421,0.7321664114559923
193,kuramoto,307,kuramoto,3,3,0.9996090781042902,0.9591000000000001,0.520042925,0.9996090781042902,0.8955940318625741
138,kuramoto,15,kuramoto,0,3,0.8596291847793431,0.20389999999999997,0.49722600499999997,0.8596291847793431,0.6560027118676057
14,branching,240,population,0,0,0.9981307333333334,0.30000000000000004,0.42500000000000004,0.0,0.44443922
464,nonlinear_oscillator,303,nonlinear_oscillator,0,0,0.9998873926125,0.99,0.02178125,0.0,0.50232246778375
262,population,158,coupled_map_lattice,3,3,0.8409865217257825,0.6968,0.66410305,0.8409865217257825,0.7767725230354695
378,nonlinear_oscillator,238,population,0,0,0.9856382989333333,0.6799999999999999,0.1412,0.0,0.4599314896799999
210,gray_scott,220,kuramoto,3,3,0.8824769919722599,0.7062,0.7493592200000001,0.705981593577808,0.7676494196650204
343,kuramoto,19,gray_scott,0,3,0.8941869655523489,0.23530000000000006,0.46830452499999997,0.8941869655523489,0.6772330843314094
324,nonlinear_oscillator,164,nonlinear_oscillator,0,0,0.99962424049375,0.9625,0.031415625,0.0,0.498670397148125
479,branching,335,kuramoto,3,3,0.7821164843981387,0.8698999999999999,0.448253825,0.7821164843981387,0.7329006556388833
99,population,153,branching,0,0,0.9952068098335601,0.7333000000000001,0.235544445,0.0,0.49233093195006805
382,branching,15,branching,0,3,0.8861645509174341,0.6013999999999999,0.19916098000000004,0.0,0.4259615612752302
411,population,367,gray_scott,0,3,0.7957619405662236,0.3032999999999999,0.5417054450000001,0.3978809702831118,0.5270939622548007
145,gray_scott,419,kuramoto,0,0,0.9360731654572011,0.32099999999999995,0.5515205,0.0,0.45532604963716033
330,nonlinear_oscillator,115,gray_scott,0,3,0.8225721745122341,0.17820000000000003,0.51505337,0.0,0.38542232635367024
384,nonlinear_oscillator,432,nonlinear_oscillator,0,0,0.9991283767875161,0.9799,0.030673525000000004,0.0,0.5018532180362548
219,gray_scott,41,nonlinear_oscillator,3,0,0.9043328061021012,0.18520000000000003,0.51691252,0.0,0.41172234583063033
300,population,286,nonlinear_oscillator,3,0,0.977614309144,0.5800000000000001,0.19619999999999999,0.0,0.4485242927432
412,kuramoto,50,nonlinear_oscillator,3,0,0.9202997934103019,0.4091,0.318122905,0.0,0.4215345190230906
83,kuramoto,37,gray_scott,0,3,0.8951282615293077,0.3973,0.574045345,0.8951282615293077,0.7313460259175846
264,nonlinear_oscillator,56,nonlinear_oscillator,0,0,0.9998928812583334,0.985,0.0233125,0.0,0.5016303643775
206,coupled_map_lattice,291,nonlinear_oscillator,3,0,0.938541938102672,0.515,0.21483124999999997,0.0,0.42752883143080156
287,gray_scott,497,coupled_map_lattice,3,3,0.9677367713699937,0.9181,0.7023296050000001,0.9677367713699937,0.9047279838219962
171,kuramoto,376,nonlinear_oscillator,0,0,0.9812036700414548,0.4033,0.5098892850000001,0.0,0.47699895801243647
263,coupled_map_lattice,180,coupled_map_lattice,3,0,0.8753324558965603,0.5209999999999999,0.4989205,0.8315658331017323,0.7160535866994877
75,nonlinear_oscillator,303,gray_scott,0,3,0.942726358272648,0.5510999999999999,0.177791105,0.0,0.42859612848179435
231,population,274,branching,0,0,0.996811236016,0.8833,0.156794445,0.0,0.5070622598048
293,gray_scott,144,branching,3,0,0.895507216708285,0.39969999999999994,0.34024004500000005,0.0,0.41664017401248554
253,gray_scott,499,kuramoto,3,0,0.9692160739914057,0.6491,0.165875705,0.9692160739914057,0.7445247853948436
253,kuramoto,397,nonlinear_oscillator,0,0,0.95351319445358,0.2703,0.39051954499999997,0.0,0.418217867336074
75,gray_scott,142,branching,3,0,0.9926377284940617,0.8808,0.52152025,0.0,0.5782553685482185
334,branching,401,population,0,0,0.9254854535774166,0.6915,0.27806112499999996,0.0,0.471557861073225
192,nonlinear_oscillator,381,population,0,3,0.9865661025958333,0.6525,0.136628125,0.0,0.45379545577875
332,nonlinear_oscillator,114,nonlinear_oscillator,0,0,0.9991695224335334,0.9925,0.019965625,0.0,0.50224398173006
177,nonlinear_oscillator,185,coupled_map_lattice,0,3,0.9659730345791432,0.5667,0.147204445,0.9466535738875603,0.716568871540011
152,coupled_map_lattice,218,nonlinear_oscillator,0,0,0.9853304574643567,0.77,0.103225,0.0,0.470244137239307
257,gray_scott,156,nonlinear_oscillator,3,0,0.9330319397854844,0.24029999999999996,0.528500045,0.0,0.4336695909356453
197,population,36,kuramoto,0,3,0.9502070738849167,0.7307,0.303981245,0.39908697103166496,0.6117244624749746
496,population,352,branching,3,3,0.7137399073651214,0.7511,0.47037060500000005,0.6958964096809933,0.6671850161138344
366,nonlinear_oscillator,298,gray_scott,0,3,0.9851016204705266,0.58,0.15970000000000004,0.9851016204705266,0.7390009722823159
9,nonlinear_oscillator,488,branching,0,3,0.8298399930679723,0.5748,0.19350077,0.0,0.4026121519203917
216,gray_scott,348,nonlinear_oscillator,0,0,0.9275141824018666,0.12,0.5072,0.0,0.40369425472056
306,kuramoto,240,nonlinear_oscillator,0,0,0.9870523992897484,0.8469,0.08233980500000002,0.0,0.48196368078692453
109,kuramoto,361,nonlinear_oscillator,3,0,0.8926764833092734,0.31210000000000004,0.400740705,0.0,0.41037108599278205
344,gray_scott,69,gray_scott,3,3,0.9914868221016488,0.8079999999999999,0.5766768900000001,0.9666996515491076,0.8643913200952269
408,branching,315,nonlinear_oscillator,0,0,0.9680152165794667,0.6367,0.15665444499999998,0.0,0.44907545397383997
231,gray_scott,260,branching,3,0,0.965668787152229,0.38339999999999996,0.5066994499999999,0.0,0.4677205261456687
86,coupled_map_lattice,26,gray_scott,0,3,0.9525837869420866,0.4616,0.30210127999999997,0.5524985964264102,0.604264971010549
116,gray_scott,40,gray_scott,3,3,0.843756325446447,0.6533,0.7079554450000001,0.826881198937518,0.7734423463151895
179,kuramoto,151,nonlinear_oscillator,3,0,0.9261962109147925,0.4569,0.245176805,0.0,0.4182742242744378
251,kuramoto,11,nonlinear_oscillator,3,0,0.8519526405682676,0.23239999999999994,0.46506013,0.8519526405682676,0.6506636103409605
300,gray_scott,291,kuramoto,0,0,0.922466059081188,0.2811,0.539508605,0.0,0.44086153872435635
430,branching,306,gray_scott,0,3,0.8826391739731644,0.4655,0.6064416650000001,0.0,0.4791800851919493
14,kuramoto,479,nonlinear_oscillator,0,0,0.9887420579781727,0.7967,0.074924945,0.9887420579781727,0.7675702237869035
436,population,237,kuramoto,0,3,0.9000060738568906,0.8705,0.6680101249999999,0.0,0.5777038471570671
474,nonlinear_oscillator,355,kuramoto,0,3,0.9577844967998891,0.7386999999999999,0.19401584500000002,0.0,0.4738785180399667
324,branching,491,nonlinear_oscillator,0,0,0.99476892643654,0.7692,0.060797569999999995,0.0,0.46443019193096197
356,gray_scott,209,gray_scott,3,3,0.993858039620878,0.8273999999999999,0.32306693,0.993858039620878,0.8264082097725267
161,nonlinear_oscillator,377,nonlinear_oscillator,0,0,0.9935284905858623,0.8277,0.05632914500000001,0.9935284905858623,0.7729229233515174
274,gray_scott,241,nonlinear_oscillator,3,0,0.9493842744473501,0.28500000000000003,0.3703625,0.835458161513668,0.6665252307883054
246,gray_scott,261,nonlinear_oscillator,3,0,0.8596619085891096,0.1159,0.505712905,0.8596619085891096,0.6401197261534657
405,nonlinear_oscillator,33,kuramoto,0,3,0.9195197970343034,0.4175,0.28174062499999997,0.0,0.41570406411029104
105,kuramoto,321,nonlinear_oscillator,3,0,0.8953605445274136,0.4436,0.42337447999999994,0.0,0.4420030593582241
175,branching,153,nonlinear_oscillator,0,0,0.9890742334316533,0.6024,0.14436787999999998,0.0,0.446075846029496
149,gray_scott,130,gray_scott,3,3,0.9735019595456819,0.7256,0.7117136000000001,0.9735019595456819,0.8715638957274091
103,kuramoto,478,kuramoto,3,3,0.9658303983234757,0.8446,0.74048629,0.9658303983234757,0.8965154969940854
272,gray_scott,0,kuramoto,3,3,0.9882324825551644,0.9191,0.43664240499999996,0.9882324825551644,0.8640879705330986
245,branching,138,branching,0,0,0.9956303791514101,0.8667,0.075544445,0.0,0.487138002745423
464,kuramoto,463,nonlinear_oscillator,3,0,0.903258854348245,0.2953999999999999,0.34482733000000004,0.0,0.3990231223044735
469,population,174,branching,0,0,0.9963552015843034,0.5667,0.280564445,0.0,0.468359449475291
345,branching,374,nonlinear_oscillator,0,0,0.9981116250821535,0.9233,0.053614445,0.0,0.4948163765246461
222,kuramoto,175,kuramoto,3,3,0.9872071292694018,0.8893,0.779312725,0.9872071292694018,0.9260468225616411
104,kuramoto,141,branching,0,0,0.99403845800511,0.7323,0.37857612500000004,0.0,0.520386762401533
132,gray_scott,479,population,0,0,0.930395272,0.8,0.8200000000000001,0.0,0.6031185816000001
42,gray_scott,76,branching,3,3,0.943405820379676,0.7894,0.49355725000000006,0.8490652383417084,0.7943327676164154
470,nonlinear_oscillator,140,branching,0,0,0.9211974715329666,0.5105,0.20034012500000004,0.0,0.41852726645988997
224,coupled_map_lattice,449,nonlinear_oscillator,0,0,0.9976571297385151,0.8465,0.07571862500000001,0.0,0.4837408639215545
88,nonlinear_oscillator,42,kuramoto,0,3,0.9854552550504377,0.6949000000000001,0.098924005,0.9854552550504377,0.7500379540302626
127,gray_scott,91,nonlinear_oscillator,3,0,0.9780995731628384,0.395,0.24951249999999997,0.9780995731628384,0.715762243897703
14,population,38,kuramoto,0,3,0.9338692868901124,0.6446,0.31004458,0.74709542951209,0.6952183309206607
258,kuramoto,378,kuramoto,3,3,0.9188441067746781,0.7349,0.460393205,0.9188441067746781,0.7903651050648068
368,population,47,gray_scott,3,3,0.9459116585179109,0.911,0.3554105,0.8749682841290677,0.7995460827940937
152,nonlinear_oscillator,110,gray_scott,0,3,0.9567341454105333,0.39749999999999996,0.292128125,0.9567341454105333,0.7119661122463199
391,nonlinear_oscillator,236,kuramoto,0,3,0.9375579735234612,0.6208,0.30065841,0.9375579735234612,0.7468264661140767
278,kuramoto,314,nonlinear_oscillator,3,0,0.9000598252465897,0.37840000000000007,0.31356628,0.0,0.4084112035739769
205,nonlinear_oscillator,7,gray_scott,0,3,0.9620209132351433,0.4707,0.217995245,0.9620209132351433,0.7149515969410859
311,gray_scott,469,nonlinear_oscillator,0,0,0.9914944533282479,0.9402,0.11635804999999999,0.9716645642616829,0.8002593152769792
162,kuramoto,319,coupled_map_lattice,3,0,0.954570146495239,0.6199,0.183152905,0.2672796410186669,0.5271655172541717
279,kuramoto,207,nonlinear_oscillator,0,0,0.9862156747461304,0.8277,0.07390844499999999,0.9862156747461304,0.7720510938476782
141,gray_scott,426,kuramoto,3,0,0.9320989020405961,0.44179999999999997,0.46341362,0.8016050557549126,0.7011539113386526
293,kuramoto,249,gray_scott,0,3,0.8104393764510197,0.5292,0.63972052,0.0,0.4769159169353059
172,coupled_map_lattice,346,kuramoto,0,3,0.9131259885797195,0.4908,0.32451332,0.8035508699501531,0.6780657215589618
77,population,436,branching,3,3,0.7227438126667911,0.9693999999999999,0.51188818,0.7227438126667911,0.7299039236000747
270,nonlinear_oscillator,261,kuramoto,0,3,0.9631449647424198,0.6006,0.21393593,0.0,0.45185067542272594
290,gray_scott,138,nonlinear_oscillator,3,0,0.9032208708039255,0.1673,0.5113151450000001,0.0,0.40668929024117767
160,population,248,nonlinear_oscillator,3,0,0.9831605827754188,0.5822,0.19101842,0.0,0.4495918588326257
395,kuramoto,404,nonlinear_oscillator,3,0,0.8830449907394642,0.3239000000000001,0.367337105,0.0,0.4031609182218393
88,coupled_map_lattice,277,nonlinear_oscillator,0,0,0.99235109806575,0.7725,0.06412812500000001,0.0,0.46503095441972503
290,nonlinear_oscillator,446,nonlinear_oscillator,0,0,0.9981617750398059,0.9882,0.04039562000000001,0.0,0.5051676565119417
416,kuramoto,230,population,3,0,0.9079131905697879,0.5306,0.39672434,0.4902731229076855,0.604920762043242
0,population,342,nonlinear_oscillator,0,0,0.9941790036116791,0.7525,0.066503125,0.854993943106044,0.718552509015317
264,population,107,coupled_map_lattice,0,0,0.99844830832954,0.78,0.1277,0.0,0.481074492498862
4,kuramoto,34,gray_scott,3,3,0.9599145666935804,0.8742000000000001,0.4586369,0.9215179840258372,0.8309971452158254
227,kuramoto,328,nonlinear_oscillator,0,0,0.9932737139124367,0.9002,0.03760877000000001,0.0,0.48554386817373096
113,kuramoto,197,gray_scott,0,3,0.9832934476672341,0.5312,0.6025433600000001,0.0,0.5217367063001702
108,branching,290,kuramoto,0,3,0.845288914250582,0.36529999999999996,0.524056445,0.0,0.4314579632751746
349,nonlinear_oscillator,279,population,0,0,0.9947738021938782,0.8199,0.10417800500000002,0.9350873740622455,0.7637739538768371
222,nonlinear_oscillator,478,gray_scott,0,3,0.980703290607097,0.7701,0.24839000499999997,0.0,0.49790898818212914
421,gray_scott,102,nonlinear_oscillator,3,0,0.9484046182701288,0.5813999999999999,0.18011512999999998,0.0,0.4368244114810386
131,coupled_map_lattice,96,kuramoto,0,0,0.9890048643673937,0.7832,0.10079312,0.7120835023445234,0.6871251340135751
220,nonlinear_oscillator,355,gray_scott,0,3,0.8424880005487366,0.2659,0.42843550500000005,0.8424880005487366,0.644359901329242
391,branching,306,nonlinear_oscillator,3,0,0.8655694956064937,0.5519,0.184557305,0.0,0.406962309681948
489,nonlinear_oscillator,164,kuramoto,0,3,0.943277712930954,0.528,0.23083824999999997,0.0,0.4347509638792862
462,nonlinear_oscillator,352,nonlinear_oscillator,0,0,0.9998466035499427,0.96,0.01795625,0.0,0.49554523106498277
78,nonlinear_oscillator,225,population,0,0,0.9939625842330001,0.4600000000000001,0.2578,0.0,0.44174877526990003
260,kuramoto,140,gray_scott,0,3,0.9996346948268556,0.6398,0.67885201,0.0,0.5636208104480567
243,nonlinear_oscillator,13,population,0,0,0.998017883044,0.85,0.056249999999999994,0.47904858386112,0.6243699400715359
497,nonlinear_oscillator,359,coupled_map_lattice,0,0,0.99042518696,0.795,0.0742625,0.0,0.47098005608800003
405,population,3,population,0,0,0.9958739376651666,0.55,0.44125,0.0,0.49701218129955
245,nonlinear_oscillator,222,gray_scott,0,3,0.9569315461001286,0.40049999999999997,0.29212512500000004,0.0,0.4256044888300386
299,gray_scott,124,nonlinear_oscillator,3,0,0.8986357991516821,0.16259999999999997,0.5129869,0.0,0.40470811974550464
246,branching,312,nonlinear_oscillator,0,0,0.9190066225542667,0.46499999999999997,0.22956250000000003,0.0,0.41461448676628
308,coupled_map_lattice,205,gray_scott,0,3,0.8576728965189574,0.2943,0.38782604499999995,0.2744553268860664,0.4760636760215071
190,gray_scott,329,population,3,0,0.99112354000075,0.8500000000000001,0.28125,0.9118336568006901,0.7971371590404319
469,coupled_map_lattice,176,population,3,0,0.9635974341582652,0.8190999999999999,0.20217740500000003,0.8479657420592733,0.7477244338652616
409,kuramoto,453,nonlinear_oscillator,3,0,0.9379314991446491,0.5154,0.28652458,0.0,0.4417643657433947
256,kuramoto,367,population,3,0,0.9559107671443345,0.9778,0.54609642,0.45883716822928056,0.7292036646120845
451,gray_scott,20,kuramoto,3,3,0.9247443909999091,0.7162999999999999,0.570462845,0.9247443909999091,0.8121992035999455
305,gray_scott,59,nonlinear_oscillator,3,0,0.9797054806981642,0.5470999999999999,0.23067420500000002,0.9797054806981642,0.7433781294188985
45,branching,217,population,0,0,0.9282183876598334,0.7375,0.299453125,0.0,0.4858561412979501
247,population,135,gray_scott,0,3,0.983332740804,0.8,0.26,0.3441664592814,0.61024976002562
324,coupled_map_lattice,69,nonlinear_oscillator,3,0,0.8669946754201188,0.1561999999999999,0.5048405,0.8669946754201188,0.6524049052520713
345,kuramoto,484,kuramoto,3,3,0.9442980985211603,0.8092999999999999,0.515679685,0.9442980985211603,0.8315747961126961
21,nonlinear_oscillator,194,kuramoto,0,0,0.9814388765266,0.4485,0.240671125,0.0,0.43226588795798004
280,kuramoto,445,nonlinear_oscillator,3,0,0.909939406133857,0.42189999999999994,0.317854305,0.0,0.42093268284015717
208,population,193,coupled_map_lattice,0,0,0.9927198242738887,0.8447,0.10993904500000001,0.19060220626058663,0.5459244181603427
342,branching,123,nonlinear_oscillator,3,0,0.8550499553083291,0.6128,0.20239817000000002,0.0,0.4195546205924987
190,population,309,population,3,0,0.99464604631375,0.95,0.22625,0.8540389026226531,0.7898554846809209
131,branching,101,gray_scott,0,3,0.994280019739218,0.6601,0.491079025,0.37285500740220673,0.6403763131424275
321,kuramoto,104,branching,0,0,0.99908428372987,0.6127,0.389920645,0.0,0.5002494141189611
462,kuramoto,499,gray_scott,3,3,0.9883888483601815,0.9823,0.793870225,0.9883888483601815,0.9482673540161088
331,population,363,gray_scott,3,3,0.9856330364870876,0.8009,0.36937040500000007,0.9856330364870876,0.8254339028922524
227,gray_scott,47,coupled_map_lattice,3,0,0.93261212923825,0.42999999999999994,0.45945,0.3402169047461136,0.5597387101953091
420,kuramoto,280,population,3,0,0.9190037007309172,0.621,0.38342050000000005,0.7168228865701154,0.6916320761903098
403,gray_scott,194,nonlinear_oscillator,3,0,0.7861040772634971,0.2064999999999999,0.5195136250000001,0.0,0.3810339481790491
294,gray_scott,389,branching,3,3,0.880653042558923,0.986,0.35336036000000004,0.7925877383030306,0.7698443062585861
93,kuramoto,420,nonlinear_oscillator,3,0,0.887750889900158,0.26560000000000006,0.36017593000000003,0.887750889900158,0.6578057199400948
7,kuramoto,397,population,3,0,0.9815999210726526,0.8778999999999999,0.264899205,0.8441759321224812,0.7762925969585401
341,kuramoto,216,population,0,0,0.9974588142302403,0.8385,0.10844112500000001,0.43219890420596313,0.618285540530861
401,gray_scott,330,kuramoto,0,0,0.9377654235497325,0.32010000000000005,0.551232005,0.0,0.4555960280649197
433,coupled_map_lattice,70,kuramoto,3,3,0.9613093360072108,0.9017000000000001,0.37494284499999997,0.9420831492870666,0.8263463145882832
158,nonlinear_oscillator,419,nonlinear_oscillator,0,0,0.9960855717877983,0.9371,0.08269932500000002,0.9960855717877983,0.8016112080726789
130,coupled_map_lattice,153,coupled_map_lattice,0,0,0.99804585236197,0.895,0.0500625,0.6387493455116607,0.6800510593620892
186,branching,221,population,3,0,0.849594750069325,0.8501000000000001,0.281190005,0.6575863365536576,0.6784123269868948
34,branching,82,nonlinear_oscillator,0,0,0.9979115589014101,0.9692000000000001,0.10129757,0.0,0.5134729816704231
37,population,255,kuramoto,0,0,0.9997483449702664,0.964,0.186948,0.8397886097750238,0.782050686423587
373,nonlinear_oscillator,362,nonlinear_oscillator,0,0,0.9873055715729725,0.7676000000000001,0.06580612999999999,0.9873055715729725,0.7590645689437835
99,branching,145,kuramoto,0,0,0.927712620600703,0.7875,0.31814966499999997,0.0,0.4994437191802109
29,branching,151,coupled_map_lattice,0,3,0.8116078460265089,0.3224,0.40509088000000004,0.0,0.38898052980795267
424,gray_scott,275,population,0,3,0.9781833984764166,0.8,0.3125,0.8803650586287749,0.7800645371315574
322,coupled_map_lattice,375,kuramoto,0,0,0.9991928601027477,0.8778,0.09853562,0.6394834304657585,0.6868700111705518
483,gray_scott,77,gray_scott,3,3,0.9564004806355153,0.9241,0.8321813050000001,0.688608346057571,0.8447589090079259
200,coupled_map_lattice,128,branching,0,3,0.7498245604710977,0.5108,0.30445831999999995,0.7048350868428318,0.5994495581941788
284,kuramoto,190,branching,0,3,0.8352084064045958,0.8416999999999999,0.272778785,0.8352084064045958,0.7240208008427574
294,kuramoto,153,kuramoto,3,0,0.9272781584885376,0.6012,0.34369205,0.9272781584885376,0.7453453050931226
127,nonlinear_oscillator,15,population,0,3,0.9853689712333334,0.77,0.16145,0.0,0.48190069137
65,nonlinear_oscillator,305,population,0,3,0.9611887786070833,0.4625,0.258203125,0.0,0.432497258582125
276,population,47,nonlinear_oscillator,0,0,0.9931147660504166,0.7525,0.09162812500000002,0.0,0.46676005481512495
406,nonlinear_oscillator,116,kuramoto,0,3,0.9717539536392727,0.7588,0.11732872,0.0,0.46675193009178184
141,population,61,nonlinear_oscillator,3,0,0.9837277653697025,0.6325000000000001,0.133778125,0.9345413771012173,0.7287363677412759
94,nonlinear_oscillator,433,gray_scott,0,3,0.9525477482113194,0.631,0.17220114,0.0,0.44640455246339583
477,nonlinear_oscillator,481,nonlinear_oscillator,0,0,0.9999770436333333,0.99,0.02105,0.0,0.50220311309
414,kuramoto,45,nonlinear_oscillator,0,0,0.98681919495036,0.5425,0.167078125,0.0,0.437961383485108
307,nonlinear_oscillator,411,gray_scott,0,3,0.9901688891825396,0.7502,0.20884817,0.9901688891825396,0.7859109675095237
296,branching,316,coupled_map_lattice,0,3,0.955992397920498,0.5961000000000001,0.20234760499999999,0.0,0.4464872403761494
234,branching,236,gray_scott,3,3,0.8676732301671375,0.9523,0.329872645,0.69413858413371,0.7249780732902542
233,nonlinear_oscillator,126,gray_scott,0,0,0.9148689376376188,0.13250000000000006,0.508778125,0.0,0.4027163062912857
257,branching,301,population,3,0,0.8165611661020744,0.8599000000000001,0.275359005,0.734905049491867,0.6924916656781824
121,kuramoto,406,population,3,2,0.970992963519889,0.9272,0.28862096,0.8544738078975023,0.7908042234252174
281,gray_scott,17,nonlinear_oscillator,3,0,0.873114553375,0.1775,0.515753125,0.0,0.40058499101249995
136,kuramoto,209,nonlinear_oscillator,3,0,0.9393061541258124,0.47530000000000006,0.26001508500000003,0.0,0.4288548632377438
477,coupled_map_lattice,105,branching,0,0,0.9184186902057667,0.5664,0.23345348,0.0,0.43549630306173004
458,kuramoto,73,branching,3,0,0.9845609730669599,0.94,0.18580000000000002,0.0,0.520528291920088
187,nonlinear_oscillator,432,population,0,3,0.9780282738716667,0.555,0.1920125,0.0,0.44281098216150006
229,coupled_map_lattice,299,kuramoto,3,0,0.7856132058486891,0.16300000000000003,0.5025550900000001,0.7856132058486891,0.6044789415092134
193,population,173,nonlinear_oscillator,3,0,0.9872979767,0.6174999999999999,0.131903125,0.0,0.44607001800999996
254,branching,185,nonlinear_oscillator,3,0,0.502909387782316,0.3157,0.39221932500000006,0.0,0.2924566813346948
51,gray_scott,39,nonlinear_oscillator,3,0,0.9728438412906667,0.5700000000000001,0.19444999999999998,0.0,0.44474315238719997
355,branching,362,kuramoto,0,0,0.9838488099668425,0.8371,0.155051665,0.0,0.49358497599005274
389,population,248,branching,0,0,0.8839453232969146,0.7581,0.23642280499999999,0.30938086315392005,0.5569024169352503
223,branching,155,nonlinear_oscillator,0,0,0.9991036264037275,0.9475,0.058505265,0.0,0.5009321409211183
202,nonlinear_oscillator,184,gray_scott,0,3,0.8284139483604167,0.1975,0.519503125,0.0,0.391924809508125
438,kuramoto,243,population,0,3,0.9971252474327919,0.7931999999999999,0.25482637,0.9572402375354802,0.7959149194904815
79,population,232,kuramoto,0,3,0.9767033587826592,0.9436,0.22947047999999998,0.8465088010569308,0.781577743951877
234,gray_scott,373,population,3,0,0.9176999943999999,1.0,1.0,0.0,0.6753099983199999
30,branching,327,gray_scott,0,0,0.9835593497253334,0.6499999999999999,0.17125,0.0,0.4593178049176
281,kuramoto,401,kuramoto,0,3,0.9530544456494321,0.6383000000000001,0.22564728499999998,0.9530544456494321,0.7446221243896591
250,branching,236,nonlinear_oscillator,0,0,0.9878020785416667,0.7375,0.08945312500000002,0.0,0.46173124856250003
357,coupled_map_lattice,40,coupled_map_lattice,0,3,0.8081490750481874,0.20110000000000006,0.49532260499999997,0.3394226115202387,0.48355602697052785
356,branching,56,coupled_map_lattice,0,3,0.8497874364846428,0.40549999999999997,0.48595086499999995,0.0,0.43322640394539286
203,nonlinear_oscillator,375,population,0,0,0.9975104351914754,0.8903,0.201167045,0.7980083481531803,0.7569490440033967
59,branching,378,gray_scott,0,0,0.99771280771041,0.6651,0.721179005,0.0,0.576569643313123
61,branching,482,population,0,0,0.9522558737284263,0.8701,0.34650200500000006,0.0,0.528997163118528
6,branching,201,nonlinear_oscillator,0,0,0.8941258961719425,0.3723000000000001,0.271849145,0.0,0.39706759785158274
425,nonlinear_oscillator,3,gray_scott,0,0,0.9311339476279779,0.21999999999999997,0.52407801,0.0,0.42815578628839335
