domain_A,domain_B,operator_A,operator_B,property,val_A,val_B,identity_retention
graph_diffusion,replicator,multiplicative,competitive_exclusion,trajectory_coherence,0.0,0.0,1.0
graph_diffusion,replicator,multiplicative,competitive_exclusion,recursive_identity_score,0.1985,0.1929,0.9717
gray_scott,cellular_automata,multiplicative,diffusion,recursive_continuity,0.9054,0.9465,0.9565
gray_scott,cellular_automata,multiplicative,diffusion,reconstruction_ability,0.3047,0.0,0.0
gray_scott,cellular_automata,multiplicative,diffusion,org_memory,0.7321,0.0845,0.1154
gray_scott,cellular_automata,multiplicative,diffusion,transition_smoothness,0.9996,1.0,0.9997
gray_scott,cellular_automata,multiplicative,diffusion,closure_persistence,0.7321,0.0845,0.1154
gray_scott,cellular_automata,multiplicative,diffusion,trajectory_coherence,0.0183,0.0,0.0
gray_scott,cellular_automata,multiplicative,diffusion,recursive_identity_score,0.4857,0.2104,0.4332
gray_scott,coupled_map_lattice,multiplicative,diffusion,recursive_continuity,0.9054,0.846,0.9344
gray_scott,coupled_map_lattice,multiplicative,diffusion,reconstruction_ability,0.3047,0.1397,0.4583
gray_scott,coupled_map_lattice,multiplicative,diffusion,org_memory,0.7321,0.2613,0.3569
gray_scott,coupled_map_lattice,multiplicative,diffusion,transition_smoothness,0.9996,0.9998,0.9999
gray_scott,coupled_map_lattice,multiplicative,diffusion,closure_persistence,0.7321,0.2613,0.3569
gray_scott,coupled_map_lattice,multiplicative,diffusion,trajectory_coherence,0.0183,0.0049,0.267
gray_scott,coupled_map_lattice,multiplicative,diffusion,recursive_identity_score,0.4857,0.2902,0.5975
graph_diffusion,cellular_automata,multiplicative,diffusion,recursive_continuity,0.9917,0.9465,0.9544
graph_diffusion,cellular_automata,multiplicative,diffusion,reconstruction_ability,0.0,0.0,1.0
graph_diffusion,cellular_automata,multiplicative,diffusion,org_memory,0.0008,0.0845,0.0095
graph_diffusion,cellular_automata,multiplicative,diffusion,transition_smoothness,1.0,1.0,1.0
graph_diffusion,cellular_automata,multiplicative,diffusion,closure_persistence,0.0008,0.0845,0.0095
graph_diffusion,cellular_automata,multiplicative,diffusion,trajectory_coherence,0.0,0.0,1.0
graph_diffusion,cellular_automata,multiplicative,diffusion,recursive_identity_score,0.1985,0.2104,0.9434
graph_diffusion,coupled_map_lattice,multiplicative,diffusion,recursive_continuity,0.9917,0.846,0.8531
graph_diffusion,coupled_map_lattice,multiplicative,diffusion,reconstruction_ability,0.0,0.1397,0.0
graph_diffusion,coupled_map_lattice,multiplicative,diffusion,org_memory,0.0008,0.2613,0.0031
graph_diffusion,coupled_map_lattice,multiplicative,diffusion,transition_smoothness,1.0,0.9998,0.9998
graph_diffusion,coupled_map_lattice,multiplicative,diffusion,closure_persistence,0.0008,0.2613,0.0031
graph_diffusion,coupled_map_lattice,multiplicative,diffusion,trajectory_coherence,0.0,0.0049,0.0
graph_diffusion,coupled_map_lattice,multiplicative,diffusion,recursive_identity_score,0.1985,0.2902,0.684
gray_scott,population,multiplicative,hierarchical_nesting,recursive_continuity,0.9054,0.8583,0.9479
gray_scott,population,multiplicative,hierarchical_nesting,reconstruction_ability,0.3047,0.1643,0.5392
gray_scott,population,multiplicative,hierarchical_nesting,org_memory,0.7321,0.3661,0.5001
gray_scott,population,multiplicative,hierarchical_nesting,transition_smoothness,0.9996,0.9998,0.9998
gray_scott,population,multiplicative,hierarchical_nesting,closure_persistence,0.7321,0.3661,0.5001
gray_scott,population,multiplicative,hierarchical_nesting,trajectory_coherence,0.0183,0.0169,0.9256
gray_scott,population,multiplicative,hierarchical_nesting,recursive_identity_score,0.4857,0.3296,0.6785
gray_scott,coupled_map_lattice,multiplicative,hierarchical_nesting,recursive_continuity,0.9054,0.846,0.9344
gray_scott,coupled_map_lattice,multiplicative,hierarchical_nesting,reconstruction_ability,0.3047,0.1397,0.4583
gray_scott,coupled_map_lattice,multiplicative,hierarchical_nesting,org_memory,0.7321,0.2613,0.3569
gray_scott,coupled_map_lattice,multiplicative,hierarchical_nesting,transition_smoothness,0.9996,0.9998,0.9999
gray_scott,coupled_map_lattice,multiplicative,hierarchical_nesting,closure_persistence,0.7321,0.2613,0.3569
gray_scott,coupled_map_lattice,multiplicative,hierarchical_nesting,trajectory_coherence,0.0183,0.0049,0.267
gray_scott,coupled_map_lattice,multiplicative,hierarchical_nesting,recursive_identity_score,0.4857,0.2902,0.5975
graph_diffusion,population,multiplicative,hierarchical_nesting,recursive_continuity,0.9917,0.8583,0.8654
graph_diffusion,population,multiplicative,hierarchical_nesting,reconstruction_ability,0.0,0.1643,0.0
graph_diffusion,population,multiplicative,hierarchical_nesting,org_memory,0.0008,0.3661,0.0022
graph_diffusion,population,multiplicative,hierarchical_nesting,transition_smoothness,1.0,0.9998,0.9998
graph_diffusion,population,multiplicative,hierarchical_nesting,closure_persistence,0.0008,0.3661,0.0022
graph_diffusion,population,multiplicative,hierarchical_nesting,trajectory_coherence,0.0,0.0169,0.0
graph_diffusion,population,multiplicative,hierarchical_nesting,recursive_identity_score,0.1985,0.3296,0.6024
graph_diffusion,coupled_map_lattice,multiplicative,hierarchical_nesting,recursive_continuity,0.9917,0.846,0.8531
graph_diffusion,coupled_map_lattice,multiplicative,hierarchical_nesting,reconstruction_ability,0.0,0.1397,0.0
graph_diffusion,coupled_map_lattice,multiplicative,hierarchical_nesting,org_memory,0.0008,0.2613,0.0031
graph_diffusion,coupled_map_lattice,multiplicative,hierarchical_nesting,transition_smoothness,1.0,0.9998,0.9998
graph_diffusion,coupled_map_lattice,multiplicative,hierarchical_nesting,closure_persistence,0.0008,0.2613,0.0031
graph_diffusion,coupled_map_lattice,multiplicative,hierarchical_nesting,trajectory_coherence,0.0,0.0049,0.0
graph_diffusion,coupled_map_lattice,multiplicative,hierarchical_nesting,recursive_identity_score,0.1985,0.2902,0.684
gray_scott,coupled_map_lattice,multiplicative,constraint_propagation,recursive_continuity,0.9054,0.846,0.9344
gray_scott,coupled_map_lattice,multiplicative,constraint_propagation,reconstruction_ability,0.3047,0.1397,0.4583
gray_scott,coupled_map_lattice,multiplicative,constraint_propagation,org_memory,0.7321,0.2613,0.3569
gray_scott,coupled_map_lattice,multiplicative,constraint_propagation,transition_smoothness,0.9996,0.9998,0.9999
gray_scott,coupled_map_lattice,multiplicative,constraint_propagation,closure_persistence,0.7321,0.2613,0.3569
gray_scott,coupled_map_lattice,multiplicative,constraint_propagation,trajectory_coherence,0.0183,0.0049,0.267
gray_scott,coupled_map_lattice,multiplicative,constraint_propagation,recursive_identity_score,0.4857,0.2902,0.5975
gray_scott,cellular_automata,multiplicative,constraint_propagation,recursive_continuity,0.9054,0.9465,0.9565
gray_scott,cellular_automata,multiplicative,constraint_propagation,reconstruction_ability,0.3047,0.0,0.0
gray_scott,cellular_automata,multiplicative,constraint_propagation,org_memory,0.7321,0.0845,0.1154
gray_scott,cellular_automata,multiplicative,constraint_propagation,transition_smoothness,0.9996,1.0,0.9997
gray_scott,cellular_automata,multiplicative,constraint_propagation,closure_persistence,0.7321,0.0845,0.1154
gray_scott,cellular_automata,multiplicative,constraint_propagation,trajectory_coherence,0.0183,0.0,0.0
gray_scott,cellular_automata,multiplicative,constraint_propagation,recursive_identity_score,0.4857,0.2104,0.4332
graph_diffusion,coupled_map_lattice,multiplicative,constraint_propagation,recursive_continuity,0.9917,0.846,0.8531
graph_diffusion,coupled_map_lattice,multiplicative,constraint_propagation,reconstruction_ability,0.0,0.1397,0.0
graph_diffusion,coupled_map_lattice,multiplicative,constraint_propagation,org_memory,0.0008,0.2613,0.0031
graph_diffusion,coupled_map_lattice,multiplicative,constraint_propagation,transition_smoothness,1.0,0.9998,0.9998
graph_diffusion,coupled_map_lattice,multiplicative,constraint_propagation,closure_persistence,0.0008,0.2613,0.0031
graph_diffusion,coupled_map_lattice,multiplicative,constraint_propagation,trajectory_coherence,0.0,0.0049,0.0
graph_diffusion,coupled_map_lattice,multiplicative,constraint_propagation,recursive_identity_score,0.1985,0.2902,0.684
graph_diffusion,cellular_automata,multiplicative,constraint_propagation,recursive_continuity,0.9917,0.9465,0.9544
graph_diffusion,cellular_automata,multiplicative,constraint_propagation,reconstruction_ability,0.0,0.0,1.0
graph_diffusion,cellular_automata,multiplicative,constraint_propagation,org_memory,0.0008,0.0845,0.0095
graph_diffusion,cellular_automata,multiplicative,constraint_propagation,transition_smoothness,1.0,1.0,1.0
graph_diffusion,cellular_automata,multiplicative,constraint_propagation,closure_persistence,0.0008,0.0845,0.0095
graph_diffusion,cellular_automata,multiplicative,constraint_propagation,trajectory_coherence,0.0,0.0,1.0
graph_diffusion,cellular_automata,multiplicative,constraint_propagation,recursive_identity_score,0.1985,0.2104,0.9434
gray_scott,kuramoto,multiplicative,resonance_locking,recursive_continuity,0.9054,0.9617,0.9414
gray_scott,kuramoto,multiplicative,resonance_locking,reconstruction_ability,0.3047,0.324,0.9405
gray_scott,kuramoto,multiplicative,resonance_locking,org_memory,0.7321,0.5897,0.8054
gray_scott,kuramoto,multiplicative,resonance_locking,transition_smoothness,0.9996,0.9999,0.9998
gray_scott,kuramoto,multiplicative,resonance_locking,closure_persistence,0.7321,0.5897,0.8054
gray_scott,kuramoto,multiplicative,resonance_locking,trajectory_coherence,0.0183,0.0176,0.9628
gray_scott,kuramoto,multiplicative,resonance_locking,recursive_identity_score,0.4857,0.4691,0.9658
graph_diffusion,gray_scott,multiplicative,resonance_locking,recursive_continuity,0.9917,0.9054,0.9129
graph_diffusion,gray_scott,multiplicative,resonance_locking,reconstruction_ability,0.0,0.3047,0.0
graph_diffusion,gray_scott,multiplicative,resonance_locking,org_memory,0.0008,0.7321,0.0011
graph_diffusion,gray_scott,multiplicative,resonance_locking,transition_smoothness,1.0,0.9996,0.9996
graph_diffusion,gray_scott,multiplicative,resonance_locking,closure_persistence,0.0008,0.7321,0.0011
graph_diffusion,gray_scott,multiplicative,resonance_locking,trajectory_coherence,0.0,0.0183,0.0
graph_diffusion,gray_scott,multiplicative,resonance_locking,recursive_identity_score,0.1985,0.4857,0.4087
graph_diffusion,kuramoto,multiplicative,resonance_locking,recursive_continuity,0.9917,0.9617,0.9697
graph_diffusion,kuramoto,multiplicative,resonance_locking,reconstruction_ability,0.0,0.324,0.0
graph_diffusion,kuramoto,multiplicative,resonance_locking,org_memory,0.0008,0.5897,0.0014
graph_diffusion,kuramoto,multiplicative,resonance_locking,transition_smoothness,1.0,0.9999,0.9999
graph_diffusion,kuramoto,multiplicative,resonance_locking,closure_persistence,0.0008,0.5897,0.0014
graph_diffusion,kuramoto,multiplicative,resonance_locking,trajectory_coherence,0.0,0.0176,0.0
graph_diffusion,kuramoto,multiplicative,resonance_locking,recursive_identity_score,0.1985,0.4691,0.4232
lotka_volterra,graph_diffusion,branching,synchronization,recursive_continuity,0.9536,0.9917,0.9615
lotka_volterra,graph_diffusion,branching,synchronization,reconstruction_ability,0.0,0.0,1.0
lotka_volterra,graph_diffusion,branching,synchronization,org_memory,0.1048,0.0008,0.0076
lotka_volterra,graph_diffusion,branching,synchronization,transition_smoothness,0.9999,1.0,0.9999
lotka_volterra,graph_diffusion,branching,synchronization,closure_persistence,0.1048,0.0008,0.0076
lotka_volterra,graph_diffusion,branching,synchronization,trajectory_coherence,0.0,0.0,1.0
lotka_volterra,graph_diffusion,branching,synchronization,recursive_identity_score,0.2169,0.1985,0.9152
lotka_volterra,coupled_map_lattice,branching,synchronization,recursive_continuity,0.9536,0.846,0.8872
lotka_volterra,coupled_map_lattice,branching,synchronization,reconstruction_ability,0.0,0.1397,0.0
lotka_volterra,coupled_map_lattice,branching,synchronization,org_memory,0.1048,0.2613,0.4012
lotka_volterra,coupled_map_lattice,branching,synchronization,transition_smoothness,0.9999,0.9998,0.9999
lotka_volterra,coupled_map_lattice,branching,synchronization,closure_persistence,0.1048,0.2613,0.4012
lotka_volterra,coupled_map_lattice,branching,synchronization,trajectory_coherence,0.0,0.0049,0.0
lotka_volterra,coupled_map_lattice,branching,synchronization,recursive_identity_score,0.2169,0.2902,0.7474
cellular_automata,graph_diffusion,branching,synchronization,recursive_continuity,0.9465,0.9917,0.9544
cellular_automata,graph_diffusion,branching,synchronization,reconstruction_ability,0.0,0.0,1.0
cellular_automata,graph_diffusion,branching,synchronization,org_memory,0.0845,0.0008,0.0095
cellular_automata,graph_diffusion,branching,synchronization,transition_smoothness,1.0,1.0,1.0
cellular_automata,graph_diffusion,branching,synchronization,closure_persistence,0.0845,0.0008,0.0095
cellular_automata,graph_diffusion,branching,synchronization,trajectory_coherence,0.0,0.0,1.0
cellular_automata,graph_diffusion,branching,synchronization,recursive_identity_score,0.2104,0.1985,0.9434
cellular_automata,coupled_map_lattice,branching,synchronization,recursive_continuity,0.9465,0.846,0.8938
cellular_automata,coupled_map_lattice,branching,synchronization,reconstruction_ability,0.0,0.1397,0.0
cellular_automata,coupled_map_lattice,branching,synchronization,org_memory,0.0845,0.2613,0.3234
cellular_automata,coupled_map_lattice,branching,synchronization,transition_smoothness,1.0,0.9998,0.9998
cellular_automata,coupled_map_lattice,branching,synchronization,closure_persistence,0.0845,0.2613,0.3234
cellular_automata,coupled_map_lattice,branching,synchronization,trajectory_coherence,0.0,0.0049,0.0
cellular_automata,coupled_map_lattice,branching,synchronization,recursive_identity_score,0.2104,0.2902,0.725
lotka_volterra,gray_scott,branching,recursive_feedback,recursive_continuity,0.9536,0.9054,0.9495
lotka_volterra,gray_scott,branching,recursive_feedback,reconstruction_ability,0.0,0.3047,0.0
lotka_volterra,gray_scott,branching,recursive_feedback,org_memory,0.1048,0.7321,0.1432
lotka_volterra,gray_scott,branching,recursive_feedback,transition_smoothness,0.9999,0.9996,0.9998
lotka_volterra,gray_scott,branching,recursive_feedback,closure_persistence,0.1048,0.7321,0.1432
lotka_volterra,gray_scott,branching,recursive_feedback,trajectory_coherence,0.0,0.0183,0.0
lotka_volterra,gray_scott,branching,recursive_feedback,recursive_identity_score,0.2169,0.4857,0.4466
lotka_volterra,kuramoto,branching,recursive_feedback,recursive_continuity,0.9536,0.9617,0.9915
lotka_volterra,kuramoto,branching,recursive_feedback,reconstruction_ability,0.0,0.324,0.0
lotka_volterra,kuramoto,branching,recursive_feedback,org_memory,0.1048,0.5897,0.1777
lotka_volterra,kuramoto,branching,recursive_feedback,transition_smoothness,0.9999,0.9999,1.0
lotka_volterra,kuramoto,branching,recursive_feedback,closure_persistence,0.1048,0.5897,0.1777
lotka_volterra,kuramoto,branching,recursive_feedback,trajectory_coherence,0.0,0.0176,0.0
lotka_volterra,kuramoto,branching,recursive_feedback,recursive_identity_score,0.2169,0.4691,0.4624
cellular_automata,gray_scott,branching,recursive_feedback,recursive_continuity,0.9465,0.9054,0.9565
cellular_automata,gray_scott,branching,recursive_feedback,reconstruction_ability,0.0,0.3047,0.0
cellular_automata,gray_scott,branching,recursive_feedback,org_memory,0.0845,0.7321,0.1154
cellular_automata,gray_scott,branching,recursive_feedback,transition_smoothness,1.0,0.9996,0.9997
cellular_automata,gray_scott,branching,recursive_feedback,closure_persistence,0.0845,0.7321,0.1154
cellular_automata,gray_scott,branching,recursive_feedback,trajectory_coherence,0.0,0.0183,0.0
cellular_automata,gray_scott,branching,recursive_feedback,recursive_identity_score,0.2104,0.4857,0.4332
cellular_automata,kuramoto,branching,recursive_feedback,recursive_continuity,0.9465,0.9617,0.9842
cellular_automata,kuramoto,branching,recursive_feedback,reconstruction_ability,0.0,0.324,0.0
cellular_automata,kuramoto,branching,recursive_feedback,org_memory,0.0845,0.5897,0.1433
cellular_automata,kuramoto,branching,recursive_feedback,transition_smoothness,1.0,0.9999,0.9999
cellular_automata,kuramoto,branching,recursive_feedback,closure_persistence,0.0845,0.5897,0.1433
cellular_automata,kuramoto,branching,recursive_feedback,trajectory_coherence,0.0,0.0176,0.0
cellular_automata,kuramoto,branching,recursive_feedback,recursive_identity_score,0.2104,0.4691,0.4486
lotka_volterra,graph_diffusion,branching,competitive_exclusion,recursive_continuity,0.9536,0.9917,0.9615
lotka_volterra,graph_diffusion,branching,competitive_exclusion,reconstruction_ability,0.0,0.0,1.0
lotka_volterra,graph_diffusion,branching,competitive_exclusion,org_memory,0.1048,0.0008,0.0076
lotka_volterra,graph_diffusion,branching,competitive_exclusion,transition_smoothness,0.9999,1.0,0.9999
lotka_volterra,graph_diffusion,branching,competitive_exclusion,closure_persistence,0.1048,0.0008,0.0076
lotka_volterra,graph_diffusion,branching,competitive_exclusion,trajectory_coherence,0.0,0.0,1.0
lotka_volterra,graph_diffusion,branching,competitive_exclusion,recursive_identity_score,0.2169,0.1985,0.9152
lotka_volterra,replicator,branching,competitive_exclusion,recursive_continuity,0.9536,0.9397,0.9854
lotka_volterra,replicator,branching,competitive_exclusion,reconstruction_ability,0.0,0.0,1.0
lotka_volterra,replicator,branching,competitive_exclusion,org_memory,0.1048,0.0199,0.1901
lotka_volterra,replicator,branching,competitive_exclusion,transition_smoothness,0.9999,1.0,0.9999
lotka_volterra,replicator,branching,competitive_exclusion,closure_persistence,0.1048,0.0199,0.1901
lotka_volterra,replicator,branching,competitive_exclusion,trajectory_coherence,0.0,0.0,1.0
lotka_volterra,replicator,branching,competitive_exclusion,recursive_identity_score,0.2169,0.1929,0.8893
cellular_automata,graph_diffusion,branching,competitive_exclusion,recursive_continuity,0.9465,0.9917,0.9544
cellular_automata,graph_diffusion,branching,competitive_exclusion,reconstruction_ability,0.0,0.0,1.0
cellular_automata,graph_diffusion,branching,competitive_exclusion,org_memory,0.0845,0.0008,0.0095
cellular_automata,graph_diffusion,branching,competitive_exclusion,transition_smoothness,1.0,1.0,1.0
cellular_automata,graph_diffusion,branching,competitive_exclusion,closure_persistence,0.0845,0.0008,0.0095
cellular_automata,graph_diffusion,branching,competitive_exclusion,trajectory_coherence,0.0,0.0,1.0
cellular_automata,graph_diffusion,branching,competitive_exclusion,recursive_identity_score,0.2104,0.1985,0.9434
cellular_automata,replicator,branching,competitive_exclusion,recursive_continuity,0.9465,0.9397,0.9927
cellular_automata,replicator,branching,competitive_exclusion,reconstruction_ability,0.0,0.0,1.0
cellular_automata,replicator,branching,competitive_exclusion,org_memory,0.0845,0.0199,0.2359
cellular_automata,replicator,branching,competitive_exclusion,transition_smoothness,1.0,1.0,1.0
cellular_automata,replicator,branching,competitive_exclusion,closure_persistence,0.0845,0.0199,0.2359
cellular_automata,replicator,branching,competitive_exclusion,trajectory_coherence,0.0,0.0,1.0
cellular_automata,replicator,branching,competitive_exclusion,recursive_identity_score,0.2104,0.1929,0.9168
lotka_volterra,cellular_automata,branching,diffusion,recursive_continuity,0.9536,0.9465,0.9926
lotka_volterra,cellular_automata,branching,diffusion,reconstruction_ability,0.0,0.0,1.0
lotka_volterra,cellular_automata,branching,diffusion,org_memory,0.1048,0.0845,0.8061
lotka_volterra,cellular_automata,branching,diffusion,transition_smoothness,0.9999,1.0,0.9999
lotka_volterra,cellular_automata,branching,diffusion,closure_persistence,0.1048,0.0845,0.8061
lotka_volterra,cellular_automata,branching,diffusion,trajectory_coherence,0.0,0.0,1.0
lotka_volterra,cellular_automata,branching,diffusion,recursive_identity_score,0.2169,0.2104,0.9701
lotka_volterra,coupled_map_lattice,branching,diffusion,recursive_continuity,0.9536,0.846,0.8872
lotka_volterra,coupled_map_lattice,branching,diffusion,reconstruction_ability,0.0,0.1397,0.0
lotka_volterra,coupled_map_lattice,branching,diffusion,org_memory,0.1048,0.2613,0.4012
lotka_volterra,coupled_map_lattice,branching,diffusion,transition_smoothness,0.9999,0.9998,0.9999
lotka_volterra,coupled_map_lattice,branching,diffusion,closure_persistence,0.1048,0.2613,0.4012
lotka_volterra,coupled_map_lattice,branching,diffusion,trajectory_coherence,0.0,0.0049,0.0
lotka_volterra,coupled_map_lattice,branching,diffusion,recursive_identity_score,0.2169,0.2902,0.7474
cellular_automata,coupled_map_lattice,branching,diffusion,recursive_continuity,0.9465,0.846,0.8938
cellular_automata,coupled_map_lattice,branching,diffusion,reconstruction_ability,0.0,0.1397,0.0
cellular_automata,coupled_map_lattice,branching,diffusion,org_memory,0.0845,0.2613,0.3234
cellular_automata,coupled_map_lattice,branching,diffusion,transition_smoothness,1.0,0.9998,0.9998
cellular_automata,coupled_map_lattice,branching,diffusion,closure_persistence,0.0845,0.2613,0.3234
cellular_automata,coupled_map_lattice,branching,diffusion,trajectory_coherence,0.0,0.0049,0.0
cellular_automata,coupled_map_lattice,branching,diffusion,recursive_identity_score,0.2104,0.2902,0.725
lotka_volterra,population,branching,hierarchical_nesting,recursive_continuity,0.9536,0.8583,0.9
lotka_volterra,population,branching,hierarchical_nesting,reconstruction_ability,0.0,0.1643,0.0
lotka_volterra,population,branching,hierarchical_nesting,org_memory,0.1048,0.3661,0.2863
lotka_volterra,population,branching,hierarchical_nesting,transition_smoothness,0.9999,0.9998,1.0
lotka_volterra,population,branching,hierarchical_nesting,closure_persistence,0.1048,0.3661,0.2863
lotka_volterra,population,branching,hierarchical_nesting,trajectory_coherence,0.0,0.0169,0.0
lotka_volterra,population,branching,hierarchical_nesting,recursive_identity_score,0.2169,0.3296,0.6582
lotka_volterra,coupled_map_lattice,branching,hierarchical_nesting,recursive_continuity,0.9536,0.846,0.8872
lotka_volterra,coupled_map_lattice,branching,hierarchical_nesting,reconstruction_ability,0.0,0.1397,0.0
lotka_volterra,coupled_map_lattice,branching,hierarchical_nesting,org_memory,0.1048,0.2613,0.4012
lotka_volterra,coupled_map_lattice,branching,hierarchical_nesting,transition_smoothness,0.9999,0.9998,0.9999
lotka_volterra,coupled_map_lattice,branching,hierarchical_nesting,closure_persistence,0.1048,0.2613,0.4012
lotka_volterra,coupled_map_lattice,branching,hierarchical_nesting,trajectory_coherence,0.0,0.0049,0.0
lotka_volterra,coupled_map_lattice,branching,hierarchical_nesting,recursive_identity_score,0.2169,0.2902,0.7474
cellular_automata,population,branching,hierarchical_nesting,recursive_continuity,0.9465,0.8583,0.9067
cellular_automata,population,branching,hierarchical_nesting,reconstruction_ability,0.0,0.1643,0.0
cellular_automata,population,branching,hierarchical_nesting,org_memory,0.0845,0.3661,0.2308
cellular_automata,population,branching,hierarchical_nesting,transition_smoothness,1.0,0.9998,0.9998
cellular_automata,population,branching,hierarchical_nesting,closure_persistence,0.0845,0.3661,0.2308
cellular_automata,population,branching,hierarchical_nesting,trajectory_coherence,0.0,0.0169,0.0
cellular_automata,population,branching,hierarchical_nesting,recursive_identity_score,0.2104,0.3296,0.6385
cellular_automata,coupled_map_lattice,branching,hierarchical_nesting,recursive_continuity,0.9465,0.846,0.8938
cellular_automata,coupled_map_lattice,branching,hierarchical_nesting,reconstruction_ability,0.0,0.1397,0.0
cellular_automata,coupled_map_lattice,branching,hierarchical_nesting,org_memory,0.0845,0.2613,0.3234
cellular_automata,coupled_map_lattice,branching,hierarchical_nesting,transition_smoothness,1.0,0.9998,0.9998
cellular_automata,coupled_map_lattice,branching,hierarchical_nesting,closure_persistence,0.0845,0.2613,0.3234
cellular_automata,coupled_map_lattice,branching,hierarchical_nesting,trajectory_coherence,0.0,0.0049,0.0
cellular_automata,coupled_map_lattice,branching,hierarchical_nesting,recursive_identity_score,0.2104,0.2902,0.725
lotka_volterra,coupled_map_lattice,branching,constraint_propagation,recursive_continuity,0.9536,0.846,0.8872
lotka_volterra,coupled_map_lattice,branching,constraint_propagation,reconstruction_ability,0.0,0.1397,0.0
lotka_volterra,coupled_map_lattice,branching,constraint_propagation,org_memory,0.1048,0.2613,0.4012
lotka_volterra,coupled_map_lattice,branching,constraint_propagation,transition_smoothness,0.9999,0.9998,0.9999
lotka_volterra,coupled_map_lattice,branching,constraint_propagation,closure_persistence,0.1048,0.2613,0.4012
lotka_volterra,coupled_map_lattice,branching,constraint_propagation,trajectory_coherence,0.0,0.0049,0.0
lotka_volterra,coupled_map_lattice,branching,constraint_propagation,recursive_identity_score,0.2169,0.2902,0.7474
lotka_volterra,cellular_automata,branching,constraint_propagation,recursive_continuity,0.9536,0.9465,0.9926
lotka_volterra,cellular_automata,branching,constraint_propagation,reconstruction_ability,0.0,0.0,1.0
lotka_volterra,cellular_automata,branching,constraint_propagation,org_memory,0.1048,0.0845,0.8061
lotka_volterra,cellular_automata,branching,constraint_propagation,transition_smoothness,0.9999,1.0,0.9999
lotka_volterra,cellular_automata,branching,constraint_propagation,closure_persistence,0.1048,0.0845,0.8061
lotka_volterra,cellular_automata,branching,constraint_propagation,trajectory_coherence,0.0,0.0,1.0
lotka_volterra,cellular_automata,branching,constraint_propagation,recursive_identity_score,0.2169,0.2104,0.9701
cellular_automata,coupled_map_lattice,branching,constraint_propagation,recursive_continuity,0.9465,0.846,0.8938
cellular_automata,coupled_map_lattice,branching,constraint_propagation,reconstruction_ability,0.0,0.1397,0.0
cellular_automata,coupled_map_lattice,branching,constraint_propagation,org_memory,0.0845,0.2613,0.3234
cellular_automata,coupled_map_lattice,branching,constraint_propagation,transition_smoothness,1.0,0.9998,0.9998
cellular_automata,coupled_map_lattice,branching,constraint_propagation,closure_persistence,0.0845,0.2613,0.3234
cellular_automata,coupled_map_lattice,branching,constraint_propagation,trajectory_coherence,0.0,0.0049,0.0
cellular_automata,coupled_map_lattice,branching,constraint_propagation,recursive_identity_score,0.2104,0.2902,0.725
lotka_volterra,gray_scott,branching,resonance_locking,recursive_continuity,0.9536,0.9054,0.9495
lotka_volterra,gray_scott,branching,resonance_locking,reconstruction_ability,0.0,0.3047,0.0
lotka_volterra,gray_scott,branching,resonance_locking,org_memory,0.1048,0.7321,0.1432
lotka_volterra,gray_scott,branching,resonance_locking,transition_smoothness,0.9999,0.9996,0.9998
lotka_volterra,gray_scott,branching,resonance_locking,closure_persistence,0.1048,0.7321,0.1432
lotka_volterra,gray_scott,branching,resonance_locking,trajectory_coherence,0.0,0.0183,0.0
lotka_volterra,gray_scott,branching,resonance_locking,recursive_identity_score,0.2169,0.4857,0.4466
lotka_volterra,kuramoto,branching,resonance_locking,recursive_continuity,0.9536,0.9617,0.9915
lotka_volterra,kuramoto,branching,resonance_locking,reconstruction_ability,0.0,0.324,0.0
lotka_volterra,kuramoto,branching,resonance_locking,org_memory,0.1048,0.5897,0.1777
lotka_volterra,kuramoto,branching,resonance_locking,transition_smoothness,0.9999,0.9999,1.0
lotka_volterra,kuramoto,branching,resonance_locking,closure_persistence,0.1048,0.5897,0.1777
lotka_volterra,kuramoto,branching,resonance_locking,trajectory_coherence,0.0,0.0176,0.0
lotka_volterra,kuramoto,branching,resonance_locking,recursive_identity_score,0.2169,0.4691,0.4624
cellular_automata,gray_scott,branching,resonance_locking,recursive_continuity,0.9465,0.9054,0.9565
cellular_automata,gray_scott,branching,resonance_locking,reconstruction_ability,0.0,0.3047,0.0
cellular_automata,gray_scott,branching,resonance_locking,org_memory,0.0845,0.7321,0.1154
cellular_automata,gray_scott,branching,resonance_locking,transition_smoothness,1.0,0.9996,0.9997
cellular_automata,gray_scott,branching,resonance_locking,closure_persistence,0.0845,0.7321,0.1154
cellular_automata,gray_scott,branching,resonance_locking,trajectory_coherence,0.0,0.0183,0.0
cellular_automata,gray_scott,branching,resonance_locking,recursive_identity_score,0.2104,0.4857,0.4332
cellular_automata,kuramoto,branching,resonance_locking,recursive_continuity,0.9465,0.9617,0.9842
cellular_automata,kuramoto,branching,resonance_locking,reconstruction_ability,0.0,0.324,0.0
cellular_automata,kuramoto,branching,resonance_locking,org_memory,0.0845,0.5897,0.1433
cellular_automata,kuramoto,branching,resonance_locking,transition_smoothness,1.0,0.9999,0.9999
cellular_automata,kuramoto,branching,resonance_locking,closure_persistence,0.0845,0.5897,0.1433
cellular_automata,kuramoto,branching,resonance_locking,trajectory_coherence,0.0,0.0176,0.0
cellular_automata,kuramoto,branching,resonance_locking,recursive_identity_score,0.2104,0.4691,0.4486
