domain,sys_idx,process_regime,recursive_continuity,reconstruction_ability,org_memory,transition_continuity,transition_smoothness,closure_persistence,adaptive_continuity,recovery_identity,trajectory_coherence,recursive_identity_score
coupled_map_lattice,112,RG,0.9667,0.0,0.06,0.022774,1.0,0.06,0.0,0.0,0.0,0.2083
coupled_map_lattice,113,RG,1.0,0.0,0.07,0.016673,1.0,0.07,0.0,0.0,0.0,0.2175
coupled_map_lattice,114,RG,0.4667,0.0,0.06,0.02668,1.0,0.06,0.0,0.0,0.0,0.1083
coupled_map_lattice,115,RG,0.8667,0.0,0.1048,0.037271,0.9998,0.1048,0.0,0.0,0.0,0.1995
coupled_map_lattice,116,RG,1.0,0.0,0.22,0.048352,0.9998,0.22,0.0,0.0,0.0,0.255
coupled_map_lattice,117,CH,1.0,0.0,0.4181,0.162732,1.0,0.4181,0.0,0.0,0.0,0.3045
coupled_map_lattice,118,CH,0.7667,0.0,0.6298,0.156161,0.9986,0.6298,0.0,0.0,0.0,0.3108
coupled_map_lattice,119,RG,1.0,0.0,0.07,0.017467,1.0,0.07,0.0,0.0,0.0,0.2175
coupled_map_lattice,120,RG,0.3,0.0,0.095,0.042954,0.9999,0.095,0.0,0.0,0.0,0.0837
coupled_map_lattice,121,CL,0.8,0.0,0.0944,0.036439,0.9998,0.0944,0.0,0.0,0.0,0.1836
coupled_map_lattice,122,RG,0.4333,0.0,0.065,0.02465,0.9999,0.065,0.0,0.0,0.0,0.1029
coupled_map_lattice,123,CH,1.0,0.0,0.8393,0.212985,1.0,0.8393,0.0,0.0,0.0,0.4098
coupled_map_lattice,124,RG,1.0,0.0,0.09,0.022504,1.0,0.09,0.0,0.0,0.0,0.2225
coupled_map_lattice,125,RG,0.9667,0.0,0.06,0.019416,1.0,0.06,0.0,0.0,0.0,0.2083
coupled_map_lattice,126,CG,1.0,1.0,0.437,0.183198,0.9999,0.437,0.1935,0.9664,0.02,0.7072
coupled_map_lattice,127,RG,1.0,0.0,0.085,0.014933,1.0,0.085,0.0,0.0,0.0,0.2213
coupled_map_lattice,128,CG,1.0,1.0,0.9257,0.214064,1.0,0.9257,0.1791,0.9472,0.02,0.8265
coupled_map_lattice,129,RG,1.0,0.0,0.06,0.014033,1.0,0.06,0.0,0.0,0.0,0.215
coupled_map_lattice,130,CG,1.0,0.64,0.27,0.063784,0.9997,0.27,0.3092,0.5942,0.04,0.5226
coupled_map_lattice,131,CG,1.0,0.72,0.19,0.061788,0.9998,0.19,0.2637,0.6844,0.04,0.5362
coupled_map_lattice,132,RG,0.8667,0.0,0.06,0.01232,1.0,0.06,0.0,0.0,0.0,0.1883
coupled_map_lattice,133,RG,0.3333,0.0,0.115,0.038412,0.9999,0.115,0.0,0.0,0.0,0.0954
coupled_map_lattice,134,RG,0.2,0.0,0.075,0.028911,0.9999,0.075,0.0,0.0,0.0,0.0588
coupled_map_lattice,135,CG,1.0,1.0,0.9549,0.203706,0.9999,0.9549,0.3507,0.9712,0.02,0.8374
coupled_map_lattice,136,RG,0.9667,0.0,0.12,0.032956,0.9999,0.12,0.0,0.0,0.0,0.2233
coupled_map_lattice,137,CG,0.8667,1.0,0.47,0.107073,0.996,0.47,1.2913,0.9775,0.06,0.6965
coupled_map_lattice,138,RG,1.0,0.0,0.095,0.028515,1.0,0.095,0.0,0.0,0.0,0.2238
coupled_map_lattice,139,CH,0.1667,0.0,0.1473,0.082096,0.9997,0.1473,0.0,0.0,0.0,0.0702
coupled_map_lattice,140,RG,1.0,0.0,0.09,0.024587,1.0,0.09,0.0,0.0,0.0,0.2225
coupled_map_lattice,141,CL,0.6667,0.0,0.0008,0.005634,0.9999,0.0008,0.0,0.0,0.0,0.1336
coupled_map_lattice,142,CH,1.0,0.0,0.1627,0.119468,0.9999,0.1627,0.0,0.0,0.0,0.2407
coupled_map_lattice,143,RG,1.0,0.0,0.075,0.026717,1.0,0.075,0.0,0.0,0.0,0.2188
coupled_map_lattice,144,RG,0.8333,0.0,0.0659,0.020988,0.9998,0.0659,0.0,0.0,0.0,0.1831
coupled_map_lattice,145,CG,1.0,0.94,0.25,0.06496,0.9997,0.25,0.1734,0.8878,0.02,0.6337
coupled_map_lattice,146,CH,1.0,0.0,0.866,0.224421,1.0,0.866,0.0,0.0,0.0,0.4165
coupled_map_lattice,147,RG,1.0,0.0,0.27,0.04286,0.9998,0.27,0.0,0.0,0.0,0.2675
coupled_map_lattice,148,RG,1.0,0.0,0.095,0.026388,1.0,0.095,0.0,0.0,0.0,0.2237
coupled_map_lattice,149,RG,1.0,0.0,0.06,0.017848,1.0,0.06,0.0,0.0,0.0,0.215
coupled_map_lattice,150,CG,1.0,0.98,0.4347,0.208394,1.0,0.4347,0.5128,0.9258,0.02,0.6955
coupled_map_lattice,151,CG,1.0,1.0,0.8776,0.252309,1.0,0.8776,0.2939,0.9274,0.02,0.8115
coupled_map_lattice,152,CG,0.9333,0.9667,0.415,0.094796,0.9976,0.415,1.025,0.9363,0.06,0.6815
coupled_map_lattice,153,CG,1.0,1.0,0.165,0.056522,0.9998,0.165,0.0667,0.9414,0.02,0.6355
coupled_map_lattice,154,RG,0.2,0.0,0.09,0.03861,0.9999,0.09,0.0,0.0,0.0,0.0625
coupled_map_lattice,155,CG,1.0,0.4,0.19,0.066822,0.9998,0.19,0.1477,0.3666,0.02,0.4055
coupled_map_lattice,156,CH,1.0,0.0,0.6147,0.173191,1.0,0.6147,0.0,0.0,0.0,0.3537
coupled_map_lattice,157,RG,1.0,0.0,0.085,0.028608,0.9998,0.085,0.0,0.0,0.0,0.2212
coupled_map_lattice,158,CG,1.0,1.0,0.9523,0.206641,0.9999,0.9523,0.1938,0.9698,0.02,0.8365
coupled_map_lattice,159,CG,1.0,0.96,0.7758,0.1577,0.9994,0.7758,0.6846,0.935,0.04,0.7802
coupled_map_lattice,160,CH,1.0,0.0,0.8811,0.208401,1.0,0.8811,0.0,0.0,0.0,0.4203
coupled_map_lattice,161,RG,1.0,0.0,0.085,0.019112,1.0,0.085,0.0,0.0,0.0,0.2213
coupled_map_lattice,162,RG,1.0,0.0,0.055,0.016623,1.0,0.055,0.0,0.0,0.0,0.2138
coupled_map_lattice,163,CH,1.0,0.0,0.3191,0.148088,1.0,0.3191,0.0,0.0,0.0,0.2798
coupled_map_lattice,164,RG,0.7333,0.0,0.145,0.05021,0.9998,0.145,0.0,0.0,0.0,0.1829
coupled_map_lattice,165,RG,1.0,0.0,0.065,0.018491,1.0,0.065,0.0,0.0,0.0,0.2162
coupled_map_lattice,166,RG,1.0,0.0,0.07,0.022599,1.0,0.07,0.0,0.0,0.0,0.2175
coupled_map_lattice,167,CH,1.0,0.0,0.7957,0.235598,1.0,0.7957,0.0,0.0,0.0,0.3989
coupled_map_lattice,168,CH,1.0,0.0,0.8108,0.181454,1.0,0.8108,0.0,0.0,0.0,0.4027
coupled_map_lattice,169,RG,0.1333,0.0,0.035,0.015578,1.0,0.035,0.0,0.0,0.0,0.0354
coupled_map_lattice,170,RG,1.0,0.0,0.16,0.053365,0.9998,0.16,0.0,0.0,0.0,0.24
coupled_map_lattice,171,RG,0.7333,0.0,0.08,0.036449,0.9998,0.08,0.0,0.0,0.0,0.1667
coupled_map_lattice,172,CG,1.0,0.88,0.255,0.055994,0.9997,0.255,0.2081,0.8396,0.02,0.6127
coupled_map_lattice,173,RG,1.0,0.0,0.06,0.013877,1.0,0.06,0.0,0.0,0.0,0.215
coupled_map_lattice,174,RG,0.8667,0.0,0.08,0.021122,0.9999,0.08,0.0,0.0,0.0,0.1933
coupled_map_lattice,175,RG,1.0,0.0,0.22,0.033834,0.9998,0.22,0.0,0.0,0.0,0.255
coupled_map_lattice,176,CH,1.0,0.0,0.8769,0.24875,0.9999,0.8769,0.0,0.0,0.0,0.4192
coupled_map_lattice,177,RG,1.0,0.0,0.075,0.007893,1.0,0.075,0.0,0.0,0.0,0.2188
coupled_map_lattice,178,CL,0.8,0.0,0.0854,0.038615,0.9997,0.0854,0.0,0.0,0.0,0.1813
coupled_map_lattice,179,CG,1.0,1.0,0.3288,0.146452,1.0,0.3288,0.1022,0.9634,0.02,0.6797
coupled_map_lattice,180,CG,0.9,0.95,0.425,0.127517,0.9977,0.425,1.073,0.9112,0.06,0.6694
coupled_map_lattice,181,CG,1.0,1.0,0.445,0.159789,0.9994,0.445,0.9449,0.9446,0.02,0.7059
coupled_map_lattice,182,CL,0.7667,0.0,0.0116,0.010527,0.9999,0.0116,0.0,0.0,0.0,0.1562
coupled_map_lattice,183,CL,0.7667,0.0,0.0,0.000633,0.9999,0.0,0.0,0.0,0.0,0.1533
coupled_map_lattice,184,CH,0.3667,0.0,0.2718,0.072947,0.9997,0.2718,0.0,0.0,0.0,0.1413
coupled_map_lattice,185,CG,0.7,0.98,0.5333,0.138083,0.9989,0.5333,0.4896,0.9592,0.04,0.6682
coupled_map_lattice,186,CG,1.0,1.0,0.7291,0.188665,0.9999,0.7291,0.3123,0.9736,0.02,0.7813
coupled_map_lattice,187,RG,0.7333,0.0,0.115,0.019357,0.9999,0.115,0.0,0.0,0.0,0.1754
coupled_map_lattice,188,RG,0.4333,0.0,0.04,0.017293,0.9999,0.04,0.0,0.0,0.0,0.0967
coupled_map_lattice,189,RG,1.0,0.0,0.1,0.021041,1.0,0.1,0.0,0.0,0.0,0.225
coupled_map_lattice,190,RG,1.0,0.0,0.095,0.017236,1.0,0.095,0.0,0.0,0.0,0.2237
coupled_map_lattice,191,CG,0.7667,0.18,0.2259,0.058095,0.9995,0.2259,0.0709,0.158,0.02,0.2815
coupled_map_lattice,192,CH,0.7,0.0,0.3735,0.127605,0.9991,0.3735,0.0,0.0,0.0,0.2334
coupled_map_lattice,193,CG,0.3333,0.4,0.2447,0.065906,0.9998,0.2447,0.154,0.3834,0.02,0.2883
coupled_map_lattice,194,RG,1.0,0.0,0.075,0.012444,1.0,0.075,0.0,0.0,0.0,0.2188
coupled_map_lattice,195,RG,0.1333,0.0,0.1601,0.043186,0.9999,0.1601,0.0,0.0,0.0,0.0667
coupled_map_lattice,196,RG,1.0,0.0,0.1,0.03722,0.9998,0.1,0.0,0.0,0.0,0.225
coupled_map_lattice,197,CL,0.3,0.0,0.0342,0.012731,0.9996,0.0342,0.0,0.0,0.0,0.0685
coupled_map_lattice,198,RG,0.6,0.0,0.07,0.03053,0.9999,0.07,0.0,0.0,0.0,0.1375
coupled_map_lattice,199,RG,0.5333,0.0,0.1204,0.038715,0.9995,0.1204,0.0,0.0,0.0,0.1368
coupled_map_lattice,200,CG,1.0,0.94,0.25,0.062473,0.9997,0.25,0.1819,0.9106,0.04,0.6401
coupled_map_lattice,201,RG,1.0,0.0,0.095,0.030459,1.0,0.095,0.0,0.0,0.0,0.2237
coupled_map_lattice,202,RG,0.1667,0.0,0.035,0.011528,1.0,0.035,0.0,0.0,0.0,0.0421
coupled_map_lattice,203,CL,0.8333,0.0,0.0183,0.012504,0.9999,0.0183,0.0,0.0,0.0,0.1712
coupled_map_lattice,204,CL,0.2667,0.0,0.0045,0.006299,1.0,0.0045,0.0,0.0,0.0,0.0545
coupled_map_lattice,205,RG,0.9333,0.0,0.145,0.019387,0.9999,0.145,0.0,0.0,0.0,0.2229
coupled_map_lattice,206,CG,0.8667,0.92,0.6375,0.170379,0.9986,0.6375,0.6326,0.8986,0.02,0.7005
coupled_map_lattice,207,RG,1.0,0.0,0.085,0.029625,0.9999,0.085,0.0,0.0,0.0,0.2212
coupled_map_lattice,208,RG,1.0,0.0,0.105,0.026724,1.0,0.105,0.0,0.0,0.0,0.2262
coupled_map_lattice,209,CH,1.0,0.0,0.5231,0.178218,1.0,0.5231,0.0,0.0,0.0,0.3308
coupled_map_lattice,210,CH,1.0,0.0,0.8061,0.176983,1.0,0.8061,0.0,0.0,0.0,0.4015
coupled_map_lattice,211,RG,0.9667,0.0,0.125,0.039006,0.9999,0.125,0.0,0.0,0.0,0.2246
coupled_map_lattice,212,CG,0.4,0.9667,0.335,0.089038,0.9989,0.335,1.0497,0.9427,0.08,0.5588
coupled_map_lattice,213,CG,1.0,1.0,0.5851,0.17601,0.9999,0.5851,0.2805,0.963,0.02,0.7437
coupled_map_lattice,214,CH,1.0,0.0,0.8091,0.20404,1.0,0.8091,0.0,0.0,0.0,0.4023
coupled_map_lattice,215,RG,0.9333,0.0,0.0586,0.015838,1.0,0.0586,0.0,0.0,0.0,0.2013
coupled_map_lattice,216,RG,1.0,0.0,0.085,0.016061,1.0,0.085,0.0,0.0,0.0,0.2213
coupled_map_lattice,217,RG,0.9333,0.0,0.135,0.042802,0.9999,0.135,0.0,0.0,0.0,0.2204
coupled_map_lattice,218,RG,0.1667,0.0,0.04,0.008772,1.0,0.04,0.0,0.0,0.0,0.0433
coupled_map_lattice,219,CG,1.0,0.6,0.2,0.05581,0.9998,0.2,0.2359,0.5472,0.02,0.4851
coupled_map_lattice,220,CH,1.0,0.0,0.9231,0.232108,1.0,0.9231,0.0,0.0,0.0,0.4308
coupled_map_lattice,221,CH,1.0,0.0,0.7627,0.172224,1.0,0.7627,0.0,0.0,0.0,0.3907
coupled_map_lattice,222,CH,1.0,0.0,0.4547,0.19058,1.0,0.4547,0.0,0.0,0.0,0.3137
coupled_map_lattice,223,CH,1.0,0.0,0.8972,0.222976,1.0,0.8972,0.0,0.0,0.0,0.4243
coupled_map_lattice,224,CG,0.8667,0.3,0.341,0.059337,0.998,0.341,0.1942,0.2884,0.02,0.3799
coupled_map_lattice,225,RG,1.0,0.0,0.115,0.025186,0.9999,0.115,0.0,0.0,0.0,0.2288
coupled_map_lattice,226,CG,0.9333,1.0,0.4945,0.180544,0.9972,0.4945,3.0729,0.9386,0.02,0.7041
coupled_map_lattice,227,CL,0.9,0.0,0.026,0.024217,0.9998,0.026,0.0,0.0,0.0,0.1865
coupled_map_lattice,228,CH,1.0,0.0,0.642,0.173021,0.9999,0.642,0.0,0.0,0.0,0.3605
coupled_map_lattice,229,CG,1.0,1.0,0.9907,0.223452,0.9999,0.9907,0.5433,0.9542,0.02,0.8438
coupled_map_lattice,230,RG,1.0,0.0,0.12,0.041367,0.9998,0.12,0.0,0.0,0.0,0.23
coupled_map_lattice,231,CH,1.0,0.0,0.8067,0.207207,1.0,0.8067,0.0,0.0,0.0,0.4017
coupled_map_lattice,232,CH,0.4667,0.0,0.2733,0.102403,0.9997,0.2733,0.0,0.0,0.0,0.1617
coupled_map_lattice,233,CH,1.0,0.0,0.3894,0.197645,1.0,0.3894,0.0,0.0,0.0,0.2973
coupled_map_lattice,234,RG,1.0,0.0,0.165,0.038716,0.9999,0.165,0.0,0.0,0.0,0.2412
coupled_map_lattice,235,RG,1.0,0.0,0.06,0.012528,1.0,0.06,0.0,0.0,0.0,0.215
coupled_map_lattice,236,RG,1.0,0.0,0.125,0.035643,0.9999,0.125,0.0,0.0,0.0,0.2313
coupled_map_lattice,237,CH,1.0,0.0,0.6475,0.161521,1.0,0.6475,0.0,0.0,0.0,0.3619
coupled_map_lattice,238,RG,1.0,0.0,0.095,0.022966,1.0,0.095,0.0,0.0,0.0,0.2237
coupled_map_lattice,239,CH,1.0,0.0,0.772,0.23053,0.9999,0.772,0.0,0.0,0.0,0.393
coupled_map_lattice,240,CH,1.0,0.0,0.7163,0.132135,1.0,0.7163,0.0,0.0,0.0,0.3791
coupled_map_lattice,241,CL,0.6333,0.0,0.0317,0.025126,0.9995,0.0317,0.0,0.0,0.0,0.1346
coupled_map_lattice,242,RG,0.9667,0.0,0.125,0.026374,0.9999,0.125,0.0,0.0,0.0,0.2246
coupled_map_lattice,243,RG,0.3,0.0,0.16,0.05001,0.9998,0.16,0.0,0.0,0.0,0.1
coupled_map_lattice,244,CG,1.0,1.0,0.5694,0.184482,0.9996,0.5694,0.5624,0.962,0.02,0.7396
coupled_map_lattice,245,CH,1.0,0.0,0.6663,0.194441,1.0,0.6663,0.0,0.0,0.0,0.3666
coupled_map_lattice,246,RG,1.0,0.0,0.075,0.014933,1.0,0.075,0.0,0.0,0.0,0.2188
coupled_map_lattice,247,CH,1.0,0.0,0.9085,0.174822,1.0,0.9085,0.0,0.0,0.0,0.4271
coupled_map_lattice,248,CL,0.8,0.0,0.073,0.029567,0.9997,0.073,0.0,0.0,0.0,0.1783
coupled_map_lattice,249,RG,0.7,0.0,0.105,0.045839,0.9997,0.105,0.0,0.0,0.0,0.1662
coupled_map_lattice,250,CL,0.1,0.0,0.0,0.000363,1.0,0.0,0.0,0.0,0.0,0.02
coupled_map_lattice,251,RG,1.0,0.0,0.16,0.032162,0.9999,0.16,0.0,0.0,0.0,0.24
coupled_map_lattice,252,RG,1.0,0.0,0.065,0.01459,1.0,0.065,0.0,0.0,0.0,0.2162
coupled_map_lattice,253,CG,0.9,0.74,0.3798,0.094657,0.9989,0.3798,0.4924,0.7232,0.02,0.5714
coupled_map_lattice,254,RG,1.0,0.0,0.065,0.019173,1.0,0.065,0.0,0.0,0.0,0.2162
coupled_map_lattice,255,RG,0.9667,0.0,0.1848,0.039784,0.9998,0.1848,0.0,0.0,0.0,0.2395
coupled_map_lattice,256,RG,0.4,0.0,0.165,0.042268,0.9996,0.165,0.0,0.0,0.0,0.1212
coupled_map_lattice,257,RG,0.2333,0.0,0.04,0.01446,1.0,0.04,0.0,0.0,0.0,0.0567
coupled_map_lattice,258,RG,1.0,0.0,0.07,0.020007,1.0,0.07,0.0,0.0,0.0,0.2175
coupled_map_lattice,259,RG,0.8667,0.0,0.05,0.016028,1.0,0.05,0.0,0.0,0.0,0.1858
coupled_map_lattice,260,CL,0.8333,0.0,0.0,0.008673,0.9999,0.0,0.0,0.0,0.0,0.1667
coupled_map_lattice,261,CH,1.0,0.0,0.9851,0.186576,1.0,0.9851,0.0,0.0,0.0,0.4463
coupled_map_lattice,262,RG,0.9333,0.0,0.085,0.02426,1.0,0.085,0.0,0.0,0.0,0.2079
coupled_map_lattice,263,CG,1.0,1.0,0.904,0.179799,1.0,0.904,0.2014,0.9782,0.02,0.8257
coupled_map_lattice,264,RG,1.0,0.0,0.11,0.028125,1.0,0.11,0.0,0.0,0.0,0.2275
coupled_map_lattice,265,RG,1.0,0.0,0.24,0.043384,0.9998,0.24,0.0,0.0,0.0,0.26
coupled_map_lattice,266,RG,0.9333,0.0,0.06,0.017906,1.0,0.06,0.0,0.0,0.0,0.2017
coupled_map_lattice,267,RG,0.8,0.0,0.06,0.013058,0.9998,0.06,0.0,0.0,0.0,0.175
coupled_map_lattice,268,RG,1.0,0.0,0.105,0.031565,1.0,0.105,0.0,0.0,0.0,0.2262
coupled_map_lattice,269,CH,0.7,0.0,0.3681,0.106266,0.9988,0.3681,0.0,0.0,0.0,0.232
coupled_map_lattice,270,RG,0.9667,0.0,0.04,0.014305,0.9998,0.04,0.0,0.0,0.0,0.2033
coupled_map_lattice,271,CH,1.0,0.0,0.9597,0.216219,1.0,0.9597,0.0,0.0,0.0,0.4399
coupled_map_lattice,272,CH,0.5,0.0,0.2006,0.084132,0.9995,0.2006,0.0,0.0,0.0,0.1502
coupled_map_lattice,273,CH,1.0,0.0,0.7759,0.216147,1.0,0.7759,0.0,0.0,0.0,0.394
coupled_map_lattice,274,RG,0.9667,0.0,0.145,0.042025,0.9999,0.145,0.0,0.0,0.0,0.2296
coupled_map_lattice,275,CH,1.0,0.0,0.9111,0.205937,1.0,0.9111,0.0,0.0,0.0,0.4278
coupled_map_lattice,276,RG,1.0,0.0,0.08,0.024421,1.0,0.08,0.0,0.0,0.0,0.22
coupled_map_lattice,277,CL,0.8333,0.0,0.0,0.000739,0.9999,0.0,0.0,0.0,0.0,0.1667
coupled_map_lattice,278,CG,1.0,1.0,0.8823,0.18551,0.9996,0.8823,0.6065,0.945,0.02,0.8153
coupled_map_lattice,279,RG,0.2667,0.0,0.04,0.020199,0.9999,0.04,0.0,0.0,0.0,0.0633
coupled_map_lattice,280,RG,0.9667,0.0,0.13,0.036329,0.9999,0.13,0.0,0.0,0.0,0.2258
coupled_map_lattice,281,RG,0.4667,0.0,0.1036,0.031379,0.9995,0.1036,0.0,0.0,0.0,0.1192
coupled_map_lattice,282,CH,0.7667,0.0,0.331,0.057308,0.9991,0.331,0.0,0.0,0.0,0.2361
coupled_map_lattice,283,CH,1.0,0.0,0.7312,0.231259,1.0,0.7312,0.0,0.0,0.0,0.3828
coupled_map_lattice,284,RG,1.0,0.0,0.075,0.016886,1.0,0.075,0.0,0.0,0.0,0.2187
coupled_map_lattice,285,RG,1.0,0.0,0.11,0.027029,1.0,0.11,0.0,0.0,0.0,0.2275
coupled_map_lattice,286,RG,0.6667,0.0,0.0646,0.024877,0.9997,0.0646,0.0,0.0,0.0,0.1495
coupled_map_lattice,287,CG,1.0,0.9,0.325,0.077281,0.9995,0.325,0.6454,0.8734,0.04,0.6433
coupled_map_lattice,288,RG,0.7,0.0,0.06,0.013028,1.0,0.06,0.0,0.0,0.0,0.155
coupled_map_lattice,289,RG,0.1667,0.0,0.035,0.01209,1.0,0.035,0.0,0.0,0.0,0.0421
coupled_map_lattice,290,CG,1.0,1.0,0.879,0.183982,1.0,0.879,0.1907,0.9652,0.02,0.8175
coupled_map_lattice,291,RG,0.3667,0.0,0.05,0.016259,0.9999,0.05,0.0,0.0,0.0,0.0858
coupled_map_lattice,292,RG,1.0,0.0,0.075,0.020674,1.0,0.075,0.0,0.0,0.0,0.2188
coupled_map_lattice,293,RG,0.9333,0.0,0.105,0.037414,0.9999,0.105,0.0,0.0,0.0,0.2129
coupled_map_lattice,294,RG,1.0,0.0,0.06,0.013739,1.0,0.06,0.0,0.0,0.0,0.215
coupled_map_lattice,295,RG,0.7333,0.0,0.0486,0.016062,0.9999,0.0486,0.0,0.0,0.0,0.1588
coupled_map_lattice,296,CG,1.0,1.0,0.4514,0.203064,0.9999,0.4514,0.4433,0.9316,0.02,0.7056
coupled_map_lattice,297,RG,1.0,0.0,0.075,0.017521,1.0,0.075,0.0,0.0,0.0,0.2188
coupled_map_lattice,298,RG,0.0,0.0,0.03,0.011383,1.0,0.03,0.0,0.0,0.0,0.0075
coupled_map_lattice,299,CG,1.0,1.0,0.949,0.187529,1.0,0.949,0.2487,0.9642,0.02,0.8349
coupled_map_lattice,300,RG,1.0,0.0,0.065,0.02389,0.9999,0.065,0.0,0.0,0.0,0.2162
coupled_map_lattice,301,CH,1.0,0.0,0.9824,0.215238,1.0,0.9824,0.0,0.0,0.0,0.4456
coupled_map_lattice,302,CG,0.8667,0.9,0.68,0.172481,0.996,0.68,2.2964,0.856,0.06,0.7057
coupled_map_lattice,303,RG,1.0,0.0,0.095,0.024415,1.0,0.095,0.0,0.0,0.0,0.2238
coupled_map_lattice,304,RG,0.0667,0.0,0.03,0.01419,1.0,0.03,0.0,0.0,0.0,0.0208
coupled_map_lattice,305,CH,1.0,0.0,0.377,0.198022,1.0,0.377,0.0,0.0,0.0,0.2942
coupled_map_lattice,306,RG,1.0,0.0,0.105,0.030864,1.0,0.105,0.0,0.0,0.0,0.2263
coupled_map_lattice,307,CL,0.8667,0.0,0.05,0.020264,0.9998,0.05,0.0,0.0,0.0,0.1858
coupled_map_lattice,308,CG,0.4667,0.32,0.1603,0.059653,0.9995,0.1603,0.8684,0.3076,0.02,0.2625
coupled_map_lattice,309,CL,0.5667,0.0,0.0439,0.03576,0.9996,0.0439,0.0,0.0,0.0,0.1243
coupled_map_lattice,310,RG,0.2667,0.0,0.095,0.027688,0.9999,0.095,0.0,0.0,0.0,0.0771
coupled_map_lattice,311,CH,1.0,0.0,0.8879,0.140071,0.9999,0.8879,0.0,0.0,0.0,0.422
coupled_map_lattice,312,RG,1.0,0.0,0.19,0.046566,0.9998,0.19,0.0,0.0,0.0,0.2475
coupled_map_lattice,313,RG,1.0,0.0,0.07,0.021748,1.0,0.07,0.0,0.0,0.0,0.2175
coupled_map_lattice,314,RG,1.0,0.0,0.085,0.026522,1.0,0.085,0.0,0.0,0.0,0.2212
coupled_map_lattice,315,RG,1.0,0.0,0.09,0.013853,1.0,0.09,0.0,0.0,0.0,0.2225
coupled_map_lattice,316,CG,0.7667,0.92,0.6039,0.143825,0.9985,0.6039,0.7626,0.9006,0.02,0.6724
coupled_map_lattice,317,RG,0.3,0.0,0.1695,0.044972,0.9995,0.1695,0.0,0.0,0.0,0.1024
coupled_map_lattice,318,RG,1.0,0.0,0.07,0.022037,1.0,0.07,0.0,0.0,0.0,0.2175
coupled_map_lattice,319,CG,0.3,0.28,0.1934,0.07837,0.9997,0.1934,0.5689,0.2688,0.02,0.2217
coupled_map_lattice,320,CG,1.0,1.0,0.7883,0.197814,1.0,0.7883,0.1409,0.9724,0.02,0.7959
coupled_map_lattice,321,RG,1.0,0.0,0.125,0.037278,0.9999,0.125,0.0,0.0,0.0,0.2313
coupled_map_lattice,322,CG,0.4333,0.64,0.369,0.109141,0.9995,0.369,0.5924,0.6276,0.02,0.436
coupled_map_lattice,323,CH,1.0,0.0,0.6561,0.213026,1.0,0.6561,0.0,0.0,0.0,0.364
coupled_map_lattice,324,CG,1.0,1.0,0.9936,0.137309,1.0,0.9936,0.221,0.9726,0.04,0.8503
coupled_map_lattice,325,RG,0.5333,0.0,0.07,0.027789,0.9999,0.07,0.0,0.0,0.0,0.1242
coupled_map_lattice,326,RG,0.7667,0.0,0.06,0.023012,1.0,0.06,0.0,0.0,0.0,0.1683
coupled_map_lattice,327,RG,0.8667,0.0,0.2499,0.046002,0.9996,0.2499,0.0,0.0,0.0,0.2358
coupled_map_lattice,328,RG,0.9667,0.0,0.125,0.037189,0.9999,0.125,0.0,0.0,0.0,0.2246
coupled_map_lattice,329,CH,1.0,0.0,0.8228,0.195126,0.9999,0.8228,0.0,0.0,0.0,0.4057
coupled_map_lattice,330,CG,0.9333,0.9,0.415,0.114097,0.9976,0.415,0.8366,0.877,0.04,0.653
coupled_map_lattice,331,RG,0.3667,0.0,0.05,0.016244,1.0,0.05,0.0,0.0,0.0,0.0858
coupled_map_lattice,332,RG,0.4667,0.0,0.04,0.013138,0.9999,0.04,0.0,0.0,0.0,0.1033
coupled_map_lattice,333,RG,0.2667,0.0,0.05,0.019949,0.9999,0.05,0.0,0.0,0.0,0.0658
coupled_map_lattice,334,RG,1.0,0.0,0.125,0.026242,0.9999,0.125,0.0,0.0,0.0,0.2313
coupled_map_lattice,335,CG,0.8333,0.625,0.445,0.110207,0.9987,0.445,0.9539,0.5867,0.06,0.5312
coupled_map_lattice,336,RG,1.0,0.0,0.165,0.0532,0.9998,0.165,0.0,0.0,0.0,0.2413
coupled_map_lattice,337,CH,1.0,0.0,0.921,0.227326,1.0,0.921,0.0,0.0,0.0,0.4303
coupled_map_lattice,338,RG,0.9667,0.0,0.11,0.054422,0.9997,0.11,0.0,0.0,0.0,0.2208
coupled_map_lattice,339,RG,1.0,0.0,0.075,0.01746,1.0,0.075,0.0,0.0,0.0,0.2188
coupled_map_lattice,340,CH,0.6333,0.0,0.4254,0.066283,0.9992,0.4254,0.0,0.0,0.0,0.233
coupled_map_lattice,341,RG,1.0,0.0,0.095,0.021221,1.0,0.095,0.0,0.0,0.0,0.2238
coupled_map_lattice,342,RG,0.2,0.0,0.125,0.046858,0.9999,0.125,0.0,0.0,0.0,0.0713
coupled_map_lattice,343,RG,1.0,0.0,0.08,0.018557,1.0,0.08,0.0,0.0,0.0,0.22
coupled_map_lattice,344,RG,1.0,0.0,0.0986,0.032214,1.0,0.0986,0.0,0.0,0.0,0.2247
coupled_map_lattice,345,RG,0.2667,0.0,0.035,0.016518,0.9999,0.035,0.0,0.0,0.0,0.0621
coupled_map_lattice,346,RG,1.0,0.0,0.07,0.019021,1.0,0.07,0.0,0.0,0.0,0.2175
coupled_map_lattice,347,RG,1.0,0.0,0.16,0.049167,0.9999,0.16,0.0,0.0,0.0,0.24
