transition_type,pre_order,post_order,pre_closure,post_closure,r_drop,c_drop,r_recovery,c_recovery,continuity_survives,c_curvature,closure_deformation,bifurcation_point,c_delta,transformation_cluster
coupling_weaken,0.8082607937702025,0.729486087477369,0.6729091521748394,0.3643360391269174,0.0593168763341299,0.0987939112399269,0.9014227466510798,0.5421146722045621,1,0.000120762199526,0.4129084375836835,0,-0.3085731130479219,1
fragmentation,0.8683624989491122,0.4729662759540486,0.5923796864652298,0.2736319587369819,0.0367878279864068,0.05396288013537,0.5440380468743149,0.4628266942755791,0,8.313384598167725e-05,0.0102391894242708,0,-0.3187477277282479,4
fragmentation,0.9057718169131428,0.2810637798672351,0.7379513561350997,0.3204871354069223,0.0306013539368787,0.043797819432471,0.3099608684619688,0.4350585904441402,1,4.821492809217059e-05,0.5556592373202738,0,-0.4174642207281773,1
topology_change,0.7046575696707563,0.2508941430234028,0.5260871122612613,0.102678475600779,0.2085209699669153,0.2381628347694405,0.3555465905941664,0.1967008359509818,0,0.0001001671579764,0.9504215862512686,0,-0.4234086366604822,4
closure_reorg,0.5178281146040566,0.7677616170702756,0.4050200181137481,0.4408474407898784,0.1158351053650356,0.0922213745594005,1.0,1.0,1,8.615885674294259e-05,0.1125365705665742,0,0.0358274226761302,2
closure_reorg,0.8619826132431554,0.8391222579258136,0.5160490232392365,0.6877352019329341,0.0052885231721723,0.001794444894741,0.9723512908010132,1.0,1,3.354427731279492e-05,0.6401413187043514,0,0.1716861786936976,3
bifurcation,0.8122136175715129,0.3426522399918451,0.4363907358022086,0.4395867127495064,0.0,0.0,0.4213557576852957,1.0,1,7.703454734985092e-05,0.3818936310798929,0,0.0031959769472978,1
closure_reorg,0.2529520159850997,0.3297677836152254,0.2777652984129148,0.2123263540252614,0.0,0.065643431103289,1.0,0.7652543384696204,0,0.0001271892376625,0.3959103751251196,0,-0.0654389443876533,0
coupling_weaken,0.9527655109728204,0.5930082549545961,0.6262573087318606,0.5624408384319581,0.0186026321006252,0.0133027738675938,0.6217547689995001,0.8982610973016455,1,1.7172222859816367e-05,0.3913822987671276,0,-0.0638164702999024,1
bifurcation,0.9387571948074296,0.7002924333322443,0.5032294646515213,0.5453907460984877,0.0873639662581862,0.0507090683771606,0.745184434023668,1.0,1,3.5834628422301416e-05,0.2313231359754001,0,0.0421612814469664,3
coupling_strengthen,0.3250111466575152,0.9192653099368598,0.3041931146879266,0.740606404790484,0.0419884956488528,0.2444470402590392,1.0,1.0,1,5.290536023227371e-05,0.3065075260305244,0,0.4364132901025574,3
fragmentation,0.6475354641319467,0.6893639708224769,0.5435063896376118,0.2614984011845033,0.0984322578332701,0.442645599609421,1.0,0.4820850704051522,0,4.195232743762365e-05,0.1937702812642251,0,-0.2820079884531084,4
coupling_weaken,0.9342970807667216,0.2267535828006045,0.7270775313405079,0.2867436717518126,0.0242558345140766,0.1188900331253262,0.2424401695071265,0.3952102068333714,0,3.525660751280252e-05,0.135466655983229,0,-0.4403338595886953,4
bifurcation,0.3866953658443219,0.5874218033001185,0.377279630392757,0.5314514070087689,0.0,0.1277904119411431,1.0,1.0,1,0.0003233667191553,0.6905647022248356,0,0.1541717766160119,0
fragmentation,0.680880746655035,0.4235064419699918,0.5987462408824998,0.3354039463855253,0.1387131432731537,0.2877301488708246,0.6210857896303746,0.5609104708860233,1,7.244547585882771e-05,0.3947255780240922,0,-0.2633422944969745,1
fragmentation,0.7845029477890898,0.4173743871685439,0.4546412667579652,0.3474018813746574,0.1566850725712263,0.1086722202870643,0.5313466847493109,0.7646407531382075,1,8.595812312910605e-05,0.4272423687284122,0,-0.1072393853833078,1
closure_reorg,0.457467831761866,0.403076897304526,0.4768430751682803,0.3348999264440715,0.0597682551240625,0.3333707660960522,0.8791825061215838,0.7029502861912958,1,0.000188566532913,0.2245438130737967,0,-0.1419431487242087,0
fragmentation,0.8870139091655765,0.239807465396048,0.6999876338422962,0.3619745448275205,0.0433645354924372,0.0112142848338425,0.2700492221134052,0.5178044908409616,1,5.528662518514459e-05,0.7222078858657671,0,-0.3380130890147756,1
topology_change,0.2059378149813003,0.577520636994347,0.328735420925424,0.5526682982125444,0.0377604168203536,0.1853991998262271,1.0,1.0,1,4.682696702864309e-05,0.5930139328952715,0,0.2239328772871203,0
topology_change,0.9527363182585036,0.9571389927786108,0.8780012118347693,0.9169920104010734,5.0910074302801256e-05,0.0184588812555233,1.0,1.0,1,7.486912340904986e-06,0.0324309384869204,0,0.038990798566304,3
topology_change,0.4597908886622021,0.4610971244472033,0.4146130525799635,0.4057882062864356,0.0388246265307619,0.2047223355426922,1.0,0.9787666767471648,1,5.624262122896804e-05,0.1292713948112822,0,-0.0088248462935279,0
closure_reorg,0.8324012250046416,0.3594004534011745,0.3356928325806586,0.1498836024986384,0.0169306635878331,0.0,0.4312454105154127,0.4481342870953233,0,0.000339870901966,0.3949368151558278,0,-0.1858092300820201,4
closure_reorg,0.3167966715086519,0.3322649262119377,0.4231491369852924,0.3869219321127107,0.0,0.1184702344855174,1.0,0.9145885215514704,1,0.0003654749511062,1.6901810117838334,0,-0.0362272048725816,0
coupling_strengthen,0.317170526526112,0.8988400938000787,0.2802241554093084,0.4659829297802188,0.1273977374891761,0.1113268936319544,1.0,1.0,1,8.020278328082468e-05,0.0100941847587459,0,0.1857587743709103,2
closure_reorg,0.5136492614283131,0.926587583190846,0.4061591310208773,0.4146233171636335,0.1077175436977242,0.2260599680986883,1.0,1.0,1,6.90060934850885e-05,0.3129405885403479,0,0.0084641861427561,2
coupling_weaken,0.8159161962730885,0.7404083021292129,0.6677523919109287,0.4101414214604202,0.0588664018140181,0.0611202472010815,0.9063454801203384,0.6147887116868515,1,8.559022527240571e-05,0.5065825718212258,0,-0.2576109704505084,1
closure_reorg,0.7304919920343012,0.1748951848598795,0.5361875331037292,0.0961976461637168,0.0969006394311082,0.1338481253940167,0.2390937792408236,0.1809380154489703,0,7.20585166326653e-05,1.3330254510553017,0,-0.4399898869400124,4
closure_reorg,0.5352579314360298,0.9465811576968411,0.2148217585018146,0.7495910349953498,0.0,0.1181092009921671,1.0,1.0,0,6.922027664411554e-05,0.0779249003307093,0,0.5347692764935352,3
topology_change,0.9362155418559912,0.9198360527900182,0.7557048616328848,0.8343364928904119,0.0009626152223628,0.0064121925377176,0.9814562517480708,1.0,1,5.049976373827063e-06,0.0314282490351437,0,0.0786316312575271,3
fragmentation,0.7205558547734355,0.2561597152174781,0.2257930830794972,0.1000291062160713,0.0,0.0192633206072276,0.355010237284972,0.4454681987839015,0,0.0001440634420871,0.0459473910912551,0,-0.1257639768634258,4
fragmentation,0.8204100068867852,0.4377627521445011,0.7023721335375657,0.173056189975531,0.0573489145919534,0.2520507919050715,0.5329406124520685,0.2474596044914752,0,9.654763440618932e-05,0.4515250405366104,0,-0.5293159435620346,4
fragmentation,0.8838949498934935,0.3213709694569086,0.7957442800370522,0.2770094383677035,0.0374641475340254,0.110239292450771,0.363174147954612,0.3489318283587487,0,6.379638601368142e-05,0.5611259526886139,0,-0.5187348416693487,4
closure_reorg,0.9654807583767128,0.9662879020298714,0.6225142821955548,0.9095102631304002,0.0,0.0,0.9998004550580342,1.0,1,5.576347034414073e-05,0.7579955591874649,0,0.2869959809348453,3
closure_reorg,0.8732046643750138,0.7005959859670249,0.4471662543296508,0.6486078535621793,0.0803288975623638,0.071619630310916,0.8014095720570135,1.0,1,8.28106644260491e-05,1.0198818606420417,0,0.2014415992325284,3
closure_reorg,0.6429961716369806,0.8994550869064127,0.5787260387277595,0.6819681545745306,0.1692158617254058,0.3401170416534739,1.0,1.0,1,0.000178623509644,1.5276430807300072,0,0.1032421158467711,2
topology_change,0.6214269566334765,0.4790410248854177,0.4579230436390153,0.4790230534289814,0.2230056011336404,0.2042250933765548,0.7696341229763073,1.0,1,7.562324845991108e-05,0.5361286690621411,0,0.021100009789966,2
closure_reorg,0.7380941922515801,0.6319836794799927,0.577126657711258,0.5849749824081542,0.0903656902058147,0.2598761374560172,0.8550786707641613,1.0,1,8.829411546705509e-05,2.2552609020437764,0,0.0078483246968961,2
coupling_strengthen,0.6849863197765639,0.7265765821250806,0.3326999557101693,0.5095737405148791,0.3501967177564673,0.0852071943403345,1.0,1.0,1,5.379200885501177e-05,0.0659085854392486,0,0.1768737848047098,2
topology_change,0.2900638981269406,0.7757653946532254,0.3849846739671623,0.3625672361040031,0.0,0.0527550655655387,1.0,0.941921430110807,1,4.3718802346619744e-05,0.3947659866447028,0,-0.0224174378631591,0
coupling_strengthen,0.4941033766681961,0.8059917807959135,0.2459269431238947,0.67998902971083,0.0,0.2089485584719248,1.0,1.0,1,0.0001864754935684,0.042738710686095,0,0.4340620865869352,0
fragmentation,0.2103551941533822,0.3229003456558182,0.3269223127152936,0.1754999428689218,0.0345416126250896,0.1547436036855062,1.0,0.5382370641614782,0,0.0001120200383027,0.38639688675202,0,-0.1514223698463718,0
coupling_strengthen,0.3047880121408691,0.9169900782978052,0.1570552296131966,0.7260655063205691,0.1305401913292246,0.0526560654901,1.0,1.0,0,5.30699586934417e-05,0.1733877252673544,0,0.5690102767073725,3
coupling_weaken,0.9601576910397016,0.5647235565321792,0.7786161522668033,0.2886722317001362,0.0156414158477713,0.0247552974450724,0.5875451674545802,0.3715575041100526,0,3.915576543769634e-05,0.0364864918755634,0,-0.4899439205666671,4
topology_change,0.9045738586359424,0.467781137283361,0.5467765485384858,0.3792180420294461,0.0633910677352733,0.0089191172005644,0.5165576864022726,0.6941115734945207,1,0.0001109492242736,0.1257105645022282,0,-0.1675585065090397,1
fragmentation,0.8276692548899294,0.1412207323363647,0.6229164566345041,0.2143928922179814,0.0411462298300535,0.189226928236423,0.170418694193165,0.3452271372674507,0,7.351329435723089e-05,0.0056580396202808,0,-0.4085235644165227,4
coupling_weaken,0.9864291761002985,0.6324042721290043,0.912294644858508,0.619535578199747,0.0050077039656289,0.0,0.640455323212738,0.6794472974227099,1,1.5480430480265933e-05,0.5297622767932881,0,-0.292759066658761,1
topology_change,0.4869774366261355,0.5265371369351814,0.2841096054353806,0.318953192088325,0.1203587666566529,0.1420049579779,1.0,1.0,1,3.2714067175734334e-05,0.4712427908428345,0,0.0348435866529444,2
topology_change,0.792818079965658,0.8768699736851445,0.5425620420890932,0.3875697785297911,0.0313339865217996,0.0521026564153887,1.0,0.7148581917831969,1,1.535066307952076e-05,0.10883970461942,0,-0.1549922635593021,3
topology_change,0.8960643477555479,0.869731484190917,0.728121876320753,0.7622346861653262,0.0050261685268904,0.0943162019667089,0.9695307659556222,1.0,1,1.3026200389948105e-05,0.0997979175715851,0,0.0341128098445732,3
closure_reorg,0.9831652883777476,0.983403943452325,0.8705318506425405,0.96638239240998,0.0,0.0,0.9992264054276112,1.0,1,3.698599783351046e-05,0.5573281301142923,0,0.0958505417674396,3
closure_reorg,0.764658217867194,0.7444368932894614,0.2724343677548171,0.6694164165247528,0.0,0.132238629070888,0.9722835540943496,1.0,1,0.0001866588412414,0.2769274331188499,0,0.3969820487699357,3
fragmentation,0.9829924748778156,0.2655939025793431,0.7217455193185751,0.4642564807404407,0.007271841640601,0.0054071152106521,0.2699145667880462,0.643734853145956,1,1.2362758261661913e-05,0.3926060815931862,0,-0.2574890385781344,1
closure_reorg,0.5069463451941914,0.4500477205099772,0.382603200601415,0.3065031598998202,0.0357579847126652,0.2179611730682686,0.8860142902257145,0.8016178160602291,1,0.0001897689944774,0.4218216206116369,0,-0.0761000407015947,0
bifurcation,0.6067343862042803,0.7548376642297672,0.5397138671148163,0.5581776384434184,0.0740020577880417,0.061253154266417,1.0,1.0,1,9.934135009259952e-06,0.1828446058200981,0,0.0184637713286021,3
coupling_weaken,0.8940802301980301,0.408064704783763,0.6357168916301974,0.3866500820897183,0.0375848189728466,0.0234509040462996,0.4558973497755409,0.6088264457649475,1,3.186930248638931e-05,0.5828956754120871,0,-0.2490668095404791,1
coupling_strengthen,0.3168033337712571,0.883377135066312,0.3682335808657923,0.5573962761602927,0.1130719975293358,0.0937285845595325,1.0,1.0,1,1.911109961797529e-05,0.4619803181599,0,0.1891626952945004,2
fragmentation,0.2887253112507644,0.2819351307576248,0.3602945229114616,0.2457176343736372,0.0,0.0508035413714314,0.9731118401098304,0.6828712275665956,0,4.0537870614894354e-05,0.708666782977107,1,-0.1145768885378243,0
coupling_strengthen,0.5747485749372067,0.7032198051976779,0.2442619952091661,0.3418989244016187,0.3415512217246433,0.0199319277506413,1.0,1.0,1,3.0980801817372336e-05,0.1057361871649245,0,0.0976369291924525,2
bifurcation,0.5486274083045419,0.2387481868114138,0.4903113929506114,0.4166899608861916,0.2200559407351319,0.0800619650951661,0.4343818798045207,0.8501532162275331,1,1.910506834198087e-05,0.140584202258041,0,-0.0736214320644197,2
closure_reorg,0.272712223387099,0.4756626268446571,0.4052747564998788,0.4370554964086499,0.105877759652727,0.1189539010408607,1.0,1.0,1,0.000130579192997,0.9780509166791052,0,0.031780739908771,0
closure_reorg,0.6868526240219187,0.3952986562543552,0.4106193051604098,0.3682598448063323,0.0,0.0,0.574685103246417,0.8970906859250204,1,0.0004131854819397,0.3018696463417877,0,-0.0423594603540775,0
closure_reorg,0.721149808293832,0.6537303799167518,0.5624148883308381,0.4155274217972555,0.1339595832879577,0.2179500226382144,0.9052559073044282,0.7392907614338193,1,0.0001136590624715,3.230357626707466,0,-0.1468874665335825,2
coupling_weaken,0.842800416298301,0.1836476144188589,0.7152068881958829,0.2465787599583893,0.0505737935707626,0.1091327069496361,0.2176434271323417,0.3456805066229361,0,5.704651727334265e-05,0.4811425753816775,0,-0.4686281282374934,4
bifurcation,0.8201375082744142,0.3280714167804804,0.5219375511882465,0.3802360122430496,0.149923845219134,0.0277436827308655,0.3995328595692926,0.7290277995465899,1,7.652777818651076e-05,1.4851857872717635,0,-0.1417015389451968,1
topology_change,0.8236708804978988,0.8971310246847927,0.6323599289558622,0.7702055281094575,0.0051101579617089,0.0815965517150921,1.0,1.0,1,1.7907992921542695e-05,0.0841022094654338,0,0.1378455991535953,3
fragmentation,0.905653580850052,0.3582268888383497,0.6885361907078229,0.4254343541396199,0.0347262549723366,0.0,0.3951088887803064,0.6184365083171,1,2.748274309392238e-05,0.445437633670299,0,-0.2631018365682029,1
topology_change,0.5669570825783719,0.2286785197071817,0.4206367634238478,0.3918219144733545,0.2297870480827508,0.0937321032214277,0.4026334501702892,0.9316595433555036,1,3.401732769773642e-05,0.1867975696116058,0,-0.0288148489504932,2
bifurcation,0.6612581174545692,0.8984211672646322,0.5610418815373514,0.5265321445845363,0.2580206644502077,0.1194325015871149,1.0,0.9385993498235032,1,6.396171252882318e-05,0.9659140001366788,0,-0.034509736952815,2
bifurcation,0.903571680275804,0.542464634485372,0.5218893169481456,0.2958707245105657,0.0634454525460987,0.0090245824501149,0.5996922591253071,0.5677506020648078,0,7.7383701295847e-05,0.1556868785831889,0,-0.2260185924375798,4
coupling_strengthen,0.5870836567209504,0.9252717379626636,0.1610965644355843,0.7925588421342155,0.0,0.0820111920048477,1.0,1.0,0,8.757261073449917e-05,0.1934891555788499,0,0.6314622776986312,3
closure_reorg,0.7552900695692152,0.6431190365806537,0.4342374039005598,0.2702660721912405,0.2193588165687724,0.1830837401969222,0.8503602816667631,0.6232600180043755,0,0.0002186574816509,0.7103310127889194,0,-0.1639713317093192,2
topology_change,0.7778743295272912,0.8320838625219671,0.7133105921094083,0.7501288054547093,0.0732965756885833,0.2825638237410987,1.0,1.0,1,2.039512372731022e-05,0.8281200528455781,0,0.036818213345301,3
bifurcation,0.3349362323345864,0.8643729950996899,0.377133893275735,0.5309622633134915,0.0,0.1136013791841556,1.0,1.0,1,0.0002273598486375,0.4730391497769464,0,0.1538283700377564,0
bifurcation,0.3722290007677083,0.8587392799840862,0.4101925317498037,0.4829164528018072,0.2397968456632474,0.1399468776211666,1.0,1.0,1,0.0001405534073849,0.3454474811253872,0,0.0727239210520034,2
coupling_weaken,0.9590488679999088,0.5476208231873072,0.5814662460995085,0.3256088920211192,0.0176060791496618,0.0,0.5704093212756741,0.5607344532121119,1,3.787182379069808e-05,0.0695021631216902,0,-0.2558573540783892,1
closure_reorg,0.8193233563668363,0.7483369626875035,0.4098243540436561,0.620617585941795,0.0,0.0550650849997338,0.912246319551163,1.0,1,0.0001414400023165,0.6180912019867465,0,0.2107932318981388,3
fragmentation,0.9793071921186374,0.2367060988094476,0.9085311122918488,0.2282894972474543,0.0080186661042267,0.008980705792312,0.241461146783876,0.2520963759773842,0,3.160614500658141e-05,0.8645650285711516,0,-0.6802416150443944,4
topology_change,0.8861367400826086,0.7112202064518715,0.4336683475608614,0.5530926587609015,0.0003632804187333,0.0018307910204322,0.8017030231276905,1.0,1,4.719014929892485e-05,0.3033175545225167,0,0.1194243112000401,3
closure_reorg,0.6822039480096026,0.9259665337082906,0.2663703474807501,0.6324344592600897,0.0,0.0288179732338826,1.0,1.0,1,0.0001266451123604,0.3175076516901485,0,0.3660641117793395,3
topology_change,0.906140745050758,0.9525046471691092,0.7999347879019724,0.9021373556639372,0.0065783620294614,0.0473276904587391,1.0,1.0,1,2.4133463730625112e-05,0.0161701891243495,0,0.1022025677619647,3
fragmentation,0.7447330695954765,0.5669701071574331,0.6597598607777893,0.4588004239313891,0.1071031265624343,0.2982071931628532,0.7602855904794279,0.6958661553535529,1,3.1775183695053e-05,0.5582723844667813,0,-0.2009594368464001,1
bifurcation,0.7978389447499701,0.6189386988872505,0.510235653019688,0.5064966362227838,0.1053510073268696,0.0410327199773102,0.7747978525020124,0.992686314471968,1,3.6942277242349005e-05,1.2137210668932248,0,-0.0037390167969041,2
coupling_weaken,0.9112769133505104,0.311604578417062,0.7949276137875871,0.321194845450268,0.0311402038959051,0.0706697223368899,0.3415679755312836,0.4048042056450798,1,4.736612666438615e-05,0.5897564143953388,0,-0.4737327683373191,1
topology_change,0.5351728910949096,0.5734840558950981,0.3138448033388037,0.3300844555557302,0.118608399069835,0.174686106264901,1.0,1.0,1,7.518414641782807e-05,0.0390385875168378,0,0.0162396522169264,2
coupling_strengthen,0.4947278239211921,0.9043198523799572,0.3628347092795516,0.6144363914573909,0.2908541510847944,0.1097455495374924,1.0,1.0,1,3.179799413523342e-05,0.4605756864379666,0,0.2516016821778393,2
coupling_weaken,0.9655283319347064,0.7780789627393415,0.8559664431861453,0.3735282296211861,0.0141925495057613,0.0,0.805024474742355,0.4370395510805704,1,3.6926468209683005e-05,0.941690409370414,0,-0.4824382135649592,1
fragmentation,0.6567479576758167,0.3159330090772051,0.3834870166737733,0.4182393069612655,0.2667928358288703,0.0625638795580036,0.4803253364610499,1.0,1,0.0001053250989088,0.4035217509695962,0,0.0347522902874922,2
fragmentation,0.926467424825822,0.2615582391526529,0.8135859371539493,0.377151219839505,0.0274958347541907,0.0212720927032196,0.2820133970762083,0.4642250775414969,1,3.1482282706728424e-05,0.2676814099370292,0,-0.4364347173144443,1
bifurcation,0.6187665932713542,0.3405683038047123,0.540821732153818,0.3414887330779871,0.1784599139207082,0.1744149822162493,0.5495105859240792,0.6321059358703571,1,5.149794104314492e-05,0.418526788361779,0,-0.1993329990758309,1
fragmentation,0.8640579063403218,0.4953346619917391,0.4077167793391946,0.4129578731702292,0.0,0.0419967244502194,0.5726028955532948,1.0,1,0.0001192063291469,0.6346446607042129,0,0.0052410938310346,1
bifurcation,0.7004924586303336,0.8720474046877059,0.5221323731987143,0.445720533780936,0.2305911381582546,0.0920006625510439,1.0,0.853934026390768,1,8.537722328891361e-05,2.1786766445965147,0,-0.0764118394177783,2
fragmentation,0.3572416246383318,0.5408631412551071,0.4422810769920978,0.2257118901573596,0.2698540877780106,0.284964281406212,1.0,0.5114404875924833,0,5.043546041106584e-05,0.3225732131120729,0,-0.2165691868347381,2
fragmentation,0.814365819963389,0.6277665870371278,0.6637893422849019,0.2634566962587807,0.0643710684324236,0.1331447595583191,0.769920165485126,0.3978052586550721,0,8.558534013916392e-05,0.4389821975241554,0,-0.4003326460261212,4
closure_reorg,0.734576465762895,0.6308921654332191,0.6477627500288391,0.5589439479801278,0.0971858684039962,0.3594217080223316,0.8576839999617121,0.8630950959426029,1,0.0001075715716332,1.644109001776997,0,-0.0888188020487112,2
fragmentation,0.7394390423548794,0.7860894248632334,0.5444229688858881,0.4060920009577717,0.0843843227968335,0.1489558616605339,1.0,0.746378543223658,1,3.016267556132292e-05,0.3383465601900196,0,-0.1383309679281164,2
closure_reorg,0.6884409600350159,0.9165762966458838,0.5328490798076566,0.5407669714838675,0.0402673280135403,0.123167016970105,1.0,1.0,1,5.154037904138884e-05,0.7737523205470095,0,0.0079178916762109,3
coupling_weaken,0.7524071673425512,0.8250075322547206,0.5909119123104094,0.4943361615802864,0.0884032587653641,0.0670374342618175,1.0,0.8368410083974169,1,6.646913502591793e-05,0.5592249508044754,0,-0.0965757507301229,2
coupling_weaken,0.93233511199244,0.4515753832064193,0.6147651326393864,0.5288549412809999,0.0242670613377488,0.0283894598331621,0.4838298456836338,0.8604822085489883,1,4.253987015518174e-05,0.5680446392518805,0,-0.0859101913583865,1
coupling_strengthen,0.569954043564948,0.6142967524285381,0.313764524539308,0.4754991820496697,0.1173934053306705,0.059831377862707,1.0,1.0,1,6.377186259389182e-05,0.1614270149344836,0,0.1617346575103617,2
coupling_strengthen,0.491054462268001,0.6357687865430646,0.2770680128686556,0.4231025033061658,0.0,0.2233650091495554,1.0,1.0,1,0.0001180532612205,0.0655946270939129,0,0.1460344904375101,0
coupling_strengthen,0.7495480815023607,0.9538725962114544,0.3021366968138447,0.8837190966277158,0.0,0.138421503598548,1.0,1.0,0,7.988037147342724e-05,0.6740415243139184,0,0.581582399813871,3
bifurcation,0.7065966264272263,0.9193759681243686,0.4644059950592064,0.4790450283188154,0.2317088896785893,0.0398191666317722,1.0,1.0,1,2.5911741124648007e-05,0.0779973030997204,0,0.0146390332596089,2
fragmentation,0.8819129004073152,0.6310067822906151,0.7730770939957499,0.5991578704137608,0.0367798762793371,0.1067783762128694,0.7146874646406368,0.7753205398648007,1,6.305074231189166e-05,0.7125583516647752,0,-0.173919223581989,1
topology_change,0.6470033278349513,0.6961763648835613,0.5330292228756162,0.541634284566246,0.0944998681458585,0.3255415011669103,1.0,1.0,1,9.860570489219811e-05,0.2696357680523001,0,0.0086050616906298,2
fragmentation,0.9098567971176516,0.1844097844337318,0.6631728058120718,0.381735706997568,0.0294328184447486,0.1412496268038183,0.2024574938862891,0.5762592259850268,1,5.802843236318651e-05,0.1306703740951635,0,-0.2814370988145038,1
bifurcation,0.3544201189135388,0.7450501306291123,0.3813290423667281,0.547425149690746,0.1075739642212461,0.1422535718714355,1.0,1.0,1,0.0002630315331361,0.2570021960071774,0,0.1660961073240178,0
closure_reorg,0.8588658167065992,0.8537149683442338,0.6734549730237936,0.7290492990037013,0.0018029820857846,0.0618803834722406,0.9928467346382904,1.0,1,6.717158412380759e-05,0.5570458366254473,0,0.0555943259799076,3
closure_reorg,0.7889732586757989,0.7259499375426799,0.4431091832460271,0.3310336559144405,0.2157751181720975,0.0322406514912139,0.9189550779979074,0.7476396986155112,1,0.0001494776777338,2.105192978501438,0,-0.1120755273315866,2
topology_change,0.3140929576309728,0.4129271007147362,0.2079602431086956,0.381383184575409,0.307209354815519,0.1746252546368843,1.0,1.0,1,0.0001456663189888,0.6239502450845451,0,0.1734229414667133,2
coupling_weaken,0.931402272121704,0.4284229417610743,0.800120110204921,0.424326037682827,0.0246196066473612,0.0560074526092997,0.4594829448304406,0.5309141940951047,1,4.507719475838115e-05,0.5179671312940585,0,-0.3757940725220939,1
topology_change,0.4784379939967585,0.952498089437311,0.2500321007901766,0.4545731436528604,0.0154165913336719,0.2500321007901766,1.0,1.0,1,9.661881190256614e-05,0.0508014786958816,0,0.2045410428626838,0
coupling_strengthen,0.1879478611432067,0.984896815449392,0.2414106784143431,0.7730030619974423,0.0,0.0721823849381428,1.0,1.0,0,7.688437586262452e-05,0.035185176913129,0,0.5315923835830991,3
closure_reorg,0.4673531600090433,0.6539666102548405,0.3174014052236824,0.3612740054786534,0.0578368637998997,0.1932933078717449,1.0,1.0,1,0.0001146635223801,1.0879755693714754,0,0.043872600254971,0
coupling_weaken,0.930187670625486,0.1389541341465295,0.8096866309840683,0.275541235220452,0.0262598269096296,0.036459404629364,0.1492224806339983,0.3411197676773908,0,6.757104605852443e-05,0.9110015510209656,0,-0.5341453957636163,4
fragmentation,0.8668038658979563,0.370868367597556,0.2804843099829234,0.2321835118353924,0.0563008493262671,0.0126446033507879,0.4273642722411723,0.8284067834883544,0,3.128981015573985e-05,0.1118933881257427,0,-0.0483007981475309,4
bifurcation,0.4995235912703846,0.7437503992417238,0.4929629394169725,0.5252828199663162,0.3502666384415278,0.1613888638366502,1.0,1.0,1,0.0001137132924286,0.3155004065713277,0,0.0323198805493436,2
closure_reorg,0.439089514354434,0.6925239575339814,0.143008900764596,0.4990230714321935,0.0,0.0843964574334505,1.0,1.0,1,0.0001113924006438,0.7047191471646764,0,0.3560141706675974,0
closure_reorg,0.6921492295997944,0.6402264143852263,0.6029674852346959,0.6134206383588671,0.0,0.3648494711129905,0.9236487426450372,1.0,1,0.0002610976390893,0.4597434775506548,0,0.0104531531241711,0
bifurcation,0.8202164057212074,0.3848216604680642,0.4172534273478775,0.3961862078882796,0.0560650843357024,0.0,0.4685995771481291,0.949630491749502,1,3.233923311648103e-05,0.9202757354731111,0,-0.0210672194595979,1
coupling_weaken,0.9024576843900164,0.4736695942853059,0.659416232598821,0.375219764546745,0.0323888636742119,0.0627943488918756,0.5242853123830712,0.5696706803620997,1,4.379048687852783e-05,0.4021119670262728,0,-0.284196468052076,1
bifurcation,0.773008311153744,0.3768336167378001,0.573740386205842,0.405080907159374,0.1497138063998155,0.061012909727462,0.4868599100390645,0.7065466720376548,1,5.919879456247057e-05,1.2376725509396598,0,-0.1686594790464679,1
coupling_weaken,0.8607033619167054,0.5342648591278097,0.7016073274850254,0.2070506802655782,0.0499573788878976,0.0750272090811087,0.6200101830163839,0.2961123121364151,0,9.584346711511808e-05,0.6390078835167636,0,-0.4945566472194471,4
bifurcation,0.7218000367091645,0.6600394977734542,0.5625792384482875,0.3763987653504286,0.1819732958880978,0.1493875059247627,0.9131702604478928,0.6696463240724183,1,6.989400451480741e-05,0.8527168116584967,0,-0.1861804730978588,2
bifurcation,0.5662505899810717,0.6330503786944143,0.4865471151381266,0.538041350533416,0.1364750584139444,0.1281965977914791,1.0,1.0,1,2.6278354563813736e-05,0.4257623258344023,0,0.0514942353952893,2
coupling_strengthen,0.5699003031563944,0.959696598050935,0.2201449056961759,0.887619496553574,0.0,0.2201449056961759,1.0,1.0,0,5.0160861364346414e-05,0.3037970818961257,0,0.667474590857398,3
topology_change,0.4248934267887578,0.4018844413952148,0.4290984094227771,0.2150529869459682,0.3111587093211804,0.1457236667203413,0.9436267763638168,0.5023338431684199,0,4.678225769727598e-05,0.366278234171129,0,-0.2140454224768089,2
coupling_weaken,0.9367679379185138,0.5534269535938515,0.7168107983515339,0.505709394700157,0.0249765933920288,0.0,0.5901534177232032,0.7059094065787596,1,2.583319822664763e-05,0.722173833265333,0,-0.2111014036513769,1
coupling_weaken,0.9293947752181286,0.2029685148156225,0.6210610925141211,0.3092307000131293,0.0259871506733276,0.0,0.2181531111543883,0.4987141998534282,1,3.5806875915033704e-05,0.3931185917885684,0,-0.3118303925009918,1
coupling_weaken,0.4409883645086665,0.5105872765787918,0.1579310186163796,0.3516486934847634,0.0,0.0922087983257921,1.0,1.0,1,7.608440664659774e-05,0.1848283375996592,0,0.1937176748683837,0
bifurcation,0.5515496994548673,0.894492164093611,0.3533285742392391,0.4477732509372443,0.0,0.1011602218181305,1.0,1.0,1,0.0001261204570614,0.4792538752717475,0,0.0944446766980052,0
