domain_A,domain_B,operator_A,operator_B,property,val_A,val_B,comp_val,invariance
graph_diffusion,kuramoto,multiplicative,recursive_feedback,mean_coherence,0.4913,0.572,0.5317,0.9295
graph_diffusion,kuramoto,multiplicative,recursive_feedback,mean_fertility,0.0004,0.2218,0.1111,0.5008
graph_diffusion,kuramoto,multiplicative,recursive_feedback,mean_reversibility,0.0008,0.5897,0.2952,0.5007
graph_diffusion,kuramoto,multiplicative,recursive_feedback,mean_recursive_closure,0.0008,0.5897,0.2952,0.5007
graph_diffusion,kuramoto,multiplicative,recursive_feedback,mean_continuity,0.9917,0.9617,0.9767,0.9849
graph_diffusion,kuramoto,multiplicative,recursive_feedback,mean_reconstruction,0.0,1.0,0.5,0.5
gray_scott,graph_diffusion,multiplicative,competitive_exclusion,cg_rate,0.35,0.0,0.175,0.5
gray_scott,graph_diffusion,multiplicative,competitive_exclusion,mean_coherence,0.5911,0.4913,0.5412,0.9156
gray_scott,graph_diffusion,multiplicative,competitive_exclusion,mean_fertility,0.1448,0.0004,0.0726,0.5013
gray_scott,graph_diffusion,multiplicative,competitive_exclusion,mean_reversibility,0.7321,0.0008,0.3665,0.5005
gray_scott,graph_diffusion,multiplicative,competitive_exclusion,mean_recursive_closure,0.7321,0.0008,0.3665,0.5005
gray_scott,graph_diffusion,multiplicative,competitive_exclusion,mean_continuity,0.9054,0.9917,0.9486,0.9565
gray_scott,graph_diffusion,multiplicative,competitive_exclusion,mean_reconstruction,0.9582,0.0,0.4791,0.5
gray_scott,replicator,multiplicative,competitive_exclusion,cg_rate,0.35,0.0,0.175,0.5
gray_scott,replicator,multiplicative,competitive_exclusion,mean_coherence,0.5911,0.591,0.591,0.9999
gray_scott,replicator,multiplicative,competitive_exclusion,mean_fertility,0.1448,0.0167,0.0807,0.5576
gray_scott,replicator,multiplicative,competitive_exclusion,mean_reversibility,0.7321,0.0199,0.376,0.5136
gray_scott,replicator,multiplicative,competitive_exclusion,mean_recursive_closure,0.7321,0.0199,0.376,0.5136
gray_scott,replicator,multiplicative,competitive_exclusion,mean_continuity,0.9054,0.9397,0.9225,0.9818
gray_scott,replicator,multiplicative,competitive_exclusion,mean_reconstruction,0.9582,0.0,0.4791,0.5
graph_diffusion,replicator,multiplicative,competitive_exclusion,cg_rate,0.0,0.0,0.0,1.0
graph_diffusion,replicator,multiplicative,competitive_exclusion,mean_coherence,0.4913,0.591,0.5412,0.9157
graph_diffusion,replicator,multiplicative,competitive_exclusion,mean_fertility,0.0004,0.0167,0.0085,0.5112
graph_diffusion,replicator,multiplicative,competitive_exclusion,mean_reversibility,0.0008,0.0199,0.0104,0.52
graph_diffusion,replicator,multiplicative,competitive_exclusion,mean_recursive_closure,0.0008,0.0199,0.0104,0.52
graph_diffusion,replicator,multiplicative,competitive_exclusion,mean_continuity,0.9917,0.9397,0.9657,0.9737
graph_diffusion,replicator,multiplicative,competitive_exclusion,mean_reconstruction,0.0,0.0,0.0,1.0
gray_scott,cellular_automata,multiplicative,diffusion,cg_rate,0.35,0.0,0.175,0.5
gray_scott,cellular_automata,multiplicative,diffusion,mean_coherence,0.5911,0.5745,0.5828,0.986
gray_scott,cellular_automata,multiplicative,diffusion,mean_fertility,0.1448,0.0026,0.0737,0.509
gray_scott,cellular_automata,multiplicative,diffusion,mean_reversibility,0.7321,0.0845,0.4083,0.5577
gray_scott,cellular_automata,multiplicative,diffusion,mean_recursive_closure,0.7321,0.0845,0.4083,0.5577
gray_scott,cellular_automata,multiplicative,diffusion,mean_continuity,0.9054,0.9465,0.926,0.9783
gray_scott,cellular_automata,multiplicative,diffusion,mean_reconstruction,0.9582,0.0,0.4791,0.5
gray_scott,coupled_map_lattice,multiplicative,diffusion,cg_rate,0.35,0.168,0.259,0.74
gray_scott,coupled_map_lattice,multiplicative,diffusion,mean_coherence,0.5911,0.5952,0.5932,0.9966
gray_scott,coupled_map_lattice,multiplicative,diffusion,mean_fertility,0.1448,0.1219,0.1334,0.9211
gray_scott,coupled_map_lattice,multiplicative,diffusion,mean_reversibility,0.7321,0.2613,0.4967,0.6784
gray_scott,coupled_map_lattice,multiplicative,diffusion,mean_recursive_closure,0.7321,0.2613,0.4967,0.6784
gray_scott,coupled_map_lattice,multiplicative,diffusion,mean_continuity,0.9054,0.846,0.8757,0.9672
gray_scott,coupled_map_lattice,multiplicative,diffusion,mean_reconstruction,0.9582,0.8314,0.8948,0.9338
graph_diffusion,cellular_automata,multiplicative,diffusion,cg_rate,0.0,0.0,0.0,1.0
graph_diffusion,cellular_automata,multiplicative,diffusion,mean_coherence,0.4913,0.5745,0.5329,0.9276
graph_diffusion,cellular_automata,multiplicative,diffusion,mean_fertility,0.0004,0.0026,0.0015,0.5717
graph_diffusion,cellular_automata,multiplicative,diffusion,mean_reversibility,0.0008,0.0845,0.0426,0.5047
graph_diffusion,cellular_automata,multiplicative,diffusion,mean_recursive_closure,0.0008,0.0845,0.0426,0.5047
graph_diffusion,cellular_automata,multiplicative,diffusion,mean_continuity,0.9917,0.9465,0.9691,0.9772
graph_diffusion,cellular_automata,multiplicative,diffusion,mean_reconstruction,0.0,0.0,0.0,1.0
graph_diffusion,coupled_map_lattice,multiplicative,diffusion,cg_rate,0.0,0.168,0.084,0.5
graph_diffusion,coupled_map_lattice,multiplicative,diffusion,mean_coherence,0.4913,0.5952,0.5433,0.9127
graph_diffusion,coupled_map_lattice,multiplicative,diffusion,mean_fertility,0.0004,0.1219,0.0612,0.5015
graph_diffusion,coupled_map_lattice,multiplicative,diffusion,mean_reversibility,0.0008,0.2613,0.131,0.5015
graph_diffusion,coupled_map_lattice,multiplicative,diffusion,mean_recursive_closure,0.0008,0.2613,0.131,0.5015
graph_diffusion,coupled_map_lattice,multiplicative,diffusion,mean_continuity,0.9917,0.846,0.9189,0.9265
graph_diffusion,coupled_map_lattice,multiplicative,diffusion,mean_reconstruction,0.0,0.8314,0.4157,0.5
gray_scott,population,multiplicative,hierarchical_nesting,cg_rate,0.35,0.238,0.294,0.84
gray_scott,population,multiplicative,hierarchical_nesting,mean_coherence,0.5911,0.5972,0.5942,0.9949
gray_scott,population,multiplicative,hierarchical_nesting,mean_fertility,0.1448,0.0932,0.119,0.8219
gray_scott,population,multiplicative,hierarchical_nesting,mean_reversibility,0.7321,0.3661,0.5491,0.75
gray_scott,population,multiplicative,hierarchical_nesting,mean_recursive_closure,0.7321,0.3661,0.5491,0.75
gray_scott,population,multiplicative,hierarchical_nesting,mean_continuity,0.9054,0.8583,0.8818,0.974
gray_scott,population,multiplicative,hierarchical_nesting,mean_reconstruction,0.9582,0.8299,0.8941,0.933
gray_scott,coupled_map_lattice,multiplicative,hierarchical_nesting,cg_rate,0.35,0.168,0.259,0.74
gray_scott,coupled_map_lattice,multiplicative,hierarchical_nesting,mean_coherence,0.5911,0.5952,0.5932,0.9966
gray_scott,coupled_map_lattice,multiplicative,hierarchical_nesting,mean_fertility,0.1448,0.1219,0.1334,0.9211
gray_scott,coupled_map_lattice,multiplicative,hierarchical_nesting,mean_reversibility,0.7321,0.2613,0.4967,0.6784
gray_scott,coupled_map_lattice,multiplicative,hierarchical_nesting,mean_recursive_closure,0.7321,0.2613,0.4967,0.6784
gray_scott,coupled_map_lattice,multiplicative,hierarchical_nesting,mean_continuity,0.9054,0.846,0.8757,0.9672
gray_scott,coupled_map_lattice,multiplicative,hierarchical_nesting,mean_reconstruction,0.9582,0.8314,0.8948,0.9338
graph_diffusion,population,multiplicative,hierarchical_nesting,cg_rate,0.0,0.238,0.119,0.5
graph_diffusion,population,multiplicative,hierarchical_nesting,mean_coherence,0.4913,0.5972,0.5443,0.9113
graph_diffusion,population,multiplicative,hierarchical_nesting,mean_fertility,0.0004,0.0932,0.0468,0.502
graph_diffusion,population,multiplicative,hierarchical_nesting,mean_reversibility,0.0008,0.3661,0.1835,0.5011
graph_diffusion,population,multiplicative,hierarchical_nesting,mean_recursive_closure,0.0008,0.3661,0.1835,0.5011
graph_diffusion,population,multiplicative,hierarchical_nesting,mean_continuity,0.9917,0.8583,0.925,0.9327
graph_diffusion,population,multiplicative,hierarchical_nesting,mean_reconstruction,0.0,0.8299,0.4149,0.5
graph_diffusion,coupled_map_lattice,multiplicative,hierarchical_nesting,cg_rate,0.0,0.168,0.084,0.5
graph_diffusion,coupled_map_lattice,multiplicative,hierarchical_nesting,mean_coherence,0.4913,0.5952,0.5433,0.9127
graph_diffusion,coupled_map_lattice,multiplicative,hierarchical_nesting,mean_fertility,0.0004,0.1219,0.0612,0.5015
graph_diffusion,coupled_map_lattice,multiplicative,hierarchical_nesting,mean_reversibility,0.0008,0.2613,0.131,0.5015
graph_diffusion,coupled_map_lattice,multiplicative,hierarchical_nesting,mean_recursive_closure,0.0008,0.2613,0.131,0.5015
graph_diffusion,coupled_map_lattice,multiplicative,hierarchical_nesting,mean_continuity,0.9917,0.846,0.9189,0.9265
graph_diffusion,coupled_map_lattice,multiplicative,hierarchical_nesting,mean_reconstruction,0.0,0.8314,0.4157,0.5
gray_scott,coupled_map_lattice,multiplicative,constraint_propagation,cg_rate,0.35,0.168,0.259,0.74
gray_scott,coupled_map_lattice,multiplicative,constraint_propagation,mean_coherence,0.5911,0.5952,0.5932,0.9966
gray_scott,coupled_map_lattice,multiplicative,constraint_propagation,mean_fertility,0.1448,0.1219,0.1334,0.9211
gray_scott,coupled_map_lattice,multiplicative,constraint_propagation,mean_reversibility,0.7321,0.2613,0.4967,0.6784
gray_scott,coupled_map_lattice,multiplicative,constraint_propagation,mean_recursive_closure,0.7321,0.2613,0.4967,0.6784
gray_scott,coupled_map_lattice,multiplicative,constraint_propagation,mean_continuity,0.9054,0.846,0.8757,0.9672
gray_scott,coupled_map_lattice,multiplicative,constraint_propagation,mean_reconstruction,0.9582,0.8314,0.8948,0.9338
gray_scott,cellular_automata,multiplicative,constraint_propagation,cg_rate,0.35,0.0,0.175,0.5
gray_scott,cellular_automata,multiplicative,constraint_propagation,mean_coherence,0.5911,0.5745,0.5828,0.986
gray_scott,cellular_automata,multiplicative,constraint_propagation,mean_fertility,0.1448,0.0026,0.0737,0.509
gray_scott,cellular_automata,multiplicative,constraint_propagation,mean_reversibility,0.7321,0.0845,0.4083,0.5577
gray_scott,cellular_automata,multiplicative,constraint_propagation,mean_recursive_closure,0.7321,0.0845,0.4083,0.5577
gray_scott,cellular_automata,multiplicative,constraint_propagation,mean_continuity,0.9054,0.9465,0.926,0.9783
gray_scott,cellular_automata,multiplicative,constraint_propagation,mean_reconstruction,0.9582,0.0,0.4791,0.5
graph_diffusion,coupled_map_lattice,multiplicative,constraint_propagation,cg_rate,0.0,0.168,0.084,0.5
graph_diffusion,coupled_map_lattice,multiplicative,constraint_propagation,mean_coherence,0.4913,0.5952,0.5433,0.9127
graph_diffusion,coupled_map_lattice,multiplicative,constraint_propagation,mean_fertility,0.0004,0.1219,0.0612,0.5015
graph_diffusion,coupled_map_lattice,multiplicative,constraint_propagation,mean_reversibility,0.0008,0.2613,0.131,0.5015
graph_diffusion,coupled_map_lattice,multiplicative,constraint_propagation,mean_recursive_closure,0.0008,0.2613,0.131,0.5015
graph_diffusion,coupled_map_lattice,multiplicative,constraint_propagation,mean_continuity,0.9917,0.846,0.9189,0.9265
graph_diffusion,coupled_map_lattice,multiplicative,constraint_propagation,mean_reconstruction,0.0,0.8314,0.4157,0.5
graph_diffusion,cellular_automata,multiplicative,constraint_propagation,cg_rate,0.0,0.0,0.0,1.0
graph_diffusion,cellular_automata,multiplicative,constraint_propagation,mean_coherence,0.4913,0.5745,0.5329,0.9276
graph_diffusion,cellular_automata,multiplicative,constraint_propagation,mean_fertility,0.0004,0.0026,0.0015,0.5717
graph_diffusion,cellular_automata,multiplicative,constraint_propagation,mean_reversibility,0.0008,0.0845,0.0426,0.5047
graph_diffusion,cellular_automata,multiplicative,constraint_propagation,mean_recursive_closure,0.0008,0.0845,0.0426,0.5047
graph_diffusion,cellular_automata,multiplicative,constraint_propagation,mean_continuity,0.9917,0.9465,0.9691,0.9772
graph_diffusion,cellular_automata,multiplicative,constraint_propagation,mean_reconstruction,0.0,0.0,0.0,1.0
gray_scott,kuramoto,multiplicative,resonance_locking,cg_rate,0.35,0.358,0.354,0.9888
gray_scott,kuramoto,multiplicative,resonance_locking,mean_coherence,0.5911,0.572,0.5815,0.9838
gray_scott,kuramoto,multiplicative,resonance_locking,mean_fertility,0.1448,0.2218,0.1833,0.8264
gray_scott,kuramoto,multiplicative,resonance_locking,mean_reversibility,0.7321,0.5897,0.6609,0.9027
gray_scott,kuramoto,multiplicative,resonance_locking,mean_recursive_closure,0.7321,0.5897,0.6609,0.9027
gray_scott,kuramoto,multiplicative,resonance_locking,mean_continuity,0.9054,0.9617,0.9336,0.9707
gray_scott,kuramoto,multiplicative,resonance_locking,mean_reconstruction,0.9582,1.0,0.9791,0.9791
graph_diffusion,gray_scott,multiplicative,resonance_locking,cg_rate,0.0,0.35,0.175,0.5
graph_diffusion,gray_scott,multiplicative,resonance_locking,mean_coherence,0.4913,0.5911,0.5412,0.9156
graph_diffusion,gray_scott,multiplicative,resonance_locking,mean_fertility,0.0004,0.1448,0.0726,0.5013
graph_diffusion,gray_scott,multiplicative,resonance_locking,mean_reversibility,0.0008,0.7321,0.3665,0.5005
graph_diffusion,gray_scott,multiplicative,resonance_locking,mean_recursive_closure,0.0008,0.7321,0.3665,0.5005
graph_diffusion,gray_scott,multiplicative,resonance_locking,mean_continuity,0.9917,0.9054,0.9486,0.9565
graph_diffusion,gray_scott,multiplicative,resonance_locking,mean_reconstruction,0.0,0.9582,0.4791,0.5
graph_diffusion,kuramoto,multiplicative,resonance_locking,cg_rate,0.0,0.358,0.179,0.5
graph_diffusion,kuramoto,multiplicative,resonance_locking,mean_coherence,0.4913,0.572,0.5317,0.9295
graph_diffusion,kuramoto,multiplicative,resonance_locking,mean_fertility,0.0004,0.2218,0.1111,0.5008
graph_diffusion,kuramoto,multiplicative,resonance_locking,mean_reversibility,0.0008,0.5897,0.2952,0.5007
graph_diffusion,kuramoto,multiplicative,resonance_locking,mean_recursive_closure,0.0008,0.5897,0.2952,0.5007
graph_diffusion,kuramoto,multiplicative,resonance_locking,mean_continuity,0.9917,0.9617,0.9767,0.9849
graph_diffusion,kuramoto,multiplicative,resonance_locking,mean_reconstruction,0.0,1.0,0.5,0.5
lotka_volterra,graph_diffusion,branching,synchronization,cg_rate,0.0,0.0,0.0,1.0
lotka_volterra,graph_diffusion,branching,synchronization,mean_coherence,0.5289,0.4913,0.5101,0.9645
lotka_volterra,graph_diffusion,branching,synchronization,mean_fertility,0.1908,0.0004,0.0956,0.501
lotka_volterra,graph_diffusion,branching,synchronization,mean_reversibility,0.1048,0.0008,0.0528,0.5038
lotka_volterra,graph_diffusion,branching,synchronization,mean_recursive_closure,0.1048,0.0008,0.0528,0.5038
lotka_volterra,graph_diffusion,branching,synchronization,mean_continuity,0.9536,0.9917,0.9727,0.9808
lotka_volterra,graph_diffusion,branching,synchronization,mean_reconstruction,0.0,0.0,0.0,1.0
lotka_volterra,coupled_map_lattice,branching,synchronization,cg_rate,0.0,0.168,0.084,0.5
lotka_volterra,coupled_map_lattice,branching,synchronization,mean_coherence,0.5289,0.5952,0.5621,0.9443
lotka_volterra,coupled_map_lattice,branching,synchronization,mean_fertility,0.1908,0.1219,0.1564,0.8196
lotka_volterra,coupled_map_lattice,branching,synchronization,mean_reversibility,0.1048,0.2613,0.183,0.7006
lotka_volterra,coupled_map_lattice,branching,synchronization,mean_recursive_closure,0.1048,0.2613,0.183,0.7006
lotka_volterra,coupled_map_lattice,branching,synchronization,mean_continuity,0.9536,0.846,0.8998,0.9436
lotka_volterra,coupled_map_lattice,branching,synchronization,mean_reconstruction,0.0,0.8314,0.4157,0.5
cellular_automata,graph_diffusion,branching,synchronization,cg_rate,0.0,0.0,0.0,1.0
cellular_automata,graph_diffusion,branching,synchronization,mean_coherence,0.5745,0.4913,0.5329,0.9276
cellular_automata,graph_diffusion,branching,synchronization,mean_fertility,0.0026,0.0004,0.0015,0.5717
cellular_automata,graph_diffusion,branching,synchronization,mean_reversibility,0.0845,0.0008,0.0426,0.5047
cellular_automata,graph_diffusion,branching,synchronization,mean_recursive_closure,0.0845,0.0008,0.0426,0.5047
cellular_automata,graph_diffusion,branching,synchronization,mean_continuity,0.9465,0.9917,0.9691,0.9772
cellular_automata,graph_diffusion,branching,synchronization,mean_reconstruction,0.0,0.0,0.0,1.0
cellular_automata,coupled_map_lattice,branching,synchronization,cg_rate,0.0,0.168,0.084,0.5
cellular_automata,coupled_map_lattice,branching,synchronization,mean_coherence,0.5745,0.5952,0.5849,0.9826
cellular_automata,coupled_map_lattice,branching,synchronization,mean_fertility,0.0026,0.1219,0.0623,0.5106
cellular_automata,coupled_map_lattice,branching,synchronization,mean_reversibility,0.0845,0.2613,0.1729,0.6617
cellular_automata,coupled_map_lattice,branching,synchronization,mean_recursive_closure,0.0845,0.2613,0.1729,0.6617
cellular_automata,coupled_map_lattice,branching,synchronization,mean_continuity,0.9465,0.846,0.8963,0.9469
cellular_automata,coupled_map_lattice,branching,synchronization,mean_reconstruction,0.0,0.8314,0.4157,0.5
lotka_volterra,gray_scott,branching,recursive_feedback,cg_rate,0.0,0.35,0.175,0.5
lotka_volterra,gray_scott,branching,recursive_feedback,mean_coherence,0.5289,0.5911,0.56,0.9474
lotka_volterra,gray_scott,branching,recursive_feedback,mean_fertility,0.1908,0.1448,0.1678,0.8795
lotka_volterra,gray_scott,branching,recursive_feedback,mean_reversibility,0.1048,0.7321,0.4185,0.5716
lotka_volterra,gray_scott,branching,recursive_feedback,mean_recursive_closure,0.1048,0.7321,0.4185,0.5716
lotka_volterra,gray_scott,branching,recursive_feedback,mean_continuity,0.9536,0.9054,0.9295,0.9747
lotka_volterra,gray_scott,branching,recursive_feedback,mean_reconstruction,0.0,0.9582,0.4791,0.5
lotka_volterra,kuramoto,branching,recursive_feedback,cg_rate,0.0,0.358,0.179,0.5
lotka_volterra,kuramoto,branching,recursive_feedback,mean_coherence,0.5289,0.572,0.5504,0.9624
lotka_volterra,kuramoto,branching,recursive_feedback,mean_fertility,0.1908,0.2218,0.2063,0.93
lotka_volterra,kuramoto,branching,recursive_feedback,mean_reversibility,0.1048,0.5897,0.3472,0.5889
lotka_volterra,kuramoto,branching,recursive_feedback,mean_recursive_closure,0.1048,0.5897,0.3472,0.5889
lotka_volterra,kuramoto,branching,recursive_feedback,mean_continuity,0.9536,0.9617,0.9577,0.9958
lotka_volterra,kuramoto,branching,recursive_feedback,mean_reconstruction,0.0,1.0,0.5,0.5
cellular_automata,gray_scott,branching,recursive_feedback,cg_rate,0.0,0.35,0.175,0.5
cellular_automata,gray_scott,branching,recursive_feedback,mean_coherence,0.5745,0.5911,0.5828,0.986
cellular_automata,gray_scott,branching,recursive_feedback,mean_fertility,0.0026,0.1448,0.0737,0.509
cellular_automata,gray_scott,branching,recursive_feedback,mean_reversibility,0.0845,0.7321,0.4083,0.5577
cellular_automata,gray_scott,branching,recursive_feedback,mean_recursive_closure,0.0845,0.7321,0.4083,0.5577
cellular_automata,gray_scott,branching,recursive_feedback,mean_continuity,0.9465,0.9054,0.926,0.9783
cellular_automata,gray_scott,branching,recursive_feedback,mean_reconstruction,0.0,0.9582,0.4791,0.5
cellular_automata,kuramoto,branching,recursive_feedback,cg_rate,0.0,0.358,0.179,0.5
cellular_automata,kuramoto,branching,recursive_feedback,mean_coherence,0.5745,0.572,0.5732,0.9978
cellular_automata,kuramoto,branching,recursive_feedback,mean_fertility,0.0026,0.2218,0.1122,0.5058
cellular_automata,kuramoto,branching,recursive_feedback,mean_reversibility,0.0845,0.5897,0.3371,0.5716
cellular_automata,kuramoto,branching,recursive_feedback,mean_recursive_closure,0.0845,0.5897,0.3371,0.5716
cellular_automata,kuramoto,branching,recursive_feedback,mean_continuity,0.9465,0.9617,0.9541,0.9921
cellular_automata,kuramoto,branching,recursive_feedback,mean_reconstruction,0.0,1.0,0.5,0.5
lotka_volterra,graph_diffusion,branching,competitive_exclusion,cg_rate,0.0,0.0,0.0,1.0
lotka_volterra,graph_diffusion,branching,competitive_exclusion,mean_coherence,0.5289,0.4913,0.5101,0.9645
lotka_volterra,graph_diffusion,branching,competitive_exclusion,mean_fertility,0.1908,0.0004,0.0956,0.501
lotka_volterra,graph_diffusion,branching,competitive_exclusion,mean_reversibility,0.1048,0.0008,0.0528,0.5038
lotka_volterra,graph_diffusion,branching,competitive_exclusion,mean_recursive_closure,0.1048,0.0008,0.0528,0.5038
lotka_volterra,graph_diffusion,branching,competitive_exclusion,mean_continuity,0.9536,0.9917,0.9727,0.9808
lotka_volterra,graph_diffusion,branching,competitive_exclusion,mean_reconstruction,0.0,0.0,0.0,1.0
lotka_volterra,replicator,branching,competitive_exclusion,cg_rate,0.0,0.0,0.0,1.0
lotka_volterra,replicator,branching,competitive_exclusion,mean_coherence,0.5289,0.591,0.5599,0.9475
lotka_volterra,replicator,branching,competitive_exclusion,mean_fertility,0.1908,0.0167,0.1037,0.5437
lotka_volterra,replicator,branching,competitive_exclusion,mean_reversibility,0.1048,0.0199,0.0624,0.5951
lotka_volterra,replicator,branching,competitive_exclusion,mean_recursive_closure,0.1048,0.0199,0.0624,0.5951
lotka_volterra,replicator,branching,competitive_exclusion,mean_continuity,0.9536,0.9397,0.9466,0.9927
lotka_volterra,replicator,branching,competitive_exclusion,mean_reconstruction,0.0,0.0,0.0,1.0
cellular_automata,graph_diffusion,branching,competitive_exclusion,cg_rate,0.0,0.0,0.0,1.0
cellular_automata,graph_diffusion,branching,competitive_exclusion,mean_coherence,0.5745,0.4913,0.5329,0.9276
cellular_automata,graph_diffusion,branching,competitive_exclusion,mean_fertility,0.0026,0.0004,0.0015,0.5717
cellular_automata,graph_diffusion,branching,competitive_exclusion,mean_reversibility,0.0845,0.0008,0.0426,0.5047
cellular_automata,graph_diffusion,branching,competitive_exclusion,mean_recursive_closure,0.0845,0.0008,0.0426,0.5047
cellular_automata,graph_diffusion,branching,competitive_exclusion,mean_continuity,0.9465,0.9917,0.9691,0.9772
cellular_automata,graph_diffusion,branching,competitive_exclusion,mean_reconstruction,0.0,0.0,0.0,1.0
cellular_automata,replicator,branching,competitive_exclusion,cg_rate,0.0,0.0,0.0,1.0
cellular_automata,replicator,branching,competitive_exclusion,mean_coherence,0.5745,0.591,0.5827,0.9861
cellular_automata,replicator,branching,competitive_exclusion,mean_fertility,0.0026,0.0167,0.0096,0.5778
cellular_automata,replicator,branching,competitive_exclusion,mean_reversibility,0.0845,0.0199,0.0522,0.6179
cellular_automata,replicator,branching,competitive_exclusion,mean_recursive_closure,0.0845,0.0199,0.0522,0.6179
cellular_automata,replicator,branching,competitive_exclusion,mean_continuity,0.9465,0.9397,0.9431,0.9964
cellular_automata,replicator,branching,competitive_exclusion,mean_reconstruction,0.0,0.0,0.0,1.0
lotka_volterra,cellular_automata,branching,diffusion,cg_rate,0.0,0.0,0.0,1.0
lotka_volterra,cellular_automata,branching,diffusion,mean_coherence,0.5289,0.5745,0.5517,0.9603
lotka_volterra,cellular_automata,branching,diffusion,mean_fertility,0.1908,0.0026,0.0967,0.5068
lotka_volterra,cellular_automata,branching,diffusion,mean_reversibility,0.1048,0.0845,0.0946,0.903
lotka_volterra,cellular_automata,branching,diffusion,mean_recursive_closure,0.1048,0.0845,0.0946,0.903
lotka_volterra,cellular_automata,branching,diffusion,mean_continuity,0.9536,0.9465,0.9501,0.9963
lotka_volterra,cellular_automata,branching,diffusion,mean_reconstruction,0.0,0.0,0.0,1.0
lotka_volterra,coupled_map_lattice,branching,diffusion,cg_rate,0.0,0.168,0.084,0.5
lotka_volterra,coupled_map_lattice,branching,diffusion,mean_coherence,0.5289,0.5952,0.5621,0.9443
lotka_volterra,coupled_map_lattice,branching,diffusion,mean_fertility,0.1908,0.1219,0.1564,0.8196
lotka_volterra,coupled_map_lattice,branching,diffusion,mean_reversibility,0.1048,0.2613,0.183,0.7006
lotka_volterra,coupled_map_lattice,branching,diffusion,mean_recursive_closure,0.1048,0.2613,0.183,0.7006
lotka_volterra,coupled_map_lattice,branching,diffusion,mean_continuity,0.9536,0.846,0.8998,0.9436
lotka_volterra,coupled_map_lattice,branching,diffusion,mean_reconstruction,0.0,0.8314,0.4157,0.5
cellular_automata,coupled_map_lattice,branching,diffusion,cg_rate,0.0,0.168,0.084,0.5
cellular_automata,coupled_map_lattice,branching,diffusion,mean_coherence,0.5745,0.5952,0.5849,0.9826
cellular_automata,coupled_map_lattice,branching,diffusion,mean_fertility,0.0026,0.1219,0.0623,0.5106
cellular_automata,coupled_map_lattice,branching,diffusion,mean_reversibility,0.0845,0.2613,0.1729,0.6617
cellular_automata,coupled_map_lattice,branching,diffusion,mean_recursive_closure,0.0845,0.2613,0.1729,0.6617
cellular_automata,coupled_map_lattice,branching,diffusion,mean_continuity,0.9465,0.846,0.8963,0.9469
cellular_automata,coupled_map_lattice,branching,diffusion,mean_reconstruction,0.0,0.8314,0.4157,0.5
lotka_volterra,population,branching,hierarchical_nesting,cg_rate,0.0,0.238,0.119,0.5
lotka_volterra,population,branching,hierarchical_nesting,mean_coherence,0.5289,0.5972,0.5631,0.9428
lotka_volterra,population,branching,hierarchical_nesting,mean_fertility,0.1908,0.0932,0.142,0.7443
lotka_volterra,population,branching,hierarchical_nesting,mean_reversibility,0.1048,0.3661,0.2355,0.6431
lotka_volterra,population,branching,hierarchical_nesting,mean_recursive_closure,0.1048,0.3661,0.2355,0.6431
lotka_volterra,population,branching,hierarchical_nesting,mean_continuity,0.9536,0.8583,0.9059,0.95
lotka_volterra,population,branching,hierarchical_nesting,mean_reconstruction,0.0,0.8299,0.4149,0.5
lotka_volterra,coupled_map_lattice,branching,hierarchical_nesting,cg_rate,0.0,0.168,0.084,0.5
lotka_volterra,coupled_map_lattice,branching,hierarchical_nesting,mean_coherence,0.5289,0.5952,0.5621,0.9443
lotka_volterra,coupled_map_lattice,branching,hierarchical_nesting,mean_fertility,0.1908,0.1219,0.1564,0.8196
lotka_volterra,coupled_map_lattice,branching,hierarchical_nesting,mean_reversibility,0.1048,0.2613,0.183,0.7006
lotka_volterra,coupled_map_lattice,branching,hierarchical_nesting,mean_recursive_closure,0.1048,0.2613,0.183,0.7006
lotka_volterra,coupled_map_lattice,branching,hierarchical_nesting,mean_continuity,0.9536,0.846,0.8998,0.9436
lotka_volterra,coupled_map_lattice,branching,hierarchical_nesting,mean_reconstruction,0.0,0.8314,0.4157,0.5
cellular_automata,population,branching,hierarchical_nesting,cg_rate,0.0,0.238,0.119,0.5
cellular_automata,population,branching,hierarchical_nesting,mean_coherence,0.5745,0.5972,0.5859,0.981
cellular_automata,population,branching,hierarchical_nesting,mean_fertility,0.0026,0.0932,0.0479,0.5139
cellular_automata,population,branching,hierarchical_nesting,mean_reversibility,0.0845,0.3661,0.2253,0.6154
cellular_automata,population,branching,hierarchical_nesting,mean_recursive_closure,0.0845,0.3661,0.2253,0.6154
cellular_automata,population,branching,hierarchical_nesting,mean_continuity,0.9465,0.8583,0.9024,0.9534
cellular_automata,population,branching,hierarchical_nesting,mean_reconstruction,0.0,0.8299,0.4149,0.5
cellular_automata,coupled_map_lattice,branching,hierarchical_nesting,cg_rate,0.0,0.168,0.084,0.5
cellular_automata,coupled_map_lattice,branching,hierarchical_nesting,mean_coherence,0.5745,0.5952,0.5849,0.9826
cellular_automata,coupled_map_lattice,branching,hierarchical_nesting,mean_fertility,0.0026,0.1219,0.0623,0.5106
cellular_automata,coupled_map_lattice,branching,hierarchical_nesting,mean_reversibility,0.0845,0.2613,0.1729,0.6617
cellular_automata,coupled_map_lattice,branching,hierarchical_nesting,mean_recursive_closure,0.0845,0.2613,0.1729,0.6617
