chain_idx,step,domain,cg_rate,mean_reversibility,mean_recursive_closure,mean_continuity,cg_decay
56,3,kuramoto∘coupled_map_lattice,0.1204,0.2317,0.2317,0.9215,3.1823
56,4,coupled_map_lattice∘population,0.13,0.2436,0.2436,0.919,3.5178
56,5,population∘graph_diffusion,0.0823,0.1572,0.1572,0.9467,1.8612
57,0,graph_diffusion,0.0347,0.0708,0.0708,0.9744,0.0
57,1,graph_diffusion∘replicator,0.0561,0.1167,0.1167,0.9555,0.617
57,2,replicator∘population,0.0979,0.1861,0.1861,0.936,1.8229
57,3,population∘graph_diffusion,0.0663,0.1285,0.1285,0.9552,0.9115
57,4,graph_diffusion∘coupled_map_lattice,0.0984,0.1829,0.1829,0.9301,1.8386
57,5,coupled_map_lattice∘graph_diffusion,0.0665,0.1269,0.1269,0.9522,0.9193
58,0,kuramoto,0.1672,0.3021,0.3021,0.9331,0.0
58,1,kuramoto∘population,0.1535,0.2788,0.2788,0.9248,0.0824
58,2,population∘gray_scott,0.1808,0.3525,0.3525,0.9205,0.081
58,3,gray_scott∘cellular_automata,0.1308,0.2689,0.2689,0.9282,0.2178
58,4,cellular_automata∘kuramoto,0.149,0.2855,0.2855,0.9306,0.1089
58,5,kuramoto∘coupled_map_lattice,0.1398,0.2615,0.2615,0.9178,0.1642
59,0,replicator,0.0774,0.1626,0.1626,0.9365,0.0
59,1,replicator∘kuramoto,0.1223,0.2324,0.2324,0.9348,0.5797
59,2,kuramoto∘coupled_map_lattice,0.1264,0.2349,0.2349,0.9199,0.6327
59,3,coupled_map_lattice∘replicator,0.1019,0.1988,0.1988,0.9282,0.3163
59,4,replicator∘lotka_volterra,0.0654,0.1678,0.1678,0.9387,0.156
59,5,lotka_volterra∘gray_scott,0.1367,0.297,0.297,0.9275,0.7657
60,0,population,0.1397,0.2555,0.2555,0.9165,0.0
60,1,population∘cellular_automata,0.1103,0.2204,0.2204,0.9261,0.2106
60,2,cellular_automata∘coupled_map_lattice,0.1204,0.2289,0.2289,0.9156,0.138
60,3,coupled_map_lattice∘gray_scott,0.1643,0.3276,0.3276,0.9159,0.1761
60,4,gray_scott∘lotka_volterra,0.0965,0.2322,0.2322,0.9325,0.3089
60,5,lotka_volterra∘kuramoto,0.1319,0.2671,0.2671,0.9328,0.0558
61,0,replicator,0.0774,0.1626,0.1626,0.9365,0.0
61,1,replicator∘kuramoto,0.1223,0.2324,0.2324,0.9348,0.5797
61,2,kuramoto∘coupled_map_lattice,0.1264,0.2349,0.2349,0.9199,0.6327
61,3,coupled_map_lattice∘kuramoto,0.1468,0.2685,0.2685,0.9265,0.896
61,4,kuramoto∘graph_diffusion,0.0908,0.1697,0.1697,0.9505,0.1718
61,5,graph_diffusion∘gray_scott,0.1494,0.2979,0.2979,0.9333,0.9296
62,0,coupled_map_lattice,0.1305,0.2374,0.2374,0.905,0.0
62,1,coupled_map_lattice∘lotka_volterra,0.0797,0.1871,0.1871,0.9271,0.3898
62,2,lotka_volterra∘graph_diffusion,0.0572,0.129,0.129,0.9507,0.5621
62,3,graph_diffusion∘coupled_map_lattice,0.0939,0.1832,0.1832,0.9279,0.2811
62,4,coupled_map_lattice∘gray_scott,0.151,0.3047,0.3047,0.922,0.1566
62,5,gray_scott∘replicator,0.1142,0.2337,0.2337,0.9293,0.1251
63,0,cellular_automata,0.0808,0.1854,0.1854,0.9358,0.0
63,1,cellular_automata∘graph_diffusion,0.0577,0.1281,0.1281,0.9551,0.2856
63,2,graph_diffusion∘replicator,0.0676,0.1454,0.1454,0.9458,0.1637
63,3,replicator∘cellular_automata,0.0742,0.1654,0.1654,0.9408,0.0819
63,4,cellular_automata∘graph_diffusion,0.0544,0.1181,0.1181,0.9576,0.3265
63,5,graph_diffusion∘lotka_volterra,0.0416,0.1274,0.1274,0.9534,0.4852
64,0,graph_diffusion,0.0347,0.0708,0.0708,0.9744,0.0
64,1,graph_diffusion∘coupled_map_lattice,0.0826,0.1541,0.1541,0.9397,1.3828
64,2,coupled_map_lattice∘graph_diffusion,0.0586,0.1125,0.1125,0.957,0.6914
64,3,graph_diffusion∘lotka_volterra,0.0437,0.1246,0.1246,0.9531,0.2608
64,4,lotka_volterra∘graph_diffusion,0.0392,0.0977,0.0977,0.9638,0.1304
64,5,graph_diffusion∘coupled_map_lattice,0.0849,0.1676,0.1676,0.9344,1.448
65,0,replicator,0.0774,0.1626,0.1626,0.9365,0.0
65,1,replicator∘gray_scott,0.1428,0.2944,0.2944,0.9264,0.8437
65,2,gray_scott∘graph_diffusion,0.0887,0.1826,0.1826,0.9504,0.1457
65,3,graph_diffusion∘kuramoto,0.128,0.2424,0.2424,0.9418,0.6525
65,4,kuramoto∘cellular_automata,0.1044,0.2139,0.2139,0.9388,0.3482
65,5,cellular_automata∘replicator,0.0909,0.1883,0.1883,0.9376,0.1741
66,0,lotka_volterra,0.0288,0.1368,0.1368,0.9492,0.0
66,1,lotka_volterra∘replicator,0.0531,0.1497,0.1497,0.9428,0.8456
66,2,replicator∘cellular_automata,0.067,0.1675,0.1675,0.9393,1.3272
66,3,cellular_automata∘replicator,0.0722,0.1651,0.1651,0.9379,1.5092
66,4,replicator∘kuramoto,0.1197,0.2336,0.2336,0.9355,3.1602
66,5,kuramoto∘coupled_map_lattice,0.1251,0.2355,0.2355,0.9203,3.3482
67,0,population,0.1397,0.2555,0.2555,0.9165,0.0
67,1,population∘graph_diffusion,0.0872,0.1632,0.1632,0.9454,0.3759
67,2,graph_diffusion∘cellular_automata,0.084,0.1743,0.1743,0.9406,0.3986
67,3,cellular_automata∘gray_scott,0.1461,0.3002,0.3002,0.9284,0.0458
67,4,gray_scott∘lotka_volterra,0.0874,0.2185,0.2185,0.9388,0.3741
67,5,lotka_volterra∘graph_diffusion,0.061,0.1447,0.1447,0.9566,0.5629
68,0,kuramoto,0.1672,0.3021,0.3021,0.9331,0.0
68,1,kuramoto∘graph_diffusion,0.101,0.1865,0.1865,0.9538,0.3964
68,2,graph_diffusion∘gray_scott,0.1545,0.3063,0.3063,0.935,0.0759
68,3,gray_scott∘coupled_map_lattice,0.1425,0.2719,0.2719,0.92,0.1477
68,4,coupled_map_lattice∘graph_diffusion,0.0886,0.1713,0.1713,0.9472,0.4702
68,5,graph_diffusion∘lotka_volterra,0.0587,0.1541,0.1541,0.9482,0.6491
69,0,graph_diffusion,0.0347,0.0708,0.0708,0.9744,0.0
69,1,graph_diffusion∘gray_scott,0.1214,0.2485,0.2485,0.9453,2.5018
69,2,gray_scott∘replicator,0.0994,0.2056,0.2056,0.9409,1.8679
69,3,replicator∘graph_diffusion,0.067,0.1382,0.1382,0.9577,0.9339
69,4,graph_diffusion∘cellular_automata,0.0739,0.1618,0.1618,0.9467,1.1328
69,5,cellular_automata∘graph_diffusion,0.0543,0.1163,0.1163,0.9606,0.5664
70,0,gray_scott,0.2081,0.4262,0.4262,0.9162,0.0
70,1,gray_scott∘kuramoto,0.1877,0.3642,0.3642,0.9247,0.0982
70,2,kuramoto∘replicator,0.1326,0.2634,0.2634,0.9306,0.3631
70,3,replicator∘cellular_automata,0.1067,0.2244,0.2244,0.9332,0.4873
70,4,cellular_automata∘population,0.1232,0.2399,0.2399,0.9248,0.4081
70,5,population∘cellular_automata,0.102,0.2127,0.2127,0.9303,0.5099
71,0,cellular_automata,0.0808,0.1854,0.1854,0.9358,0.0
71,1,cellular_automata∘kuramoto,0.124,0.2437,0.2437,0.9345,0.5344
71,2,kuramoto∘lotka_volterra,0.0764,0.1903,0.1903,0.9418,0.0548
71,3,lotka_volterra∘kuramoto,0.1218,0.2462,0.2462,0.9375,0.5071
71,4,kuramoto∘lotka_volterra,0.0753,0.1915,0.1915,0.9433,0.0685
71,5,lotka_volterra∘graph_diffusion,0.055,0.1311,0.1311,0.9589,0.3198
72,0,cellular_automata,0.0808,0.1854,0.1854,0.9358,0.0
72,1,cellular_automata∘coupled_map_lattice,0.1057,0.2114,0.2114,0.9204,0.3075
72,2,coupled_map_lattice∘lotka_volterra,0.0672,0.1741,0.1741,0.9348,0.1683
72,3,lotka_volterra∘population,0.1034,0.2148,0.2148,0.9256,0.2798
72,4,population∘coupled_map_lattice,0.117,0.2261,0.2261,0.9153,0.4474
72,5,coupled_map_lattice∘graph_diffusion,0.0758,0.1485,0.1485,0.9449,0.0619
73,0,population,0.1397,0.2555,0.2555,0.9165,0.0
73,1,population∘replicator,0.1086,0.2091,0.2091,0.9265,0.2228
73,2,replicator∘kuramoto,0.1379,0.2556,0.2556,0.9298,0.0127
73,3,kuramoto∘coupled_map_lattice,0.1342,0.2465,0.2465,0.9174,0.039
73,4,coupled_map_lattice∘kuramoto,0.1507,0.2743,0.2743,0.9253,0.0792
73,5,kuramoto∘gray_scott,0.1794,0.3503,0.3503,0.9207,0.2847
74,0,cellular_automata,0.0808,0.1854,0.1854,0.9358,0.0
74,1,cellular_automata∘graph_diffusion,0.0577,0.1281,0.1281,0.9551,0.2856
74,2,graph_diffusion∘coupled_map_lattice,0.0941,0.1827,0.1827,0.93,0.1647
74,3,coupled_map_lattice∘gray_scott,0.1511,0.3045,0.3045,0.9231,0.8697
74,4,gray_scott∘cellular_automata,0.116,0.2449,0.2449,0.9295,0.4349
74,5,cellular_automata∘gray_scott,0.1621,0.3356,0.3356,0.9228,1.0048
75,0,coupled_map_lattice,0.1305,0.2374,0.2374,0.905,0.0
75,1,coupled_map_lattice∘replicator,0.104,0.2,0.2,0.9208,0.2034
75,2,replicator∘graph_diffusion,0.0693,0.1354,0.1354,0.9476,0.4689
75,3,graph_diffusion∘kuramoto,0.1183,0.2188,0.2188,0.9404,0.0939
75,4,kuramoto∘graph_diffusion,0.0765,0.1448,0.1448,0.9574,0.4142
75,5,graph_diffusion∘population,0.1081,0.2001,0.2001,0.9369,0.1721
76,0,replicator,0.0774,0.1626,0.1626,0.9365,0.0
76,1,replicator∘kuramoto,0.1223,0.2324,0.2324,0.9348,0.5797
76,2,kuramoto∘cellular_automata,0.1016,0.2089,0.2089,0.9353,0.3117
76,3,cellular_automata∘coupled_map_lattice,0.1161,0.2231,0.2231,0.9201,0.4987
76,4,coupled_map_lattice∘lotka_volterra,0.0724,0.18,0.18,0.9347,0.0649
76,5,lotka_volterra∘kuramoto,0.1198,0.241,0.241,0.9339,0.5473
77,0,population,0.1397,0.2555,0.2555,0.9165,0.0
77,1,population∘kuramoto,0.1535,0.2788,0.2788,0.9248,0.0987
77,2,kuramoto∘graph_diffusion,0.0941,0.1748,0.1748,0.9496,0.3265
77,3,graph_diffusion∘replicator,0.0858,0.1687,0.1687,0.9431,0.386
77,4,replicator∘gray_scott,0.1469,0.2975,0.2975,0.9296,0.0521
77,5,gray_scott∘coupled_map_lattice,0.1387,0.2674,0.2674,0.9173,0.0066
78,0,graph_diffusion,0.0347,0.0708,0.0708,0.9744,0.0
78,1,graph_diffusion∘gray_scott,0.1214,0.2485,0.2485,0.9453,2.5018
78,2,gray_scott∘cellular_automata,0.1011,0.2169,0.2169,0.9405,1.9168
78,3,cellular_automata∘gray_scott,0.1546,0.3216,0.3216,0.9284,3.4602
78,4,gray_scott∘graph_diffusion,0.0946,0.1962,0.1962,0.9514,1.7301
78,5,graph_diffusion∘cellular_automata,0.0877,0.1908,0.1908,0.9436,1.5309
79,0,population,0.1397,0.2555,0.2555,0.9165,0.0
79,1,population∘replicator,0.1086,0.2091,0.2091,0.9265,0.2228
79,2,replicator∘graph_diffusion,0.0716,0.1399,0.1399,0.9504,0.4873
79,3,graph_diffusion∘replicator,0.0745,0.1513,0.1513,0.9435,0.4664
79,4,replicator∘population,0.1071,0.2034,0.2034,0.93,0.2332
79,5,population∘cellular_automata,0.094,0.1944,0.1944,0.9329,0.3272
80,0,graph_diffusion,0.0347,0.0708,0.0708,0.9744,0.0
80,1,graph_diffusion∘coupled_map_lattice,0.0826,0.1541,0.1541,0.9397,1.3828
80,2,coupled_map_lattice∘cellular_automata,0.0817,0.1697,0.1697,0.9377,1.3573
80,3,cellular_automata∘population,0.1107,0.2126,0.2126,0.9271,2.1931
80,4,population∘kuramoto,0.139,0.2574,0.2574,0.9301,3.0086
80,5,kuramoto∘replicator,0.1082,0.21,0.21,0.9333,2.1213
81,0,population,0.1397,0.2555,0.2555,0.9165,0.0
81,1,population∘cellular_automata,0.1103,0.2204,0.2204,0.9261,0.2106
81,2,cellular_automata∘kuramoto,0.1387,0.2613,0.2613,0.9296,0.0066
81,3,kuramoto∘gray_scott,0.1734,0.3437,0.3437,0.9229,0.2418
81,4,gray_scott∘coupled_map_lattice,0.152,0.2906,0.2906,0.914,0.0882
81,5,coupled_map_lattice∘gray_scott,0.1801,0.3584,0.3584,0.9151,0.2892
82,0,kuramoto,0.1672,0.3021,0.3021,0.9331,0.0
82,1,kuramoto∘gray_scott,0.1877,0.3642,0.3642,0.9247,0.1223
82,2,gray_scott∘lotka_volterra,0.1082,0.2505,0.2505,0.9369,0.3528
82,3,lotka_volterra∘kuramoto,0.1377,0.2763,0.2763,0.935,0.1764
82,4,kuramoto∘coupled_map_lattice,0.1341,0.2569,0.2569,0.92,0.1979
82,5,coupled_map_lattice∘population,0.1369,0.2562,0.2562,0.9183,0.1814
83,0,cellular_automata,0.0808,0.1854,0.1854,0.9358,0.0
83,1,cellular_automata∘replicator,0.0791,0.174,0.174,0.9362,0.021
83,2,replicator∘cellular_automata,0.08,0.1797,0.1797,0.936,0.0105
83,3,cellular_automata∘gray_scott,0.1441,0.303,0.303,0.9261,0.7821
83,4,gray_scott∘coupled_map_lattice,0.1373,0.2702,0.2702,0.9155,0.6985
83,5,coupled_map_lattice∘gray_scott,0.1727,0.3482,0.3482,0.9159,1.1366
84,0,kuramoto,0.1672,0.3021,0.3021,0.9331,0.0
84,1,kuramoto∘replicator,0.1223,0.2324,0.2324,0.9348,0.2685
84,2,replicator∘cellular_automata,0.1016,0.2089,0.2089,0.9353,0.3926
84,3,cellular_automata∘population,0.1206,0.2322,0.2322,0.9259,0.2787
84,4,population∘coupled_map_lattice,0.1256,0.2348,0.2348,0.9154,0.2491
84,5,coupled_map_lattice∘gray_scott,0.1669,0.3305,0.3305,0.9158,0.0023
85,0,kuramoto,0.1672,0.3021,0.3021,0.9331,0.0
85,1,kuramoto∘graph_diffusion,0.101,0.1865,0.1865,0.9538,0.3964
85,2,graph_diffusion∘cellular_automata,0.0909,0.1859,0.1859,0.9448,0.4565
85,3,cellular_automata∘replicator,0.0842,0.1743,0.1743,0.9406,0.4967
85,4,replicator∘kuramoto,0.1257,0.2382,0.2382,0.9369,0.2484
85,5,kuramoto∘coupled_map_lattice,0.1281,0.2378,0.2378,0.9209,0.2339
86,0,coupled_map_lattice,0.1305,0.2374,0.2374,0.905,0.0
86,1,coupled_map_lattice∘graph_diffusion,0.0826,0.1541,0.1541,0.9397,0.3672
86,2,graph_diffusion∘replicator,0.08,0.1584,0.1584,0.9381,0.387
86,3,replicator∘lotka_volterra,0.0544,0.1476,0.1476,0.9436,0.5833
86,4,lotka_volterra∘coupled_map_lattice,0.0925,0.1925,0.1925,0.9243,0.2916
86,5,coupled_map_lattice∘kuramoto,0.1299,0.2473,0.2473,0.9287,0.0053
87,0,kuramoto,0.1672,0.3021,0.3021,0.9331,0.0
87,1,kuramoto∘cellular_automata,0.124,0.2437,0.2437,0.9345,0.2583
87,2,cellular_automata∘kuramoto,0.1456,0.2729,0.2729,0.9338,0.1292
87,3,kuramoto∘population,0.1427,0.2642,0.2642,0.9251,0.147
87,4,population∘replicator,0.11,0.2134,0.2134,0.9308,0.342
87,5,replicator∘coupled_map_lattice,0.1203,0.2254,0.2254,0.9179,0.2807
88,0,kuramoto,0.1672,0.3021,0.3021,0.9331,0.0
88,1,kuramoto∘lotka_volterra,0.098,0.2195,0.2195,0.9412,0.414
88,2,lotka_volterra∘population,0.1188,0.2375,0.2375,0.9288,0.2894
88,3,population∘cellular_automata,0.0998,0.2114,0.2114,0.9323,0.403
88,4,cellular_automata∘graph_diffusion,0.0673,0.1411,0.1411,0.9534,0.5979
88,5,graph_diffusion∘coupled_map_lattice,0.0989,0.1893,0.1893,0.9292,0.4086
89,0,coupled_map_lattice,0.1305,0.2374,0.2374,0.905,0.0
89,1,coupled_map_lattice∘replicator,0.104,0.2,0.2,0.9208,0.2034
89,2,replicator∘lotka_volterra,0.0664,0.1684,0.1684,0.935,0.4915
89,3,lotka_volterra∘replicator,0.0719,0.1655,0.1655,0.9357,0.4491
89,4,replicator∘kuramoto,0.1196,0.2338,0.2338,0.9344,0.084
89,5,kuramoto∘cellular_automata,0.1002,0.2096,0.2096,0.9351,0.2324
90,0,population,0.1397,0.2555,0.2555,0.9165,0.0
90,1,population∘cellular_automata,0.1103,0.2204,0.2204,0.9261,0.2106
90,2,cellular_automata∘coupled_map_lattice,0.1204,0.2289,0.2289,0.9156,0.138
90,3,coupled_map_lattice∘population,0.13,0.2422,0.2422,0.916,0.069
90,4,population∘gray_scott,0.1691,0.3342,0.3342,0.9161,0.2106
90,5,gray_scott∘coupled_map_lattice,0.1498,0.2858,0.2858,0.9106,0.0726
91,0,replicator,0.0774,0.1626,0.1626,0.9365,0.0
91,1,replicator∘graph_diffusion,0.0561,0.1167,0.1167,0.9555,0.2762
91,2,graph_diffusion∘kuramoto,0.1116,0.2094,0.2094,0.9443,0.4416
91,3,kuramoto∘cellular_automata,0.0962,0.1974,0.1974,0.94,0.2427
91,4,cellular_automata∘gray_scott,0.1522,0.3118,0.3118,0.9281,0.965
91,5,gray_scott∘coupled_map_lattice,0.1414,0.2746,0.2746,0.9166,0.8253
92,0,gray_scott,0.2081,0.4262,0.4262,0.9162,0.0
92,1,gray_scott∘kuramoto,0.1877,0.3642,0.3642,0.9247,0.0982
92,2,kuramoto∘gray_scott,0.1979,0.3952,0.3952,0.9205,0.0491
92,3,gray_scott∘graph_diffusion,0.1163,0.233,0.233,0.9474,0.4413
92,4,graph_diffusion∘replicator,0.0969,0.1978,0.1978,0.942,0.5346
92,5,replicator∘population,0.1183,0.2267,0.2267,0.9292,0.4318
93,0,gray_scott,0.2081,0.4262,0.4262,0.9162,0.0
93,1,gray_scott∘cellular_automata,0.1445,0.3058,0.3058,0.926,0.3058
93,2,cellular_automata∘gray_scott,0.1763,0.366,0.366,0.9211,0.1529
93,3,gray_scott∘graph_diffusion,0.1055,0.2184,0.2184,0.9478,0.4932
93,4,graph_diffusion∘kuramoto,0.1364,0.2603,0.2603,0.9404,0.3448
93,5,kuramoto∘coupled_map_lattice,0.1335,0.2488,0.2488,0.9227,0.3588
94,0,replicator,0.0774,0.1626,0.1626,0.9365,0.0
94,1,replicator∘lotka_volterra,0.0531,0.1497,0.1497,0.9428,0.3142
94,2,lotka_volterra∘population,0.0964,0.2026,0.2026,0.9297,0.2446
94,3,population∘graph_diffusion,0.0655,0.1367,0.1367,0.952,0.1539
94,4,graph_diffusion∘gray_scott,0.1368,0.2815,0.2815,0.9341,0.7668
94,5,gray_scott∘lotka_volterra,0.0828,0.2091,0.2091,0.9417,0.0692
95,0,cellular_automata,0.0808,0.1854,0.1854,0.9358,0.0
95,1,cellular_automata∘gray_scott,0.1445,0.3058,0.3058,0.926,0.7874
95,2,gray_scott∘lotka_volterra,0.0866,0.2213,0.2213,0.9376,0.0717
95,3,lotka_volterra∘population,0.1131,0.2384,0.2384,0.927,0.3998
95,4,population∘gray_scott,0.1606,0.3323,0.3323,0.9216,0.9873
95,5,gray_scott∘population,0.1502,0.2939,0.2939,0.9191,0.8575
96,0,replicator,0.0774,0.1626,0.1626,0.9365,0.0
96,1,replicator∘lotka_volterra,0.0531,0.1497,0.1497,0.9428,0.3142
96,2,lotka_volterra∘replicator,0.0653,0.1562,0.1562,0.9397,0.1571
96,3,replicator∘cellular_automata,0.0731,0.1708,0.1708,0.9377,0.0567
96,4,cellular_automata∘coupled_map_lattice,0.1018,0.2041,0.2041,0.9214,0.3145
96,5,coupled_map_lattice∘replicator,0.0896,0.1834,0.1834,0.9289,0.1572
97,0,coupled_map_lattice,0.1305,0.2374,0.2374,0.905,0.0
97,1,coupled_map_lattice∘cellular_automata,0.1057,0.2114,0.2114,0.9204,0.1904
97,2,cellular_automata∘replicator,0.0916,0.187,0.187,0.9285,0.2986
97,3,replicator∘population,0.1156,0.2213,0.2213,0.9225,0.1143
97,4,population∘gray_scott,0.1619,0.3237,0.3237,0.9193,0.24
97,5,gray_scott∘population,0.1508,0.2896,0.2896,0.9179,0.1549
98,0,gray_scott,0.2081,0.4262,0.4262,0.9162,0.0
98,1,gray_scott∘graph_diffusion,0.1214,0.2485,0.2485,0.9453,0.4167
98,2,graph_diffusion∘population,0.1305,0.252,0.252,0.9309,0.3728
98,3,population∘kuramoto,0.1489,0.2771,0.2771,0.932,0.2846
98,4,kuramoto∘coupled_map_lattice,0.1397,0.2572,0.2572,0.9185,0.3287
98,5,coupled_map_lattice∘cellular_automata,0.1103,0.2213,0.2213,0.9271,0.4702
99,0,replicator,0.0774,0.1626,0.1626,0.9365,0.0
99,1,replicator∘coupled_map_lattice,0.104,0.2,0.2,0.9208,0.3428
99,2,coupled_map_lattice∘population,0.1218,0.2278,0.2278,0.9186,0.5731
99,3,population∘graph_diffusion,0.0782,0.1493,0.1493,0.9465,0.0104
99,4,graph_diffusion∘population,0.109,0.2024,0.2024,0.9315,0.4069
99,5,population∘replicator,0.0932,0.1825,0.1825,0.934,0.2035
100,0,graph_diffusion,0.0347,0.0708,0.0708,0.9744,0.0
100,1,graph_diffusion∘population,0.0872,0.1632,0.1632,0.9454,1.5144
100,2,population∘kuramoto,0.1272,0.2326,0.2326,0.9393,2.6693
100,3,kuramoto∘population,0.1334,0.2441,0.2441,0.9279,2.8491
100,4,population∘graph_diffusion,0.0841,0.1574,0.1574,0.9511,1.4245
100,5,graph_diffusion∘lotka_volterra,0.0564,0.1471,0.1471,0.9502,0.6273
101,0,gray_scott,0.2081,0.4262,0.4262,0.9162,0.0
101,1,gray_scott∘lotka_volterra,0.1185,0.2815,0.2815,0.9327,0.4309
101,2,lotka_volterra∘kuramoto,0.1428,0.2918,0.2918,0.9329,0.3137
101,3,kuramoto∘gray_scott,0.1755,0.359,0.359,0.9246,0.1568
101,4,gray_scott∘replicator,0.1265,0.2608,0.2608,0.9305,0.3924
101,5,replicator∘lotka_volterra,0.0776,0.1988,0.1988,0.9399,0.627
102,0,graph_diffusion,0.0347,0.0708,0.0708,0.9744,0.0
102,1,graph_diffusion∘kuramoto,0.101,0.1865,0.1865,0.9538,1.912
102,2,kuramoto∘gray_scott,0.1545,0.3063,0.3063,0.935,3.4578
102,3,gray_scott∘lotka_volterra,0.0917,0.2216,0.2216,0.9421,1.644
102,4,lotka_volterra∘gray_scott,0.1499,0.3239,0.3239,0.9292,3.3238
102,5,gray_scott∘replicator,0.1137,0.2433,0.2433,0.9328,2.2789
103,0,population,0.1397,0.2555,0.2555,0.9165,0.0
103,1,population∘cellular_automata,0.1103,0.2204,0.2204,0.9261,0.2106
103,2,cellular_automata∘kuramoto,0.1387,0.2613,0.2613,0.9296,0.0066
103,3,kuramoto∘coupled_map_lattice,0.1346,0.2493,0.2493,0.9173,0.036
103,4,coupled_map_lattice∘population,0.1372,0.2524,0.2524,0.9169,0.018
103,5,population∘gray_scott,0.1726,0.3393,0.3393,0.9166,0.2361
104,0,population,0.1397,0.2555,0.2555,0.9165,0.0
104,1,population∘cellular_automata,0.1103,0.2204,0.2204,0.9261,0.2106
104,2,cellular_automata∘coupled_map_lattice,0.1204,0.2289,0.2289,0.9156,0.138
104,3,coupled_map_lattice∘graph_diffusion,0.0775,0.1499,0.1499,0.945,0.4449
104,4,graph_diffusion∘cellular_automata,0.0792,0.1676,0.1676,0.9404,0.4331
104,5,cellular_automata∘coupled_map_lattice,0.1049,0.2025,0.2025,0.9227,0.2492
105,0,replicator,0.0774,0.1626,0.1626,0.9365,0.0
105,1,replicator∘cellular_automata,0.0791,0.174,0.174,0.9362,0.0219
105,2,cellular_automata∘population,0.1094,0.2148,0.2148,0.9263,0.4127
105,3,population∘lotka_volterra,0.0691,0.1758,0.1758,0.9377,0.1079
105,4,lotka_volterra∘replicator,0.0733,0.1692,0.1692,0.9371,0.0539
105,5,replicator∘population,0.1065,0.2124,0.2124,0.9268,0.3748
106,0,lotka_volterra,0.0288,0.1368,0.1368,0.9492,0.0
106,1,lotka_volterra∘kuramoto,0.098,0.2195,0.2195,0.9412,2.4056
106,2,kuramoto∘gray_scott,0.1531,0.3228,0.3228,0.9287,4.3189
106,3,gray_scott∘population,0.1464,0.2892,0.2892,0.9226,4.0861
106,4,population∘kuramoto,0.1568,0.2956,0.2956,0.9279,4.4487
106,5,kuramoto∘coupled_map_lattice,0.1437,0.2665,0.2665,0.9164,3.9925
107,0,population,0.1397,0.2555,0.2555,0.9165,0.0
107,1,population∘gray_scott,0.1739,0.3409,0.3409,0.9164,0.2451
107,2,gray_scott∘lotka_volterra,0.1013,0.2388,0.2388,0.9328,0.2744
107,3,lotka_volterra∘replicator,0.0894,0.2007,0.2007,0.9346,0.36
107,4,replicator∘gray_scott,0.1488,0.3135,0.3135,0.9254,0.0651
107,5,gray_scott∘population,0.1442,0.2845,0.2845,0.921,0.0325
108,0,coupled_map_lattice,0.1305,0.2374,0.2374,0.905,0.0
108,1,coupled_map_lattice∘replicator,0.104,0.2,0.2,0.9208,0.2034
108,2,replicator∘kuramoto,0.1356,0.2511,0.2511,0.9269,0.0389
108,3,kuramoto∘lotka_volterra,0.0822,0.1939,0.1939,0.9381,0.3704
108,4,lotka_volterra∘population,0.1109,0.2247,0.2247,0.9273,0.1502
108,5,population∘lotka_volterra,0.0699,0.1808,0.1808,0.9382,0.4649
109,0,replicator,0.0774,0.1626,0.1626,0.9365,0.0
109,1,replicator∘cellular_automata,0.0791,0.174,0.174,0.9362,0.0219
109,2,cellular_automata∘graph_diffusion,0.0569,0.1224,0.1224,0.9553,0.2652
109,3,graph_diffusion∘population,0.0983,0.189,0.189,0.9359,0.2691
109,4,population∘replicator,0.0879,0.1758,0.1758,0.9362,0.1345
109,5,replicator∘population,0.1138,0.2156,0.2156,0.9263,0.469
110,0,population,0.1397,0.2555,0.2555,0.9165,0.0
110,1,population∘gray_scott,0.1739,0.3409,0.3409,0.9164,0.2451
110,2,gray_scott∘cellular_automata,0.1274,0.2631,0.2631,0.9261,0.0881
110,3,cellular_automata∘kuramoto,0.1473,0.2826,0.2826,0.9296,0.0547
110,4,kuramoto∘coupled_map_lattice,0.1389,0.26,0.26,0.9173,0.0053
110,5,coupled_map_lattice∘cellular_automata,0.1099,0.2227,0.2227,0.9265,0.2133
111,0,lotka_volterra,0.0288,0.1368,0.1368,0.9492,0.0
111,1,lotka_volterra∘cellular_automata,0.0548,0.1611,0.1611,0.9425,0.9044
111,2,cellular_automata∘gray_scott,0.1315,0.2936,0.2936,0.9294,3.5683
111,3,gray_scott∘lotka_volterra,0.0801,0.2152,0.2152,0.9393,1.7841
111,4,lotka_volterra∘replicator,0.0788,0.1889,0.1889,0.9379,1.7376
111,5,replicator∘lotka_volterra,0.0538,0.1629,0.1629,0.9435,0.8688
112,0,lotka_volterra,0.0288,0.1368,0.1368,0.9492,0.0
112,1,lotka_volterra∘kuramoto,0.098,0.2195,0.2195,0.9412,2.4056
112,2,kuramoto∘gray_scott,0.1531,0.3228,0.3228,0.9287,4.3189
112,3,gray_scott∘population,0.1464,0.2892,0.2892,0.9226,4.0861
112,4,population∘coupled_map_lattice,0.1385,0.2633,0.2633,0.9138,3.8112
112,5,coupled_map_lattice∘kuramoto,0.1528,0.2827,0.2827,0.9235,4.3112
113,0,graph_diffusion,0.0347,0.0708,0.0708,0.9744,0.0
113,1,graph_diffusion∘population,0.0872,0.1632,0.1632,0.9454,1.5144
