src,tgt,target,R2,same
lotka_volterra,kuramoto,poss_adaptive_recovery,-100.14888623402143,False
lotka_volterra,kuramoto,poss_future_entropy,-4325.579262730075,False
lotka_volterra,kuramoto,poss_divergence_capacity,-24188515234.74011,False
lotka_volterra,kuramoto,poss_stability_fertility_coupling,-3.3685092861154384,False
lotka_volterra,lotka_volterra,poss_reachable_volume,0.07236222481522026,True
lotka_volterra,lotka_volterra,poss_branching_diversity,0.04431581884143165,True
lotka_volterra,lotka_volterra,poss_adaptive_recovery,0.0539535007993861,True
lotka_volterra,lotka_volterra,poss_future_entropy,0.042867323191301154,True
lotka_volterra,lotka_volterra,poss_divergence_capacity,0.302886982536542,True
lotka_volterra,lotka_volterra,poss_stability_fertility_coupling,0.0034988559137852926,True
lotka_volterra,nonlinear_oscillator,poss_reachable_volume,-1.640457507026519,False
lotka_volterra,nonlinear_oscillator,poss_branching_diversity,-55.51578126454592,False
lotka_volterra,nonlinear_oscillator,poss_adaptive_recovery,-1.9771147763430235,False
lotka_volterra,nonlinear_oscillator,poss_future_entropy,-3.0737540904428906,False
lotka_volterra,nonlinear_oscillator,poss_divergence_capacity,-7325547.213508549,False
lotka_volterra,nonlinear_oscillator,poss_stability_fertility_coupling,-0.5384641696158934,False
lotka_volterra,population,poss_reachable_volume,-77.6970846203868,False
lotka_volterra,population,poss_branching_diversity,-245548.68132675756,False
lotka_volterra,population,poss_adaptive_recovery,-11.103340156197918,False
lotka_volterra,population,poss_future_entropy,-44736.67054648724,False
lotka_volterra,population,poss_divergence_capacity,-39447588228.69668,False
lotka_volterra,population,poss_stability_fertility_coupling,-88.55929662924257,False
lotka_volterra,replicator,poss_reachable_volume,-2182677.726992634,False
lotka_volterra,replicator,poss_branching_diversity,-50057.25789549099,False
lotka_volterra,replicator,poss_adaptive_recovery,-89.09969169209536,False
lotka_volterra,replicator,poss_future_entropy,-191851.90649360226,False
lotka_volterra,replicator,poss_divergence_capacity,-3061893888558.6016,False
lotka_volterra,replicator,poss_stability_fertility_coupling,-145888.40581604792,False
nonlinear_oscillator,branching,poss_reachable_volume,-362.6749684221131,False
nonlinear_oscillator,branching,poss_branching_diversity,-3.2984154205342726,False
nonlinear_oscillator,branching,poss_adaptive_recovery,-4.4665387076076515,False
nonlinear_oscillator,branching,poss_future_entropy,-3423.9178271903343,False
nonlinear_oscillator,branching,poss_divergence_capacity,-3.1764112787590557,False
nonlinear_oscillator,branching,poss_stability_fertility_coupling,-316.07119842934947,False
nonlinear_oscillator,cellular_automata,poss_reachable_volume,-15497578534249.45,False
nonlinear_oscillator,cellular_automata,poss_branching_diversity,-7708.323299589596,False
nonlinear_oscillator,cellular_automata,poss_adaptive_recovery,-5815.275660420002,False
nonlinear_oscillator,cellular_automata,poss_future_entropy,-1364.9217141564295,False
nonlinear_oscillator,cellular_automata,poss_divergence_capacity,-75484.39989800006,False
nonlinear_oscillator,cellular_automata,poss_stability_fertility_coupling,-9065.159842394962,False
nonlinear_oscillator,coupled_map_lattice,poss_reachable_volume,-5780979.9179103,False
nonlinear_oscillator,coupled_map_lattice,poss_branching_diversity,-19705472.64577053,False
nonlinear_oscillator,coupled_map_lattice,poss_adaptive_recovery,-81193713.40673344,False
nonlinear_oscillator,coupled_map_lattice,poss_future_entropy,-274786224.4937029,False
nonlinear_oscillator,coupled_map_lattice,poss_divergence_capacity,-2234958921.20591,False
nonlinear_oscillator,coupled_map_lattice,poss_stability_fertility_coupling,-18111429.25428669,False
nonlinear_oscillator,graph_diffusion,poss_reachable_volume,-3563204067.8077965,False
nonlinear_oscillator,graph_diffusion,poss_branching_diversity,-1.9842654484527293,False
nonlinear_oscillator,graph_diffusion,poss_adaptive_recovery,-92.57148966798663,False
nonlinear_oscillator,graph_diffusion,poss_future_entropy,-672.3837671185122,False
nonlinear_oscillator,graph_diffusion,poss_divergence_capacity,-1895118.5584722573,False
nonlinear_oscillator,graph_diffusion,poss_stability_fertility_coupling,-167625.72337956427,False
nonlinear_oscillator,gray_scott,poss_reachable_volume,-562.2778397394392,False
nonlinear_oscillator,gray_scott,poss_branching_diversity,-225.5001846222345,False
nonlinear_oscillator,gray_scott,poss_adaptive_recovery,-5778.263199051592,False
nonlinear_oscillator,gray_scott,poss_future_entropy,-18568.93668874193,False
nonlinear_oscillator,gray_scott,poss_divergence_capacity,-2203.510224119211,False
nonlinear_oscillator,gray_scott,poss_stability_fertility_coupling,-571.6681736056195,False
nonlinear_oscillator,kuramoto,poss_reachable_volume,-21.52559671941162,False
nonlinear_oscillator,kuramoto,poss_branching_diversity,-5.65574994070199,False
nonlinear_oscillator,kuramoto,poss_adaptive_recovery,-4447.454445305881,False
nonlinear_oscillator,kuramoto,poss_future_entropy,-193.99700850548487,False
nonlinear_oscillator,kuramoto,poss_divergence_capacity,-775.8653319728214,False
nonlinear_oscillator,kuramoto,poss_stability_fertility_coupling,-17.785036999224232,False
nonlinear_oscillator,lotka_volterra,poss_reachable_volume,-916.088212787343,False
nonlinear_oscillator,lotka_volterra,poss_branching_diversity,-16.060353910645595,False
nonlinear_oscillator,lotka_volterra,poss_adaptive_recovery,-5681.3916312182,False
nonlinear_oscillator,lotka_volterra,poss_future_entropy,-92.2822072898776,False
nonlinear_oscillator,lotka_volterra,poss_divergence_capacity,-1.8966756963161697,False
nonlinear_oscillator,lotka_volterra,poss_stability_fertility_coupling,-32.01524238081796,False
nonlinear_oscillator,nonlinear_oscillator,poss_reachable_volume,0.3956084861127249,True
nonlinear_oscillator,nonlinear_oscillator,poss_branching_diversity,0.05446724102060896,True
nonlinear_oscillator,nonlinear_oscillator,poss_adaptive_recovery,0.2741774258691704,True
nonlinear_oscillator,nonlinear_oscillator,poss_future_entropy,0.2965887702512118,True
nonlinear_oscillator,nonlinear_oscillator,poss_divergence_capacity,0.22402285694453605,True
nonlinear_oscillator,nonlinear_oscillator,poss_stability_fertility_coupling,0.24232499104355898,True
nonlinear_oscillator,population,poss_reachable_volume,-126.61581346878233,False
nonlinear_oscillator,population,poss_branching_diversity,-84.13700570587353,False
nonlinear_oscillator,population,poss_adaptive_recovery,-277.151442657571,False
nonlinear_oscillator,population,poss_future_entropy,-2206.9685177447877,False
nonlinear_oscillator,population,poss_divergence_capacity,-4996.304752497179,False
nonlinear_oscillator,population,poss_stability_fertility_coupling,-190.81671954381343,False
nonlinear_oscillator,replicator,poss_reachable_volume,-2498500079.990789,False
nonlinear_oscillator,replicator,poss_branching_diversity,-15369.276519525318,False
nonlinear_oscillator,replicator,poss_adaptive_recovery,-429716.91028520226,False
nonlinear_oscillator,replicator,poss_future_entropy,-6808065.513568688,False
nonlinear_oscillator,replicator,poss_divergence_capacity,-420423706.6908937,False
nonlinear_oscillator,replicator,poss_stability_fertility_coupling,-13022005.653801216,False
population,branching,poss_reachable_volume,-3.5888898395808173,False
population,branching,poss_branching_diversity,-0.08694293637103034,False
population,branching,poss_adaptive_recovery,-0.2564917048791049,False
population,branching,poss_future_entropy,-4.472788507337564,False
population,branching,poss_divergence_capacity,-3.1759679813753054,False
population,branching,poss_stability_fertility_coupling,-0.738557297755227,False
population,cellular_automata,poss_reachable_volume,-1815719725446.2896,False
population,cellular_automata,poss_branching_diversity,-10.908481930311533,False
population,cellular_automata,poss_adaptive_recovery,-14.880237582342675,False
population,cellular_automata,poss_future_entropy,-23.121614192384186,False
population,cellular_automata,poss_divergence_capacity,-196.13500436891118,False
population,cellular_automata,poss_stability_fertility_coupling,-149.31395299204294,False
population,coupled_map_lattice,poss_reachable_volume,-534734.0095947684,False
population,coupled_map_lattice,poss_branching_diversity,-83373.31691660847,False
population,coupled_map_lattice,poss_adaptive_recovery,-923852.4805694497,False
population,coupled_map_lattice,poss_future_entropy,-993827.5306448557,False
population,coupled_map_lattice,poss_divergence_capacity,-16590662.223004133,False
population,coupled_map_lattice,poss_stability_fertility_coupling,-11313.27401943537,False
population,graph_diffusion,poss_reachable_volume,-55990245983.1692,False
population,graph_diffusion,poss_branching_diversity,-2.1798274896911063,False
population,graph_diffusion,poss_adaptive_recovery,-14.87149125808194,False
population,graph_diffusion,poss_future_entropy,-133.8165545144245,False
population,graph_diffusion,poss_divergence_capacity,-724874.4315723483,False
population,graph_diffusion,poss_stability_fertility_coupling,-629954.360605798,False
population,gray_scott,poss_reachable_volume,-41.27221465638231,False
population,gray_scott,poss_branching_diversity,-1.1960615286569873,False
population,gray_scott,poss_adaptive_recovery,-54.12529256468107,False
population,gray_scott,poss_future_entropy,-58.459612425770956,False
population,gray_scott,poss_divergence_capacity,-17.489630201805,False
population,gray_scott,poss_stability_fertility_coupling,-0.3143484581321452,False
population,kuramoto,poss_reachable_volume,-1.2643453115562235,False
population,kuramoto,poss_branching_diversity,-0.23937311829262065,False
population,kuramoto,poss_adaptive_recovery,-75.25081177297324,False
population,kuramoto,poss_future_entropy,-1.2384468007828655,False
population,kuramoto,poss_divergence_capacity,-9.775956664614009,False
population,kuramoto,poss_stability_fertility_coupling,-0.17875252536644148,False
population,lotka_volterra,poss_reachable_volume,-10910.111658951966,False
population,lotka_volterra,poss_branching_diversity,-19.29906832044505,False
population,lotka_volterra,poss_adaptive_recovery,-437.2015420076494,False
population,lotka_volterra,poss_future_entropy,-27.674271406230982,False
population,lotka_volterra,poss_divergence_capacity,-1.8504105006084415,False
population,lotka_volterra,poss_stability_fertility_coupling,-104.6834136578198,False
population,nonlinear_oscillator,poss_reachable_volume,-22.47208054970098,False
population,nonlinear_oscillator,poss_branching_diversity,-0.17913439568834422,False
population,nonlinear_oscillator,poss_adaptive_recovery,-0.9267431177912047,False
population,nonlinear_oscillator,poss_future_entropy,-0.8485446790815405,False
population,nonlinear_oscillator,poss_divergence_capacity,-0.03197565697574278,False
population,nonlinear_oscillator,poss_stability_fertility_coupling,-7.889678355587666,False
population,population,poss_reachable_volume,0.4367110731731262,True
population,population,poss_branching_diversity,0.04705783477704173,True
population,population,poss_adaptive_recovery,0.17280116107364107,True
population,population,poss_future_entropy,0.5173391900039701,True
population,population,poss_divergence_capacity,0.600885477304151,True
population,population,poss_stability_fertility_coupling,0.1603528919115207,True
population,replicator,poss_reachable_volume,-307740558.4526351,False
population,replicator,poss_branching_diversity,-78.98771572899219,False
population,replicator,poss_adaptive_recovery,-4278.727287633885,False
population,replicator,poss_future_entropy,-24085.73417328038,False
population,replicator,poss_divergence_capacity,-4352132.878875159,False
population,replicator,poss_stability_fertility_coupling,-12163.42131371279,False
replicator,branching,poss_reachable_volume,-2.0727199108524927,False
replicator,branching,poss_branching_diversity,-12.600094612311036,False
replicator,branching,poss_adaptive_recovery,-0.03414478070470017,False
replicator,branching,poss_future_entropy,-5.4796271861444135,False
replicator,branching,poss_divergence_capacity,-3.176150611386692,False
replicator,branching,poss_stability_fertility_coupling,-5.9576825480195845,False
replicator,cellular_automata,poss_reachable_volume,-64448085.56586492,False
replicator,cellular_automata,poss_branching_diversity,-19380.110838407352,False
replicator,cellular_automata,poss_adaptive_recovery,-7868.865862596667,False
replicator,cellular_automata,poss_future_entropy,-248.23248928432085,False
replicator,cellular_automata,poss_divergence_capacity,0.043118801957231834,False
replicator,cellular_automata,poss_stability_fertility_coupling,-20.4378190397315,False
replicator,coupled_map_lattice,poss_reachable_volume,-1.042282502954396,False
replicator,coupled_map_lattice,poss_branching_diversity,-3021638.0258076442,False
replicator,coupled_map_lattice,poss_adaptive_recovery,-530505.7606387619,False
replicator,coupled_map_lattice,poss_future_entropy,-319413.7674896489,False
replicator,coupled_map_lattice,poss_divergence_capacity,-1417.1094184347987,False
replicator,coupled_map_lattice,poss_stability_fertility_coupling,-1354.8342313424428,False
replicator,graph_diffusion,poss_reachable_volume,-52011.74735119602,False
replicator,graph_diffusion,poss_branching_diversity,-0.5744223764202199,False
replicator,graph_diffusion,poss_adaptive_recovery,-8.529509424525948,False
replicator,graph_diffusion,poss_future_entropy,-11.03850739186976,False
replicator,graph_diffusion,poss_divergence_capacity,-295.1982471219796,False
replicator,graph_diffusion,poss_stability_fertility_coupling,-755.836581326129,False
replicator,gray_scott,poss_reachable_volume,-14.16187464193611,False
replicator,gray_scott,poss_branching_diversity,-1.0005159625983895,False
replicator,gray_scott,poss_adaptive_recovery,-0.4263697832385773,False
replicator,gray_scott,poss_future_entropy,-0.07857981029374539,False
replicator,gray_scott,poss_divergence_capacity,-0.3364549401978989,False
replicator,gray_scott,poss_stability_fertility_coupling,-4.78166937825673,False
replicator,kuramoto,poss_reachable_volume,-11.635629763773693,False
replicator,kuramoto,poss_branching_diversity,-8.02287702698349,False
replicator,kuramoto,poss_adaptive_recovery,-509.6489069898924,False
replicator,kuramoto,poss_future_entropy,-3.3398072615844896,False
replicator,kuramoto,poss_divergence_capacity,-2.462911745676367,False
replicator,kuramoto,poss_stability_fertility_coupling,-5.474232044104982,False
replicator,lotka_volterra,poss_reachable_volume,-16.87223150210388,False
replicator,lotka_volterra,poss_branching_diversity,-34.576191320624716,False
replicator,lotka_volterra,poss_adaptive_recovery,-18.84635203271065,False
replicator,lotka_volterra,poss_future_entropy,-38.20118466273412,False
replicator,lotka_volterra,poss_divergence_capacity,-1.8716804301341838,False
replicator,lotka_volterra,poss_stability_fertility_coupling,-4.284100564446987,False
replicator,nonlinear_oscillator,poss_reachable_volume,-0.6051882961153869,False
replicator,nonlinear_oscillator,poss_branching_diversity,-1.1768606175160072,False
replicator,nonlinear_oscillator,poss_adaptive_recovery,-1.051212029896829,False
replicator,nonlinear_oscillator,poss_future_entropy,-1.1495441008964744,False
replicator,nonlinear_oscillator,poss_divergence_capacity,-0.31136387199853033,False
replicator,nonlinear_oscillator,poss_stability_fertility_coupling,-2.3638264937806492,False
replicator,population,poss_reachable_volume,-0.6908873535339568,False
replicator,population,poss_branching_diversity,-168.91820529550864,False
replicator,population,poss_adaptive_recovery,-32.22496994478316,False
replicator,population,poss_future_entropy,-16.495738697921343,False
replicator,population,poss_divergence_capacity,-0.21933286216156778,False
replicator,population,poss_stability_fertility_coupling,-2.0317387495322907,False
replicator,replicator,poss_reachable_volume,0.007858032039659735,True
replicator,replicator,poss_branching_diversity,0.07730213537047192,True
replicator,replicator,poss_adaptive_recovery,0.1426074443555414,True
replicator,replicator,poss_future_entropy,0.11431324406995003,True
replicator,replicator,poss_divergence_capacity,0.04552198594124568,True
replicator,replicator,poss_stability_fertility_coupling,0.011006100353643689,True
