target,train_domain,test_domain,model,R2,MAE,Spearman_r
fertility_novelty_rate,cellular_automata,nonlinear_oscillator,GB,0.0,0.6998,
fertility_novelty_rate,cellular_automata,population,Linear,0.0,0.6762,
fertility_novelty_rate,cellular_automata,population,Ridge,0.0,0.6762,
fertility_novelty_rate,cellular_automata,population,RF,0.0,0.7624,
fertility_novelty_rate,cellular_automata,population,GB,0.0,0.7272,
fertility_novelty_rate,graph_diffusion,cellular_automata,Linear,-0.9485,0.3229,0.0626
fertility_novelty_rate,graph_diffusion,cellular_automata,Ridge,-0.948,0.3229,0.0556
fertility_novelty_rate,graph_diffusion,cellular_automata,RF,-0.948,0.3232,-0.3182
fertility_novelty_rate,graph_diffusion,cellular_automata,GB,-0.948,0.3232,0.1939
fertility_novelty_rate,graph_diffusion,graph_diffusion,Linear,0.8278,0.0002,0.75
fertility_novelty_rate,graph_diffusion,graph_diffusion,Ridge,0.8039,0.0002,0.7571
fertility_novelty_rate,graph_diffusion,graph_diffusion,RF,0.9732,0.0001,0.8756
fertility_novelty_rate,graph_diffusion,graph_diffusion,GB,0.9711,0.0001,0.7835
fertility_novelty_rate,graph_diffusion,nonlinear_oscillator,Linear,0.0,0.9991,
fertility_novelty_rate,graph_diffusion,nonlinear_oscillator,Ridge,0.0,0.9991,
fertility_novelty_rate,graph_diffusion,nonlinear_oscillator,RF,0.0,0.9994,
fertility_novelty_rate,graph_diffusion,nonlinear_oscillator,GB,0.0,0.9995,
fertility_novelty_rate,graph_diffusion,population,Linear,0.0,0.9991,
fertility_novelty_rate,graph_diffusion,population,Ridge,0.0,0.9991,
fertility_novelty_rate,graph_diffusion,population,RF,0.0,0.9992,
fertility_novelty_rate,graph_diffusion,population,GB,0.0,0.9992,
fertility_novelty_rate,nonlinear_oscillator,cellular_automata,Linear,-4.1478,0.6762,0.0
fertility_novelty_rate,nonlinear_oscillator,cellular_automata,Ridge,-4.1478,0.6762,0.0
fertility_novelty_rate,nonlinear_oscillator,cellular_automata,RF,-4.1478,0.6762,0.0
fertility_novelty_rate,nonlinear_oscillator,cellular_automata,GB,-4.1478,0.6762,0.0
fertility_novelty_rate,nonlinear_oscillator,graph_diffusion,Linear,-20.0,0.9991,0.0
fertility_novelty_rate,nonlinear_oscillator,graph_diffusion,Ridge,-20.0,0.9991,0.0
fertility_novelty_rate,nonlinear_oscillator,graph_diffusion,RF,-20.0,0.9991,0.0
fertility_novelty_rate,nonlinear_oscillator,graph_diffusion,GB,-20.0,0.9991,0.0
fertility_novelty_rate,nonlinear_oscillator,nonlinear_oscillator,Linear,1.0,0.0,0.0
fertility_novelty_rate,nonlinear_oscillator,nonlinear_oscillator,Ridge,1.0,0.0,0.0
fertility_novelty_rate,nonlinear_oscillator,nonlinear_oscillator,RF,1.0,0.0,0.0
fertility_novelty_rate,nonlinear_oscillator,nonlinear_oscillator,GB,1.0,0.0,0.0
fertility_novelty_rate,nonlinear_oscillator,population,Linear,1.0,0.0,0.0
fertility_novelty_rate,nonlinear_oscillator,population,Ridge,1.0,0.0,0.0
fertility_novelty_rate,nonlinear_oscillator,population,RF,1.0,0.0,0.0
fertility_novelty_rate,nonlinear_oscillator,population,GB,1.0,0.0,0.0
fertility_novelty_rate,population,cellular_automata,Linear,-4.1478,0.6762,0.0
fertility_novelty_rate,population,cellular_automata,Ridge,-4.1478,0.6762,0.0
fertility_novelty_rate,population,cellular_automata,RF,-4.1478,0.6762,0.0
fertility_novelty_rate,population,cellular_automata,GB,-4.1478,0.6762,0.0
fertility_novelty_rate,population,graph_diffusion,Linear,-20.0,0.9991,0.0
fertility_novelty_rate,population,graph_diffusion,Ridge,-20.0,0.9991,0.0
fertility_novelty_rate,population,graph_diffusion,RF,-20.0,0.9991,0.0
fertility_novelty_rate,population,graph_diffusion,GB,-20.0,0.9991,0.0
fertility_novelty_rate,population,nonlinear_oscillator,Linear,1.0,0.0,0.0
fertility_novelty_rate,population,nonlinear_oscillator,Ridge,1.0,0.0,0.0
fertility_novelty_rate,population,nonlinear_oscillator,RF,1.0,0.0,0.0
fertility_novelty_rate,population,nonlinear_oscillator,GB,1.0,0.0,0.0
fertility_novelty_rate,population,population,Linear,1.0,0.0,0.0
fertility_novelty_rate,population,population,Ridge,1.0,0.0,0.0
fertility_novelty_rate,population,population,RF,1.0,0.0,0.0
fertility_novelty_rate,population,population,GB,1.0,0.0,0.0
fertility_state_coverage,cellular_automata,cellular_automata,Linear,0.0084,0.0,0.2752
fertility_state_coverage,cellular_automata,cellular_automata,Ridge,0.0084,0.0,0.2756
fertility_state_coverage,cellular_automata,cellular_automata,RF,0.86,0.0,0.7944
fertility_state_coverage,cellular_automata,cellular_automata,GB,0.943,0.0,0.6933
fertility_state_coverage,cellular_automata,graph_diffusion,Linear,-1.4654,0.0009,0.4007
fertility_state_coverage,cellular_automata,graph_diffusion,Ridge,-1.4654,0.0009,0.3998
fertility_state_coverage,cellular_automata,graph_diffusion,RF,-1.4571,0.0009,0.5484
fertility_state_coverage,cellular_automata,graph_diffusion,GB,-1.4572,0.0009,0.2162
fertility_state_coverage,cellular_automata,nonlinear_oscillator,Linear,-2.6051,0.2075,-0.3093
fertility_state_coverage,cellular_automata,nonlinear_oscillator,Ridge,-2.6051,0.2075,-0.3093
fertility_state_coverage,cellular_automata,nonlinear_oscillator,RF,-2.6051,0.2075,-0.0297
fertility_state_coverage,cellular_automata,nonlinear_oscillator,GB,-2.6051,0.2075,0.1946
fertility_state_coverage,cellular_automata,population,Linear,-1.2627,0.242,-0.4853
fertility_state_coverage,cellular_automata,population,Ridge,-1.2627,0.242,-0.4852
fertility_state_coverage,cellular_automata,population,RF,-1.2627,0.242,-0.2746
fertility_state_coverage,cellular_automata,population,GB,-1.2627,0.242,0.0003
fertility_state_coverage,graph_diffusion,cellular_automata,Linear,-20.0,0.0024,-0.3319
fertility_state_coverage,graph_diffusion,cellular_automata,Ridge,-20.0,0.0017,-0.3233
fertility_state_coverage,graph_diffusion,cellular_automata,RF,-20.0,0.0006,0.0609
fertility_state_coverage,graph_diffusion,cellular_automata,GB,-20.0,0.0006,-0.049
fertility_state_coverage,graph_diffusion,graph_diffusion,Linear,0.8278,0.0002,0.75
fertility_state_coverage,graph_diffusion,graph_diffusion,Ridge,0.8039,0.0002,0.7571
fertility_state_coverage,graph_diffusion,graph_diffusion,RF,0.9732,0.0001,0.8756
fertility_state_coverage,graph_diffusion,graph_diffusion,GB,0.9711,0.0001,0.7835
fertility_state_coverage,graph_diffusion,nonlinear_oscillator,Linear,-2.6134,0.2067,-0.6198
fertility_state_coverage,graph_diffusion,nonlinear_oscillator,Ridge,-2.6052,0.2067,-0.6184
fertility_state_coverage,graph_diffusion,nonlinear_oscillator,RF,-2.591,0.207,-0.157
fertility_state_coverage,graph_diffusion,nonlinear_oscillator,GB,-2.5915,0.207,-0.1166
fertility_state_coverage,graph_diffusion,population,Linear,-1.2676,0.2411,-0.4911
fertility_state_coverage,graph_diffusion,population,Ridge,-1.2647,0.2411,-0.5061
fertility_state_coverage,graph_diffusion,population,RF,-1.2553,0.2412,-0.4352
fertility_state_coverage,graph_diffusion,population,GB,-1.2553,0.2412,-0.383
fertility_state_coverage,nonlinear_oscillator,cellular_automata,Linear,-20.0,0.2079,0.0731
fertility_state_coverage,nonlinear_oscillator,cellular_automata,Ridge,-20.0,0.2078,0.074
fertility_state_coverage,nonlinear_oscillator,cellular_automata,RF,-20.0,0.2729,-0.0097
fertility_state_coverage,nonlinear_oscillator,cellular_automata,GB,-20.0,0.2708,-0.0279
fertility_state_coverage,nonlinear_oscillator,graph_diffusion,Linear,-20.0,0.2067,-0.7273
fertility_state_coverage,nonlinear_oscillator,graph_diffusion,Ridge,-20.0,0.2067,-0.7267
fertility_state_coverage,nonlinear_oscillator,graph_diffusion,RF,-20.0,0.2747,-0.5249
fertility_state_coverage,nonlinear_oscillator,graph_diffusion,GB,-20.0,0.2894,-0.5442
fertility_state_coverage,nonlinear_oscillator,nonlinear_oscillator,Linear,0.4301,0.0705,0.6107
fertility_state_coverage,nonlinear_oscillator,nonlinear_oscillator,Ridge,0.4301,0.0705,0.6109
fertility_state_coverage,nonlinear_oscillator,nonlinear_oscillator,RF,0.9075,0.0273,0.9509
fertility_state_coverage,nonlinear_oscillator,nonlinear_oscillator,GB,0.8282,0.0411,0.8348
fertility_state_coverage,nonlinear_oscillator,population,Linear,0.4109,0.1001,0.5526
fertility_state_coverage,nonlinear_oscillator,population,Ridge,0.4097,0.1001,0.5532
fertility_state_coverage,nonlinear_oscillator,population,RF,0.4356,0.1005,0.5486
fertility_state_coverage,nonlinear_oscillator,population,GB,0.4015,0.1011,0.5739
fertility_state_coverage,population,cellular_automata,Linear,-20.0,0.3163,0.0814
fertility_state_coverage,population,cellular_automata,Ridge,-20.0,0.3092,0.0079
fertility_state_coverage,population,cellular_automata,RF,-20.0,0.186,-0.0482
fertility_state_coverage,population,cellular_automata,GB,-20.0,0.1674,-0.0248
fertility_state_coverage,population,graph_diffusion,Linear,-20.0,0.2925,-0.7326
fertility_state_coverage,population,graph_diffusion,Ridge,-20.0,0.2941,-0.7303
fertility_state_coverage,population,graph_diffusion,RF,-20.0,0.2083,-0.6834
fertility_state_coverage,population,graph_diffusion,GB,-20.0,0.1988,-0.6672
fertility_state_coverage,population,nonlinear_oscillator,Linear,-1.3425,0.1221,0.1445
fertility_state_coverage,population,nonlinear_oscillator,Ridge,-1.1026,0.1198,0.1613
fertility_state_coverage,population,nonlinear_oscillator,RF,0.2301,0.0796,0.4253
fertility_state_coverage,population,nonlinear_oscillator,GB,0.1826,0.0821,0.4168
fertility_state_coverage,population,population,Linear,0.9082,0.0508,0.5851
fertility_state_coverage,population,population,Ridge,0.9079,0.051,0.5804
fertility_state_coverage,population,population,RF,0.9946,0.0107,0.9851
fertility_state_coverage,population,population,GB,0.9909,0.0158,0.9639
fertility_transition_entropy,cellular_automata,cellular_automata,Linear,0.9263,0.3478,0.9257
fertility_transition_entropy,cellular_automata,cellular_automata,Ridge,0.9263,0.3466,0.9252
fertility_transition_entropy,cellular_automata,cellular_automata,RF,0.9865,0.117,0.9858
fertility_transition_entropy,cellular_automata,cellular_automata,GB,0.9828,0.1611,0.9739
fertility_transition_entropy,cellular_automata,graph_diffusion,Linear,-20.0,2.9781,-0.3919
fertility_transition_entropy,cellular_automata,graph_diffusion,Ridge,-20.0,2.975,-0.3951
fertility_transition_entropy,cellular_automata,graph_diffusion,RF,-20.0,2.6884,-0.2757
fertility_transition_entropy,cellular_automata,graph_diffusion,GB,-20.0,2.7016,-0.0535
fertility_transition_entropy,cellular_automata,nonlinear_oscillator,Linear,-4.0531,2.2216,-0.4769
fertility_transition_entropy,cellular_automata,nonlinear_oscillator,Ridge,-4.0182,2.2142,-0.476
fertility_transition_entropy,cellular_automata,nonlinear_oscillator,RF,-3.1915,2.0546,-0.4338
fertility_transition_entropy,cellular_automata,nonlinear_oscillator,GB,-3.2681,2.0703,-0.3921
fertility_transition_entropy,cellular_automata,population,Linear,-6.1703,2.9335,-0.6161
fertility_transition_entropy,cellular_automata,population,Ridge,-6.1284,2.9243,-0.6146
fertility_transition_entropy,cellular_automata,population,RF,-5.5082,2.7189,-0.6494
fertility_transition_entropy,cellular_automata,population,GB,-5.3211,2.6601,-0.6088
fertility_transition_entropy,graph_diffusion,cellular_automata,Linear,-1.9463,2.6875,0.0234
fertility_transition_entropy,graph_diffusion,cellular_automata,Ridge,-1.9326,2.6671,0.0117
fertility_transition_entropy,graph_diffusion,cellular_automata,RF,-1.9264,2.6379,-0.312
fertility_transition_entropy,graph_diffusion,cellular_automata,GB,-1.926,2.6397,0.4384
fertility_transition_entropy,graph_diffusion,graph_diffusion,Linear,0.4502,0.0271,0.7184
fertility_transition_entropy,graph_diffusion,graph_diffusion,Ridge,0.4357,0.025,0.7314
fertility_transition_entropy,graph_diffusion,graph_diffusion,RF,0.9257,0.0058,0.8671
fertility_transition_entropy,graph_diffusion,graph_diffusion,GB,0.9876,0.0035,0.8164
fertility_transition_entropy,graph_diffusion,nonlinear_oscillator,Linear,-9.0782,3.7606,-0.5247
fertility_transition_entropy,graph_diffusion,nonlinear_oscillator,Ridge,-9.0183,3.7606,-0.5264
fertility_transition_entropy,graph_diffusion,nonlinear_oscillator,RF,-8.9626,3.7815,-0.0927
fertility_transition_entropy,graph_diffusion,nonlinear_oscillator,GB,-8.9678,3.7823,-0.2908
fertility_transition_entropy,graph_diffusion,population,Linear,-0.6448,0.796,-0.5439
fertility_transition_entropy,graph_diffusion,population,Ridge,-0.5911,0.771,-0.564
fertility_transition_entropy,graph_diffusion,population,RF,-0.4084,0.7374,-0.6242
fertility_transition_entropy,graph_diffusion,population,GB,-0.4053,0.7356,-0.3093
fertility_transition_entropy,nonlinear_oscillator,cellular_automata,Linear,-0.563,1.8365,-0.3048
fertility_transition_entropy,nonlinear_oscillator,cellular_automata,Ridge,-0.5628,1.8365,-0.3068
fertility_transition_entropy,nonlinear_oscillator,cellular_automata,RF,-1.0247,2.0709,-0.3415
fertility_transition_entropy,nonlinear_oscillator,cellular_automata,GB,-1.1052,2.1025,-0.3561
fertility_transition_entropy,nonlinear_oscillator,graph_diffusion,Linear,-20.0,3.7606,-0.3982
fertility_transition_entropy,nonlinear_oscillator,graph_diffusion,Ridge,-20.0,3.7606,-0.3978
fertility_transition_entropy,nonlinear_oscillator,graph_diffusion,RF,-20.0,3.605,0.0074
fertility_transition_entropy,nonlinear_oscillator,graph_diffusion,GB,-20.0,3.6297,0.1459
fertility_transition_entropy,nonlinear_oscillator,nonlinear_oscillator,Linear,0.3427,0.8418,0.6055
fertility_transition_entropy,nonlinear_oscillator,nonlinear_oscillator,Ridge,0.3427,0.8414,0.6051
fertility_transition_entropy,nonlinear_oscillator,nonlinear_oscillator,RF,0.9097,0.2996,0.9601
fertility_transition_entropy,nonlinear_oscillator,nonlinear_oscillator,GB,0.8023,0.4442,0.8908
fertility_transition_entropy,nonlinear_oscillator,population,Linear,-6.2846,3.0374,0.6399
fertility_transition_entropy,nonlinear_oscillator,population,Ridge,-6.2847,3.0374,0.6401
fertility_transition_entropy,nonlinear_oscillator,population,RF,-7.0319,3.1572,0.582
fertility_transition_entropy,nonlinear_oscillator,population,GB,-7.8872,3.2936,0.5163
fertility_transition_entropy,population,cellular_automata,Linear,-0.8413,2.2243,0.5866
fertility_transition_entropy,population,cellular_automata,Ridge,-0.8303,2.215,0.587
fertility_transition_entropy,population,cellular_automata,RF,-1.326,2.3683,0.5088
fertility_transition_entropy,population,cellular_automata,GB,-1.2188,2.3132,0.4609
fertility_transition_entropy,population,graph_diffusion,Linear,-20.0,1.3414,-0.7352
fertility_transition_entropy,population,graph_diffusion,Ridge,-20.0,1.3449,-0.7319
fertility_transition_entropy,population,graph_diffusion,RF,-20.0,0.6464,-0.7192
fertility_transition_entropy,population,graph_diffusion,GB,-20.0,0.7777,-0.6742
fertility_transition_entropy,population,nonlinear_oscillator,Linear,-5.8725,3.0871,0.2583
fertility_transition_entropy,population,nonlinear_oscillator,Ridge,-5.827,3.0775,0.2825
fertility_transition_entropy,population,nonlinear_oscillator,RF,-6.9237,3.3496,0.0593
fertility_transition_entropy,population,nonlinear_oscillator,GB,-6.5371,3.2629,0.2161
fertility_transition_entropy,population,population,Linear,0.9833,0.0941,0.8965
fertility_transition_entropy,population,population,Ridge,0.9832,0.0952,0.8886
fertility_transition_entropy,population,population,RF,0.9989,0.0204,0.9909
fertility_transition_entropy,population,population,GB,0.9987,0.0284,0.9685
